run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSessionGateMode,InpUseM5CorrectiveABC,InpM5CorrectiveMode,InpM15WaveContextMode,InpM15Wave2ExpansionMode,InpM15Wave2GateMode,InpM15Wave2AdjacentMode,InpNearMissSeparatorMode,InpNearMissSeparatorCombineMask,InpExitMode,InpMaxHoldBars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,daily_or_dd_stopped,passed_2025_gate
full2025_base,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,base,baseline_c10_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_base.ini,fx_session_reversal_nearmiss_separator_full2025_base,16385,15,5,0,false,0,0,0,0,0,0,0,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,False,False
full2025_light,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light,required_light_original_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light.ini,fx_session_reversal_nearmiss_separator_full2025_light,16385,15,5,0,true,2,3,0,0,0,0,0,1,30,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,False,False
full2025_nearmiss_diag,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,nearmiss_diag,near_miss_broad_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_nearmiss_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_nearmiss_diag.ini,fx_session_reversal_nearmiss_separator_full2025_nearmiss_diag,16385,15,5,0,true,1,1,6,5,9,1,0,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,False,False
full2025_invalidation,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,invalidation,separator_invalidation_quality,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_invalidation.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_invalidation.ini,fx_session_reversal_nearmiss_separator_full2025_invalidation,16385,15,5,0,true,1,1,6,5,9,2,0,1,30,187,48,0.25668449197860965,-470.18000000000023,1097.84,-1568.02,0.700144130814658,-20.432,-0.10926203208556148,0.6983463082412935,578.5900000000001,5.785900000000002,-0.8126307056810524,15,0.08021390374331551,31,0.1657754010695187,141,0.7540106951871658,0.6302508021390371,0.540003743315508,0.5240641711229946,0.3582887700534759,0.25668449197860965,0.13903743315508021,0.0,False,False
full2025_nofail,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,nofail,separator_no_immediate_failure,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_nofail.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_nofail.ini,fx_session_reversal_nearmiss_separator_full2025_nofail,16385,15,5,0,true,1,1,6,5,9,3,0,1,30,181,46,0.2541436464088398,-345.83999999999986,1037.32,-1383.1600000000003,0.7499638508921598,-15.005599999999994,-0.08290386740331489,0.7475130907671391,494.0099999999999,4.940099999999998,-0.7000668002672009,12,0.06629834254143646,29,0.16022099447513813,140,0.7734806629834254,0.579553038674033,0.488688397790055,0.4585635359116022,0.32044198895027626,0.2430939226519337,0.13259668508287292,0.0,False,False
full2025_retest,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,retest,separator_retest_quality,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_retest.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_retest.ini,fx_session_reversal_nearmiss_separator_full2025_retest,16385,15,5,0,true,1,1,6,5,9,4,0,1,30,177,44,0.24858757062146894,-407.7599999999998,984.5599999999996,-1392.32,0.7071362905079289,-17.800399999999993,-0.10056723163841803,0.7014452743035696,562.2799999999999,5.622799999999999,-0.7251902966493561,13,0.07344632768361582,27,0.15254237288135594,137,0.7740112994350282,0.5901158192090393,0.5044819209039547,0.480225988700565,0.3220338983050847,0.24293785310734464,0.12994350282485875,0.0,False,False
full2025_exhaustion,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,exhaustion,separator_corrective_exhaustion,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_exhaustion.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_exhaustion.ini,fx_session_reversal_nearmiss_separator_full2025_exhaustion,16385,15,5,0,true,1,1,6,5,9,5,0,1,30,244,74,0.30327868852459017,-324.2400000000001,1726.1199999999997,-2050.36,0.8418619169316606,-13.358099999999997,-0.05474631147540982,0.8454755253249121,389.02000000000004,3.8902000000000005,-0.8334789985090744,27,0.11065573770491803,49,0.20081967213114754,168,0.6885245901639344,0.671379508196721,0.5373176229508193,0.5286885245901639,0.38524590163934425,0.3073770491803279,0.1762295081967213,0.004098360655737705,False,False
full2025_m15completion,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,m15completion,separator_m15_completion_quality,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_m15completion.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_m15completion.ini,fx_session_reversal_nearmiss_separator_full2025_m15completion,16385,15,5,0,true,1,1,6,5,9,6,0,1,30,270,66,0.24444444444444444,-872.4800000000001,1576.2,-2448.680000000001,0.643693745201496,-37.60289999999996,-0.13926999999999987,0.6484576802800908,872.4800000000001,8.724800000000002,-1.0,32,0.11851851851851852,48,0.17777777777777778,190,0.7037037037037037,0.632395185185185,0.5510899999999999,0.5074074074074074,0.34814814814814815,0.2740740740740741,0.16666666666666666,0.0,False,False
full2025_targetroom,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,targetroom,separator_target_room,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_targetroom.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_targetroom.ini,fx_session_reversal_nearmiss_separator_full2025_targetroom,16385,15,5,0,true,1,1,6,5,9,7,0,1,30,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,False,False
full2025_granville,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,granville,separator_granville_quality,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_granville.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_granville.ini,fx_session_reversal_nearmiss_separator_full2025_granville,16385,15,5,0,true,1,1,6,5,9,8,0,1,30,268,66,0.2462686567164179,-921.7800000000005,1467.1200000000001,-2388.9000000000005,0.6141403993469797,-39.82729999999995,-0.14860932835820878,0.6216742264124062,967.1800000000005,9.671800000000005,-0.9530594098306417,29,0.10820895522388059,44,0.16417910447761194,195,0.7276119402985075,0.6161854477611942,0.5542328358208953,0.5149253731343284,0.33955223880597013,0.2462686567164179,0.13432835820895522,0.0037313432835820895,False,False
