period_id,variant,near_miss_separator_mode,near_miss_separator_component,near_miss_separator_pass,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,off,none,false,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,best_single,target_room,target_room,false,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,best_two,best_two,best_two_no_component,false,22,10,0.45454545454545453,108.8,258.22,-149.42,1.7281488421898008,4.6596,0.21180000000000002,1.7435136428913356,53.42,0.5342,2.0366903781355297,3,0.13636363636363635,7,0.3181818181818182,12,0.5454545454545454,0.8460636363636364,0.45231818181818184,0.7272727272727273,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.0
full2025_validation,best_two,best_two,corrective_exhaustion,true,222,64,0.2882882882882883,-433.0400000000003,1467.8999999999994,-1900.9400000000005,0.772196913106147,-18.017699999999994,-0.08116081081081078,0.7752829588610552,471.5000000000003,4.7150000000000025,-0.9184305408271475,24,0.10810810810810811,42,0.1891891891891892,156,0.7027027027027027,0.6540684684684682,0.5457409909909908,0.509009009009009,0.36936936936936937,0.2927927927927928,0.16666666666666666,0.0045045045045045045
full2025_validation,exhaustion,corrective_exhaustion,corrective_exhaustion,false,22,10,0.45454545454545453,108.8,258.22,-149.42,1.7281488421898008,4.6596,0.21180000000000002,1.7435136428913356,53.42,0.5342,2.0366903781355297,3,0.13636363636363635,7,0.3181818181818182,12,0.5454545454545454,0.8460636363636364,0.45231818181818184,0.7272727272727273,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.0
full2025_validation,exhaustion,corrective_exhaustion,corrective_exhaustion,true,222,64,0.2882882882882883,-433.0400000000003,1467.8999999999994,-1900.9400000000005,0.772196913106147,-18.017699999999994,-0.08116081081081078,0.7752829588610552,471.5000000000003,4.7150000000000025,-0.9184305408271475,24,0.10810810810810811,42,0.1891891891891892,156,0.7027027027027027,0.6540684684684682,0.5457409909909908,0.509009009009009,0.36936936936936937,0.2927927927927928,0.16666666666666666,0.0045045045045045045
full2025_validation,granville,granville_quality,granville_quality,false,30,12,0.4,63.95999999999999,300.67999999999995,-236.72,1.270192632646164,2.6366999999999994,0.08788999999999998,1.2528432519514394,125.21000000000001,1.2521,0.5108218193435028,5,0.16666666666666666,9,0.3,16,0.5333333333333333,0.7330666666666666,0.54087,0.5666666666666667,0.4666666666666667,0.36666666666666664,0.23333333333333334,0.0
full2025_validation,granville,granville_quality,granville_quality,true,238,54,0.226890756302521,-985.7400000000004,1166.44,-2152.18,0.5419806893475454,-42.46399999999997,-0.17842016806722677,0.552276731443007,1031.1400000000003,10.311400000000004,-0.9559710611556143,24,0.10084033613445378,35,0.14705882352941177,179,0.7521008403361344,0.6014525210084034,0.555917226890756,0.5084033613445378,0.3235294117647059,0.23109243697478993,0.12184873949579832,0.004201680672268907
full2025_validation,invalidation,invalidation_quality,invalidation_quality,false,32,13,0.40625,166.01,345.34999999999997,-179.33999999999995,1.9256719081075058,6.9037000000000015,0.21574062500000005,1.8954447586189,60.839999999999996,0.6084,2.7286324786324787,2,0.0625,10,0.3125,20,0.625,0.8535374999999998,0.45256562499999997,0.6875,0.5625,0.46875,0.28125,0.0
full2025_validation,invalidation,invalidation_quality,invalidation_quality,true,155,35,0.22580645161290322,-636.1899999999997,752.4900000000001,-1388.6800000000003,0.5418742978944033,-27.3357,-0.17635935483870968,0.5445833715128242,636.1899999999997,6.361899999999997,-1.0,13,0.08387096774193549,21,0.13548387096774195,121,0.7806451612903226,0.5841529032258066,0.5580554838709676,0.49032258064516127,0.3161290322580645,0.2129032258064516,0.10967741935483871,0.0
full2025_validation,light,off,none,false,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,m15completion,m15_completion_quality,m15_completion_quality,true,270,66,0.24444444444444444,-872.4800000000001,1576.2,-2448.680000000001,0.643693745201496,-37.60289999999996,-0.13926999999999987,0.6484576802800908,872.4800000000001,8.724800000000002,-1.0,32,0.11851851851851852,48,0.17777777777777778,190,0.7037037037037037,0.632395185185185,0.5510899999999999,0.5074074074074074,0.34814814814814815,0.2740740740740741,0.16666666666666666,0.0
full2025_validation,nearmiss_diag,diagnostic_only,corrective_exhaustion,true,87,26,0.2988505747126437,-192.97999999999996,584.1499999999999,-777.13,0.7516760387579939,-8.247700000000005,-0.09480114942528742,0.759315623750646,246.34,2.4634,-0.7833888122107654,13,0.14942528735632185,18,0.20689655172413793,56,0.6436781609195402,0.6721793103448277,0.5881379310344828,0.5632183908045977,0.40229885057471265,0.3103448275862069,0.1839080459770115,0.0
full2025_validation,nearmiss_diag,diagnostic_only,granville_quality,true,22,5,0.22727272727272727,-106.15,112.16999999999999,-218.32,0.5137871015023818,-4.6059,-0.2093590909090909,0.5218524208952744,129.28000000000003,1.2928000000000004,-0.821086014851485,3,0.13636363636363635,3,0.13636363636363635,16,0.7272727272727273,0.5542409090909092,0.6623545454545456,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.13636363636363635,0.045454545454545456
full2025_validation,nearmiss_diag,diagnostic_only,invalidation_quality,true,99,22,0.2222222222222222,-310.64000000000004,453.09999999999997,-763.74,0.5932647235970356,-13.7687,-0.13907777777777777,0.5967154246750278,324.76000000000005,3.2476000000000003,-0.9565217391304348,6,0.06060606060606061,13,0.13131313131313133,80,0.8080808080808081,0.5602575757575758,0.5291202020202019,0.45454545454545453,0.29292929292929293,0.21212121212121213,0.09090909090909091,0.0
full2025_validation,nearmiss_diag,diagnostic_only,m15_completion_quality,true,76,17,0.2236842105263158,-316.73,389.66999999999996,-706.4000000000002,0.5516279728199318,-13.917800000000002,-0.18312894736842109,0.554205290164701,316.73,3.1673,-1.0,7,0.09210526315789473,12,0.15789473684210525,57,0.75,0.5963092105263157,0.5707684210526316,0.5131578947368421,0.3157894736842105,0.23684210526315788,0.13157894736842105,0.0
full2025_validation,nearmiss_diag,diagnostic_only,no_immediate_failure,true,8,3,0.375,-52.95,7.8999999999999995,-60.849999999999994,0.12982744453574363,-2.4003,-0.3000375,0.12160579667715729,52.95,0.5295,-1.0,1,0.125,0,0.0,7,0.875,0.47700000000000015,0.5398375,0.375,0.125,0.125,0.0,0.0
full2025_validation,nearmiss_diag,diagnostic_only,none,false,21,3,0.14285714285714285,-139.09999999999997,71.27,-210.36999999999998,0.3387840471550126,-6.231099999999999,-0.29671904761904755,0.33718753324114453,154.71999999999997,1.5471999999999997,-0.8990434332988624,2,0.09523809523809523,2,0.09523809523809523,17,0.8095238095238095,0.5623142857142858,0.5700428571428572,0.47619047619047616,0.23809523809523808,0.19047619047619047,0.047619047619047616,0.0
full2025_validation,nearmiss_diag,diagnostic_only,retest_quality,true,5,1,0.2,-26.339999999999996,29.17,-55.51,0.5254909025400829,-1.1492,-0.22984,0.5314551310800343,55.51,0.5550999999999999,-0.4745090974599171,1,0.2,1,0.2,3,0.6,0.55758,0.68646,0.4,0.2,0.2,0.2,0.0
full2025_validation,nofail,no_immediate_failure,no_immediate_failure,false,32,14,0.4375,159.11,377.62,-218.51,1.728158894329779,6.665300000000001,0.20829062500000003,1.7207911584047062,82.16,0.8215999999999999,1.9365871470301852,4,0.125,11,0.34375,17,0.53125,0.8055968749999999,0.4963187499999999,0.625,0.53125,0.4375,0.28125,0.0
full2025_validation,nofail,no_immediate_failure,no_immediate_failure,true,149,32,0.21476510067114093,-504.95,659.7,-1164.65,0.5664362684068175,-21.6709,-0.14544228187919464,0.5681711302407143,553.8299999999999,5.5383,-0.9117418702489934,8,0.053691275167785234,18,0.12080536912751678,123,0.825503355704698,0.5310067114093958,0.4870496644295301,0.4228187919463087,0.2751677852348993,0.20134228187919462,0.10067114093959731,0.0
full2025_validation,one_best_single,target_room,target_room,false,34,16,0.47058823529411764,209.04,432.45000000000005,-223.41000000000003,1.9356787968309386,8.471700000000002,0.24916764705882358,1.9193679664015104,70.88000000000001,0.7088000000000001,2.949209932279909,3,0.08823529411764706,12,0.35294117647058826,19,0.5588235294117647,0.8033470588235294,0.5039470588235294,0.6470588235294118,0.5,0.47058823529411764,0.2647058823529412,0.0
full2025_validation,one_best_two,best_two,best_two_no_component,false,5,3,0.6,78.93,93.12,-14.19,6.562367864693447,3.2901,0.6580199999999999,6.2886995659861755,9.369999999999997,0.09369999999999998,8.423692636072575,0,0.0,3,0.6,2,0.4,0.88092,0.36818000000000006,0.6,0.6,0.6,0.6,0.0
full2025_validation,one_best_two,best_two,corrective_exhaustion,true,70,19,0.2714285714285714,-117.92999999999995,459.1900000000001,-577.12,0.7956577488217357,-4.6545000000000005,-0.06649285714285715,0.8079969309209715,200.50000000000006,2.0050000000000003,-0.5881795511221941,5,0.07142857142857142,14,0.2,51,0.7285714285714285,0.5883300000000002,0.5150685714285715,0.42857142857142855,0.3142857142857143,0.24285714285714285,0.2,0.0
full2025_validation,retest,retest_quality,retest_quality,false,31,14,0.45161290322580644,166.75,379.78,-213.02999999999997,1.7827536027789515,6.9321,0.22361612903225808,1.772172343885757,56.839999999999996,0.5684,2.933673469387755,3,0.0967741935483871,11,0.3548387096774194,17,0.5483870967741935,0.8247774193548385,0.49179354838709677,0.6774193548387096,0.5483870967741935,0.45161290322580644,0.2903225806451613,0.0
full2025_validation,retest,retest_quality,retest_quality,true,146,30,0.2054794520547945,-574.5100000000002,604.7800000000001,-1179.29,0.5128339933349728,-24.732500000000005,-0.1694006849315069,0.5116448972741364,650.1600000000002,6.501600000000002,-0.8836440260858867,10,0.0684931506849315,16,0.1095890410958904,120,0.821917808219178,0.540290410958904,0.5071760273972601,0.4383561643835616,0.273972602739726,0.19863013698630136,0.0958904109589041,0.0
full2025_validation,targetroom,target_room,target_room,false,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
q1_quick,base,off,none,false,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,best_single,target_room,target_room,false,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0
q1_quick,best_two,best_two,best_two_no_component,false,10,4,0.4,19.21,104.55000000000001,-85.34,1.2250996015936255,0.7557999999999996,0.07557999999999995,1.2092933097031457,43.18,0.43179999999999996,0.44488188976377957,2,0.2,3,0.3,5,0.5,0.73812,0.54403,0.6,0.5,0.3,0.2,0.0
q1_quick,best_two,best_two,corrective_exhaustion,true,65,19,0.2923076923076923,-230.50000000000006,397.93,-628.4299999999998,0.6332129274541319,-9.375200000000001,-0.14423384615384618,0.6439860559433126,240.67000000000002,2.4067000000000003,-0.9577429675489261,11,0.16923076923076924,11,0.16923076923076924,43,0.6615384615384615,0.6671492307692305,0.5896892307692307,0.5076923076923077,0.38461538461538464,0.2923076923076923,0.16923076923076924,0.015384615384615385
q1_quick,exhaustion,corrective_exhaustion,corrective_exhaustion,false,10,4,0.4,19.21,104.55000000000001,-85.34,1.2250996015936255,0.7557999999999996,0.07557999999999995,1.2092933097031457,43.18,0.43179999999999996,0.44488188976377957,2,0.2,3,0.3,5,0.5,0.73812,0.54403,0.6,0.5,0.3,0.2,0.0
