period_id,variant,mfe_1r_bucket,mfe_13r_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,mfe_ge_1r,mfe_ge_1_3r,40,40,1.0,1151.8499999999997,1151.8499999999997,0,inf,51.3285,1.2832124999999999,inf,0.0,0.0,inf,0,0.0,39,0.975,1,0.025,1.3236574999999997,0.4846150000000001,1.0,1.0,1.0,1.0,0.025
full2025_validation,base,mfe_ge_1r,mfe_lt_1_3r,38,20,0.5263157894736842,186.52,366.64,-180.12,2.035531867643793,8.4881,0.22337105263157894,2.064645603120649,65.81,0.6581,2.8342197234462847,3,0.07894736842105263,10,0.2631578947368421,25,0.6578947368421053,1.1818131578947366,0.4955157894736842,1.0,1.0,1.0,0.0,0.0
full2025_validation,base,mfe_lt_1r,mfe_lt_1_3r,240,17,0.07083333333333333,-2483.2599999999998,128.93999999999997,-2612.2,0.049360692136896096,-110.13729999999995,-0.45890541666666645,0.04952203093487246,2490.0699999999997,24.900699999999997,-0.9972651371246591,30,0.125,0,0.0,210,0.875,0.3833966666666668,0.5958699999999998,0.3333333333333333,0.09583333333333334,0.0,0.0,0.0
full2025_validation,best_single,mfe_ge_1r,mfe_ge_1_3r,12,12,1.0,383.61,383.61,0,inf,15.7357,1.3113083333333333,inf,0.0,0.0,inf,0,0.0,12,1.0,0,0.0,1.3207333333333333,0.3497416666666668,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_single,mfe_ge_1r,mfe_lt_1_3r,8,5,0.625,112.99,128.8,-15.809999999999999,8.146742567994941,4.5501,0.5687625,7.8618609561152155,10.719999999999999,0.10719999999999998,10.540111940298509,0,0.0,3,0.375,5,0.625,1.2572875,0.3951375,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_single,mfe_lt_1r,mfe_lt_1_3r,30,2,0.06666666666666667,-362.31,15.95,-378.26,0.042166763601755405,-14.792199999999998,-0.49307333333333325,0.04365310265461552,362.31,3.6231,-1.0,7,0.23333333333333334,0,0.0,23,0.7666666666666667,0.43731000000000003,0.5943066666666665,0.4,0.13333333333333333,0.0,0.0,0.0
full2025_validation,best_two,mfe_ge_1r,mfe_ge_1_3r,43,42,0.9767441860465116,1245.7199999999996,1273.2999999999995,-27.58,46.167512690355316,52.752500000000005,1.2268023255813956,47.74153818890661,27.58,0.2758,45.167512690355316,1,0.023255813953488372,41,0.9534883720930233,1,0.023255813953488372,1.381586046511628,0.39812325581395347,1.0,1.0,1.0,1.0,0.023255813953488372
full2025_validation,best_two,mfe_ge_1r,mfe_lt_1_3r,32,20,0.625,293.0799999999999,348.0,-54.92,6.336489439184268,12.470899999999999,0.38971562499999995,6.406381410673255,24.329999999999984,0.24329999999999985,12.046033703247025,1,0.03125,8,0.25,23,0.71875,1.1822499999999998,0.38415312500000015,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,mfe_lt_1r,mfe_lt_1_3r,169,12,0.07100591715976332,-1863.0400000000009,104.82,-1967.8600000000006,0.0532659843688067,-78.58150000000003,-0.4649792899408286,0.053362678771057374,1870.4100000000008,18.704100000000007,-0.9960596874482066,25,0.14792899408284024,0,0.0,144,0.8520710059171598,0.39394319526627214,0.6017355029585798,0.31952662721893493,0.11242603550295859,0.0,0.0,0.0
full2025_validation,exhaustion,mfe_ge_1r,mfe_ge_1_3r,43,42,0.9767441860465116,1245.7199999999996,1273.2999999999995,-27.58,46.167512690355316,52.752500000000005,1.2268023255813956,47.74153818890661,27.58,0.2758,45.167512690355316,1,0.023255813953488372,41,0.9534883720930233,1,0.023255813953488372,1.381586046511628,0.39812325581395347,1.0,1.0,1.0,1.0,0.023255813953488372
