feature,near_miss_group,m5_invalidation_quality_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,post_break_hold_bucket,retest_quality_bucket,m5_corrective_exhaustion_bucket,m15_wave2_completion_quality_bucket,m15_wave2_depth_bucket,target_room_bucket,sma75_granville_quality_bucket,entry_pattern,symbol,direction,session_label
m5_invalidation_quality_bucket,B_reject_mfe1_winner,none,10,10,1.0,192.51999999999998,192.51999999999998,0,inf,8.614700000000001,0.8614700000000001,inf,0.0,0.0,inf,0,0.0,5,0.5,5,0.5,1.2221699999999998,0.39211000000000007,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
m5_invalidation_quality_bucket,B_reject_mfe1_winner,normal,1,1,1.0,1.05,1.05,0,inf,0.0454,0.0454,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.1443,0.5959,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
m5_invalidation_quality_bucket,B_reject_mfe1_winner,strong,1,1,1.0,31.02,31.02,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.299,0.1842,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
m5_invalidation_quality_bucket,C_reject_loser_or_no_mfe1,none,101,4,0.039603960396039604,-1178.7200000000003,25.65,-1204.3700000000001,0.021297441816053204,-51.8862,-0.5137247524752475,0.021281010442445823,1185.5300000000002,11.855300000000002,-0.9942557337224701,16,0.15841584158415842,0,0.0,85,0.8415841584158416,0.45673861386138614,0.6282336633663366,0.42574257425742573,0.16831683168316833,0.06930693069306931,0.0,0.0,,,,,,,,,,,
m5_invalidation_quality_bucket,C_reject_loser_or_no_mfe1,normal,7,1,0.14285714285714285,-65.14,3.7,-68.84,0.05374782103428239,-2.8117,-0.40167142857142857,0.05298080161670595,65.14,0.6514,-1.0,1,0.14285714285714285,0,0.0,6,0.8571428571428571,0.5242285714285714,0.6214142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,,,,,,,,,,,
m5_invalidation_quality_bucket,C_reject_loser_or_no_mfe1,strong,10,1,0.1,-74.7,17.56,-92.26,0.1903316713635378,-3.2868,-0.32867999999999997,0.1900842738159775,74.7,0.747,-1.0,0,0.0,0,0.0,10,1.0,0.3839100000000001,0.53559,0.3,0.3,0.1,0.0,0.0,,,,,,,,,,,
m5_invalidation_quality_bucket,C_reject_loser_or_no_mfe1,very_strong,29,1,0.034482758620689655,-260.2,0.92,-261.12,0.0035232843137254903,-11.673399999999997,-0.4025310344827585,0.003440415923235187,260.2,2.602,-1.0,0,0.0,0,0.0,29,1.0,0.48896206896551725,0.4731344827586206,0.4482758620689655,0.1724137931034483,0.13793103448275862,0.0,0.0,,,,,,,,,,,
post_break_hold_bucket,B_reject_mfe1_winner,,2,2,1.0,32.07,32.07,0,inf,1.3444,0.6722,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.22165,0.39005,1.0,1.0,1.0,0.0,0.0,held_clean,,,,,,,,,,
post_break_hold_bucket,B_reject_mfe1_winner,,10,10,1.0,192.51999999999998,192.51999999999998,0,inf,8.614700000000001,0.8614700000000001,inf,0.0,0.0,inf,0,0.0,5,0.5,5,0.5,1.2221699999999998,0.39211000000000007,1.0,1.0,1.0,0.0,0.0,none,,,,,,,,,,
post_break_hold_bucket,C_reject_loser_or_no_mfe1,,8,0,0.0,-84.13000000000001,0,-84.13000000000001,0.0,-3.6883,-0.4610375,0.0,84.13000000000001,0.8413,-1.0,0,0.0,0,0.0,8,1.0,0.71875,0.562925,0.75,0.375,0.375,0.0,0.0,failed_1bar,,,,,,,,,,
