period_id,variant,near_miss_group,m5_corrective_exhaustion_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,E_reject_not_near_miss,none,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,best_single,A_required_light_pass,mild_exhaustion,3,0,0.0,-48.209999999999994,0,-48.209999999999994,0.0,-1.9960999999999998,-0.6653666666666666,0.0,48.209999999999994,0.4821,-1.0,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0.36810000000000004,0.7589333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
full2025_validation,best_single,A_required_light_pass,no_shrink,21,6,0.2857142857142857,-51.750000000000014,156.34,-208.09000000000003,0.7513095295304916,-2.2294,-0.10616190476190476,0.7384223679733425,136.36,1.3636000000000001,-0.3795101202698739,4,0.19047619047619047,4,0.19047619047619047,13,0.6190476190476191,0.6918714285714287,0.543242857142857,0.6666666666666666,0.38095238095238093,0.2857142857142857,0.14285714285714285,0.0
full2025_validation,best_single,A_required_light_pass,none,6,4,0.6666666666666666,77.78,111.16,-33.38,3.3301378070701015,3.3141000000000003,0.55235,3.5125852918877944,25.480000000000004,0.2548,3.052590266875981,1,0.16666666666666666,3,0.5,2,0.3333333333333333,0.9661833333333334,0.38185,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.0
full2025_validation,best_single,A_required_light_pass,strong_exhaustion,20,9,0.45,156.47000000000003,260.86,-104.38999999999999,2.498898361912061,6.405000000000001,0.32025000000000003,2.4921374490390216,40.69,0.4069,3.8454165642664053,1,0.05,8,0.4,11,0.55,0.879785,0.46055999999999997,0.65,0.6,0.5,0.3,0.0
full2025_validation,best_two,A_required_light_pass,mild_exhaustion,2,0,0.0,-36.92,0,-36.92,0.0,-1.5960999999999999,-0.7980499999999999,0.0,36.92,0.3692,-1.0,1,0.5,0,0.0,1,0.5,0.23095000000000002,0.9384,0.0,0.0,0.0,0.0,0.0
full2025_validation,best_two,A_required_light_pass,no_shrink,17,6,0.35294117647058826,8.219999999999999,150.24,-142.01999999999998,1.0578791719476133,0.34549999999999975,0.02032352941176469,1.0580867518493613,96.6,0.966,0.08509316770186334,3,0.17647058823529413,4,0.23529411764705882,10,0.5882352941176471,0.7585705882352942,0.509405882352941,0.7058823529411765,0.47058823529411764,0.35294117647058826,0.17647058823529413,0.0
full2025_validation,best_two,A_required_light_pass,none,5,4,0.8,100.58,107.98,-7.4,14.591891891891892,4.3141,0.8628199999999999,14.52382445141066,7.400000000000006,0.07400000000000005,13.591891891891882,0,0.0,3,0.6,2,0.4,1.14354,0.25822,0.8,0.8,0.8,0.6,0.0
full2025_validation,best_two,A_required_light_pass,strong_exhaustion,6,5,0.8333333333333334,149.62,156.28,-6.66,23.465465465465464,6.264799999999999,1.0441333333333331,22.38156996587031,6.659999999999997,0.06659999999999996,22.465465465465478,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1.1063666666666665,0.4649666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.0
full2025_validation,best_two,B_reject_mfe1_winner,strong_exhaustion,11,11,1.0,179.68999999999997,179.68999999999997,0,inf,7.5827,0.6893363636363636,inf,0.0,0.0,inf,0,0.0,4,0.36363636363636365,7,0.6363636363636364,1.2083818181818182,0.38420909090909083,1.0,1.0,1.0,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,mild_exhaustion,18,2,0.1111111111111111,-155.89,24.92,-180.81,0.137824235385211,-6.5067,-0.3614833333333334,0.1431449754401675,163.26,1.6326,-0.954857282861693,1,0.05555555555555555,0,0.0,17,0.9444444444444444,0.47892777777777784,0.5072055555555555,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.0,0.0
full2025_validation,best_two,C_reject_loser_or_no_mfe1,strong_exhaustion,83,3,0.03614457831325301,-936.05,15.16,-951.2099999999999,0.015937595273388633,-39.476700000000015,-0.47562289156626525,0.016134941344478747,936.05,9.3605,-1.0,11,0.13253012048192772,0,0.0,72,0.8674698795180723,0.48757590361445785,0.5978180722891566,0.3855421686746988,0.1927710843373494,0.0963855421686747,0.012048192771084338,0.012048192771084338
full2025_validation,best_two,D_reject_strong_mfe13_winner,strong_exhaustion,22,22,1.0,654.1,654.1,0,inf,27.592500000000005,1.2542045454545456,inf,0.0,0.0,inf,0,0.0,21,0.9545454545454546,1,0.045454545454545456,1.3214136363636366,0.3693181818181818,1.0,1.0,1.0,1.0,0.0
full2025_validation,best_two,E_reject_not_near_miss,mild_exhaustion,7,1,0.14285714285714285,-79.72,3.15,-82.87,0.038011343067455045,-3.3259000000000003,-0.47512857142857146,0.037505426132252925,79.72,0.7972,-1.0,2,0.2857142857142857,0,0.0,5,0.7142857142857143,0.41638571428571425,0.6613857142857144,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0
full2025_validation,best_two,E_reject_not_near_miss,strong_exhaustion,73,20,0.273972602739726,-207.86999999999995,434.6,-642.47,0.6764518187619656,-8.552300000000002,-0.11715479452054797,0.6846159803223796,237.15999999999997,2.3716,-0.8764968797436329,9,0.1232876712328767,12,0.1643835616438356,52,0.7123287671232876,0.599117808219178,0.5583328767123287,0.4520547945205479,0.3287671232876712,0.2328767123287671,0.136986301369863,0.0
full2025_validation,exhaustion,A_required_light_pass,mild_exhaustion,2,0,0.0,-36.92,0,-36.92,0.0,-1.5960999999999999,-0.7980499999999999,0.0,36.92,0.3692,-1.0,1,0.5,0,0.0,1,0.5,0.23095000000000002,0.9384,0.0,0.0,0.0,0.0,0.0
full2025_validation,exhaustion,A_required_light_pass,no_shrink,17,6,0.35294117647058826,8.219999999999999,150.24,-142.01999999999998,1.0578791719476133,0.34549999999999975,0.02032352941176469,1.0580867518493613,96.6,0.966,0.08509316770186334,3,0.17647058823529413,4,0.23529411764705882,10,0.5882352941176471,0.7585705882352942,0.509405882352941,0.7058823529411765,0.47058823529411764,0.35294117647058826,0.17647058823529413,0.0
