period_id,variant,direction,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,LONG,135,32,0.23703703703703705,-378.6999999999999,648.92,-1027.62,0.6314785621144003,-16.786499999999997,-0.12434444444444442,0.6333448369256577,413.52999999999986,4.135299999999999,-0.9157739462675017,3,0.022222222222222223,20,0.14814814814814814,112,0.8296296296296296,0.5056644444444442,0.5428911111111109,0.3925925925925926,0.24444444444444444,0.21481481481481482,0.1259259259259259,0.007407407407407408
full2025_validation,base,SHORT,183,45,0.2459016393442623,-766.1900000000004,998.5099999999998,-1764.7000000000005,0.5658242194140645,-33.53419999999998,-0.18324699453551901,0.570435633620955,779.7800000000003,7.797800000000003,-0.982572007489292,30,0.16393442622950818,29,0.15846994535519127,124,0.6775956284153005,0.6645120218579234,0.5897961748633881,0.5737704918032787,0.37158469945355194,0.2677595628415301,0.12568306010928962,0.0
full2025_validation,best_single,LONG,14,6,0.42857142857142855,87.72,178.2,-90.48000000000002,1.9694960212201587,3.4252000000000002,0.24465714285714288,1.918505805690381,45.22,0.4522,1.9398496240601504,1,0.07142857142857142,5,0.35714285714285715,8,0.5714285714285714,0.7415428571428571,0.5023642857142857,0.5714285714285714,0.5,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,best_single,SHORT,36,13,0.3611111111111111,46.56999999999999,350.16,-303.59000000000003,1.1533976744952072,2.0684,0.05745555555555556,1.1667876207524959,99.87,0.9987000000000001,0.46630619805747464,6,0.16666666666666666,10,0.2777777777777778,20,0.5555555555555556,0.795688888888889,0.5042805555555554,0.6666666666666666,0.4722222222222222,0.3888888888888889,0.25,0.0
full2025_validation,best_two,LONG,101,30,0.297029702970297,-134.13,631.8699999999999,-766.0,0.8248955613577023,-5.486900000000001,-0.054325742574257437,0.831346150890621,238.01999999999998,2.3802,-0.5635240736072599,4,0.039603960396039604,18,0.1782178217821782,79,0.7821782178217822,0.5627029702970298,0.5207118811881188,0.40594059405940597,0.3069306930693069,0.25742574257425743,0.13861386138613863,0.0
full2025_validation,best_two,SHORT,143,44,0.3076923076923077,-190.10999999999996,1094.2499999999998,-1284.3600000000001,0.8519807530598895,-7.8712000000000035,-0.05504335664335667,0.8540018177434017,229.07999999999996,2.2907999999999995,-0.8298847564169722,23,0.16083916083916083,31,0.21678321678321677,89,0.6223776223776224,0.7481370629370631,0.5490461538461541,0.6153846153846154,0.4405594405594406,0.34265734265734266,0.20279720279720279,0.006993006993006993
full2025_validation,exhaustion,LONG,101,30,0.297029702970297,-134.13,631.8699999999999,-766.0,0.8248955613577023,-5.486900000000001,-0.054325742574257437,0.831346150890621,238.01999999999998,2.3802,-0.5635240736072599,4,0.039603960396039604,18,0.1782178217821782,79,0.7821782178217822,0.5627029702970298,0.5207118811881188,0.40594059405940597,0.3069306930693069,0.25742574257425743,0.13861386138613863,0.0
full2025_validation,exhaustion,SHORT,143,44,0.3076923076923077,-190.10999999999996,1094.2499999999998,-1284.3600000000001,0.8519807530598895,-7.8712000000000035,-0.05504335664335667,0.8540018177434017,229.07999999999996,2.2907999999999995,-0.8298847564169722,23,0.16083916083916083,31,0.21678321678321677,89,0.6223776223776224,0.7481370629370631,0.5490461538461541,0.6153846153846154,0.4405594405594406,0.34265734265734266,0.20279720279720279,0.006993006993006993
full2025_validation,granville,LONG,113,26,0.23008849557522124,-438.7599999999998,499.91,-938.6700000000001,0.5325726826254168,-19.068700000000003,-0.16874955752212392,0.5416023616179392,467.0199999999998,4.670199999999998,-0.9394886728619759,6,0.05309734513274336,14,0.12389380530973451,93,0.8230088495575221,0.5264035398230089,0.5544017699115041,0.4424778761061947,0.26548672566371684,0.19469026548672566,0.10619469026548672,0.008849557522123894
full2025_validation,granville,SHORT,155,40,0.25806451612903225,-483.0199999999997,967.2100000000002,-1450.2300000000014,0.6669355895271779,-20.758599999999994,-0.13392645161290317,0.6739857304170158,548.3399999999997,5.483399999999997,-0.8808768282452493,23,0.14838709677419354,30,0.1935483870967742,102,0.6580645161290323,0.6816393548387096,0.5541096774193549,0.567741935483871,0.3935483870967742,0.2838709677419355,0.15483870967741936,0.0
full2025_validation,invalidation,LONG,76,16,0.21052631578947367,-268.43999999999994,291.21,-559.65,0.5203430715625837,-11.695899999999998,-0.15389342105263157,0.5195038884529584,277.9699999999999,2.779699999999999,-0.9657157247184949,1,0.013157894736842105,8,0.10526315789473684,67,0.881578947368421,0.49778289473684234,0.5006592105263159,0.39473684210526316,0.25,0.18421052631578946,0.07894736842105263,0.0
full2025_validation,invalidation,SHORT,111,32,0.2882882882882883,-201.73999999999995,806.63,-1008.3700000000003,0.7999345478346239,-8.736099999999999,-0.0787036036036036,0.79867026179941,330.79999999999995,3.308,-0.6098548972188633,14,0.12612612612612611,23,0.2072072072072072,74,0.6666666666666666,0.7209495495495497,0.5669423423423425,0.6126126126126126,0.43243243243243246,0.3063063063063063,0.18018018018018017,0.0
full2025_validation,light,LONG,14,6,0.42857142857142855,87.72,178.2,-90.48000000000002,1.9694960212201587,3.4252000000000002,0.24465714285714288,1.918505805690381,45.22,0.4522,1.9398496240601504,1,0.07142857142857142,5,0.35714285714285715,8,0.5714285714285714,0.7415428571428571,0.5023642857142857,0.5714285714285714,0.5,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,light,SHORT,36,13,0.3611111111111111,46.56999999999999,350.16,-303.59000000000003,1.1533976744952072,2.0684,0.05745555555555556,1.1667876207524959,99.87,0.9987000000000001,0.46630619805747464,6,0.16666666666666666,10,0.2777777777777778,20,0.5555555555555556,0.795688888888889,0.5042805555555554,0.6666666666666666,0.4722222222222222,0.3888888888888889,0.25,0.0
full2025_validation,m15completion,LONG,110,30,0.2727272727272727,-85.82000000000001,707.11,-792.9300000000002,0.8917685041554738,-3.715799999999998,-0.033779999999999984,0.8936766233357469,165.1,1.651,-0.5198061780738946,3,0.02727272727272727,22,0.2,85,0.7727272727272727,0.5402281818181817,0.4929981818181818,0.4,0.2818181818181818,0.2545454545454545,0.17272727272727273,0.0
full2025_validation,m15completion,SHORT,160,36,0.225,-786.6599999999997,869.09,-1655.75,0.5248920428808698,-33.887099999999975,-0.21179437499999984,0.5294595472760749,793.4399999999997,7.934399999999997,-0.9914549304295222,29,0.18125,26,0.1625,105,0.65625,0.6957599999999999,0.591028125,0.58125,0.39375,0.2875,0.1625,0.0
full2025_validation,nearmiss_diag,LONG,135,32,0.23703703703703705,-378.6999999999999,648.92,-1027.62,0.6314785621144003,-16.786499999999997,-0.12434444444444442,0.6333448369256577,413.52999999999986,4.135299999999999,-0.9157739462675017,3,0.022222222222222223,20,0.14814814814814814,112,0.8296296296296296,0.5056644444444442,0.5428911111111109,0.3925925925925926,0.24444444444444444,0.21481481481481482,0.1259259259259259,0.007407407407407408
full2025_validation,nearmiss_diag,SHORT,183,45,0.2459016393442623,-766.1900000000004,998.5099999999998,-1764.7000000000005,0.5658242194140645,-33.53419999999998,-0.18324699453551901,0.570435633620955,779.7800000000003,7.797800000000003,-0.982572007489292,30,0.16393442622950818,29,0.15846994535519127,124,0.6775956284153005,0.6645120218579234,0.5897961748633881,0.5737704918032787,0.37158469945355194,0.2677595628415301,0.12568306010928962,0.0
full2025_validation,nofail,LONG,84,18,0.21428571428571427,-241.31000000000003,323.65999999999997,-564.97,0.5728799759279253,-10.304200000000002,-0.12266904761904764,0.5757283792018709,277.69000000000005,2.7769000000000004,-0.8689906010299254,0,0.0,8,0.09523809523809523,76,0.9047619047619048,0.44517857142857165,0.4693059523809523,0.32142857142857145,0.2261904761904762,0.17857142857142858,0.07142857142857142,0.0
full2025_validation,nofail,SHORT,97,28,0.28865979381443296,-104.53000000000006,713.66,-818.1900000000004,0.8722423886872238,-4.701400000000001,-0.048468041237113416,0.8662261981994284,259.48,2.5948,-0.402844149838138,12,0.12371134020618557,21,0.21649484536082475,64,0.6597938144329897,0.6959185567010309,0.5054731958762889,0.5773195876288659,0.4020618556701031,0.29896907216494845,0.18556701030927836,0.0
full2025_validation,one_best_single,LONG,12,6,0.5,106.02,178.2,-72.18,2.4688279301745633,4.1811,0.348425,2.4062626126732143,41.459999999999994,0.41459999999999997,2.5571635311143273,1,0.08333333333333333,5,0.4166666666666667,6,0.5,0.7498833333333333,0.5118666666666666,0.5833333333333334,0.5,0.5,0.25,0.0
full2025_validation,one_best_single,SHORT,22,10,0.45454545454545453,103.02,254.25,-151.23,1.6812140448323747,4.290600000000001,0.1950272727272728,1.6874309060322035,59.849999999999994,0.5984999999999999,1.7213032581453636,2,0.09090909090909091,7,0.3181818181818182,13,0.5909090909090909,0.832509090909091,0.4996272727272727,0.6818181818181818,0.5,0.45454545454545453,0.2727272727272727,0.0
full2025_validation,one_best_two,LONG,37,12,0.32432432432432434,43.00999999999999,286.02000000000004,-243.01,1.176988601292128,2.0213999999999994,0.05463243243243242,1.19846638717342,62.12,0.6212,0.6923696072118479,1,0.02702702702702703,9,0.24324324324324326,27,0.7297297297297297,0.5541513513513512,0.4999216216216217,0.3783783783783784,0.2702702702702703,0.2702702702702703,0.21621621621621623,0.0
full2025_validation,one_best_two,SHORT,38,10,0.2631578947368421,-82.01000000000002,266.29,-348.29999999999995,0.7645420614412864,-3.3857999999999993,-0.08909999999999998,0.7693408180505218,144.74,1.4474,-0.5666021832250934,4,0.10526315789473684,8,0.21052631578947367,26,0.6842105263157895,0.6601078947368421,0.5104894736842104,0.5,0.39473684210526316,0.2631578947368421,0.23684210526315788,0.0
full2025_validation,retest,LONG,79,17,0.21518987341772153,-227.20000000000005,298.18999999999994,-525.39,0.5675593368735605,-9.637899999999998,-0.12199873417721517,0.5681944444444446,290.82000000000005,2.9082000000000003,-0.7812392545216973,0,0.0,7,0.08860759493670886,72,0.9113924050632911,0.47990253164556973,0.47652278481012667,0.379746835443038,0.22784810126582278,0.17721518987341772,0.06329113924050633,0.0
