group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
DISCOUNT_RECLAIM,4,3,1,75.0,0.6205417500000001,3.4821670000000005,2.4821670000000005,1.1607223333333334,-1.0
EXPANSION_PULLBACK,50,27,23,54.0,0.17515954,1.446334527944702,8.757977,1.0511103333333334,-0.8531305217391305
