group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
0.85-1.1,2,2,0,100.0,1.3706170000000002,inf,2.7412340000000004,1.3706170000000002,0.0
1.1-1.2,1,0,1,0.0,-1.0,0.0,-1.0,0.0,-1.0
1.2-1.45,23,13,10,56.52173913043478,0.14314891304347824,1.3364872384882718,3.2924249999999997,1.0059323076923077,-0.9784695000000001
1.45-1.6,17,10,7,58.82352941176471,0.28175447058823533,1.8779964090658712,4.789826000000001,1.0245231,-0.7793435714285714
1.6-1.8,11,5,6,45.45454545454545,0.12878718181818183,1.3232977369188084,1.4166590000000001,1.1597122,-0.730317
