group,trades,wins,losses,winrate,expectancy_r,profit_factor,total_r,avg_win_r,avg_loss_r
0.35-0.45,4,3,1,75.0,0.6205417500000001,3.4821670000000005,2.4821670000000005,1.1607223333333334,-1.0
0.55-0.75,8,6,2,75.0,0.632915625,3.4927138461538463,5.063325,1.1824291666666666,-1.015625
0.75-1.0,42,21,21,50.0,0.08796790476190475,1.210033772291259,3.694651999999999,1.0135906666666668,-0.8376548571428569
