control_id,detector_version,symbol,boundary_msc,quote_msc,quote_age_ms,time_bucket,trigger_horizon_ms,estimator,volatility_regime,direction,raw_p,adjusted_p,local_volatility,signed_return,bid,ask,mid,spread,tick_activity,integrity_status,shock_excluded,complete_120s,abs_return_1s,abs_return_3s,abs_return_10s,abs_return_30s,abs_return_120s,realized_volatility_120s,mfe_120s,mae_120s,spread_change_120s,tick_activity_120s,quote_reversion_ratio,cluster_duration_comparison_ms,spec_sha256,feature_schema,source_commit
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1740999442750_50","TAIL_V1_PERSISTENT","USDJPY","1740999442750","1740999442713","37","2","250","1","NORMAL","LONG","0.113068577685","0.113068577685","0.000013936672","0.000013321355","150.1290000000","150.1460000000","150.1375000000","0.0170000000","62954","VALID","false","true","0.000033303360","0.000039964165","0.000056616372","0.000169858735","0.000196505860","0.000181845498","0.002500000000","0.035000000000","0.001000000000","188","14.751191364013","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1740999442750_50","TAIL_V1_PERSISTENT","USDJPY","1740999442750","1740999442713","37","2","250","1","NORMAL","LONG","0.113068577685","0.113068577685","0.000013936672","0.000013321355","150.1290000000","150.1460000000","150.1375000000","0.0170000000","62954","VALID","false","true","0.000033303360","0.000039964165","0.000056616372","0.000169858735","0.000196505860","0.000181845498","0.002500000000","0.035000000000","0.001000000000","188","14.751191364013","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1740999442750_50","TAIL_V1_PERSISTENT","USDJPY","1740999442750","1740999442713","37","2","250","1","NORMAL","LONG","0.113068577685","0.113068577685","0.000013936672","0.000013321355","150.1290000000","150.1460000000","150.1375000000","0.0170000000","62954","VALID","false","true","0.000033303360","0.000039964165","0.000056616372","0.000169858735","0.000196505860","0.000181845498","0.002500000000","0.035000000000","0.001000000000","188","14.751191364013","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1740999442750_50","TAIL_V1_PERSISTENT","USDJPY","1740999442750","1740999442713","37","2","250","1","NORMAL","LONG","0.113068577685","0.113068577685","0.000013936672","0.000013321355","150.1290000000","150.1460000000","150.1375000000","0.0170000000","62954","VALID","false","true","0.000033303360","0.000039964165","0.000056616372","0.000169858735","0.000196505860","0.000181845498","0.002500000000","0.035000000000","0.001000000000","188","14.751191364013","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1740999442750_50","TAIL_V1_PERSISTENT","USDJPY","1740999442750","1740999442713","37","2","250","1","NORMAL","LONG","0.113068577685","0.113068577685","0.000013936672","0.000013321355","150.1290000000","150.1460000000","150.1375000000","0.0170000000","62954","VALID","false","true","0.000033303360","0.000039964165","0.000056616372","0.000169858735","0.000196505860","0.000181845498","0.002500000000","0.035000000000","0.001000000000","188","14.751191364013","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741000060000_123","TAIL_V1_PERSISTENT","USDJPY","1741000060000","1741000059897","103","2","250","1","NORMAL","LONG","1.000000000000","1.000000000000","0.000014037228","0.000000000000","150.0130000000","150.0320000000","150.0225000000","0.0190000000","64165","VALID","false","true","0.000006665645","0.000016664028","0.000076658107","0.000076658107","0.000016664028","0.000183613545","0.010500000000","0.019000000000","-0.001000000000","207","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741000060000_123","TAIL_V1_PERSISTENT","USDJPY","1741000060000","1741000059897","103","2","250","1","NORMAL","LONG","1.000000000000","1.000000000000","0.000014037228","0.000000000000","150.0130000000","150.0320000000","150.0225000000","0.0190000000","64165","VALID","false","true","0.000006665645","0.000016664028","0.000076658107","0.000076658107","0.000016664028","0.000183613545","0.010500000000","0.019000000000","-0.001000000000","207","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741000879750_549","TAIL_V1_PERSISTENT","USDJPY","1741000879750","1741000879473","277","2","250","1","NORMAL","SHORT","0.090002601231","0.090002601231","0.000013740414","-0.000014993216","150.0560000000","150.0750000000","150.0655000000","0.0190000000","65807","VALID","false","true","0.000023323421","0.000016659531","0.000046647386","0.000103282897","0.000136597685","0.000217928468","0.007500000000","0.042500000000","-0.003000000000","220","9.110633033078","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741001590500_769","TAIL_V1_PERSISTENT","USDJPY","1741001590500","1741001590327","173","2","250","1","NORMAL","LONG","0.091250312787","0.091250312787","0.000013854965","0.000014985190","150.1420000000","150.1590000000","150.1505000000","0.0170000000","66905","VALID","false","true","0.000013319880","0.000036629244","0.000026639583","0.000036629244","0.000019979754","0.000178583408","0.008500000000","0.012500000000","0.002000000000","149","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
"USDJPY_TAIL_V1_PERSISTENT_ctrl_h0_1741001590500_769","TAIL_V1_PERSISTENT","USDJPY","1741001590500","1741001590327","173","2","250","1","NORMAL","LONG","0.091250312787","0.091250312787","0.000013854965","0.000014985190","150.1420000000","150.1590000000","150.1505000000","0.0170000000","66905","VALID","false","true","0.000013319880","0.000036629244","0.000026639583","0.000036629244","0.000019979754","0.000178583408","0.008500000000","0.012500000000","0.002000000000","149","0.000000000000","0","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","tickshock-detector-feature-v2","b6dbf9f63d033dd1b30ef5182f69132055f11c6e"
