run_id,reason,count
"q1_f_base_first_child_flip_mode0","candidate_invalid_spread_guard","625"
"q1_f_base_first_child_flip_mode0","candidate_invalid_invalid_stop_distance","108"
"q1_f_base_first_child_flip_mode0","stale_child_flip_not_reused","2"
"q1_f_base_first_child_flip_mode0","symbol_position_cap","1"
