family,side,trend,hours,hold,dist,rsi,train_pf,train_tpd,train_exp,test_pf,test_tpd,test_exp,test_trades
session-mean-reversion,long,none,late,6,1.2,45.0,1.0022062983064448,7.440745477800109,0.28920084865643786,1.0654660534796725,7.58170145758469,7.522576687116155,652
session-mean-reversion,long,none,late,8,0.6,35.0,1.0322625829395449,7.182897862232779,4.561040293040393,1.1238489038980553,7.7604790419161676,14.872622222222104,675
session-mean-reversion,long,none,late,8,0.6,40.0,1.039034292005162,10.01249588951003,5.267997898055711,1.0903792627505768,10.530983332004148,10.758331515812534,917
session-mean-reversion,long,none,late,8,0.6,45.0,1.0072436452791074,12.395922393949359,0.9596774193548874,1.0939498277639146,12.563681314299386,11.012385740402376,1094
session-mean-reversion,long,none,late,8,0.8,35.0,1.051551760679313,6.646153846153846,7.362604908947062,1.1125008331302564,7.1626347305389215,13.87186195826628,623
session-mean-reversion,long,none,late,8,0.8,40.0,1.0632158549150297,8.8760276224926,8.623200948429142,1.1094312953827394,9.302177207113806,13.259160493827167,810
session-mean-reversion,long,none,late,8,0.8,45.0,1.0384433400526967,10.570207168694509,5.151523145843747,1.116757656180892,10.680277534093628,13.812096774193686,930
session-mean-reversion,long,none,late,8,1.0,35.0,1.0549395981239689,6.130458615019185,7.899459227467935,1.1527263962529004,6.592757075376478,18.595696649029644,567
session-mean-reversion,long,none,late,8,1.0,40.0,1.0826365718917386,7.909080942810158,11.397225548902236,1.1372837861863148,8.327458966810502,16.434393305439187,717
session-mean-reversion,long,none,late,8,1.0,45.0,1.075748764125895,9.082550703453316,10.262977983777567,1.1362908667367526,9.22176069685849,16.146171284634626,794
session-mean-reversion,long,none,late,8,1.2,35.0,1.0388936658744656,5.4253243193860765,5.75433559650835,1.2557255065090138,5.709532846125894,29.7235641547858,491
session-mean-reversion,long,none,late,8,1.2,40.0,1.072117521171652,6.6935136122784575,10.254724842767374,1.2252580575085192,6.895627245932087,26.40408094435062,593
session-mean-reversion,long,none,late,8,1.2,45.0,1.0714911902816355,7.440745477800109,9.987751060820443,1.1833149357452801,7.58170145758469,21.642315950920082,652
session-mean-reversion,long,none,late,8,1.5,40.0,1.038923979769414,5.035921797917047,5.90490073145257,1.342733598291379,5.1864653153516915,38.78683856502257,446
session-mean-reversion,long,none,late,8,1.5,45.0,1.0493692881217285,5.388488945733601,7.368828125000171,1.2663617392360698,5.465557619316805,31.350255319149042,470
session-mean-reversion,long,none,late,12,0.6,30.0,1.0756432648666403,4.125788002265792,12.88386479591817,1.1957603459807136,4.930829800121139,24.5754952830184,424
session-mean-reversion,long,none,late,12,0.6,35.0,1.153745109489508,7.182897862232779,23.702732600732467,1.2847468915542122,7.7604790419161676,33.5695703703702,675
session-mean-reversion,long,none,late,12,0.6,40.0,1.1329589652787613,10.01249588951003,19.62818707304242,1.2500648183611374,10.530983332004148,29.313129770992372,917
session-mean-reversion,long,none,late,12,0.6,45.0,1.0626060762342018,12.395922393949359,9.43839134125633,1.1934396750268468,12.563681314299386,23.555722120658135,1094
session-mean-reversion,long,none,late,12,0.8,30.0,1.0986279133986627,3.9942258848466023,16.766429512516304,1.2177640669662015,4.7912780133252575,26.875436893203403,412
session-mean-reversion,long,none,late,12,0.8,35.0,1.1655100981792494,6.646153846153846,25.839247822644314,1.2730424699967595,7.1626347305389215,32.461011235954864,623
session-mean-reversion,long,none,late,12,0.8,40.0,1.159702918295619,8.8760276224926,23.9724777711912,1.2402684141859979,9.302177207113806,28.972493827160392,810
session-mean-reversion,long,none,late,12,0.8,45.0,1.097610980277011,10.570207168694509,14.919273270283608,1.2142735638524513,10.680277534093628,26.154602150537517,930
session-mean-reversion,long,none,late,12,1.0,30.0,1.1059001012146545,3.8363513439435746,18.127119341563578,1.224209812024972,4.535433070866142,28.144333333332785,390
session-mean-reversion,long,none,late,12,1.0,35.0,1.1879526490761703,6.130458615019185,29.388085836909724,1.3218058506751864,6.592757075376478,37.90738977072284,567
session-mean-reversion,long,none,late,12,1.0,40.0,1.19373962688919,7.909080942810158,29.13714570858263,1.2677047863005402,8.327458966810502,32.27377963737779,717
session-mean-reversion,long,none,late,12,1.0,45.0,1.165332830226541,9.082550703453316,24.97489571263026,1.2495751551445788,9.22176069685849,30.676511335012368,794
session-mean-reversion,long,none,late,12,1.2,30.0,1.0906545421844072,3.5837520784987302,15.764977973568142,1.3802332445413361,4.128407026044822,44.96205633802754,355
session-mean-reversion,long,none,late,12,1.2,35.0,1.180986652569163,5.4253243193860765,28.806062075654623,1.438947857298505,5.709532846125894,49.68162932790181,491
session-mean-reversion,long,none,late,12,1.2,40.0,1.1924550495181998,6.6935136122784575,29.574764150943185,1.367916833446244,6.895627245932087,43.10640809443469,593
session-mean-reversion,long,none,late,12,1.2,45.0,1.1641973782900965,7.440745477800109,25.435438472418543,1.3031505505918597,7.58170145758469,36.9288190184044,652
session-mean-reversion,long,none,late,12,1.5,30.0,1.0646317099156937,3.0522411241252034,11.687948275861844,1.4790299993049068,3.477165354330709,56.2395317725746,299
session-mean-reversion,long,none,late,12,1.5,35.0,1.1483503874691816,4.299214324867531,24.99598531211744,1.430214731760669,4.442219171444722,49.60861256544461,382
session-mean-reversion,long,none,late,12,1.5,40.0,1.1817245431132566,5.035921797917047,29.60916405433633,1.3728590085775707,5.1864653153516915,44.847197309416636,446
session-mean-reversion,long,none,late,12,1.5,45.0,1.1696966261935577,5.388488945733601,27.776777343749906,1.2809122656664842,5.465557619316805,35.84676595744634,470
session-mean-reversion,long,bull,ny,8,1.0,40.0,1.023144275613744,3.630054018660992,2.9353968253969627,1.0155003942606204,3.6400979540248044,1.7740937500007363,320
session-mean-reversion,long,bear,late,8,0.6,40.0,1.043991614541612,7.573130619106791,6.27791521890199,1.0555332063115255,7.976100121114251,7.278498542274059,686
session-mean-reversion,long,bear,late,8,0.6,45.0,1.0290851714860505,9.057232658431401,3.9941080766996016,1.040357481747471,9.276822475175587,5.257230576440995,798
session-mean-reversion,long,bear,late,8,0.8,35.0,1.0097170137068938,5.315595190234275,1.4803465346534452,1.0533053860467303,5.668741411365289,7.345338809034637,487
session-mean-reversion,long,bear,late,8,0.8,40.0,1.0618796987913135,6.87318178495724,8.968483920367458,1.037506034032058,7.197093257973355,5.13878836833592,619
session-mean-reversion,long,bear,late,8,0.8,45.0,1.0488498262399772,7.983626927856151,6.851549110085694,1.0263393874239317,8.080742834073476,3.583079136690528,695
session-mean-reversion,long,bear,late,8,1.0,35.0,1.0136349134232896,4.968239464931837,2.079777542372904,1.0813789552584139,5.214776493412011,11.092120535713791,448
session-mean-reversion,long,bear,late,8,1.0,40.0,1.0794144769118874,6.204809589942256,11.575275657336727,1.0694101418258752,6.464594267258781,9.331330935251525,556
session-mean-reversion,long,bear,late,8,1.0,45.0,1.0688843698676103,6.988962795117316,9.8545180722892,1.0543979823262661,7.104077513120711,7.276841243862176,611
session-mean-reversion,long,bear,late,8,1.2,40.0,1.0539669046663975,5.310138147796214,8.124192269573886,1.1421859318809051,5.412658637135236,18.719569892472908,465
session-mean-reversion,long,bear,late,8,1.2,45.0,1.0464754236671434,5.804838827571084,6.884442429737149,1.0927772599772865,5.948104437798076,12.276203522504609,511
session-mean-reversion,long,bear,late,8,1.5,40.0,1.0155820556799366,4.121617106582025,2.4699870298315303,1.2135268367242251,4.1789741724263365,27.130612813370487,359
session-mean-reversion,long,bear,late,8,1.5,45.0,1.0270480445033432,4.336632572488385,4.218792682927048,1.1386582728920498,4.423426700618407,18.40410526315788,380
session-mean-reversion,long,bear,late,12,0.6,30.0,1.05507595982149,3.389178654292343,9.494889589905043,1.1575232519816019,4.106803339670993,20.531014492753123,345
session-mean-reversion,long,bear,late,12,0.6,35.0,1.1469461197717379,5.641899053397171,23.34960820895508,1.2476607893375973,6.05286557271037,30.90899999999966,520
session-mean-reversion,long,bear,late,12,0.6,40.0,1.1787057200497462,7.573130619106791,26.938929812369537,1.2205817500457592,7.976100121114251,27.597886297375968,686
session-mean-reversion,long,bear,late,12,0.6,45.0,1.1254218345687041,9.057232658431401,18.900029052876125,1.1420970823624539,9.276822475175587,18.831378446115114,798
session-mean-reversion,long,bear,late,12,0.8,30.0,1.0627054056477265,3.314338747099768,10.862838709677078,1.1601205412879085,4.035380672894106,20.985516224188288,339
session-mean-reversion,long,bear,late,12,0.8,35.0,1.1625917349309525,5.315595190234275,26.05396039603935,1.2046964530864182,5.668741411365289,26.563244353182384,487
session-mean-reversion,long,bear,late,12,0.8,40.0,1.200378442636428,6.87318178495724,30.82588820826921,1.1610178064820587,7.197093257973355,21.34182552504011,619
session-mean-reversion,long,bear,late,12,0.8,45.0,1.142678854969562,7.983626927856151,22.092458800263444,1.123918811267623,8.080742834073476,16.900748201438525,695
session-mean-reversion,long,bear,late,12,1.0,30.0,1.0665430163927936,3.2074245939675174,11.575116666666327,1.1504535980300605,3.8211126725634457,20.2314953271022,321
session-mean-reversion,long,bear,late,12,1.0,35.0,1.1828315717024194,4.968239464931837,29.130275423728595,1.2522169740036078,5.214776493412011,32.11232142857101,448
session-mean-reversion,long,bear,late,12,1.0,40.0,1.2393374873276335,6.204809589942256,36.53165394402009,1.208214765640703,6.464594267258781,27.179550359711925,556
session-mean-reversion,long,bear,late,12,1.0,45.0,1.2096159510020947,6.988962795117316,32.03802710843353,1.1679759414530941,7.104077513120711,22.626595744680454,611
session-mean-reversion,long,bear,late,12,1.2,30.0,1.063253704713386,3.0380659208649297,11.109999999999687,1.303568025617202,3.475903116475159,38.297123287670615,292
session-mean-reversion,long,bear,late,12,1.2,35.0,1.1538748230903952,4.436842105263158,25.23226571767481,1.3847526005315696,4.56292943173551,46.47829081632605,392
session-mean-reversion,long,bear,late,12,1.2,40.0,1.199166403090584,5.310138147796214,31.646907829533905,1.3351468128721817,5.412658637135236,41.43556989247265,465
session-mean-reversion,long,bear,late,12,1.2,45.0,1.1737537111064678,5.804838827571084,27.615475974614466,1.2554793769213546,5.948104437798076,33.089138943247946,511
session-mean-reversion,long,bear,late,12,1.5,35.0,1.1175084572393847,3.6030738389575676,20.226795252225376,1.3789519379711328,3.608584939978174,45.3931612903222,310
session-mean-reversion,long,bear,late,12,1.5,40.0,1.1841356440603852,4.121617106582025,30.714448767833815,1.3387703664945108,4.1789741724263365,42.16518105849545,359
session-mean-reversion,long,bear,late,12,1.5,45.0,1.175732824096239,4.336632572488385,29.28723170731692,1.2360153093736403,4.423426700618407,31.54031578947322,380
session-mean-reversion,short,none,late,8,1.2,35.0,1.0096545253636606,5.995531253973732,1.0714048865618482,1.1174955799128024,5.799043062200957,11.450079207921076,505
session-mean-reversion,short,none,late,8,1.2,40.0,1.049699671648255,7.62259078275718,5.265744680850826,1.0048160171357443,7.0507177033492825,0.4944299674268181,614
session-mean-reversion,short,none,late,8,1.2,45.0,1.01693338175681,8.564297262438918,1.8314233353693612,1.0039117148146919,7.533014354066986,0.40594512195135707,656
session-mean-reversion,short,none,late,8,1.5,35.0,1.0669460249935814,4.609130047775618,7.053620885357506,1.194006289583822,4.352153110047847,18.57087071240147,379
session-mean-reversion,short,none,late,8,1.5,40.0,1.1076605031410343,5.461897582154081,10.931877394635947,1.0592874292778582,5.006698564593302,6.047500000000319,436
session-mean-reversion,short,none,late,8,1.5,45.0,1.0717735505007058,5.885665498010863,7.442577777777716,1.0310842210669346,5.22488038277512,3.244747252747608,455
session-mean-reversion,short,none,late,12,1.0,30.0,1.0241064623661462,4.514959399807444,3.2589803012743515,1.0554591016751014,4.306391801905977,6.076053333333399,375
session-mean-reversion,short,none,late,12,1.2,30.0,1.0917573188914593,4.174974567650051,11.850852130325489,1.176830865879389,3.766657362733761,18.14865853658558,328
session-mean-reversion,short,none,late,12,1.2,35.0,1.0790510384971899,5.995531253973732,10.27661431064554,1.0174693944487727,5.799043062200957,2.109386138613917,505
session-mean-reversion,short,none,late,12,1.5,30.0,1.1395307902202225,3.4425228891149544,17.046580547112203,1.1723687008292603,3.0087324055983093,17.945687022900987,262
session-mean-reversion,short,bull,late,8,1.5,35.0,1.05972551789822,3.9475976113918234,6.274276139410013,1.5276424062414364,3.3301435406698565,42.27400000000033,290
session-mean-reversion,short,bull,late,8,1.5,40.0,1.0890683702472286,4.561433164905833,9.116415313224906,1.4138393106870615,3.81244019138756,34.53906626506055,332
session-mean-reversion,short,bull,late,8,1.5,45.0,1.0566758265927647,4.894809370693615,5.91980540540526,1.3914861310960975,3.9732057416267943,33.17520231213918,346
session-mean-reversion,short,bull,late,12,1.5,35.0,1.119519631616827,3.9475976113918234,14.56709115281488,1.2790683622107162,3.3301435406698565,28.50686206896565,290
session-mean-reversion,short,bull,late,12,1.5,40.0,1.1417833484767284,4.561433164905833,16.944129930394293,1.216941112336933,3.81244019138756,22.67879518072309,332
session-mean-reversion,short,bull,late,12,1.5,45.0,1.092475950039931,4.894809370693615,11.405264864864813,1.2205468609830175,3.9732057416267943,23.057109826589937,346
session-mean-reversion,short,bear,asia,6,1.0,40.0,1.0229302188435117,3.56613502374836,2.1263582089550757,1.018670495139086,3.448830063814701,1.3766118421052833,304
session-mean-reversion,short,bear,asia,8,1.0,40.0,1.0374259804157238,3.56613502374836,4.113089552238766,1.049725920125289,3.448830063814701,3.9520394736838735,304
session-mean-reversion,short,bear,asia,12,0.6,35.0,1.0264566310641188,3.1829085734351032,3.60474916387968,1.1524549989589215,3.551353267935232,16.351597444089627,313
session-mean-reversion,short,bear,ny,4,0.6,40.0,1.2648406976615496,4.9214229938075436,21.36025504782159,1.1001561313981445,5.791102514506769,8.035931863727344,499
session-mean-reversion,short,bear,ny,4,0.6,45.0,1.0975128981787454,6.840706036173458,8.414342507645298,1.024025193817886,7.088052847820833,1.9602945990179954,611
session-mean-reversion,short,bear,ny,4,0.8,40.0,1.3056224033554593,4.095232906564969,24.48961685823794,1.0399971131805708,4.8164416683457585,3.3519277108431456,415
session-mean-reversion,short,bear,ny,4,0.8,45.0,1.132360586720947,5.502052082954999,11.333127376426107,1.0343173759302442,5.695963908805285,2.834419551934707,491
session-mean-reversion,short,bear,ny,6,0.6,40.0,1.4555118778523535,4.9214229938075436,40.01021253985161,1.1292835728244164,5.791102514506769,13.447515030059593,499
session-mean-reversion,short,bear,ny,6,0.6,45.0,1.2311470856015712,6.840706036173458,22.094273700306097,1.1497138923818524,7.088052847820833,15.520638297871963,611
session-mean-reversion,short,bear,ny,6,0.8,40.0,1.436950827683844,4.095232906564969,38.686487867177966,1.1605259794024367,4.8164416683457585,16.673469879517597,415
session-mean-reversion,short,bear,ny,6,0.8,45.0,1.238584266672925,5.502052082954999,22.431112167300686,1.208051924046776,5.695963908805285,21.27368635437847,491
session-mean-reversion,short,bear,ny,6,1.0,40.0,1.5381970838961898,3.378759261949731,43.159690402477175,1.0532507057675733,3.8453146625417243,6.144176829267301,328
session-mean-reversion,short,bear,ny,6,1.0,45.0,1.373895599900251,4.2522156036611936,31.53457564575679,1.098078674058627,4.408281640215903,11.100657894735972,380
session-mean-reversion,short,bear,ny,6,1.2,45.0,1.4747372530912322,3.216620659596106,38.217252032520754,1.1334012229282013,3.4458951453171105,14.768277027026073,296
session-mean-reversion,short,bear,ny,8,0.6,40.0,1.4588754459983526,4.9214229938075436,45.6582678002125,1.1273965189300783,5.791102514506769,15.30837675350693,499
session-mean-reversion,short,bear,ny,8,0.6,45.0,1.2702400988877012,6.840706036173458,29.587759938837866,1.119543372336306,7.088052847820833,14.516104746317506,611
session-mean-reversion,short,bear,ny,8,0.8,40.0,1.4159389457676161,4.095232906564969,41.81187739463609,1.2154418865512617,4.8164416683457585,25.658240963855313,415
session-mean-reversion,short,bear,ny,8,0.8,45.0,1.2467054144773138,5.502052082954999,26.74240494296578,1.2097839199368075,5.695963908805285,25.157189409368613,491
