entry_time,exit_time,strategy,symbol,direction,base_currency,quote_currency,wave_stage,setup_type,wave_tf,fib_zone,divergence_type,m15_confirmation_type,failure_type,wave_size_atr,retracement_ratio,extension_ratio,wave_rule_validity,wave3_break_confirmed,pivot_confirmation_delay_bars,entry_delay_from_pivot,pivot_time,pivot_confirmed_time,room_to_1r,room_to_2r,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,exit_reason,position_id
2025.01.02 01:15:01,2025.01.02 04:39:30,wave4_continuation_only,EURUSD,SHORT,EUR,USD,possible_wave4_pullback,wave4_continuation,H1,wave4_shallow,none,ma_reclaim,target_blocked,5.2104,0.2571,5.2614,valid_wave4,true,3,3,2024.12.31 21:00:00,2025.01.02 00:00:00,0.7164,0.7164,1.03528000,1.03663000,1.03662000,1.03340000,0.00134000,-1.0075,-24.30,0.00,0.00,-24.30,0.180,1.400,13,0.00154500,18.00,1.0858,DEAL_REASON_SL,2
2025.01.02 02:15:01,2025.01.02 04:46:25,wave4_continuation_only,GBPUSD,SHORT,GBP,USD,possible_wave4_pullback,wave4_continuation,H1,wave4_382,none,ma_reclaim,target_blocked,3.1703,0.3454,3.5000,valid_wave4,true,3,3,2024.12.31 22:00:00,2025.01.02 01:00:00,0.4451,0.4451,1.25123000,1.25296000,1.25296000,1.24881000,0.00173000,-1.0000,-24.22,0.00,0.00,-24.22,0.140,1.400,10,0.00200929,20.00,1.3723,DEAL_REASON_SL,3
2025.01.02 06:45:00,2025.01.02 07:02:14,wave4_continuation_only,EURUSD,SHORT,EUR,USD,possible_wave4_pullback,wave4_continuation,H1,wave4_shallow,none,ma_reclaim,fib_not_aligned,5.2104,0.2571,5.2614,valid_wave4,true,3,8,2024.12.31 21:00:00,2025.01.02 00:00:00,4.3148,4.3148,1.03664000,1.03718000,1.03718000,1.03588000,0.00054000,-1.0000,-24.84,0.00,0.00,-24.84,0.460,1.400,1,0.00154500,18.00,1.2000,DEAL_REASON_SL,6
2025.01.02 23:45:00,2025.01.03 07:45:01,wave4_continuation_only,GBPJPY,SHORT,GBP,JPY,possible_wave4_pullback,wave4_continuation,H1,wave4_382,none,ma_reclaim,other,6.0098,0.3370,5.6855,valid_wave4,true,3,3,2025.01.02 19:00:00,2025.01.02 22:00:00,2.1684,2.1684,195.00400000,194.97900000,195.38400000,194.47200000,0.38000000,0.0658,1.59,0.00,-1.41,0.18,0.100,1.400,32,0.55342857,45.00,1.4584,DEAL_REASON_EXPERT,8
2025.01.03 06:45:00,2025.01.03 08:12:58,wave4_continuation_only,GBPUSD,SHORT,GBP,USD,possible_wave4_pullback,wave4_continuation,H1,wave4_shallow,none,ma_reclaim,fib_not_aligned,7.7824,0.1767,9.4250,valid_wave4,true,3,7,2025.01.02 22:00:00,2025.01.03 01:00:00,4.7176,4.7176,1.23912000,1.24000000,1.23997000,1.23793000,0.00085000,-1.0353,-25.52,0.00,0.00,-25.52,0.290,1.400,5,0.00242214,20.00,1.2000,DEAL_REASON_SL,9
2025.01.03 09:30:00,2025.01.03 09:59:02,wave4_continuation_only,GBPUSD,SHORT,GBP,USD,possible_wave4_pullback,wave4_continuation,H1,wave4_shallow,none,ma_reclaim,fib_not_aligned,7.7824,0.1767,9.4250,valid_wave4,true,3,10,2025.01.02 22:00:00,2025.01.03 01:00:00,4.7882,4.7882,1.23918000,1.24003000,1.24003000,1.23799000,0.00085000,-1.0000,-24.65,0.00,0.00,-24.65,0.290,1.400,1,0.00242214,20.00,1.2000,DEAL_REASON_SL,12
2025.01.03 10:45:00,2025.01.03 10:53:27,wave4_continuation_only,EURUSD,SHORT,EUR,USD,possible_wave4_pullback,wave4_continuation,H1,wave4_382,none,ma_reclaim,no_follow_through,9.4758,0.3342,7.2500,valid_wave4,true,3,5,2025.01.03 04:00:00,2025.01.03 07:00:00,9.5179,9.5179,1.02768000,1.02829000,1.02824000,1.02690000,0.00056000,-1.0893,-26.84,0.00,0.00,-26.84,0.440,1.400,0,0.00159143,18.00,1.5000,DEAL_REASON_SL,15
2025.01.03 10:15:00,2025.01.03 11:05:34,wave4_continuation_only,GBPUSD,SHORT,GBP,USD,possible_wave4_pullback,wave4_continuation,H1,wave4_shallow,none,ma_reclaim,fib_not_aligned,7.7824,0.1767,9.4250,valid_wave4,true,3,11,2025.01.02 22:00:00,2025.01.03 01:00:00,5.2588,5.2588,1.23958000,1.24043000,1.24043000,1.23839000,0.00085000,-1.0000,-24.65,0.00,0.00,-24.65,0.290,1.400,3,0.00242214,20.00,1.2000,DEAL_REASON_SL,14
2025.01.03 12:15:00,2025.01.03 13:16:44,wave4_continuation_only,GBPUSD,SHORT,GBP,USD,possible_wave4_pullback,wave4_continuation,H1,wave4_shallow,none,ma_reclaim,fib_not_aligned,7.7824,0.1767,9.4250,valid_wave4,true,3,13,2025.01.02 22:00:00,2025.01.03 01:00:00,5.4353,5.4353,1.23973000,1.24059000,1.24058000,1.23854000,0.00085000,-1.0118,-24.08,0.00,0.00,-24.08,0.280,1.400,4,0.00242214,20.00,1.2000,DEAL_REASON_SL,18
2025.01.03 15:30:00,2025.01.03 16:09:34,wave4_continuation_only,GBPUSD,SHORT,GBP,USD,possible_wave4_pullback,wave4_continuation,H1,wave4_shallow,none,ma_reclaim,other,7.7824,0.1767,9.4250,valid_wave4,true,3,16,2025.01.02 22:00:00,2025.01.03 01:00:00,6.5647,6.5647,1.24069000,1.23947000,1.24154000,1.23950000,0.00085000,1.4353,34.16,0.00,0.00,34.16,0.280,1.400,2,0.00242214,20.00,1.2000,DEAL_REASON_TP,20
