"variant","trades","expectancy","pf","dd","losses","stops","net"
"v2_4_stack3_h25_r120_cd4_risk5","67","0.268670074018308","1.90654822008181","8.0091971642077","3","0","21.1"
"v2_4_stack3_h20_r120_cd4_risk5","68","0.256425715243829","1.92524868169053","11.3078625733808","4","0","20.69"
"v2_4_stack3_h25_r125_cd6_risk5","67","0.239113798534412","1.76706117709745","8.19483139590739","3","0","18.46"
"v2_4_stack3_h25_r120_cd4_risk4","67","0.268670074018308","1.90654822008181","8.0091971642077","3","0","21.1"
