detector,scope,events,representative_clusters,matched,match_rate,fallback_overlap_status,generated_fallback_minutes,total_minutes,fallback_rate
STRICT_V0,PRIMARY_ALL_SYMBOLS,19,15,15,1.0,NOT_OBSERVABLE_FROM_MT5_AGGREGATE_JOURNAL,179,30187,0.0059297048398317155
STRICT_V0,EXCLUDE_ALL_GBPUSD,17,14,14,1.0,NOT_OBSERVABLE_FROM_MT5_AGGREGATE_JOURNAL,179,30187,0.0059297048398317155
TAIL_V1_RAW,PRIMARY_ALL_SYMBOLS,56674,29180,28404,0.9734064427690199,NOT_OBSERVABLE_FROM_MT5_AGGREGATE_JOURNAL,179,30187,0.0059297048398317155
TAIL_V1_RAW,EXCLUDE_ALL_GBPUSD,48777,25146,24397,0.9702139505289111,NOT_OBSERVABLE_FROM_MT5_AGGREGATE_JOURNAL,179,30187,0.0059297048398317155
TAIL_V1_NOISE_ROBUST,PRIMARY_ALL_SYMBOLS,23825,11409,11279,0.9886054868963099,NOT_OBSERVABLE_FROM_MT5_AGGREGATE_JOURNAL,179,30187,0.0059297048398317155
TAIL_V1_NOISE_ROBUST,EXCLUDE_ALL_GBPUSD,21441,10335,10215,0.988388969521045,NOT_OBSERVABLE_FROM_MT5_AGGREGATE_JOURNAL,179,30187,0.0059297048398317155
TAIL_V1_PERSISTENT,PRIMARY_ALL_SYMBOLS,21799,10245,10128,0.9885797950219619,NOT_OBSERVABLE_FROM_MT5_AGGREGATE_JOURNAL,179,30187,0.0059297048398317155
TAIL_V1_PERSISTENT,EXCLUDE_ALL_GBPUSD,19685,9350,9241,0.9883422459893048,NOT_OBSERVABLE_FROM_MT5_AGGREGATE_JOURNAL,179,30187,0.0059297048398317155
