detector,event_id,market_cluster_id,symbol,event_msc,control_id,control_msc,time_difference_ms,delta_abs_return_1s,delta_abs_return_3s,delta_realized_volatility_120s,delta_abs_return_10s,delta_abs_return_30s,delta_abs_return_120s,delta_mfe_120s,delta_mae_120s,delta_spread_change_120s,delta_tick_activity_120s,delta_quote_reversion_ratio
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794169750_24887,11465,USDJPY,1741794169750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1017250,1.0088735e-05,-1.3425911999999996e-05,0.00041803755800000006,0.00045361954,0.000131094571,8.741639900000002e-05,-0.0315,0.1015,-0.002,216.0,2.57142857
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794178750_24888,11466,USDJPY,1741794178750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1026250,0.00020157438600000002,0.000117590881,0.00040967115000000007,1.6805154999999996e-05,-4.7028427e-05,-2.0126813000000007e-05,0.021000000000000005,0.0485,-0.002,213.0,0.98305085
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741794187750_24906,11467,USDJPY,1741794187750,USDJPY_TAIL_V1_RAW_ctrl_h1_1741793152250_678297,1741793152250,1035500,6.383777999999999e-05,3.3602906e-05,0.00038249336799999996,-6.7188588e-05,0.000147811976,9.750466099999998e-05,0.0485,0.020500000000000004,-0.005,212.0,-68.007653734559
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_EURUSD_TAIL_V1_RAW_stat_w250_1741794197250_24907,11468,EURUSD,1741794197250,EURUSD_TAIL_V1_RAW_ctrl_h0_1741793060750_273217,1741793060750,1136500,-5.056000000000651e-09,0.000137646793,0.000366386304,-9.202835000000002e-06,0.000229437136,-0.000330522955,7.000000000000002e-05,0.00021,0.0,185.0,0.07692308
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794211000_24908,11469,USDJPY,1741794211000,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1058500,5.0382701e-05,-1.3441806999999996e-05,0.000371238268,-2.6880996000000005e-05,0.000161239484,0.000577981549,-0.026499999999999996,0.1495,0.002,218.0,3.93333333
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_GBPUSD_TAIL_V1_RAW_stat_w500_1741794214250_24912,11470,GBPUSD,1741794214250,GBPUSD_TAIL_V1_RAW_ctrl_h1_1741622110000_212748,1741622110000,172104250,-6.926999999998723e-09,3.0877925999999996e-05,0.000190277383,-5.6972000000006474e-08,-2.3243019999999996e-05,-0.000185672865,0.00014,-7.000000000000002e-05,0.0,165.0,-48.752436491190004
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w250_1741794230000_24918,11471,USDCAD,1741794230000,USDCAD_TAIL_V1_RAW_ctrl_h0_1741792873500_725163,1741792873500,1356500,1.3924533000000002e-05,1.0474446000000002e-05,0.00012825113099999998,7.2982257e-05,-0.00020799956300000003,0.000159807242,-0.00013499999999999997,0.00027,-1.9999999999999998e-05,202.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w500_1741794259500_24919,11472,USDCAD,1741794259500,USDCAD_TAIL_V1_RAW_ctrl_h1_1741792874500_725166,1741792874500,1385000,-1.3860635e-05,-2.427071e-05,0.00012310324899999998,2.0931453999999995e-05,-5.162878699999996e-05,4.1718843e-05,0.000175,-2.500000000000001e-05,2e-05,193.0,-1.750009103624
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w250_1741794290000_24920,11473,USDCAD,1741794290000,USDCAD_TAIL_V1_RAW_ctrl_h0_1741792873500_725163,1741792873500,1416500,3.036200000000166e-08,1.7424536999999997e-05,0.00014011256999999996,0.000118140981,-3.7788201000000035e-05,0.000267496581,0.00013499999999999997,-5e-05,-1e-05,187.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741794294250_24921,11474,USDJPY,1741794294250,USDJPY_TAIL_V1_RAW_ctrl_h1_1741793152250_678297,1741793152250,1142000,4.0328361e-05,0.000124364424,0.00034768333299999997,5.3795946e-05,0.000383258772,0.000275734065,0.086,-0.0215,-0.002,208.0,-68.007653734559
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741794297000_24922,11475,USDJPY,1741794297000,USDJPY_TAIL_V1_RAW_ctrl_h1_1741793152250_678297,1741793152250,1144750,-3.354734e-06,7.731210699999999e-05,0.000339003995,-3.0218752000000005e-05,0.00020175998800000001,0.000208549204,0.0685,-0.0024999999999999953,-0.002,206.0,-68.007653734559
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_AUDUSD_TAIL_V1_RAW_stat_w250_1741794307250_24923,11476,AUDUSD,1741794307250,AUDUSD_TAIL_V1_RAW_ctrl_h0_1741793249750_504046,1741793249750,1057500,-7.975472999999998e-06,-3.4412000000000375e-08,0.00028170325300000003,-3.9865651e-05,-0.000175197078,5.5167862999999976e-05,5.000000000000002e-05,0.00024,-5e-05,122.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794331000_24924,11477,USDJPY,1741794331000,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1178500,4.7067947999999995e-05,1.0108476000000001e-05,0.00032909752400000006,-1.0048615000000005e-05,-0.000117578801,-0.000110819745,-0.003499999999999996,0.041,0.001,204.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w500_1741794341000_24928,11478,USDCAD,1741794341000,USDCAD_TAIL_V1_RAW_ctrl_h1_1741792874500_725166,1741792874500,1466500,-6.912476e-06,-1.7322828e-05,0.000148531496,0.00014944548300000002,-0.00023228143699999997,1.0462688000000001e-05,0.00024,-1.0000000000000026e-05,3.0000000000000004e-05,155.0,-1.750009103624
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w250_1741794346500_24929,11479,USDCAD,1741794346500,USDCAD_TAIL_V1_RAW_ctrl_h0_1741792873500_725163,1741792873500,1473000,-1.7340068e-05,-2.4265508000000002e-05,0.00013390609899999997,1.7392104e-05,-0.00028094683500000004,0.00018412477,-0.00025,0.00048,1e-05,150.0,1.8125
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w250_1741794374500_24930,11480,USDCAD,1741794374500,USDCAD_TAIL_V1_RAW_ctrl_h0_1741792873500_725163,1741792873500,1501000,2.086678e-05,2.4361208999999998e-05,0.000124600924,0.000166733747,-0.000211480948,2.0867939e-05,-0.00015499999999999997,0.00038500000000000003,0.0,133.0,0.52380952
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794382000_24933,11481,USDJPY,1741794382000,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1229500,2.6895136e-05,3.363438e-05,0.000361604262,0.00011096168700000002,0.000242128116,0.000460335479,0.0645,0.0585,-0.001,185.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_GBPUSD_TAIL_V1_RAW_stat_w250_1741794384500_24934,11482,GBPUSD,1741794384500,GBPUSD_TAIL_V1_RAW_ctrl_h0_1741793250500_327873,1741793250500,1134000,7.724721e-06,9.268270100000001e-05,0.00017050438999999997,0.000177630958,0.00039767539400000006,-0.00010037754100000001,-0.00028,0.00091,0.0,50.0,0.83333333
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCHF_TAIL_V1_RAW_stat_w250_1741794389500_24935,11483,USDCHF,1741794389500,USDCHF_TAIL_V1_RAW_ctrl_h0_1741788121250_167962,1741788121250,6268250,6.2331952e-05,8.4999272e-05,0.000308331384,2.8331099999999997e-05,-2.834452300000001e-05,0.000923157452,0.000155,0.00071,-9.999999999999999e-06,123.0,8.45
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794401000_24936,11484,USDJPY,1741794401000,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1248500,0.00011429404799999998,0.000221890421,0.00034250059500000004,0.00027906283899999996,0.00013790211999999998,0.000594685871,0.0975,0.0575,-0.001,195.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_GBPUSD_TAIL_V1_RAW_stat_w250_1741794423000_24938,11485,GBPUSD,1741794423000,GBPUSD_TAIL_V1_RAW_ctrl_h0_1741793250500_327873,1741793250500,1172500,-4.471000000000385e-09,-1.5450811999999997e-05,0.00016714880099999996,0.00011576153500000001,0.00022769607700000001,0.000370549366,-0.00024999999999999995,0.00107,0.0,59.0,5.07142857
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794431500_24941,11486,USDJPY,1741794431500,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1279000,-3.3525080000000007e-06,-3.6951319e-05,0.000309697154,0.00012440296400000002,0.000174838399,0.000470517932,0.1195,0.008,0.004,189.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794448750_24942,11487,USDJPY,1741794448750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1296250,4.7073440000000005e-05,0.000158014698,0.00030004566400000003,0.00029581929699999996,0.000248789585,0.000339525119,-0.036,0.1635,-0.001,194.0,5.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCHF_TAIL_V1_RAW_stat_w250_1741794458250_24945,11488,USDCHF,1741794458250,USDCHF_TAIL_V1_RAW_ctrl_h0_1741788121250_167962,1741788121250,6337000,4.532013e-05,2.2656341e-05,0.00030228776,1.1320851000000001e-05,3.9584863e-05,0.000220887548,0.00072,-6.500000000000001e-05,3.0000000000000004e-05,135.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_AUDUSD_TAIL_V1_RAW_stat_w250_1741794488000_24946,11489,AUDUSD,1741794488000,AUDUSD_TAIL_V1_RAW_ctrl_h0_1741793249750_504046,1741793249750,1238250,3.1764438e-05,4.7652507000000004e-05,0.00020921399699999995,0.00015886561800000003,0.00023823937700000002,-0.000191197139,-0.00013,0.00040500000000000003,-4e-05,106.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794495000_24947,11490,USDJPY,1741794495000,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1342500,5.0394493e-05,2.6878469e-05,0.0002966301,0.00023177978500000003,0.00018809719000000003,-9.7425381e-05,0.03300000000000001,0.064,0.003,197.0,1.12903226
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794509750_24949,11491,USDJPY,1741794509750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1357250,-1.0079239e-05,-3.6954728e-05,0.00030241484700000007,5.7075264e-05,0.00034596073,0.000124218553,-0.030999999999999996,0.128,0.001,207.0,3.15625
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_EURUSD_TAIL_V1_RAW_stat_w250_1741794525500_24951,11492,EURUSD,1741794525500,EURUSD_TAIL_V1_RAW_ctrl_h0_1741793060750_273217,1741793060750,1464750,0.000146905994,0.000201990273,0.00032075399199999995,0.000321316323,0.000206539656,0.000495548983,-0.00044,0.00092,0.0,129.0,4.78947368
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w250_1741794564000_24953,11493,USDCAD,1741794564000,USDCAD_TAIL_V1_RAW_ctrl_h0_1741792873500_725163,1741792873500,1690500,-3.443121e-06,3.5300999999999952e-06,7.035383499999997e-05,6.603841700000001e-05,-0.00017672373800000003,0.00022588747399999998,-0.00020999999999999998,0.00045000000000000004,1e-05,133.0,2.59259259
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCHF_TAIL_V1_RAW_stat_w250_1741794576500_24955,11494,USDCHF,1741794576500,USDCHF_TAIL_V1_RAW_ctrl_h0_1741788121250_167962,1741788121250,6455250,5.6635083e-05,2.8311331e-05,0.0003483983,7.9281346e-05,2.8248638000000003e-05,0.00019818353899999998,0.000205,9.999999999999999e-05,-9.999999999999999e-06,125.0,2.73333333
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741794587500_24956,11495,USDJPY,1741794587500,USDJPY_TAIL_V1_RAW_ctrl_h1_1741793152250_678297,1741793152250,1435250,6.457999999999117e-09,-3.3589269e-05,0.000346024189,4.035814699999999e-05,0.000141180857,0.0009001960700000001,0.006,0.13949999999999999,-0.004,233.0,-58.926572654558996
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794597250_24958,11496,USDJPY,1741794597250,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1444750,1.6807764e-05,-1.0067724999999997e-05,0.0003348589420000001,-3.6946059e-05,0.000252004654,0.000738914478,-0.020999999999999998,0.1555,-0.002,233.0,7.47368421
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_GBPUSD_TAIL_V1_RAW_stat_w250_1741794609250_24960,11497,GBPUSD,1741794609250,GBPUSD_TAIL_V1_RAW_ctrl_h0_1741793250500_327873,1741793250500,1358750,4.6299566e-05,6.172456900000001e-05,0.000148426498,6.942473200000001e-05,-9.653311e-05,-0.000139027967,-0.00010999999999999996,0.00028,0.0,19.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794614750_24961,11498,USDJPY,1741794614750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1462250,-1.3437474e-05,-1.0071992999999999e-05,0.0003289039480000001,0.000157916407,0.000147831761,0.000920067898,0.133,0.005,0.0,240.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCHF_TAIL_V1_RAW_stat_w250_1741794622250_24963,11499,USDCHF,1741794622250,USDCHF_TAIL_V1_RAW_ctrl_h0_1741788121250_167962,1741788121250,6501000,3.3982782e-05,6.796139099999999e-05,0.000314620794,-5.6790900000000005e-06,-5.105212300000001e-05,0.000249145028,0.000415,4.999999999999986e-06,2e-05,123.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794639500_24964,11500,USDJPY,1741794639500,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1487000,-3.3587420000000004e-06,9.0701306e-05,0.000280484409,2.029999999952274e-10,0.00043994128099999997,0.000681579283,-0.0305,0.1425,0.001,207.0,8.9
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794650750_24965,11501,USDJPY,1741794650750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1498250,1.0077118000000001e-05,-1.3439098999999999e-05,0.000251816838,-2.0158987000000006e-05,0.00020148294600000002,0.000423020855,0.09,0.009,0.002,202.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794663750_24966,11502,USDJPY,1741794663750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1511250,-4.0170000000001345e-09,-2.3521394999999998e-05,0.00020021296900000002,0.0001510831,0.000245043182,0.00019461253500000002,0.0525,0.003,0.004,197.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w250_1741794686000_24969,11503,USDCAD,1741794686000,USDCAD_TAIL_V1_RAW_ctrl_h0_1741792873500_725163,1741792873500,1812500,4.5204452e-05,1.0486614e-05,7.745234199999998e-05,3.35010000000017e-08,-0.00021492152900000003,0.000437755409,0.000355,0.00020499999999999997,4e-05,166.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCHF_TAIL_V1_RAW_stat_w250_1741794715000_24972,11504,USDCHF,1741794715000,USDCHF_TAIL_V1_RAW_ctrl_h0_1741788121250_167962,1741788121250,6593750,5.662081e-06,4.5285807000000005e-05,0.000317562962,1.1299746000000002e-05,-4.542179000000001e-05,5.6589533e-05,0.00023999999999999998,-0.0001,2e-05,108.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCHF_TAIL_V1_RAW_stat_w250_1741794737250_24974,11505,USDCHF,1741794737250,USDCHF_TAIL_V1_RAW_ctrl_h0_1741788121250_167962,1741788121250,6616000,1.1323746e-05,-5.671674999999999e-06,0.000345853267,2.8283297e-05,-6.240377e-05,0.000401871758,2.499999999999999e-05,0.00025,5e-05,103.0,3.85
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w250_1741794766000_24975,11506,USDCAD,1741794766000,USDCAD_TAIL_V1_RAW_ctrl_h0_1741792873500_725163,1741792873500,1892500,4.1719598e-05,-1.0368151000000003e-05,9.839721399999997e-05,2.9759000000002166e-08,-8.2948591e-05,0.00028137861499999997,7.000000000000002e-05,4e-05,1e-05,138.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_AUDUSD_TAIL_V1_RAW_stat_w250_1741794780750_24980,11507,AUDUSD,1741794780750,AUDUSD_TAIL_V1_RAW_ctrl_h0_1741793249750_504046,1741793249750,1531000,-1.5925009e-05,3.9707836e-05,0.00022272466,0.00011912823600000001,-4.800291499999998e-05,0.000596240552,0.000425,-9.999999999999999e-06,-3e-05,110.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCHF_TAIL_V1_RAW_stat_w1000_1741794801000_24983,11508,USDCHF,1741794801000,USDCHF_TAIL_V1_RAW_ctrl_h2_1741793250250_169421,1741793250250,1550750,1.6982013e-05,2.8284793000000005e-05,0.00015786445999999997,7.3574135e-05,3.391843799999998e-05,0.000475379322,0.000305,0.00016,-6.000000000000001e-05,74.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794811250_24984,11509,USDJPY,1741794811250,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1658750,3.0206239e-05,7.719368e-05,0.0003174609550000001,-3.3612610000000005e-05,-0.00010080584800000001,0.000429341104,0.08349999999999999,0.0205,-0.002,180.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794821500_24985,11510,USDJPY,1741794821500,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1669000,3.3502600000000014e-06,3.334560000000004e-06,0.000308197718,-6.7502970000000005e-06,2.3416171000000002e-05,0.0008319938449999999,-0.034999999999999996,0.156,-0.002,194.0,10.06451613
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_AUDUSD_TAIL_V1_RAW_stat_w250_1741794844750_24986,11511,AUDUSD,1741794844750,AUDUSD_TAIL_V1_RAW_ctrl_h0_1741793249750_504046,1741793249750,1595000,-2.3873471e-05,-7.969468999999997e-06,0.000199416693,-5.493599999999686e-08,3.973657900000003e-05,-0.000230798946,-9.999999999999972e-06,9.5e-05,-7.000000000000001e-05,88.0,1.83333333
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_AUDUSD_TAIL_V1_RAW_stat_w1000_1741794850750_24989,11512,AUDUSD,1741794850750,AUDUSD_TAIL_V1_RAW_ctrl_h2_1741793249750_504047,1741793249750,1601000,-2.3873471e-05,-7.972125999999999e-06,0.000172900534,3.971221900000001e-05,0.00011924677900000002,-0.000397818558,-0.00023999999999999998,0.00032500000000000004,-6e-05,87.0,0.05882353
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741794856750_24991,11513,USDJPY,1741794856750,USDJPY_TAIL_V1_RAW_ctrl_h1_1741793152250_678297,1741793152250,1704500,0.000124165165,3.0165589000000005e-05,0.00041128727499999997,8.383358799999999e-05,0.00043940124199999997,0.000459362856,0.1115,-0.0365,0.005,219.0,-68.007653734559
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794877250_25002,11514,USDJPY,1741794877250,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1724750,0.00015096199000000002,0.000187840505,0.00035183013100000004,4.3523814e-05,-4.0434289e-05,3.655824999999999e-05,0.005500000000000005,0.0375,0.005,218.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741794881000_25004,11515,USDJPY,1741794881000,USDJPY_TAIL_V1_RAW_ctrl_h1_1741793152250_678297,1741793152250,1728750,5.0306308e-05,5.0264417e-05,0.00033927479599999994,3.0097632999999998e-05,-8.4053169e-05,0.000164001862,0.061,-0.031,-0.001,215.0,-68.007653734559
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w500_1741794910000_25006,11516,USDJPY,1741794910000,USDJPY_TAIL_V1_RAW_ctrl_h1_1741793152250_678297,1741793152250,1757750,1.3401273999999999e-05,2.6780828000000003e-05,0.00036064426699999993,-4.3710533000000005e-05,-1.696618100000001e-05,0.00014385184,0.0875,-0.019999999999999997,-0.001,219.0,-68.007653734559
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCHF_TAIL_V1_RAW_stat_w250_1741794929250_25007,11517,USDCHF,1741794929250,USDCHF_TAIL_V1_RAW_ctrl_h0_1741788121250_167962,1741788121250,6808000,2.2632627e-05,-1.1333564e-05,0.00019505752200000003,2.8248378e-05,-7.942871600000001e-05,0.000339364493,9.5e-05,0.00025,2e-05,118.0,3.88235294
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w250_1741794951000_25008,11518,USDCAD,1741794951000,USDCAD_TAIL_V1_RAW_ctrl_h0_1741792873500_725163,1741792873500,2077500,1.3919103999999998e-05,-2.7738713e-05,2.6417021999999954e-05,5.5599218000000004e-05,-0.00014895656000000001,0.000368257721,0.00017499999999999997,-3.5e-05,2e-05,143.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794956000_25009,11519,USDJPY,1741794956000,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1803500,8.7212389e-05,5.0272369000000005e-05,0.000280968717,0.000103919482,0.000130650991,0.00042560987600000005,-0.036,0.107,0.003,234.0,2.01052632
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741794960500_25013,11520,USDJPY,1741794960500,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1808000,-1.3437474e-05,-1.3475880999999999e-05,0.00025198800900000005,9.973859999999993e-06,-0.00010082693,0.00016062229499999998,0.045500000000000006,0.009,0.002,229.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_AUDUSD_TAIL_V1_RAW_stat_w250_1741794963000_25014,11521,AUDUSD,1741794963000,AUDUSD_TAIL_V1_RAW_ctrl_h0_1741793249750_504046,1741793249750,1713250,3.1800281e-05,6.360765300000001e-05,0.00018071974700000003,-9.549755099999999e-05,-0.0002625943,-0.000206911374,-0.000185,0.000165,-6e-05,137.0,2.27272727
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741795005500_25015,11522,USDJPY,1741795005500,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1853000,3.6856662999999994e-05,-3.696011e-05,0.00024443277999999997,0.000234624999,-2.465649999999894e-07,0.000150373522,0.022500000000000006,0.044,-0.001,231.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741795054250_25016,11523,USDJPY,1741795054250,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1901750,3.3274630000000004e-06,6.0280876e-05,0.00019925528699999998,0.00010383845099999999,-5.389546599999999e-05,-0.00019155026,0.034999999999999996,0.0245,-0.003,222.0,0.1627907
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741795061500_25018,11524,USDJPY,1741795061500,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,1909000,-6.730566e-06,-4.0312963e-05,0.00018293057900000003,8.707054500000001e-05,6.681747800000001e-05,-0.00017813406000000002,-0.032999999999999995,0.0925,-0.001,220.0,0.35483871
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCAD_TAIL_V1_RAW_stat_w250_1741795113500_25019,11525,USDCAD,1741795113500,USDCAD_TAIL_V1_RAW_ctrl_h0_1741792873500_725163,1741792873500,2240000,1.0447551e-05,6.2568214e-05,8.086648299999999e-05,2.781412e-05,-0.00018716673900000003,0.000354255152,0.00025000000000000006,-5e-05,0.0,129.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDCHF_TAIL_V1_RAW_stat_w250_1741795131750_25020,11526,USDCHF,1741795131750,USDCHF_TAIL_V1_RAW_ctrl_h0_1741788121250_167962,1741788121250,7010500,2.2626738e-05,5.636442000000002e-06,0.00019332889900000003,3.9542992e-05,-4.550122000000001e-05,0.000311113475,0.000385,-7.500000000000001e-05,3.0000000000000004e-05,135.0,0.0
TAIL_V1_RAW,ts15b_tail_v1_raw_realizable_202503_20260827_USDJPY_TAIL_V1_RAW_stat_w250_1741795172750_25021,11527,USDJPY,1741795172750,USDJPY_TAIL_V1_RAW_ctrl_h0_1741793152500_678299,1741793152500,2020250,-1.0084262e-05,-2.6900181e-05,0.00024318337799999999,-2.3583977e-05,-2.3718938999999994e-05,-8.0901529e-05,-0.017499999999999998,0.0405,-0.002,207.0,1.42857143
