family,side,trend,hours,hold,dist,rsi,train_pf,train_tpd,train_exp,test_pf,test_tpd,test_exp,test_trades
session-mean-reversion,long,none,late,8,1.0,40.0,1.023001069667046,8.281075842015992,3.852724719101266,1.1372837861863148,8.327458966810502,16.434393305439187,717
session-mean-reversion,long,none,late,8,1.0,45.0,1.0001970441869534,9.304579597770777,0.032787500000133606,1.1362908667367526,9.22176069685849,16.146171284634626,794
session-mean-reversion,long,none,late,12,0.6,35.0,1.021954627594137,7.896305269533617,4.125390279823135,1.2847468915542122,7.7604790419161676,33.5695703703702,675
session-mean-reversion,long,none,late,12,0.6,40.0,1.0233567383032687,10.512901271956391,4.228362831858233,1.2500648183611374,10.530983332004148,29.313129770992372,917
session-mean-reversion,long,none,late,12,0.8,35.0,1.0185065096439598,7.280833535255633,3.5449520766772107,1.2730424699967595,7.1626347305389215,32.461011235954864,623
session-mean-reversion,long,none,late,12,0.8,40.0,1.026392013809856,9.31621032226799,4.907303370786289,1.2402684141859979,9.302177207113806,28.972493827160392,810
session-mean-reversion,long,none,late,12,1.0,35.0,1.0654972701362162,6.687666585897746,12.408904347825972,1.3218058506751864,6.592757075376478,37.90738977072284,567
session-mean-reversion,long,none,late,12,1.0,40.0,1.0871161255981359,8.281075842015992,16.00084269662901,1.2677047863005402,8.327458966810502,32.27377963737779,717
session-mean-reversion,long,none,late,12,1.0,45.0,1.02983737243459,9.304579597770777,5.6204374999997935,1.2495751551445788,9.22176069685849,30.676511335012368,794
session-mean-reversion,long,none,late,12,1.2,35.0,1.073263869947085,5.89677732008723,14.039250493096707,1.438947857298505,5.709532846125894,49.68162932790181,491
session-mean-reversion,long,none,late,12,1.2,40.0,1.0883839382933145,7.00169614732251,16.661777408637715,1.367916833446244,6.895627245932087,43.10640809443469,593
session-mean-reversion,long,none,late,12,1.2,45.0,1.0389224432033553,7.629755270172037,7.513170731707144,1.3031505505918597,7.58170145758469,36.9288190184044,652
session-mean-reversion,long,none,late,12,1.5,40.0,1.1011428070680689,5.230379953475085,19.919528089887482,1.3728590085775707,5.1864653153516915,44.847197309416636,446
session-mean-reversion,long,none,late,12,1.5,45.0,1.0687841806929073,5.571236175162225,13.67928270042171,1.2809122656664842,5.465557619316805,35.84676595744634,470
session-mean-reversion,long,bear,late,8,0.6,40.0,1.0126536164327045,8.11002734359058,2.1394057971016003,1.0555332063115255,7.976100121114251,7.278498542274059,686
session-mean-reversion,long,bear,late,8,0.8,40.0,1.011958317165647,7.3930539117659055,2.08624801271876,1.037506034032058,7.197093257973355,5.13878836833592,619
session-mean-reversion,long,bear,late,8,0.8,45.0,1.0060729989371275,8.377968176254589,1.033604488078706,1.0263393874239317,8.080742834073476,3.583079136690528,695
session-mean-reversion,long,bear,late,8,1.0,35.0,1.0147371861506993,5.465453209811043,2.579311827957422,1.0813789552584139,5.214776493412011,11.092120535713791,448
session-mean-reversion,long,bear,late,8,1.0,40.0,1.0645932454734792,6.664326817124434,11.103756613756893,1.0694101418258752,6.464594267258781,9.331330935251525,556
session-mean-reversion,long,bear,late,8,1.0,45.0,1.0610618106607705,7.343941248470012,10.369376000000225,1.0543979823262661,7.104077513120711,7.276841243862176,611
session-mean-reversion,long,bear,late,8,1.2,40.0,1.0179089425187742,5.735787454597396,3.226967213115075,1.1421859318809051,5.412658637135236,18.719569892472908,465
session-mean-reversion,long,bear,late,8,1.2,45.0,1.0238264237524046,6.1454100367197055,4.224550669216316,1.0927772599772865,5.948104437798076,12.276203522504609,511
session-mean-reversion,long,bear,late,12,0.6,35.0,1.0887352874715976,6.217687630086112,16.59854442344044,1.2476607893375973,6.05286557271037,30.90899999999966,520
session-mean-reversion,long,bear,late,12,0.6,40.0,1.120584899373857,8.11002734359058,21.751623188405738,1.2205817500457592,7.976100121114251,27.597886297375968,686
session-mean-reversion,long,bear,late,12,0.6,45.0,1.0358271870772062,9.447246022031823,6.647587064676508,1.1420970823624539,9.276822475175587,18.831378446115114,798
session-mean-reversion,long,bear,late,12,0.8,35.0,1.084757096487454,5.876831408398972,16.1201199999999,1.2046964530864182,5.668741411365289,26.563244353182384,487
session-mean-reversion,long,bear,late,12,0.8,40.0,1.1181934167533893,7.3930539117659055,21.974260731319365,1.1610178064820587,7.197093257973355,21.34182552504011,619
session-mean-reversion,long,bear,late,12,0.8,45.0,1.0327793945071957,8.377968176254589,6.2752734922858915,1.123918811267623,8.080742834073476,16.900748201438525,695
session-mean-reversion,long,bear,late,12,1.0,35.0,1.1489713444072407,5.465453209811043,27.539268817204224,1.2522169740036078,5.214776493412011,32.11232142857101,448
session-mean-reversion,long,bear,late,12,1.0,40.0,1.2054649049279507,6.664326817124434,36.88075837742492,1.208214765640703,6.464594267258781,27.179550359711925,556
session-mean-reversion,long,bear,late,12,1.0,45.0,1.1479135345764495,7.343941248470012,27.22374399999978,1.1679759414530941,7.104077513120711,22.626595744680454,611
session-mean-reversion,long,bear,late,12,1.2,40.0,1.1577202876980586,5.735787454597396,29.435081967213037,1.3351468128721817,5.412658637135236,41.43556989247265,465
session-mean-reversion,long,bear,late,12,1.2,45.0,1.1199418545722333,6.1454100367197055,22.648891013384144,1.2554793769213546,5.948104437798076,33.089138943247946,511
session-mean-reversion,short,none,asia,4,0.6,30.0,1.142972660683988,8.869863573237481,13.033262599469522,1.0147534505519,9.690946971185975,1.1728271028038526,856
session-mean-reversion,short,none,asia,4,0.8,30.0,1.1449410980753993,8.528714974266808,13.260731034482875,1.0586177108818924,9.238098981878219,4.570355392156965,816
session-mean-reversion,short,none,asia,4,1.0,30.0,1.1620548659319248,8.061128590691784,14.622000000000082,1.0917564834609985,8.853178190966625,6.990051150895244,782
session-mean-reversion,short,none,asia,4,1.2,30.0,1.1091809545473867,7.520936515083296,10.11092476489037,1.137602085215894,8.061327986790895,10.184606741573072,712
session-mean-reversion,short,none,asia,4,1.5,30.0,1.045564670061732,6.188858417584217,4.305923809524029,1.2498654005370973,6.713999292369383,18.133187183811184,593
session-mean-reversion,short,none,asia,6,0.6,30.0,1.0942286212983234,8.869863573237481,11.104986737400612,1.1124716320729873,9.690946971185975,9.78796728971966,856
session-mean-reversion,short,none,asia,6,0.8,30.0,1.1091548443049277,8.528714974266808,12.869089655172479,1.1975898674623835,9.238098981878219,16.371078431372652,816
session-mean-reversion,short,none,asia,6,0.8,35.0,1.005994220395523,13.727729444920964,0.6871208226220105,1.0750134422602156,14.366602460788553,6.2994089834516975,1269
session-mean-reversion,short,none,asia,6,1.0,30.0,1.1161539538096892,8.061128590691784,13.666948905109557,1.2404899995264187,8.853178190966625,19.481227621483455,782
