time,strategy,symbols,signals,orders_sent,orders_failed,blocked,closed_trades,initial_equity,final_equity,peak_equity,daily_stopped,drawdown_stopped,trade_window_label,target_reward_multiple,broker_utc_offset_used,session_windows_mode,require_h4_h1_wave3_alignment,use_m5_lower_tf_wave3
2025.12.30 23:57:59,target_multiple_1_2_reference,USDJPY,EURJPY,GBPJPY,AUDJPY,EURUSD,GBPUSD,355,25,0,330,25,10000.00,10059.51,10100.89,false,false,first_120min,1.20,3,non_exclusive_independent_start_windows,true,true
