event_id,market_cluster_id,response_episode_id,server_time_msc,server_time,utc,jst,timezone_status,symbol,direction,severity,candidate_time_msc,confirmed_time_msc,cluster_breadth,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742549184250_16971,7399,2222,1742549184250,2025-03-21 09:26:24.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1742549184000,1742549184250,2,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549294750_16972,7400,2222,1742549294750,2025-03-21 09:28:14.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1742549294500,1742549294750,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549481500_16973,7401,2223,1742549481500,2025-03-21 09:31:21.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P990,1742549481250,1742549481500,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742549566500_16974,7402,2223,1742549566500,2025-03-21 09:32:46.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1742549566250,1742549566500,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742549851750_16975,7403,2224,1742549851750,2025-03-21 09:37:31.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P995,1742549851500,1742549851750,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742550310250_16976,7404,2225,1742550310250,2025-03-21 09:45:10.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,GBPUSD,SHORT,P990,1742550310000,1742550310250,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742551201250_16977,7405,2226,1742551201250,2025-03-21 10:00:01.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P990,1742551201000,1742551201250,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742551245000_16978,7406,2226,1742551245000,2025-03-21 10:00:45.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,GBPUSD,SHORT,P995,1742551244750,1742551245000,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1742551524750_16979,7407,2227,1742551524750,2025-03-21 10:05:24.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P990,1742551524500,1742551524750,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742551552250_16980,7408,2227,1742551552250,2025-03-21 10:05:52.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P990,1742551552000,1742551552250,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552101000_16981,7409,2228,1742552101000,2025-03-21 10:15:01.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1742552100750,1742552101000,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552162750_16982,7410,2228,1742552162750,2025-03-21 10:16:02.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1742552162500,1742552162750,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552306500_16983,7411,2229,1742552306500,2025-03-21 10:18:26.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P999,1742552306250,1742552306500,4,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552306750_16984,7411,2229,1742552306750,2025-03-21 10:18:26.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P999,1742552306500,1742552306750,4,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742552307000_16985,7411,2229,1742552307000,2025-03-21 10:18:27.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P995,1742552306750,1742552307000,4,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1742552307250_16986,7411,2229,1742552307250,2025-03-21 10:18:27.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P995,1742552307000,1742552307250,4,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742552382750_16987,7412,2229,1742552382750,2025-03-21 10:19:42.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,SHORT,P990,1742552382500,1742552382750,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552407500_16988,7413,2229,1742552407500,2025-03-21 10:20:07.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P995,1742552407250,1742552407500,2,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742552407750_16989,7413,2229,1742552407750,2025-03-21 10:20:07.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1742552407500,1742552407750,2,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552433500_16990,7414,2229,1742552433500,2025-03-21 10:20:33.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P990,1742552433250,1742552433500,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742552772500_16991,7415,2230,1742552772500,2025-03-21 10:26:12.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P990,1742552772250,1742552772500,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742552886250_16992,7416,2230,1742552886250,2025-03-21 10:28:06.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1742552886000,1742552886250,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553019000_16993,7417,2231,1742553019000,2025-03-21 10:30:19.000,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1742553018750,1742553019000,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553194250_16994,7418,2232,1742553194250,2025-03-21 10:33:14.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,SHORT,P995,1742553194000,1742553194250,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742553273500_16995,7419,2232,1742553273500,2025-03-21 10:34:33.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,LONG,P990,1742553273250,1742553273500,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742553602250_16997,7420,2233,1742553602250,2025-03-21 10:40:02.250,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1742553602000,1742553602250,2,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742553601500_16996,7420,2233,1742553601500,2025-03-21 10:40:01.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDCAD,LONG,P990,1742553601250,1742553601500,2,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742553626500_16998,7421,2233,1742553626500,2025-03-21 10:40:26.500,,,TIMEZONE_MAPPING_NOT_VERIFIED,AUDUSD,SHORT,P995,1742553626250,1742553626500,1,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742553816750_16999,7422,2234,1742553816750,2025-03-21 10:43:36.750,,,TIMEZONE_MAPPING_NOT_VERIFIED,USDJPY,LONG,P990,1742553816500,1742553816750,1,INTERNAL_CONFIRMATION
