event_id,market_cluster_id,response_episode_id,symbol,server_hour,horizon_ms,status,tick_msc,quote_msc,target_lag_ms,quote_age_ms,bid,ask,mid,raw_log_return,continuation_return,absolute_return,spread,partition
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742900049750_17968,7973,2512,USDCAD,10,250,STALE,1742900052321,1742900052321,2321,0,1.4321,1.43232,1.43221,-3.491102e-06,-3.491102e-06,3.491102e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742900161500_17972,7974,2512,USDCAD,10,250,STALE,1742900162999,1742900162999,1249,0,1.4325,1.43275,1.432625,6.980218e-06,6.980218e-06,6.980218e-06,0.00025,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742900161500_17970,7974,2512,AUDUSD,10,250,VALID,1742900162088,1742900162088,338,0,0.62826,0.62847,0.628365,2.3871761e-05,-2.3871761e-05,2.3871761e-05,0.00021,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742900161500_17969,7974,2512,GBPUSD,10,250,VALID,1742900161967,1742900161967,217,0,1.2908,1.291,1.2909,2.323987e-05,-2.323987e-05,2.323987e-05,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742900161500_17971,7974,2512,EURUSD,10,250,VALID,1742900161927,1742900161927,177,0,1.07882,1.079,1.07891,1.8537399e-05,-1.8537399e-05,1.8537399e-05,0.00018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742900261250_17973,7975,2512,GBPUSD,10,250,VALID,1742900261657,1742900261657,157,0,1.29056,1.29076,1.29066,-7.747944e-06,7.747944e-06,7.747944e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742900282500_17974,7976,2512,AUDUSD,10,250,STALE,1742900284025,1742900284025,1275,0,0.62819,0.62841,0.6283,-1.5915837e-05,-1.5915837e-05,1.5915837e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742900401250_17975,7977,2512,AUDUSD,11,250,VALID,1742900401687,1742900401687,187,0,0.62829,0.62851,0.6284,7.957032e-05,7.957032e-05,7.957032e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742900478000_17976,7978,2512,USDCAD,11,250,VALID,1742900478784,1742900478784,534,0,1.43227,1.43252,1.432395,-3.490651e-06,-3.490651e-06,3.490651e-06,0.00025,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742900501500_17977,7979,2512,USDCAD,11,250,VALID,1742900502286,1742900502286,536,0,1.43238,1.43264,1.43251,3.490383e-06,3.490383e-06,3.490383e-06,0.00026,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742900542750_17978,7980,2512,GBPUSD,11,250,VALID,1742900543836,1742900543836,836,0,1.2907,1.2909,1.2908,7.747164e-06,-7.747164e-06,7.747164e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742900781250_17979,7981,2513,AUDUSD,11,250,STALE,1742900783465,1742900783465,1965,0,0.62815,0.62837,0.62826,1.5917104e-05,-1.5917104e-05,1.5917104e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742900791750_17980,7982,2513,GBPUSD,11,250,VALID,1742900792878,1742900792878,878,0,1.29073,1.29093,1.29083,-4.6480641e-05,4.6480641e-05,4.6480641e-05,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1742900792000_17981,7982,2513,GBPUSD,11,250,VALID,1742900793110,1742900793110,860,0,1.2907,1.2909,1.2908,-2.3241131e-05,2.3241131e-05,2.3241131e-05,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742900881250_17982,7983,2513,USDCAD,11,250,VALID,1742900882044,1742900882044,544,0,1.43288,1.43316,1.43302,3.489141e-06,3.489141e-06,3.489141e-06,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901041500_17983,7984,2514,USDCAD,11,250,VALID,1742901041991,1742901041991,241,0,1.43286,1.43313,1.432995,3.489202e-06,3.489202e-06,3.489202e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901043750_17984,7985,2514,USDCAD,11,250,VALID,1742901044678,1742901044678,678,0,1.43278,1.43305,1.432915,-6.978757e-06,6.978757e-06,6.978757e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901075000_17985,7986,2514,USDCAD,11,250,VALID,1742901075645,1742901075645,395,0,1.43277,1.43304,1.432905,3.489421e-06,-3.489421e-06,3.489421e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901130000_17987,7987,2514,USDCAD,11,250,VALID,1742901130935,1742901130935,685,0,1.43278,1.43305,1.432915,3.489397e-06,3.489397e-06,3.489397e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901129750_17986,7987,2514,USDCAD,11,250,VALID,1742901130935,1742901130935,935,0,1.43278,1.43305,1.432915,3.489397e-06,3.489397e-06,3.489397e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742901161750_17988,7988,2514,USDJPY,11,250,STALE,1742901163259,1742901163259,1259,0,150.648,150.667,150.6575,-3.31878e-06,3.31878e-06,3.31878e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901325250_17989,7989,2515,USDCAD,11,250,VALID,1742901325657,1742901325657,157,0,1.43311,1.43337,1.43324,-3.488593e-06,-3.488593e-06,3.488593e-06,0.00026,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901380500_17990,7990,2515,USDCAD,11,250,VALID,1742901381063,1742901381063,313,0,1.43297,1.43323,1.4331,0.0,0.0,0.0,0.00026,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742901414250_17991,7991,2515,USDJPY,11,250,VALID,1742901415045,1742901415045,545,0,150.672,150.69,150.681,9.954855e-06,9.954855e-06,9.954855e-06,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742901414750_17993,7991,2515,USDJPY,11,250,VALID,1742901415252,1742901415252,252,0,150.672,150.689,150.6805,-3.318274e-06,-3.318274e-06,3.318274e-06,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742901414500_17992,7991,2515,USDJPY,11,250,VALID,1742901415252,1742901415252,502,0,150.672,150.689,150.6805,-3.318274e-06,-3.318274e-06,3.318274e-06,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901707250_17994,7992,2516,USDCAD,11,250,VALID,1742901708410,1742901708410,910,0,1.43259,1.43286,1.432725,6.979731e-06,-6.979731e-06,6.979731e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1742901721500_17995,7993,2516,EURUSD,11,250,VALID,1742901721847,1742901721847,97,0,1.07824,1.07842,1.07833,-9.273556e-06,-9.273556e-06,9.273556e-06,0.00018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901737500_17996,7994,2516,USDCAD,11,250,STALE,1742901740934,1742901740934,3184,0,1.43266,1.43294,1.4328,4.1876924e-05,4.1876924e-05,4.1876924e-05,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901782000_17997,7995,2516,USDCAD,11,250,STALE,1742901784830,1742901784830,2580,0,1.43245,1.43271,1.43258,-2.4431147e-05,2.4431147e-05,2.4431147e-05,0.00026,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901960000_17998,7996,2517,USDCAD,11,250,STALE,1742901961527,1742901961527,1277,0,1.43241,1.43268,1.432545,-3.4902308e-05,-3.4902308e-05,3.4902308e-05,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742901977750_17999,7997,2517,USDCAD,11,250,STALE,1742901979237,1742901979237,1237,0,1.43234,1.43262,1.43248,3.490456e-06,-3.490456e-06,3.490456e-06,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742902005500_18000,7998,2517,USDCAD,11,250,STALE,1742902006971,1742902006971,1221,0,1.43229,1.43256,1.432425,-3.490578e-06,3.490578e-06,3.490578e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742902058250_18001,7999,2517,USDJPY,11,250,VALID,1742902058695,1742902058695,195,0,150.614,150.633,150.6235,-6.639048e-06,6.639048e-06,6.639048e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742902058500_18002,7999,2517,USDJPY,11,250,VALID,1742902059401,1742902059401,651,0,150.614,150.632,150.623,-3.319541e-06,3.319541e-06,3.319541e-06,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742902206750_18003,8000,2518,USDCAD,11,250,STALE,1742902212463,1742902212463,5463,0,1.43262,1.43289,1.432755,3.489786e-06,-3.489786e-06,3.489786e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742902301000_18004,8001,2518,USDCAD,11,250,VALID,1742902301308,1742902301308,58,0,1.43232,1.43258,1.43245,-6.981022e-06,6.981022e-06,6.981022e-06,0.00026,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742902324750_18005,8002,2518,USDJPY,11,250,VALID,1742902325598,1742902325598,598,0,150.624,150.643,150.6335,-6.638607e-06,6.638607e-06,6.638607e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742902461750_18006,8003,2519,GBPUSD,11,250,VALID,1742902462506,1742902462506,506,0,1.29111,1.29131,1.29121,-7.744644e-06,-7.744644e-06,7.744644e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742902471500_18007,8004,2519,AUDUSD,11,250,VALID,1742902472212,1742902472212,462,0,0.62834,0.62856,0.62845,-1.5912038e-05,-1.5912038e-05,1.5912038e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742902473500_18008,8004,2519,AUDUSD,11,250,VALID,1742902473992,1742902473992,242,0,0.6283,0.62852,0.62841,1.5913304e-05,-1.5913304e-05,1.5913304e-05,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742902790250_18009,8005,2520,AUDUSD,11,250,STALE,1742902796623,1742902796623,6123,0,0.62854,0.62876,0.62865,-7.95352e-06,-7.95352e-06,7.95352e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742902829500_18010,8006,2520,USDCAD,11,250,VALID,1742902829756,1742902829756,6,0,1.43225,1.43254,1.432395,6.981339e-06,6.981339e-06,6.981339e-06,0.00029,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742902852000_18011,8007,2520,USDJPY,11,250,VALID,1742902852358,1742902852358,108,0,150.556,150.575,150.5655,3.320819e-06,-3.320819e-06,3.320819e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742902931750_18012,8008,2520,AUDUSD,11,250,STALE,1742902947120,1742902947120,15120,0,0.62859,0.62881,0.6287,-7.952887e-06,-7.952887e-06,7.952887e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742903155000_18013,8009,2521,USDCAD,11,250,VALID,1742903155822,1742903155822,572,0,1.43198,1.43225,1.432115,-3.491334e-06,-3.491334e-06,3.491334e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742903154500_18014,8010,2521,AUDUSD,11,250,STALE,1742903155851,1742903155851,1101,0,0.62861,0.62882,0.628715,-2.3857902e-05,-2.3857902e-05,2.3857902e-05,0.00021,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742903163500_18015,8011,2521,USDCAD,11,250,VALID,1742903164275,1742903164275,525,0,1.43217,1.43245,1.43231,1.3963555e-05,1.3963555e-05,1.3963555e-05,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742903170000_18016,8012,2521,GBPUSD,11,250,STALE,1742903171322,1742903171322,1072,0,1.29113,1.29133,1.29123,7.744584e-06,-7.744584e-06,7.744584e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742903282000_18017,8013,2521,USDCAD,11,250,VALID,1742903283170,1742903283170,920,0,1.43211,1.43239,1.43225,-3.491005e-06,3.491005e-06,3.491005e-06,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742903305750_18018,8014,2521,USDJPY,11,250,VALID,1742903306553,1742903306553,553,0,150.635,150.654,150.6445,3.319078e-06,3.319078e-06,3.319078e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742903437750_18019,8015,2522,USDCAD,11,250,STALE,1742903443390,1742903443390,5390,0,1.43218,1.43247,1.432325,0.0,0.0,0.0,0.00029,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742903941250_18020,8016,2523,USDJPY,11,250,VALID,1742903941734,1742903941734,234,0,150.629,150.648,150.6385,6.638431e-06,-6.638431e-06,6.638431e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742904034250_18021,8017,2523,GBPUSD,12,250,STALE,1742904037521,1742904037521,3021,0,1.29128,1.29148,1.29138,7.743684e-06,7.743684e-06,7.743684e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742904238500_18022,8018,2524,USDCAD,12,250,STALE,1742904240526,1742904240526,1776,0,1.43236,1.43263,1.432495,2.4433194e-05,2.4433194e-05,2.4433194e-05,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742904371750_18023,8019,2525,GBPUSD,12,250,STALE,1742904373928,1742904373928,1928,0,1.29157,1.29177,1.29167,7.741945e-06,-7.741945e-06,7.741945e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742904441500_18024,8020,2525,USDJPY,12,250,STALE,1742904442783,1742904442783,1033,0,150.607,150.624,150.6155,-1.3278758e-05,1.3278758e-05,1.3278758e-05,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742904546250_18025,8021,2525,USDCAD,12,250,VALID,1742904547497,1742904547497,997,0,1.4325,1.43277,1.432635,6.980169e-06,6.980169e-06,6.980169e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742904590250_18026,8022,2525,USDCAD,12,250,VALID,1742904590923,1742904590923,423,0,1.4324,1.43269,1.432545,-1.7451306e-05,-1.7451306e-05,1.7451306e-05,0.00029,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742904667500_18027,8023,2525,USDCAD,12,250,STALE,1742904671050,1742904671050,3300,0,1.43241,1.43269,1.43255,-3.1412023e-05,3.1412023e-05,3.1412023e-05,0.00028,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742904982750_18028,8024,2526,USDCAD,12,250,STALE,1742904984909,1742904984909,1909,0,1.43233,1.4326,1.432465,-6.980949e-06,-6.980949e-06,6.980949e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742905776250_18029,8025,2527,USDJPY,12,250,VALID,1742905776733,1742905776733,233,0,150.608,150.628,150.618,-3.319651e-06,-3.319651e-06,3.319651e-06,0.02,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742906569750_18030,8026,2528,USDCAD,12,250,STALE,1742906571337,1742906571337,1337,0,1.43176,1.43205,1.431905,-6.983679e-06,-6.983679e-06,6.983679e-06,0.00029,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742906633250_18031,8027,2528,USDCAD,12,250,STALE,1742906635857,1742906635857,2357,0,1.43193,1.4322,1.432065,-3.491456e-06,-3.491456e-06,3.491456e-06,0.00027,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1742906825250_18032,8028,2529,USDCHF,12,250,VALID,1742906826087,1742906826087,587,0,0.88361,0.88383,0.88372,5.657917e-06,-5.657917e-06,5.657917e-06,0.00022,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742906962250_18033,8029,2530,USDJPY,12,250,VALID,1742906962922,1742906962922,422,0,150.501,150.518,150.5095,3.322055e-06,-3.322055e-06,3.322055e-06,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742907017250_18034,8030,2530,USDJPY,12,250,STALE,1742907019021,1742907019021,1521,0,150.45,150.466,150.458,3.323192e-06,-3.323192e-06,3.323192e-06,0.016,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742907133500_18035,8031,2530,USDJPY,12,250,VALID,1742907134214,1742907134214,464,0,150.398,150.417,150.4075,-3.324297e-06,3.324297e-06,3.324297e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742907159750_18037,8032,2530,USDJPY,12,250,VALID,1742907160047,1742907160047,47,0,150.432,150.449,150.4405,3.323579e-06,3.323579e-06,3.323579e-06,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742907159500_18036,8032,2530,USDJPY,12,250,VALID,1742907159838,1742907159838,88,0,150.432,150.448,150.44,1.6618059e-05,1.6618059e-05,1.6618059e-05,0.016,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742907265250_18038,8033,2530,GBPUSD,12,250,STALE,1742907266801,1742907266801,1301,0,1.29231,1.29251,1.29241,-7.737453e-06,7.737453e-06,7.737453e-06,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742907402750_18039,8034,2531,USDJPY,12,250,VALID,1742907403714,1742907403714,714,0,150.44,150.459,150.4495,3.32338e-06,3.32338e-06,3.32338e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742907630250_18040,8035,2532,USDJPY,13,250,STALE,1742907632117,1742907632117,1617,0,150.47,150.49,150.48,-9.968052e-06,9.968052e-06,9.968052e-06,0.02,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742907630500_18041,8035,2532,USDJPY,13,250,STALE,1742907632326,1742907632326,1576,0,150.471,150.49,150.4805,3.322695e-06,-3.322695e-06,3.322695e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742907645250_18042,8036,2532,USDJPY,13,250,STALE,1742907649359,1742907649359,3859,0,150.46,150.479,150.4695,3.322938e-06,-3.322938e-06,3.322938e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742907719000_18043,8037,2532,GBPUSD,13,250,VALID,1742907720107,1742907720107,857,0,1.29353,1.29373,1.29363,0.0,0.0,0.0,0.0002,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742907831250_18044,8038,2532,USDJPY,13,250,VALID,1742907832159,1742907832159,659,0,150.422,150.441,150.4315,-3.323766e-06,3.323766e-06,3.323766e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742908333250_18045,8039,2533,USDJPY,13,250,VALID,1742908333763,1742908333763,263,0,150.339,150.359,150.349,6.651214e-06,-6.651214e-06,6.651214e-06,0.02,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742908399500_18049,8040,2533,USDJPY,13,250,VALID,1742908400423,1742908400423,673,0,150.324,150.341,150.3325,-1.6629666e-05,1.6629666e-05,1.6629666e-05,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742908399250_18048,8040,2533,USDJPY,13,250,VALID,1742908400153,1742908400153,653,0,150.326,150.344,150.335,2.6607598e-05,-2.6607598e-05,2.6607598e-05,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742908399000_18047,8040,2533,USDJPY,13,250,VALID,1742908399380,1742908399380,130,0,150.322,150.34,150.331,3.326e-06,-3.326e-06,3.326e-06,0.018,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742908398750_18046,8040,2533,USDJPY,13,250,VALID,1742908399152,1742908399152,152,0,150.321,150.34,150.3305,3.326011e-06,-3.326011e-06,3.326011e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742908584250_18050,8041,2534,USDJPY,13,250,VALID,1742908584829,1742908584829,329,0,150.336,150.355,150.3455,3.325679e-06,-3.325679e-06,3.325679e-06,0.019,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742909002750_18051,8042,2535,USDJPY,13,250,VALID,1742909003070,1742909003070,70,0,150.332,150.349,150.3405,-3.325778e-06,3.325778e-06,3.325778e-06,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742909003000_18052,8042,2535,USDJPY,13,250,VALID,1742909003319,1742909003319,69,0,150.331,150.348,150.3395,-6.65159e-06,6.65159e-06,6.65159e-06,0.017,INTERNAL_CONFIRMATION
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742909172500_18053,8043,2536,USDCAD,13,250,STALE,1742909173774,1742909173774,1024,0,1.42982,1.43009,1.429955,-3.496607e-06,3.496607e-06,3.496607e-06,0.00027,INTERNAL_CONFIRMATION
