event_id,market_cluster_id,response_episode_id,symbol,partition,gate_mask,gate_fail_count,statistical_shock,direction_available,directional_burst,activity_elevated,liquidity_normal,cost_feasible,efficiency_gate,persistence_gate
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959914000_18256,8189,2617,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742959914250_18254,8189,2617,GBPUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742959914000_18253,8189,2617,GBPUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742960847250_18258,8190,2618,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742961355500_18259,8191,2619,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742961721750_18260,8192,2620,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742961989750_18261,8193,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742961990000_18262,8193,2621,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742961994500_18263,8194,2621,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962008750_18264,8195,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962018750_18265,8196,2621,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962019000_18266,8196,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962025000_18267,8197,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962025250_18268,8197,2621,AUDUSD,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742962031500_18271,8198,2621,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962031250_18269,8198,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962031500_18270,8198,2621,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962049750_18272,8199,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962057250_18275,8200,2621,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962056750_18273,8200,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962057000_18274,8200,2621,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962059000_18277,8201,2621,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962058750_18276,8200,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742962076000_18279,8202,2621,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962075750_18278,8202,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962076000_18280,8202,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962080000_18281,8203,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962080250_18282,8203,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742962083250_18283,8204,2621,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962103500_18285,8205,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962103250_18284,8205,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742962200750_18287,8206,2621,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962200500_18286,8206,2621,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962214000_18288,8207,2621,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962281750_18289,8208,2621,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742962902750_18290,8209,2622,GBPUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742962966500_18291,8210,2622,USDJPY,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742962966750_18292,8210,2622,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742963017500_18293,8211,2622,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963054750_18294,8212,2622,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963055000_18295,8212,2622,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963059750_18296,8213,2622,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742963060250_18298,8213,2622,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963060000_18297,8213,2622,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963099000_18299,8214,2622,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963104250_18300,8215,2622,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742963104000_18301,8216,2622,USDCAD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963324500_18302,8217,2623,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963354250_18303,8218,2623,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963480250_18304,8219,2624,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742963508500_18305,8220,2624,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742963605500_18307,8221,2624,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742963605250_18306,8221,2624,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742964048500_18308,8222,2625,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742964049250_18310,8222,2625,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742964049250_18309,8222,2625,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742964322250_18311,8223,2626,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742964661250_18312,8224,2627,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742964664250_18314,8225,2627,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742964664500_18315,8225,2627,USDJPY,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742964661250_18313,8224,2627,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742964860500_18316,8226,2628,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742965037500_18317,8227,2629,USDJPY,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742965802500_18318,8228,2630,USDCAD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742966927000_18319,8229,2631,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742967072750_18320,8230,2632,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742969137000_18321,8231,2633,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742969336250_18322,8232,2634,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742969371000_18324,8233,2634,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742969370750_18323,8233,2634,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742970301500_18325,8234,2635,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742971632250_18326,8235,2636,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742971632500_18327,8235,2636,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742973851750_18328,8236,2637,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742973930750_18329,8237,2637,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742973993000_18330,8238,2637,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742974302750_18331,8239,2638,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742975480500_18332,8240,2639,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742975481250_18334,8240,2639,USDJPY,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742975480750_18333,8240,2639,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742976015750_18335,8241,2640,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742976396500_18336,8242,2641,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742976708250_18337,8243,2642,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1742976709000_18341,8243,2642,AUDUSD,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742976708750_18340,8243,2642,AUDUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742976708500_18338,8243,2642,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742976708500_18339,8243,2642,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742977321000_18342,8244,2643,USDCAD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742977795500_18343,8245,2644,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742978100500_18344,8246,2645,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742978225500_18345,8247,2646,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742978404000_18347,8248,2647,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742978403750_18346,8248,2647,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742978871000_18348,8249,2648,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742979354000_18349,8250,2649,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742979449000_18350,8251,2649,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742979474500_18351,8252,2649,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742979604750_18352,8253,2650,GBPUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1742979605000_18353,8253,2650,GBPUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w1000_1742979605500_18354,8253,2650,GBPUSD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742979617000_18355,8254,2650,GBPUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742979773000_18356,8255,2651,GBPUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w500_1742979773500_18358,8255,2651,GBPUSD,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742979773250_18357,8255,2651,GBPUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742979880000_18359,8256,2651,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742980212750_18360,8257,2652,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742980213000_18362,8257,2652,USDJPY,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1742980213500_18363,8257,2652,USDJPY,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742980212750_18361,8257,2652,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w1000_1742980223250_18364,8258,2652,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742981072250_18365,8259,2653,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w1000_1742981399000_18366,8260,2654,AUDUSD,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742981412500_18367,8261,2654,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742981619000_18368,8262,2655,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742981619250_18369,8262,2655,AUDUSD,INTERNAL_CONFIRMATION,147,4,True,True,False,False,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742981771500_18370,8263,2656,USDJPY,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742981771750_18371,8263,2656,USDJPY,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742982333750_18372,8264,2657,USDCAD,INTERNAL_CONFIRMATION,155,3,True,True,False,True,True,False,False,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742982689500_18373,8265,2658,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742982689750_18374,8265,2658,AUDUSD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742982696500_18375,8266,2658,USDCAD,INTERNAL_CONFIRMATION,223,1,True,True,True,True,True,False,True,True
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742982696750_18376,8266,2658,USDCAD,INTERNAL_CONFIRMATION,215,2,True,True,True,False,True,False,True,True
