event_id,market_cluster_id,response_episode_id,symbol,direction,partition,mfe,mae,time_to_mfe_ms,time_to_mae_ms,origin_recross_msc,initial_shock_size,local_sigma_response,reference_mid,validation_status
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742945426500_18210,8164,2607,USDCAD,LONG,INTERNAL_CONFIRMATION,0.00049,5e-06,20905,259,1742945426759.0,5e-06,1.7175139e-05,1.42771,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742945668750_18211,8165,2608,GBPUSD,SHORT,INTERNAL_CONFIRMATION,3e-05,0.00027,22887,135453,1742945703124.0,5e-05,1.6022192e-05,1.29413,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742947798750_18212,8166,2609,AUDUSD,LONG,INTERNAL_CONFIRMATION,5e-05,0.000125,107117,69669,1742947799617.0,3.5e-05,1.974018e-05,0.63048,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742950817250_18213,8167,2610,USDCAD,SHORT,INTERNAL_CONFIRMATION,7.5e-05,0.000215,29702,48734,1742950860880.0,5.5e-05,1.7169025e-05,1.42809,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742950861500_18214,8168,2610,USDCAD,LONG,INTERNAL_CONFIRMATION,0.00011,0.000105,4484,81761,1742950869293.0,2e-05,1.7169389e-05,1.428195,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742950893000_18215,8169,2610,GBPUSD,SHORT,INTERNAL_CONFIRMATION,5e-05,8e-05,90784,11287,1742950894372.0,1e-05,1.6017341e-05,1.2946,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742951053000_18216,8170,2611,AUDUSD,LONG,INTERNAL_CONFIRMATION,4.5e-05,4.5e-05,58785,138311,1742951131234.0,1.5e-05,1.9746736e-05,0.63047,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742951053250_18217,8170,2611,AUDUSD,LONG,INTERNAL_CONFIRMATION,3.5e-05,5.5e-05,58535,138061,1742951131234.0,2.5e-05,3.906076e-05,0.63048,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742951276500_18218,8171,2612,GBPUSD,SHORT,INTERNAL_CONFIRMATION,0.0,0.00013,0,42132,1742951299546.0,5e-05,1.6016029e-05,1.29474,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742951276750_18219,8171,2612,GBPUSD,SHORT,INTERNAL_CONFIRMATION,0.0,0.00013,0,41882,1742951280738.0,0.0,1.6015792e-05,1.29474,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742952844250_18220,8172,2613,USDCAD,LONG,INTERNAL_CONFIRMATION,0.00013,2.5e-05,75190,9061,1742952852238.0,1e-05,1.7167389e-05,1.427945,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742954042000_18221,8173,2614,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.0,6.5e-05,0,51858,1742954091531.0,1.5e-05,1.7166212e-05,1.427525,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742957925000_18222,8174,2615,USDJPY,LONG,INTERNAL_CONFIRMATION,0.012,0.0425,82143,119309,1742957925888.0,0.004,1.4268011e-05,149.946,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742958045000_18224,8175,2615,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0275,0.0275,94199,5924,1742958045233.0,0.005,1.4264367e-05,149.9085,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742958046500_18226,8175,2615,USDJPY,LONG,INTERNAL_CONFIRMATION,0.013,0.042,4424,92699,1742958046881.0,0.01,1.4264181e-05,149.923,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742958045250_18225,8175,2615,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0305,0.0245,93949,5674,1742958045712.0,0.008,2.7173027e-05,149.9115,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742958044750_18223,8175,2615,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0265,0.0285,94449,6174,1742958045927.0,0.0235,1.4264456e-05,149.9075,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742958061500_18227,8176,2615,USDCAD,LONG,INTERNAL_CONFIRMATION,0.00012,0.00011,86307,2818,1742958062844.0,2.5e-05,1.7163833e-05,1.42755,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742958168250_18228,8177,2615,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0285,0.022,67966,123148,1742958168840.0,0.003,1.4270201e-05,149.8705,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742958249750_18229,8178,2615,USDCAD,LONG,INTERNAL_CONFIRMATION,8.5e-05,0.00013,7724,81574,1742958319068.0,5e-06,1.7163931e-05,1.42769,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742959322750_18230,8179,2616,USDJPY,LONG,INTERNAL_CONFIRMATION,0.0525,0.0055,119241,3709,1742959323211.0,0.001,1.4247268e-05,149.9135,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742959381750_18231,8180,2616,USDCAD,LONG,INTERNAL_CONFIRMATION,7e-05,0.00013,122299,49293,1742959383246.0,2e-05,1.7163449e-05,1.42757,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742959801250_18232,8181,2617,USDCAD,LONG,INTERNAL_CONFIRMATION,0.000385,0.00032,11695,102533,1742959801679.0,2e-05,1.7162693e-05,1.42815,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959801250_18233,8181,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.000465,0.000325,12078,111161,1742959883891.0,0.000185,1.9737875e-05,0.63026,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742959807000_18235,8182,2617,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0005,0.039,484,95556,1742959807484.0,0.002,1.4252416e-05,149.949,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742959807250_18236,8182,2617,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.0005,0.039,234,95306,1742959807484.0,0.002,2.7156438e-05,149.949,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742959801250_18234,8181,2617,GBPUSD,SHORT,INTERNAL_CONFIRMATION,9e-05,0.00029,12584,84664,1742959802396.0,5e-05,1.6014144e-05,1.29404,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742959810750_18241,8183,2617,USDCAD,LONG,INTERNAL_CONFIRMATION,0.00012,0.000585,2195,93033,1742959817712.0,5e-05,1.7164133e-05,1.428415,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742959817500_18244,8185,2617,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.00051,0.0,86283,0,,3e-05,1.7164879e-05,1.42834,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959809750_18237,8183,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00025,0.00054,3578,102661,1742959822905.0,7.5e-05,1.9764677e-05,0.630045,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742959810000_18238,8183,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00017,0.00062,3328,102411,1742959822905.0,0.000155,3.9069232e-05,0.629965,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742959810250_18239,8183,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.000155,0.000635,3078,102161,1742959822905.0,0.00017,3.9069232e-05,0.62995,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959810500_18240,8183,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00017,0.00062,2828,101911,1742959819652.0,8e-05,1.9764677e-05,0.629965,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959810750_18242,8183,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.000195,0.000595,2578,101661,1742959817786.0,2.5e-05,1.9764677e-05,0.62999,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959812500_18243,8184,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,7.5e-05,0.000715,828,99911,1742959816358.0,1.5e-05,1.9789433e-05,0.62987,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959820250_18245,8186,2617,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000605,0.0,92161,0,1742959820905.0,7e-05,1.9801641e-05,0.62998,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959823000_18246,8187,2617,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000455,9e-05,89411,22353,1742959845097.0,4e-05,1.9809337e-05,0.63013,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959824750_18249,8187,2617,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00024,0.000305,87661,20603,1742959829325.0,1e-05,1.9809063e-05,0.630345,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959824250_18247,8187,2617,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00025,0.000295,88161,21103,1742959839278.0,0.000135,1.9809063e-05,0.630335,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959824500_18248,8187,2617,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00024,0.000305,87911,20853,1742959831427.0,4.5e-05,1.9809063e-05,0.630345,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742959861500_18251,8188,2617,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00024,5e-06,50911,6382,1742959867652.0,0.0,3.9181583e-05,0.630345,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959861250_18250,8188,2617,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00026,0.0,51161,0,1742959862629.0,2e-05,1.9826415e-05,0.630325,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742959914250_18255,8189,2617,USDCAD,LONG,INTERNAL_CONFIRMATION,0.0,0.00029,0,67669,1742959915423.0,1e-05,1.7159204e-05,1.42794,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742959914250_18257,8189,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,4.5e-05,0.00015,90204,66523,1742959916919.0,5e-06,3.918681e-05,0.63043,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959913750_18252,8189,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,1e-05,0.000185,90704,67023,1742959980568.0,0.00016,1.9831786e-05,0.630395,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742959914000_18256,8189,2617,AUDUSD,SHORT,INTERNAL_CONFIRMATION,4.5e-05,0.00015,90454,66773,1742959916919.0,5e-06,1.9831786e-05,0.63043,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742959914250_18254,8189,2617,GBPUSD,SHORT,INTERNAL_CONFIRMATION,0.0,0.00014,0,66997,1742959915424.0,0.0,1.6012021e-05,1.29419,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742959914000_18253,8189,2617,GBPUSD,SHORT,INTERNAL_CONFIRMATION,1e-05,0.00013,346,67247,1742959940488.0,4e-05,1.6012021e-05,1.2942,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742960847250_18258,8190,2618,USDJPY,SHORT,INTERNAL_CONFIRMATION,0.006,0.0115,41489,25407,1742960863834.0,0.006,1.4248201e-05,150.137,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742961355500_18259,8191,2619,AUDUSD,LONG,INTERNAL_CONFIRMATION,1e-05,0.000355,658,119861,1742961359424.0,5e-05,1.9797417e-05,0.629395,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742961721750_18260,8192,2620,USDCAD,LONG,INTERNAL_CONFIRMATION,7e-05,5.5e-05,17627,94342,1742961816092.0,1.5e-05,1.7147227e-05,1.428885,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742961989750_18261,8193,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00089,0.00024,62966,115807,1742962099989.0,3.5e-05,1.9792235e-05,0.628725,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742961990000_18262,8193,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.000885,0.000245,62716,115557,1742961991150.0,0.0,1.9792235e-05,0.62872,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742961994500_18263,8194,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.000725,0.00041,58216,119247,1742962007614.0,1.5e-05,1.9797486e-05,0.62856,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962008750_18264,8195,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00072,0.000415,43966,104997,1742962010607.0,0.0,1.9791182e-05,0.628555,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962018750_18265,8196,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00058,0.000555,33966,94997,1742962019622.0,0.0,1.9791677e-05,0.628415,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962019000_18266,8196,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00058,0.000555,33716,94747,1742962019622.0,0.0,3.910243e-05,0.628415,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962025000_18267,8197,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00044,0.000695,27716,88747,1742962027656.0,2e-05,1.9792949e-05,0.628275,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962025250_18268,8197,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00044,0.000695,27466,88497,1742962027656.0,2e-05,3.9101345e-05,0.628275,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742962031500_18271,8198,2621,USDCAD,LONG,INTERNAL_CONFIRMATION,0.000265,0.000505,21246,81419,1742962032576.0,1e-05,1.7144655e-05,1.429595,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962031250_18269,8198,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.000295,0.00084,21466,82497,1742962066747.0,5.5e-05,1.9796082e-05,0.62813,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962031500_18270,8198,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.00031,0.000825,21216,82247,1742962032614.0,2e-05,1.9796082e-05,0.628145,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962049750_18272,8199,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00106,7.5e-05,63997,2966,1742962050391.0,6.5e-05,1.9799154e-05,0.62791,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962057250_18275,8200,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000915,0.0,56497,0,1742962057550.0,8.5e-05,3.9113766e-05,0.628055,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962056750_18273,8200,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00094,0.0,56997,0,,3.5e-05,1.979946e-05,0.62803,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962057000_18274,8200,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00094,0.0,56747,0,1742962057322.0,0.00011,1.979946e-05,0.62803,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962059000_18277,8201,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000825,7.5e-05,54747,2178,1742962059354.0,5e-06,3.9118954e-05,0.628145,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962058750_18276,8200,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00083,7e-05,54997,2428,1742962059354.0,0.0,1.9799719e-05,0.62814,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742962076000_18279,8202,2621,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.000405,2.5e-05,36919,268,,4e-05,1.713765e-05,1.429495,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962075750_18278,8202,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00058,1.5e-05,37997,440,,6e-05,1.9814803e-05,0.62839,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962076000_18280,8202,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000595,0.0,37747,0,,4.5e-05,3.9143203e-05,0.628375,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962080000_18281,8203,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00047,2e-05,33747,257,,3e-05,1.9820119e-05,0.6285,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962080250_18282,8203,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00049,0.0,33497,0,1742962080491.0,8.5e-05,1.9820119e-05,0.62848,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742962083250_18283,8204,2621,USDJPY,LONG,INTERNAL_CONFIRMATION,0.01,0.0475,22970,115995,1742962084680.0,0.0045,1.4226446e-05,150.1455,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742962103500_18285,8205,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,8.5e-05,0.00031,10247,97251,1742962127156.0,5.5e-05,3.9162633e-05,0.628885,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962103250_18284,8205,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,7.5e-05,0.00032,10497,97501,1742962127156.0,6.5e-05,1.9823833e-05,0.628895,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742962200750_18287,8206,2621,USDCAD,LONG,INTERNAL_CONFIRMATION,0.0,0.00022,0,101483,1742962201021.0,3.5e-05,1.7130621e-05,1.429345,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962200500_18286,8206,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00026,1e-05,93519,28538,1742962201022.0,0.000115,1.9827821e-05,0.628575,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962214000_18288,8207,2621,AUDUSD,SHORT,INTERNAL_CONFIRMATION,8.5e-05,0.000185,15038,80019,1742962214290.0,0.0,1.9831664e-05,0.62865,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742962281750_18289,8208,2621,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00012,5e-05,118351,4918,1742962284951.0,2.5e-05,1.9829704e-05,0.628755,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1742962902750_18290,8209,2622,GBPUSD,SHORT,INTERNAL_CONFIRMATION,0.00012,3e-05,70767,12320,,4e-05,1.5993117e-05,1.29341,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742962966500_18291,8210,2622,USDJPY,LONG,INTERNAL_CONFIRMATION,0.042,0.002,74002,49039,1742963015539.0,0.002,1.4232124e-05,150.238,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1742962966750_18292,8210,2622,USDJPY,LONG,INTERNAL_CONFIRMATION,0.042,0.002,73752,48789,1742963015539.0,0.002,2.711497e-05,150.238,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1742963017500_18293,8211,2622,USDJPY,LONG,INTERNAL_CONFIRMATION,0.024,0.0125,23002,101660,1742963018649.0,0.0025,1.4234574e-05,150.256,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963054750_18294,8212,2622,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000565,1e-05,57826,376,,5e-05,1.9793183e-05,0.629065,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963055000_18295,8212,2622,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000575,0.0,57576,0,,5e-06,1.9793183e-05,0.629055,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963059750_18296,8213,2622,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00042,1e-05,52826,1284,,9e-05,1.9797236e-05,0.62921,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1742963060250_18298,8213,2622,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000425,5e-06,52326,784,1742963061034.0,0.0,3.9099111e-05,0.629205,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963060000_18297,8213,2622,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000425,5e-06,52576,1034,1742963061034.0,0.0,1.9797236e-05,0.629205,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963099000_18299,8214,2622,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.0,0.000355,0,13576,1742963100575.0,1.5e-05,1.9804924e-05,0.629275,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963104250_18300,8215,2622,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.00011,0.00019,8326,103921,1742963104549.0,2.5e-05,1.9805498e-05,0.62952,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742963104000_18301,8216,2622,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.00011,0.000155,8325,104975,1742963108369.0,3e-05,1.71281e-05,1.42855,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963324500_18302,8217,2623,AUDUSD,LONG,INTERNAL_CONFIRMATION,1e-05,0.00029,1940,117419,1742963325777.0,1e-05,1.9804826e-05,0.629605,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963354250_18303,8218,2623,AUDUSD,SHORT,INTERNAL_CONFIRMATION,0.000145,4.5e-05,87669,28645,,5.5e-05,1.9808091e-05,0.62946,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1742963480250_18304,8219,2624,AUDUSD,LONG,INTERNAL_CONFIRMATION,0.000335,5e-06,107613,9084,1742963482621.0,1e-05,1.9809413e-05,0.629445,VALID
ts15c_tail_v1_persistent_response_202503_r5_20260828_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1742963508500_18305,8220,2624,USDCAD,SHORT,INTERNAL_CONFIRMATION,0.00038,0.0,117947,0,,5e-06,1.7129352e-05,1.428485,VALID
