symbol,server_hour,horizon_ms,events,valid,mean_continuation,median_continuation,mean_absolute,mean_spread
AUDUSD,4,3000,72,72,1.6137478166666667e-05,7.9474515e-06,4.572550736111111e-05,0.0002193055555555556
AUDUSD,4,5000,72,72,3.9561165069444444e-05,2.7806547e-05,8.414453290277779e-05,0.00021958333333333335
AUDUSD,4,10000,72,72,9.271439522222223e-05,0.000103304672,0.0001620154177222222,0.00022055555555555557
AUDUSD,4,15000,72,72,0.0001152445257638889,0.000111332894,0.0001997726943472222,0.00021777777777777778
AUDUSD,4,30000,72,72,0.00016766137168055555,9.13892425e-05,0.00030274214031944443,0.00021611111111111112
AUDUSD,4,60000,72,72,0.0001978416017222222,6.3535429e-05,0.0004054304651944444,0.00021861111111111113
AUDUSD,4,120000,72,72,6.489462486111112e-05,7.942970400000001e-05,0.0004277651851388889,0.00021597222222222224
AUDUSD,5,250,22,22,1.4470174999999994e-06,0.0,1.3713035318181818e-05,0.0002163636363636364
AUDUSD,5,500,22,22,1.8071633181818173e-06,0.0,1.4073181136363637e-05,0.00021681818181818182
AUDUSD,5,1000,22,22,5.049641318181818e-06,3.961981e-06,1.5873835590909093e-05,0.0002172727272727273
AUDUSD,5,2000,22,22,7.168371363636356e-07,-3.966979e-06,1.6596722136363638e-05,0.0002172727272727273
AUDUSD,5,3000,22,22,-1.4421369090909096e-06,-7.930813000000001e-06,1.4433204454545452e-05,0.0002163636363636364
AUDUSD,5,5000,22,22,-5.416941772727272e-06,-7.947240500000002e-06,1.8397904136363637e-05,0.00021863636363636364
AUDUSD,5,10000,22,22,-2.5264733636363656e-06,3.961981e-06,3.3550070181818184e-05,0.00021681818181818182
AUDUSD,5,15000,22,22,-1.1547052409090908e-05,-3.9619495e-06,4.040834231818182e-05,0.00021545454545454548
AUDUSD,5,30000,22,22,-1.7678215636363636e-05,1.19051635e-05,6.458922918181818e-05,0.00021681818181818182
AUDUSD,5,60000,22,22,-6.458488354545455e-05,-7.14588635e-05,0.0001006644760909091,0.00021772727272727273
AUDUSD,5,120000,22,22,-6.889361572727272e-05,-0.000107173967,0.00020021356909090908,0.00021772727272727273
AUDUSD,6,250,14,14,2.321444771428571e-05,1.5877658500000002e-05,2.8885593714285714e-05,0.0002185714285714286
AUDUSD,6,500,14,14,2.321444771428571e-05,1.5877658500000002e-05,2.8885593714285714e-05,0.0002185714285714286
AUDUSD,6,1000,14,14,2.717715521428571e-05,1.59106485e-05,3.28485435e-05,0.00021928571428571431
AUDUSD,6,2000,14,14,2.9451209857142856e-05,1.58791665e-05,3.5122598142857144e-05,0.00021785714285714287
AUDUSD,6,3000,14,14,2.6040342642857143e-05,1.58791665e-05,3.511772992857143e-05,0.00021785714285714287
AUDUSD,6,5000,14,14,2.094179657142857e-05,1.5911599000000003e-05,4.248055242857143e-05,0.00021571428571428571
AUDUSD,6,10000,14,14,1.4109896214285713e-05,1.59186525e-05,5.3842410214285714e-05,0.0002185714285714286
AUDUSD,6,15000,14,14,1.4659665428571426e-05,3.1699363e-05,5.7829447428571425e-05,0.00021642857142857143
AUDUSD,6,30000,14,14,-1.5273204071428573e-05,-1.19382555e-05,4.13711435e-05,0.00021714285714285715
AUDUSD,6,60000,14,14,-4.814193585714285e-05,-9.53107485e-05,0.00010371545314285713,0.00021285714285714286
AUDUSD,6,120000,14,14,-1.2462151785714287e-05,7.940833499999999e-06,6.576268478571428e-05,0.00021642857142857143
AUDUSD,7,250,5,5,1.6001473999999997e-06,7.922706e-06,1.11211138e-05,0.000218
AUDUSD,7,500,5,5,1.6001473999999997e-06,7.922706e-06,1.11211138e-05,0.000218
AUDUSD,7,1000,5,5,1.5606199999999946e-08,0.0,9.536572600000001e-06,0.000216
AUDUSD,7,2000,5,5,-1.5750344000000004e-06,0.0,7.945932e-06,0.000214
AUDUSD,7,3000,5,5,-3.1535138e-06,-7.948525e-06,1.27056926e-05,0.000216
AUDUSD,7,5000,5,5,1.6053112e-06,0.0,7.9468676e-06,0.000218
AUDUSD,7,10000,5,5,1.59061096e-05,1.5927244e-05,2.2247666e-05,0.000216
AUDUSD,7,15000,5,5,1.90916092e-05,2.3845197e-05,2.54331656e-05,0.000216
AUDUSD,7,30000,5,5,3.35205228e-05,7.9481779e-05,8.42376984e-05,0.000214
AUDUSD,7,60000,5,5,6.383464859999999e-05,7.1533885e-05,0.0001557489626,0.000216
AUDUSD,7,120000,5,5,-1.907222680000001e-05,-9.5558139e-05,0.0001682687316,0.000216
AUDUSD,8,250,50,50,-3.82208174e-06,-7.925851499999999e-06,1.71533247e-05,0.0002168
AUDUSD,8,500,50,50,-2.71296518e-06,-3.9592825e-06,1.826486842e-05,0.00021740000000000003
AUDUSD,8,1000,50,50,-5.73123064e-06,0.0,2.318868644e-05,0.0002168
AUDUSD,8,2000,50,50,-1.0015958139999998e-05,0.0,2.714718982e-05,0.0002182
AUDUSD,8,3000,50,50,-1.6371460559999998e-05,-7.955336e-06,3.7303534279999994e-05,0.00021660000000000003
AUDUSD,8,5000,50,50,-1.17816761e-05,-0.0,4.476445398e-05,0.00021799999999999999
AUDUSD,8,10000,50,50,-9.234258619999998e-06,-3.9639595e-06,5.746828146e-05,0.00021799999999999999
AUDUSD,8,15000,50,50,-2.957844206e-05,-1.98848795e-05,7.781456846e-05,0.0002176
AUDUSD,8,30000,50,50,-2.7857054740000003e-05,-1.18847315e-05,8.499138709999999e-05,0.0002178
AUDUSD,8,60000,50,50,-1.849874558e-05,1.19324095e-05,0.0001188133381,0.00021400000000000002
AUDUSD,8,120000,50,50,6.894101879999998e-06,2.3831563e-05,0.00017942092104,0.00021559999999999998
AUDUSD,9,250,32,32,-1.2310804374999998e-06,7.9151495e-06,1.7104889312499998e-05,0.000215625
AUDUSD,9,500,32,32,-1.7257105625e-06,3.9573085e-06,1.66098514375e-05,0.00021625
AUDUSD,9,1000,32,32,9.981030000000003e-07,3.9573085e-06,1.73505781875e-05,0.0002159375
AUDUSD,9,2000,32,32,3.9799939375e-06,0.0,2.97287639375e-05,0.00021718750000000001
AUDUSD,9,3000,32,32,2.0012409062499996e-06,0.0,3.022081053125e-05,0.0002165625
AUDUSD,9,5000,32,32,1.7508449687500003e-06,0.0,3.791294240625e-05,0.000218125
AUDUSD,9,10000,32,32,-1.53408381875e-05,-7.9494415e-06,4.90449060625e-05,0.00021781250000000002
AUDUSD,9,15000,32,32,-4.652463249999999e-06,-1.5896419500000003e-05,7.55722273125e-05,0.000218125
AUDUSD,9,30000,32,32,-3.9276086875e-06,-3.1707432e-05,0.0001000722295,0.00021781250000000002
AUDUSD,9,60000,32,32,-3.394690475e-05,-7.9540574e-05,0.0001300695999375,0.0002175
AUDUSD,9,120000,32,32,-7.452602465625001e-05,-3.1800549e-05,0.00016222338259375,0.0002175
AUDUSD,10,250,59,59,-6.861199491525426e-07,7.907295e-06,1.549007679661017e-05,0.00021762711864406782
AUDUSD,10,500,59,59,-3.1107279830508475e-06,-0.0,1.6302228559322033e-05,0.00021830508474576273
AUDUSD,10,1000,59,59,-5.799583711864407e-06,-7.909109e-06,1.97968463220339e-05,0.00021830508474576273
AUDUSD,10,2000,59,59,2.7177794915254273e-07,0.0,2.1000698525423727e-05,0.00021847457627118645
AUDUSD,10,3000,59,59,6.782548474576278e-07,-0.0,2.3288797084745763e-05,0.00021796610169491526
AUDUSD,10,5000,59,59,-4.295545576271187e-06,0.0,3.0950631508474576e-05,0.00021779661016949154
AUDUSD,10,10000,59,59,3.6789111186440673e-06,0.0,4.0806436237288136e-05,0.00021932203389830507
AUDUSD,10,15000,59,59,3.692421627118644e-06,-7.94196e-06,4.914536372881356e-05,0.00021762711864406782
AUDUSD,10,30000,59,59,-2.8964473728813562e-06,-7.952128e-06,7.135550859322034e-05,0.00021677966101694916
AUDUSD,10,60000,59,59,-2.7713742711864372e-06,1.5822034e-05,0.00011239701440677966,0.00021661016949152542
AUDUSD,10,120000,59,59,-1.925576869491525e-05,-2.3840839e-05,0.00015822922815254237,0.00021627118644067798
AUDUSD,11,250,39,39,2.871359615384615e-06,-7.952887e-06,2.1611748794871794e-05,0.00021564102564102566
AUDUSD,11,500,39,39,6.220465384615384e-07,-7.952887e-06,2.3038659051282053e-05,0.00021538461538461536
AUDUSD,11,1000,39,39,3.0695714871794874e-06,0.0,2.4273191230769233e-05,0.00021538461538461536
AUDUSD,11,2000,39,39,3.0656572307692306e-06,-0.0,2.671834923076923e-05,0.00021538461538461536
AUDUSD,11,3000,39,39,3.283378230769231e-06,0.0,2.528796058974359e-05,0.00021564102564102566
AUDUSD,11,5000,39,39,7.560407153846154e-06,7.952508e-06,2.9572939153846153e-05,0.00021538461538461536
AUDUSD,11,10000,39,39,7.400464846153846e-06,1.5906849e-05,4.242646125641026e-05,0.00021666666666666668
AUDUSD,11,15000,39,39,5.362080076923077e-06,1.5967044e-05,4.893521053846154e-05,0.00021564102564102566
AUDUSD,11,30000,39,39,1.554233064102564e-05,2.3730516e-05,6.688776115384615e-05,0.00021512820512820512
AUDUSD,11,60000,39,39,6.073040256410285e-07,7.958647e-06,0.00011693563694871794,0.00021512820512820512
AUDUSD,11,120000,39,39,1.854917041025641e-05,-0.0,0.00013980909666666666,0.0002141025641025641
AUDUSD,12,250,5,5,3.00966504e-05,3.1786143e-05,3.00966504e-05,0.000214
AUDUSD,12,500,5,5,3.00966504e-05,3.1786143e-05,3.00966504e-05,0.000214
AUDUSD,12,1000,5,5,3.00966504e-05,3.1786143e-05,3.00966504e-05,0.00021000000000000004
AUDUSD,12,2000,5,5,3.9622123000000004e-05,4.7448084e-05,3.9622123000000004e-05,0.00021000000000000004
AUDUSD,12,3000,5,5,3.64588674e-05,3.1786143e-05,3.64588674e-05,0.000214
AUDUSD,12,5000,5,5,1.9082114000000003e-05,0.0,3.1734536400000004e-05,0.000212
AUDUSD,12,10000,5,5,-7.716058199999995e-06,-2.3777349e-05,0.000103008631,0.000218
AUDUSD,12,15000,5,5,-1.2402354800000005e-05,-3.1703258e-05,0.000133119402,0.000216
AUDUSD,12,30000,5,5,-7.688932200000003e-06,-7.92572e-06,0.00010934595180000001,0.000214
AUDUSD,12,60000,5,5,-4.5538794e-05,-3.9629229e-05,0.0001980258856,0.000214
AUDUSD,12,120000,5,5,-6.941425240000001e-05,-6.340752e-05,0.0001900836508,0.000212
AUDUSD,13,250,3,3,1.6020662333333333e-05,7.926851e-06,2.1289525666666668e-05,0.00021666666666666666
AUDUSD,13,500,3,3,1.6020662333333333e-05,7.926851e-06,2.1289525666666668e-05,0.00021666666666666666
AUDUSD,13,1000,3,3,1.0683144333333331e-05,7.926851e-06,1.5952007666666668e-05,0.00021666666666666666
AUDUSD,13,2000,3,3,8.040860666666665e-06,0.0,1.3309724e-05,0.00021333333333333336
AUDUSD,13,3000,3,3,2.756230333333333e-06,-7.903295e-06,1.8594354333333333e-05,0.00021333333333333336
AUDUSD,13,5000,3,3,3.1934788e-05,4.7560164e-05,4.247247333333333e-05,0.00021666666666666666
AUDUSD,13,10000,3,3,1.5975458666666668e-05,3.1707027e-05,2.6513144e-05,0.00022333333333333333
AUDUSD,13,15000,3,3,5.422236666666666e-06,1.5853639e-05,2.6497440666666667e-05,0.00021666666666666666
AUDUSD,13,30000,3,3,4.777963366666666e-05,4.8038431e-05,8.992937566666666e-05,0.00022333333333333333
AUDUSD,13,60000,3,3,7.6985799e-05,9.6074554e-05,0.00010859835566666666,0.00022
AUDUSD,13,120000,3,3,8.561809366666667e-05,0.000158525083,0.00020152347299999998,0.00022333333333333333
AUDUSD,14,250,3,3,1.0549102666666667e-05,7.909546e-06,1.5832497333333333e-05,0.00022333333333333333
AUDUSD,14,500,3,3,1.31908e-05,7.909546e-06,1.31908e-05,0.00022
AUDUSD,14,1000,3,3,1.0549102666666667e-05,7.909546e-06,1.5832497333333333e-05,0.00021666666666666666
AUDUSD,14,2000,3,3,7.904268333333334e-06,7.909546e-06,2.3754578333333334e-05,0.00022
AUDUSD,14,3000,3,3,1.0542912666666668e-05,7.909546e-06,2.639322266666667e-05,0.00022333333333333333
AUDUSD,14,5000,3,3,1.3178503666666669e-05,7.909546e-06,3.431233366666667e-05,0.00022
AUDUSD,14,10000,3,3,1.5826370333333333e-05,7.909546e-06,2.1109765e-05,0.00021
AUDUSD,14,15000,3,3,3.957420166666667e-05,3.1638561e-05,3.957420166666667e-05,0.00022
AUDUSD,14,30000,3,3,6.8607869e-05,4.7458217e-05,6.8607869e-05,0.00022333333333333333
AUDUSD,14,60000,3,3,8.181140966666667e-05,0.000118649766,8.181140966666667e-05,0.00021333333333333336
AUDUSD,14,120000,3,3,0.0001716000173333333,0.000213579715,0.00025602761133333333,0.00022
AUDUSD,15,250,24,24,-8.914021833333332e-06,-3.956275e-06,3.6750999499999996e-05,0.00027333333333333333
AUDUSD,15,500,24,24,1.676426375000001e-06,1.2215000000005778e-09,5.4619928625e-05,0.000265
AUDUSD,15,1000,24,24,-1.6204437583333334e-05,-0.0,5.989361283333333e-05,0.00026833333333333337
AUDUSD,15,2000,24,24,-5.8281865375e-05,-7.921765e-06,9.793228379166666e-05,0.00026041666666666666
AUDUSD,15,3000,24,24,-3.469996704166667e-05,7.9150245e-06,7.841341129166667e-05,0.0002483333333333333
AUDUSD,15,5000,24,24,1.5622061208333334e-05,8.0023045e-06,0.00010156362737499999,0.0002483333333333333
AUDUSD,15,10000,24,24,-6.812817791666667e-05,-7.5320579e-05,8.396390133333334e-05,0.00023041666666666667
AUDUSD,15,15000,24,24,-8.5400452625e-05,-3.9683588e-05,0.00010717809254166665,0.00022708333333333334
AUDUSD,15,30000,24,24,-4.638434966666667e-05,-5.1485949e-05,8.071320066666667e-05,0.00022708333333333334
AUDUSD,15,60000,24,24,-0.00010384520220833334,-0.0001306451775,0.00014356367004166666,0.00022708333333333334
AUDUSD,15,120000,24,24,-0.00026771291975,-0.000261268388,0.0004124633455,0.00022250000000000001
AUDUSD,16,250,35,35,-2.0557808571428574e-06,7.908108e-06,2.6096800114285714e-05,0.00022971428571428573
AUDUSD,16,500,35,35,-2.5113214571428574e-06,-0.0,2.7001899057142856e-05,0.00022914285714285712
AUDUSD,16,1000,35,35,-1.3509009999999997e-06,-7.958014e-06,3.94822238e-05,0.0002277142857142857
AUDUSD,16,2000,35,35,1.3631582e-05,-7.936665e-06,5.44673004e-05,0.0002277142857142857
AUDUSD,16,3000,35,35,2.7473718342857145e-05,1.5901285e-05,8.28543076e-05,0.00023028571428571426
AUDUSD,16,5000,35,35,4.91962576e-05,3.1677147e-05,0.00012729619354285714,0.00023085714285714287
AUDUSD,16,10000,35,35,0.00010039605117142856,4.7557902e-05,0.00014943590785714285,0.0002222857142857143
AUDUSD,16,15000,35,35,0.00012441644771428573,6.3411038e-05,0.00018342087234285713,0.0002205714285714286
AUDUSD,16,30000,35,35,0.00014168115757142856,7.926317e-05,0.0002529613998,0.00021942857142857143
AUDUSD,16,60000,35,35,0.00012419378251428572,4.7621315e-05,0.0003127405174857143,0.00022142857142857142
AUDUSD,16,120000,35,35,6.672210842857142e-05,9.5146724e-05,0.00030101129020000005,0.00021457142857142858
AUDUSD,17,250,33,33,1.1001121212120933e-08,-7.922832e-06,2.603954596969697e-05,0.00021424242424242424
AUDUSD,17,500,33,33,-4.377857757575757e-06,-0.0,2.943443793939394e-05,0.00021484848484848483
AUDUSD,17,1000,33,33,-6.319283424242424e-06,7.926914e-06,3.620076233333333e-05,0.00021484848484848483
AUDUSD,17,2000,33,33,-1.0150595363636364e-05,-7.922455e-06,4.486968572727272e-05,0.00021606060606060607
AUDUSD,17,3000,33,33,-7.493401636363638e-06,-0.0,5.526655490909091e-05,0.00021515151515151516
AUDUSD,17,5000,33,33,4.87732212121212e-06,1.5889662e-05,7.186931612121212e-05,0.00021606060606060607
AUDUSD,17,10000,33,33,5.920908393939395e-06,1.6074069e-05,7.79472476060606e-05,0.0002163636363636364
AUDUSD,17,15000,33,33,-5.681398757575756e-06,-1.5847986e-05,9.967298184848484e-05,0.00021454545454545457
AUDUSD,17,30000,33,33,-2.6748976393939393e-05,-1.5889915e-05,0.00012887175118181818,0.00021484848484848483
AUDUSD,17,60000,33,33,-1.6825261515151511e-06,-2.3777349e-05,0.00018570730306060606,0.00021424242424242424
AUDUSD,17,120000,33,33,2.110106187878788e-05,1.587541e-05,0.00020280909545454547,0.00021575757575757577
AUDUSD,18,250,62,62,-4.5969070645161296e-06,-7.9276995e-06,4.231110225806452e-05,0.00021548387096774195
AUDUSD,18,500,62,62,-7.390244403225807e-06,-1.5850625000000002e-05,4.9770691693548385e-05,0.00021580645161290324
AUDUSD,18,1000,62,62,-1.5343860838709677e-05,-3.9617925e-06,5.951871712903226e-05,0.00021548387096774195
AUDUSD,18,2000,62,62,-2.964148943548387e-05,-7.946360500000001e-06,0.0001038468695,0.00021322580645161292
AUDUSD,18,3000,62,62,-1.9171603064516127e-05,-1.1880452000000001e-05,0.00011920848509677419,0.0002129032258064516
AUDUSD,18,5000,62,62,-3.3488542080645164e-05,-2.7769043000000002e-05,0.00015031175020967743,0.00021419354838709677
AUDUSD,18,10000,62,62,-5.264543506451613e-05,-2.7858799999999998e-05,0.0001916867276451613,0.000215
AUDUSD,18,15000,62,62,-4.2465261016129033e-05,-4.3568265499999996e-05,0.00021066924372580644,0.00021516129032258066
AUDUSD,18,30000,62,62,-4.7350051370967734e-05,-6.7603793e-05,0.00020359504643548387,0.000215
AUDUSD,18,60000,62,62,-7.551044061290323e-05,-4.75671525e-05,0.00026318548922580644,0.00021548387096774195
AUDUSD,18,120000,62,62,-0.00010411412866129032,-5.5912625999999995e-05,0.00033440971066129037,0.00021580645161290324
AUDUSD,19,250,40,40,-1.1572700925000001e-05,-7.968096e-06,3.0314504775e-05,0.000219
AUDUSD,19,500,40,40,-1.935686995e-05,-1.19520025e-05,3.331381375e-05,0.00021875000000000003
AUDUSD,19,1000,40,40,-2.41460484e-05,-1.5943878e-05,3.84910988e-05,0.00021775
AUDUSD,19,2000,40,40,-3.19275104e-05,-1.6026412e-05,5.343484365e-05,0.00021550000000000003
AUDUSD,19,3000,40,40,-4.089603165e-05,-2.39034305e-05,6.360635685e-05,0.00021575
AUDUSD,19,5000,40,40,-5.0072515474999997e-05,-2.3839987e-05,7.9157261575e-05,0.00021424999999999998
AUDUSD,19,10000,40,40,-4.6120184424999997e-05,-4.39428155e-05,8.0359877875e-05,0.00021725
AUDUSD,19,15000,40,40,-4.910113567499999e-05,-4.3854024e-05,8.2941074825e-05,0.00021700000000000002
AUDUSD,19,30000,40,40,-3.47626291e-05,-3.980654e-05,9.174296455e-05,0.00021700000000000002
AUDUSD,19,60000,40,40,-4.5113950199999995e-05,-7.557033950000001e-05,0.0001763218928,0.00021650000000000003
AUDUSD,19,120000,40,40,-7.70392135e-06,-2.39001035e-05,0.00025567031915,0.00021650000000000003
AUDUSD,20,250,12,12,1.067905825e-05,7.9432535e-06,2.392605541666667e-05,0.00021416666666666668
AUDUSD,20,500,12,12,1.3369948416666667e-05,1.5901033e-05,3.588728891666667e-05,0.00021250000000000002
AUDUSD,20,1000,12,12,1.801310425e-05,7.9483675e-06,3.655813141666667e-05,0.00021333333333333336
AUDUSD,20,2000,12,12,2.8611592333333334e-05,3.1792091e-05,4.4507904999999995e-05,0.00021333333333333336
AUDUSD,20,3000,12,12,2.6942619166666654e-06,0.0,3.184409008333333e-05,0.00021416666666666668
AUDUSD,20,5000,12,12,-4.5222009166666675e-06,-1.1935434e-05,5.245677858333334e-05,0.00021166666666666667
AUDUSD,20,10000,12,12,6.7279820000000006e-06,4.803999999999624e-09,6.50281535e-05,0.00021250000000000002
AUDUSD,20,15000,12,12,2.0686396333333335e-05,4.363457050000001e-05,7.500284316666667e-05,0.00021166666666666667
AUDUSD,20,30000,12,12,3.854998191666666e-05,3.99301805e-05,0.00011803245858333333,0.00021416666666666668
AUDUSD,20,60000,12,12,-1.1936722333333329e-05,-3.9660100000000005e-06,8.212027283333332e-05,0.00021250000000000002
AUDUSD,20,120000,12,12,-5.671731466666666e-05,3.1773771e-05,0.00016579277466666667,0.00021416666666666668
AUDUSD,21,250,28,28,-1.5912294428571428e-05,-1.19155635e-05,3.751327035714285e-05,0.0002185714285714286
AUDUSD,21,500,28,28,-2.7849784464285716e-05,-1.5908368e-05,4.263313689285715e-05,0.00021785714285714287
AUDUSD,21,1000,28,28,-4.118876139285714e-05,-3.18484015e-05,4.858184810714286e-05,0.00021964285714285713
AUDUSD,21,2000,28,28,-2.8959189285714285e-05,-1.9902181000000002e-05,7.500535485714286e-05,0.00022
AUDUSD,21,3000,28,28,-2.440693167857143e-05,-2.3857998000000002e-05,7.330867746428572e-05,0.00022
AUDUSD,21,5000,28,28,-2.2403518785714283e-05,-3.5803212e-05,0.0001117008765,0.0002175
AUDUSD,21,10000,28,28,-8.406389846428572e-05,-6.7504955e-05,0.00015005405260714284,0.00022214285714285714
AUDUSD,21,15000,28,28,-3.6649844928571425e-05,-5.56639805e-05,0.00013329289121428572,0.0002217857142857143
AUDUSD,21,30000,28,28,-9.228141814285715e-05,-0.000159180769,0.0002265367182857143,0.00021964285714285713
AUDUSD,21,60000,28,28,-9.821411025e-05,-0.00023000174600000002,0.00035757484260714285,0.000215
AUDUSD,21,120000,28,28,3.0274005571428574e-05,-1.9883515e-05,0.00019382675342857143,0.00022214285714285714
AUDUSD,22,250,1,1,-1.5878309e-05,-1.5878309e-05,1.5878309e-05,0.00021
AUDUSD,22,500,1,1,-1.5878309e-05,-1.5878309e-05,1.5878309e-05,0.00021
AUDUSD,22,1000,1,1,-1.5878309e-05,-1.5878309e-05,1.5878309e-05,0.00021
AUDUSD,22,2000,1,1,-1.5878309e-05,-1.5878309e-05,1.5878309e-05,0.00021
AUDUSD,22,3000,1,1,-1.5878309e-05,-1.5878309e-05,1.5878309e-05,0.00021
AUDUSD,22,5000,1,1,-1.5878309e-05,-1.5878309e-05,1.5878309e-05,0.00021
AUDUSD,22,10000,1,1,-1.5878309e-05,-1.5878309e-05,1.5878309e-05,0.00021
AUDUSD,22,15000,1,1,7.939249e-06,7.939249e-06,7.939249e-06,0.00022
AUDUSD,22,30000,1,1,7.939249e-06,7.939249e-06,7.939249e-06,0.00022
AUDUSD,22,60000,1,1,0.0,-0.0,0.0,0.00021
AUDUSD,22,120000,1,1,0.0,-0.0,0.0,0.00021
AUDUSD,23,250,8,8,7.944422624999999e-06,1.1916761499999999e-05,2.9810656875e-05,0.0005725
