run_id,stage,count
"full2025_d_wave2_start_child_countertrend","symbols_scanned","445734"
"full2025_d_wave2_start_child_countertrend","parent_anchor_states_available","4453"
"full2025_d_wave2_start_child_countertrend","parent_flips_detected","4453"
"full2025_d_wave2_start_child_countertrend","parent_wave1_confirmed","4453"
"full2025_d_wave2_start_child_countertrend","parent_wave2_pending","4445"
"full2025_d_wave2_start_child_countertrend","parent_wave2_started_first_close","0"
"full2025_d_wave2_start_child_countertrend","parent_wave2_started_confirmed_pivot","0"
"full2025_d_wave2_start_child_countertrend","parent_wave2_started_child_trend","3963"
"full2025_d_wave2_start_child_countertrend","child_countertrend_confirmed","4373"
"full2025_d_wave2_start_child_countertrend","child_anchor_created","3964"
"full2025_d_wave2_start_child_countertrend","child_anchor_updated","4160"
"full2025_d_wave2_start_child_countertrend","child_flip_detected","3143"
"full2025_d_wave2_start_child_countertrend","fresh_first_flip_signal","3142"
"full2025_d_wave2_start_child_countertrend","valid_candidate","0"
"full2025_d_wave2_start_child_countertrend","signal_reserved","0"
"full2025_d_wave2_start_child_countertrend","portfolio_selected","0"
"full2025_d_wave2_start_child_countertrend","trades_taken","0"
"full2025_d_wave2_start_child_countertrend","candidate_invalid","0"
"full2025_d_wave2_start_child_countertrend","position_cap_reject","0"
"full2025_d_wave2_start_child_countertrend","risk_reject","0"
"full2025_d_wave2_start_child_countertrend","order_failure","0"
"full2025_d_wave2_start_child_countertrend","expired","2997"
"full2025_d_wave2_start_child_countertrend","parent_invalidated","495"
"full2025_d_wave2_start_child_countertrend","signals_consumed","2997"
