period_id,variant,m15_wave2_adjacent_mode,m15_wave2_adjacent_relaxed_component,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,off,none,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,breaktype,allow_adjacent_break_type_only,required_light,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,combine,combine_best_two_adjacent,fib_neighbor,107,20,0.18691588785046728,-583.3100000000001,482.72,-1066.03,0.45282027710289585,-24.991000000000003,-0.23356074766355142,0.45254003373567864,591.07,5.9107,-0.9868712673625798,13,0.12149532710280374,14,0.1308411214953271,80,0.7476635514018691,0.5841719626168228,0.5450383177570095,0.4672897196261682,0.2897196261682243,0.22429906542056074,0.12149532710280374,0.009345794392523364
full2025_validation,combine,combine_best_two_adjacent,required_light,40,16,0.4,100.37000000000002,428.64,-328.27000000000004,1.305754409480001,4.512400000000001,0.11281000000000004,1.327348437035264,106.04999999999998,1.0604999999999998,0.9464403583215467,7,0.175,13,0.325,20,0.5,0.7634799999999999,0.5366025000000001,0.625,0.475,0.375,0.25,0.0
full2025_validation,context,relax_context_fib_room_only,context_fib_room,110,31,0.2818181818181818,-199.22999999999993,724.2299999999999,-923.46,0.7842570333311675,-8.228500000000006,-0.07480454545454551,0.7883403942267873,277.03,2.7702999999999998,-0.7191639894596251,9,0.08181818181818182,20,0.18181818181818182,81,0.7363636363636363,0.6750563636363636,0.5569663636363635,0.6090909090909091,0.38181818181818183,0.2909090909090909,0.14545454545454545,0.00909090909090909
full2025_validation,context,relax_context_fib_room_only,required_light,33,12,0.36363636363636365,80.95000000000002,338.68999999999994,-257.74,1.314076200822534,3.2927000000000013,0.09977878787878791,1.3023433052357076,106.04999999999998,1.0604999999999998,0.7633191890617635,5,0.15151515151515152,10,0.30303030303030304,18,0.5454545454545454,0.7516030303030303,0.5123727272727273,0.6363636363636364,0.45454545454545453,0.3939393939393939,0.2727272727272727,0.0
full2025_validation,fib_deep,relax_fib_neighbor_only,required_light,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,fib_shallow,relax_fib_neighbor_only,fib_neighbor,109,22,0.2018348623853211,-569.7100000000002,496.31999999999994,-1066.03,0.4655778918041706,-24.4898,-0.22467706422018346,0.4635194637341452,577.4700000000001,5.774700000000001,-0.9865620724886142,13,0.11926605504587157,14,0.12844036697247707,82,0.7522935779816514,0.5945522935779821,0.5402174311926607,0.47706422018348627,0.30275229357798167,0.22935779816513763,0.12844036697247707,0.009174311926605505
full2025_validation,fib_shallow,relax_fib_neighbor_only,required_light,40,16,0.4,100.37000000000002,428.64,-328.27000000000004,1.305754409480001,4.512400000000001,0.11281000000000004,1.327348437035264,106.04999999999998,1.0604999999999998,0.9464403583215467,7,0.175,13,0.325,20,0.5,0.7634799999999999,0.5366025000000001,0.625,0.475,0.375,0.25,0.0
full2025_validation,highq,allow_high_quality_m5_near_miss_only,high_quality_m5_near_miss,216,51,0.2361111111111111,-775.8800000000007,1180.7199999999998,-1956.6000000000004,0.6034549729121944,-32.61349999999997,-0.1509884259259258,0.6142988585133713,801.8900000000007,8.018900000000006,-0.967564129743481,24,0.1111111111111111,36,0.16666666666666666,156,0.7222222222222222,0.6437939814814813,0.5637189814814815,0.5555555555555556,0.3472222222222222,0.2777777777777778,0.1388888888888889,0.004629629629629629
full2025_validation,highq,allow_high_quality_m5_near_miss_only,required_light,27,11,0.4074074074074074,126.8,300.81,-174.01000000000002,1.7286937532325726,5.335500000000002,0.1976111111111112,1.7095740294974264,58.349999999999994,0.5834999999999999,2.173093401885176,2,0.07407407407407407,9,0.3333333333333333,16,0.5925925925925926,0.776648148148148,0.46952592592592596,0.6666666666666666,0.48148148148148145,0.4074074074074074,0.2962962962962963,0.0
full2025_validation,light,off,required_light,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,light_breakdown,off,required_light,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
