period_id,variant,m15_wave2_adjacent_mode,m15_wave2_adjacent_fib_side,m15_wave2_fib_zone,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,fib_deep,relax_fib_neighbor_only,deep_only,preferred_382_618,32,14,0.4375,133.04000000000002,366.8900000000001,-233.85,1.568911695531324,5.4171000000000005,0.16928437500000001,1.5616194080141,68.39,0.6839000000000001,1.9453136423453725,4,0.125,10,0.3125,18,0.5625,0.855475,0.4960812499999999,0.71875,0.53125,0.4375,0.21875,0.0
full2025_validation,fib_deep,relax_fib_neighbor_only,deep_only,shallow_236_382,13,5,0.38461538461538464,80.70999999999998,161.46999999999997,-80.75999999999999,1.9993808816245664,3.2846,0.2526615384615385,2.0023497818059752,36.31,0.36310000000000003,2.2228036353621583,1,0.07692307692307693,5,0.38461538461538464,7,0.5384615384615384,0.8109769230769229,0.4364769230769231,0.6923076923076923,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.0
full2025_validation,fib_shallow,relax_fib_neighbor_only,shallow_only,deep_618_786,5,0,0.0,-76.01,0,-76.01,0.0,-3.2081,-0.64162,0.0,76.01,0.7601,-1.0,2,0.4,0,0.0,3,0.6,0.2217,0.7276800000000001,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,relax_fib_neighbor_only,shallow_only,no_fib,108,22,0.2037037037037037,-560.5300000000002,496.31999999999994,-1056.85,0.46962198987557363,-24.0964,-0.2231148148148148,0.46754876744535473,568.2900000000002,5.682900000000002,-0.9863449999120167,13,0.12037037037037036,14,0.12962962962962962,81,0.75,0.5989185185185191,0.538540740740741,0.48148148148148145,0.3055555555555556,0.23148148148148148,0.12962962962962962,0.009259259259259259
full2025_validation,fib_shallow,relax_fib_neighbor_only,shallow_only,preferred_382_618,26,13,0.5,143.94000000000003,334.88,-190.94,1.753849376767571,6.353400000000001,0.2443615384615385,1.7927777292521925,45.56999999999999,0.45569999999999994,3.1586570111915746,4,0.15384615384615385,10,0.38461538461538464,12,0.46153846153846156,0.8583846153846153,0.5186230769230769,0.7307692307692307,0.5384615384615384,0.4230769230769231,0.2692307692307692,0.0
full2025_validation,fib_shallow,relax_fib_neighbor_only,shallow_only,shallow_236_382,10,3,0.3,23.259999999999998,93.75999999999999,-70.5,1.3299290780141844,0.9737,0.09737,1.3294089786528636,57.0,0.5700000000000001,0.40807017543859647,1,0.1,3,0.3,6,0.6,0.7235699999999999,0.50628,0.6,0.5,0.4,0.3,0.0
full2025_validation,highq,allow_high_quality_m5_near_miss_only,both,deep_618_786,12,1,0.08333333333333333,-94.25,29.66,-123.91,0.23936728270518925,-4.0389,-0.336575,0.2426021077898211,104.19999999999999,1.0419999999999998,-0.9045105566218811,1,0.08333333333333333,1,0.08333333333333333,10,0.8333333333333334,0.5378916666666668,0.5502333333333332,0.4166666666666667,0.25,0.08333333333333333,0.0,0.0
full2025_validation,highq,allow_high_quality_m5_near_miss_only,both,no_fib,121,31,0.256198347107438,-295.36,764.6299999999997,-1059.9900000000002,0.7213558618477528,-12.623799999999997,-0.10432892561983469,0.7259347869035394,331.9000000000001,3.3190000000000013,-0.8899065983730037,12,0.09917355371900827,24,0.19834710743801653,85,0.7024793388429752,0.6633330578512393,0.5702851239669422,0.5867768595041323,0.36363636363636365,0.30578512396694213,0.1652892561983471,0.008264462809917356
full2025_validation,highq,allow_high_quality_m5_near_miss_only,both,preferred_382_618,46,15,0.32608695652173914,-40.62000000000001,346.25000000000006,-386.87,0.8950034895442915,-1.6147999999999998,-0.03510434782608695,0.903171452728025,126.48,1.2648000000000001,-0.32115749525616705,7,0.15217391304347827,9,0.1956521739130435,30,0.6521739130434783,0.7068434782608698,0.5172326086956521,0.6086956521739131,0.41304347826086957,0.32608695652173914,0.15217391304347827,0.0
full2025_validation,highq,allow_high_quality_m5_near_miss_only,both,shallow_236_382,64,15,0.234375,-218.85,340.98999999999995,-559.84,0.6090847384967132,-9.0005,-0.1406328125,0.6250557177909509,252.45999999999998,2.5246,-0.8668699992077954,6,0.09375,11,0.171875,47,0.734375,0.6374406249999999,0.5475078125,0.53125,0.34375,0.28125,0.171875,0.0
full2025_validation,light,off,both,deep_618_786,5,0,0.0,-79.46000000000001,0,-79.46000000000001,0.0,-3.2081,-0.64162,0.0,79.46000000000001,0.7946,-1.0,2,0.4,0,0.0,3,0.6,0.2217,0.7276800000000001,0.0,0.0,0.0,0.0,0.0
full2025_validation,light,off,both,preferred_382_618,32,14,0.4375,133.04000000000002,366.8900000000001,-233.85,1.568911695531324,5.4171000000000005,0.16928437500000001,1.5616194080141,68.39,0.6839000000000001,1.9453136423453725,4,0.125,10,0.3125,18,0.5625,0.855475,0.4960812499999999,0.71875,0.53125,0.4375,0.21875,0.0
full2025_validation,light,off,both,shallow_236_382,13,5,0.38461538461538464,80.70999999999998,161.46999999999997,-80.75999999999999,1.9993808816245664,3.2846,0.2526615384615385,2.0023497818059752,36.31,0.36310000000000003,2.2228036353621583,1,0.07692307692307693,5,0.38461538461538464,7,0.5384615384615384,0.8109769230769229,0.4364769230769231,0.6923076923076923,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.0
full2025_validation,light_breakdown,off,both,deep_618_786,5,0,0.0,-79.46000000000001,0,-79.46000000000001,0.0,-3.2081,-0.64162,0.0,79.46000000000001,0.7946,-1.0,2,0.4,0,0.0,3,0.6,0.2217,0.7276800000000001,0.0,0.0,0.0,0.0,0.0
full2025_validation,light_breakdown,off,both,preferred_382_618,32,14,0.4375,133.04000000000002,366.8900000000001,-233.85,1.568911695531324,5.4171000000000005,0.16928437500000001,1.5616194080141,68.39,0.6839000000000001,1.9453136423453725,4,0.125,10,0.3125,18,0.5625,0.855475,0.4960812499999999,0.71875,0.53125,0.4375,0.21875,0.0
full2025_validation,light_breakdown,off,both,shallow_236_382,13,5,0.38461538461538464,80.70999999999998,161.46999999999997,-80.75999999999999,1.9993808816245664,3.2846,0.2526615384615385,2.0023497818059752,36.31,0.36310000000000003,2.2228036353621583,1,0.07692307692307693,5,0.38461538461538464,7,0.5384615384615384,0.8109769230769229,0.4364769230769231,0.6923076923076923,0.5384615384615384,0.46153846153846156,0.38461538461538464,0.0
full2025_validation,nearmiss_diag,diagnostic_only,both,deep_618_786,16,1,0.0625,-118.75,28.56,-147.31,0.19387685832597923,-5.219200000000001,-0.32620000000000005,0.19863655207357703,132.54,1.3254,-0.8959559378300891,1,0.0625,1,0.0625,14,0.875,0.502425,0.5484437499999999,0.4375,0.1875,0.0625,0.0,0.0
full2025_validation,nearmiss_diag,diagnostic_only,both,no_fib,181,46,0.2541436464088398,-593.77,958.7899999999997,-1552.5600000000004,0.6175542330087078,-26.15299999999998,-0.14449171270718222,0.6206328829318883,633.5099999999999,6.335099999999999,-0.9372701299111302,18,0.09944751381215469,29,0.16022099447513813,134,0.7403314917127072,0.6067314917127067,0.5732370165745858,0.5248618784530387,0.3259668508287293,0.26519337016574585,0.143646408839779,0.0055248618784530384
full2025_validation,nearmiss_diag,diagnostic_only,both,preferred_382_618,54,16,0.2962962962962963,-52.30000000000001,352.17,-404.47,0.8706949835587312,-2.4501000000000004,-0.04537222222222223,0.8655468179797727,138.86,1.3886,-0.37663834077488123,4,0.07407407407407407,9,0.16666666666666666,41,0.7592592592592593,0.6264944444444447,0.5021129629629629,0.48148148148148145,0.35185185185185186,0.25925925925925924,0.1111111111111111,0.0
full2025_validation,nearmiss_diag,diagnostic_only,both,shallow_236_382,66,14,0.21212121212121213,-356.42,307.90999999999997,-664.3300000000002,0.463489530805473,-15.487199999999994,-0.23465454545454537,0.46894534531651294,356.42,3.5642,-1.0,9,0.13636363636363635,10,0.15151515151515152,47,0.7121212121212122,0.5720530303030302,0.6146469696969697,0.45454545454545453,0.30303030303030304,0.22727272727272727,0.12121212121212122,0.0
full2025_validation,nearmiss_diag,diagnostic_only,both,too_deep,1,0,0.0,-23.65,0,-23.65,0.0,-1.0112,-1.0112,0.0,23.65,0.2365,-1.0,1,1.0,0,0.0,0,0.0,0.427,1.0112,0.0,0.0,0.0,0.0,0.0
full2025_validation,one_best,relax_fib_neighbor_only,deep_only,deep_618_786,2,0,0.0,-21.86,0,-21.86,0.0,-0.8891,-0.44455,0.0,21.86,0.2186,-1.0,0,0.0,0,0.0,2,1.0,0.18685000000000002,0.636,0.0,0.0,0.0,0.0,0.0
full2025_validation,one_best,relax_fib_neighbor_only,deep_only,preferred_382_618,23,12,0.5217391304347826,143.81,304.14000000000004,-160.33,1.8969625148131979,5.7873,0.2516217391304348,1.8718307949563875,46.129999999999995,0.4613,3.1174940385866035,3,0.13043478260869565,8,0.34782608695652173,12,0.5217391304347826,0.8641695652173914,0.5168434782608695,0.7391304347826086,0.5217391304347826,0.4782608695652174,0.21739130434782608,0.0
full2025_validation,one_best,relax_fib_neighbor_only,deep_only,shallow_236_382,10,4,0.4,61.98,128.31,-66.33000000000001,1.9344188150158297,2.5656,0.25656,1.9518438821696225,31.82,0.3182,1.9478315524827152,1,0.1,4,0.4,5,0.5,0.77571,0.49826999999999994,0.6,0.5,0.5,0.4,0.0
full2025_validation,one_combine,combine_best_two_adjacent,both,no_fib,44,7,0.1590909090909091,-306.03999999999996,176.75,-482.7899999999999,0.36610120342177765,-12.853299999999999,-0.29212045454545454,0.3590910904122704,306.03999999999996,3.0603999999999996,-1.0,4,0.09090909090909091,5,0.11363636363636363,35,0.7954545454545454,0.5311795454545455,0.5870795454545454,0.4090909090909091,0.22727272727272727,0.20454545454545456,0.11363636363636363,0.022727272727272728
full2025_validation,one_combine,combine_best_two_adjacent,both,preferred_382_618,14,10,0.7142857142857143,174.66,248.18,-73.52,3.3756800870511428,7.3725,0.5266071428571428,3.410101340307289,26.210000000000008,0.2621000000000001,6.663868752384584,2,0.14285714285714285,7,0.5,5,0.35714285714285715,0.9916571428571428,0.5248928571428573,0.8571428571428571,0.6428571428571429,0.5714285714285714,0.35714285714285715,0.0
full2025_validation,one_combine,combine_best_two_adjacent,both,shallow_236_382,7,2,0.2857142857142857,11.84,64.15,-52.31,1.2263429554578475,0.44730000000000003,0.0639,1.2050142084517372,38.81,0.38810000000000006,0.3050760113372842,1,0.14285714285714285,2,0.2857142857142857,4,0.5714285714285714,0.6333142857142857,0.5715571428571428,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0
full2025_validation,one_light,off,both,deep_618_786,2,0,0.0,-21.86,0,-21.86,0.0,-0.8891,-0.44455,0.0,21.86,0.2186,-1.0,0,0.0,0,0.0,2,1.0,0.18685000000000002,0.636,0.0,0.0,0.0,0.0,0.0
full2025_validation,one_light,off,both,preferred_382_618,23,12,0.5217391304347826,143.81,304.14000000000004,-160.33,1.8969625148131979,5.7873,0.2516217391304348,1.8718307949563875,46.129999999999995,0.4613,3.1174940385866035,3,0.13043478260869565,8,0.34782608695652173,12,0.5217391304347826,0.8641695652173914,0.5168434782608695,0.7391304347826086,0.5217391304347826,0.4782608695652174,0.21739130434782608,0.0
full2025_validation,one_light,off,both,shallow_236_382,10,4,0.4,61.98,128.31,-66.33000000000001,1.9344188150158297,2.5656,0.25656,1.9518438821696225,31.82,0.3182,1.9478315524827152,1,0.1,4,0.4,5,0.5,0.77571,0.49826999999999994,0.6,0.5,0.5,0.4,0.0
full2025_validation,relax_w1,relax_wave1_age_only,both,deep_618_786,7,0,0.0,-97.9,0,-97.9,0.0,-3.9947,-0.5706714285714286,0.0,97.9,0.979,-1.0,2,0.2857142857142857,0,0.0,5,0.7142857142857143,0.21662857142857142,0.6531285714285714,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w1,relax_wave1_age_only,both,preferred_382_618,33,14,0.42424242424242425,106.07000000000001,362.63000000000005,-256.56,1.4134315559713129,4.3886,0.1329878787878788,1.4111485853475736,67.61999999999999,0.6761999999999999,1.568618751848566,4,0.12121212121212122,10,0.30303030303030304,19,0.5757575757575758,0.7953060606060606,0.5091939393939394,0.6666666666666666,0.48484848484848486,0.3939393939393939,0.21212121212121213,0.0
full2025_validation,relax_w1,relax_wave1_age_only,both,shallow_236_382,15,5,0.3333333333333333,63.58999999999999,160.26999999999998,-96.68,1.6577368638808436,2.6254999999999997,0.17503333333333332,1.6670477642276424,36.31,0.36310000000000003,1.7513081795648577,1,0.06666666666666667,5,0.3333333333333333,9,0.6,0.7346666666666665,0.44750666666666666,0.6,0.4666666666666667,0.4,0.3333333333333333,0.0
full2025_validation,relax_w2,relax_wave2_age_only,both,deep_618_786,7,0,0.0,-97.9,0,-97.9,0.0,-3.9947,-0.5706714285714286,0.0,97.9,0.979,-1.0,2,0.2857142857142857,0,0.0,5,0.7142857142857143,0.21662857142857142,0.6531285714285714,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w2,relax_wave2_age_only,both,preferred_382_618,33,14,0.42424242424242425,106.07000000000001,362.63000000000005,-256.56,1.4134315559713129,4.3886,0.1329878787878788,1.4111485853475736,67.61999999999999,0.6761999999999999,1.568618751848566,4,0.12121212121212122,10,0.30303030303030304,19,0.5757575757575758,0.7953060606060606,0.5091939393939394,0.6666666666666666,0.48484848484848486,0.3939393939393939,0.21212121212121213,0.0
full2025_validation,relax_w2,relax_wave2_age_only,both,shallow_236_382,15,5,0.3333333333333333,63.58999999999999,160.26999999999998,-96.68,1.6577368638808436,2.6254999999999997,0.17503333333333332,1.6670477642276424,36.31,0.36310000000000003,1.7513081795648577,1,0.06666666666666667,5,0.3333333333333333,9,0.6,0.7346666666666665,0.44750666666666666,0.6,0.4666666666666667,0.4,0.3333333333333333,0.0
q1_quick,base,off,both,none,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,breaktype,allow_adjacent_break_type_only,both,deep_618_786,1,0,0.0,-24.22,0,-24.22,0.0,-1.0,-1.0,0.0,24.22,0.24219999999999997,-1.0,1,1.0,0,0.0,0,0.0,0.2287,1.0,0.0,0.0,0.0,0.0,0.0
q1_quick,breaktype,allow_adjacent_break_type_only,both,preferred_382_618,13,4,0.3076923076923077,-3.9399999999999995,109.02000000000001,-112.96000000000001,0.9651203966005666,-0.25760000000000033,-0.01981538461538464,0.9444372546482033,68.39,0.6839000000000001,-0.05761076180728176,1,0.07692307692307693,3,0.23076923076923078,9,0.6923076923076923,0.7510076923076923,0.5652923076923078,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0
q1_quick,breaktype,allow_adjacent_break_type_only,both,shallow_236_382,4,2,0.5,52.72999999999999,64.94999999999999,-12.22,5.315057283142388,2.1075,0.526875,5.24984875983061,12.219999999999999,0.12219999999999998,4.315057283142389,0,0.0,2,0.5,2,0.5,0.9004499999999999,0.35719999999999996,0.75,0.75,0.5,0.5,0.0
q1_quick,context,relax_context_fib_room_only,both,deep_618_786,1,0,0.0,-6.17,0,-6.17,0.0,-0.2574,-0.2574,0.0,6.17,0.061700000000000005,-1.0,0,0.0,0,0.0,1,1.0,0.4079,0.299,0.0,0.0,0.0,0.0,0.0
q1_quick,context,relax_context_fib_room_only,both,no_fib,9,3,0.3333333333333333,-39.11,35.300000000000004,-74.41,0.4743986023383955,-1.608,-0.17866666666666667,0.4851928925884424,58.72,0.5871999999999999,-0.666042234332425,0,0.0,1,0.1111111111111111,8,0.8888888888888888,0.562111111111111,0.514411111111111,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0
q1_quick,context,relax_context_fib_room_only,both,preferred_382_618,11,5,0.45454545454545453,27.92,103.74,-75.82,1.3682405697705091,1.2745999999999995,0.11587272727272722,1.3997867135060533,38.07,0.3807,0.7333858681376412,1,0.09090909090909091,2,0.18181818181818182,8,0.7272727272727273,0.8271999999999999,0.5414272727272726,0.8181818181818182,0.6363636363636364,0.2727272727272727,0.18181818181818182,0.0
q1_quick,context,relax_context_fib_room_only,both,shallow_236_382,19,3,0.15789473684210525,-116.36999999999998,64.93,-181.29999999999998,0.3581356867071154,-4.912099999999999,-0.25853157894736833,0.3529985116107533,149.97999999999996,1.4997999999999996,-0.7759034537938392,3,0.15789473684210525,2,0.10526315789473684,14,0.7368421052631579,0.46448421052631583,0.5455421052631579,0.3684210526315789,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.0
q1_quick,fib_deep,relax_fib_neighbor_only,deep_only,deep_618_786,1,0,0.0,-24.22,0,-24.22,0.0,-1.0,-1.0,0.0,24.22,0.24219999999999997,-1.0,1,1.0,0,0.0,0,0.0,0.2287,1.0,0.0,0.0,0.0,0.0,0.0
q1_quick,fib_deep,relax_fib_neighbor_only,deep_only,preferred_382_618,13,4,0.3076923076923077,-3.9399999999999995,109.02000000000001,-112.96000000000001,0.9651203966005666,-0.25760000000000033,-0.01981538461538464,0.9444372546482033,68.39,0.6839000000000001,-0.05761076180728176,1,0.07692307692307693,3,0.23076923076923078,9,0.6923076923076923,0.7510076923076923,0.5652923076923078,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0
q1_quick,fib_deep,relax_fib_neighbor_only,deep_only,shallow_236_382,4,2,0.5,52.72999999999999,64.94999999999999,-12.22,5.315057283142388,2.1075,0.526875,5.24984875983061,12.219999999999999,0.12219999999999998,4.315057283142389,0,0.0,2,0.5,2,0.5,0.9004499999999999,0.35719999999999996,0.75,0.75,0.5,0.5,0.0
q1_quick,fib_shallow,relax_fib_neighbor_only,shallow_only,deep_618_786,1,0,0.0,-24.22,0,-24.22,0.0,-1.0,-1.0,0.0,24.22,0.24219999999999997,-1.0,1,1.0,0,0.0,0,0.0,0.2287,1.0,0.0,0.0,0.0,0.0,0.0
q1_quick,fib_shallow,relax_fib_neighbor_only,shallow_only,no_fib,37,10,0.2702702702702703,-133.90000000000003,215.57999999999998,-349.48,0.6168593338674602,-5.507200000000001,-0.14884324324324327,0.622129364703622,164.32000000000002,1.6432000000000002,-0.8148734177215191,4,0.10810810810810811,6,0.16216216216216217,27,0.7297297297297297,0.6343405405405408,0.5251918918918919,0.5405405405405406,0.35135135135135137,0.2972972972972973,0.13513513513513514,0.0
q1_quick,fib_shallow,relax_fib_neighbor_only,shallow_only,preferred_382_618,10,4,0.4,21.239999999999995,103.35,-82.11000000000001,1.2586773839970768,1.0126999999999995,0.10126999999999994,1.3008704952612973,43.519999999999996,0.4352,0.4880514705882352,1,0.1,3,0.3,6,0.6,0.75729,0.57219,0.6,0.5,0.3,0.2,0.0
q1_quick,fib_shallow,relax_fib_neighbor_only,shallow_only,shallow_236_382,3,2,0.6666666666666666,58.62,63.11,-4.49,14.055679287305122,2.4219,0.8073,14.34380165289256,4.490000000000002,0.044900000000000016,13.055679287305116,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.1486999999999998,0.3714666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0
q1_quick,highq,allow_high_quality_m5_near_miss_only,both,deep_618_786,2,0,0.0,-16.62,0,-16.62,0.0,-0.6986,-0.3493,0.0,16.62,0.16620000000000001,-1.0,0,0.0,0,0.0,2,1.0,0.37675000000000003,0.3701,0.0,0.0,0.0,0.0,0.0
q1_quick,highq,allow_high_quality_m5_near_miss_only,both,no_fib,42,10,0.23809523809523808,-197.06000000000006,219.32,-416.38,0.52673039050867,-8.208899999999998,-0.19544999999999996,0.5358584659225838,257.33000000000004,2.5733,-0.7657871215948394,7,0.16666666666666666,7,0.16666666666666666,28,0.6666666666666666,0.6811619047619045,0.5772142857142857,0.6190476190476191,0.40476190476190477,0.30952380952380953,0.09523809523809523,0.0
q1_quick,highq,allow_high_quality_m5_near_miss_only,both,preferred_382_618,11,5,0.45454545454545453,19.47,101.81,-82.34,1.2364585863492834,0.8892999999999998,0.08084545454545453,1.2561716837102117,48.21,0.4821,0.4038581207218419,1,0.09090909090909091,2,0.18181818181818182,8,0.7272727272727273,0.7537727272727274,0.5478454545454544,0.8181818181818182,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.0
q1_quick,highq,allow_high_quality_m5_near_miss_only,both,shallow_236_382,26,5,0.19230769230769232,-158.01,96.19999999999999,-254.21,0.37842728452853935,-6.7200999999999995,-0.2584653846153846,0.3776820854748344,191.62,1.9162000000000001,-0.8246007723619663,4,0.15384615384615385,3,0.11538461538461539,19,0.7307692307692307,0.49996538461538464,0.5458653846153846,0.38461538461538464,0.2692307692307692,0.19230769230769232,0.11538461538461539,0.0
q1_quick,light,off,both,deep_618_786,1,0,0.0,-24.22,0,-24.22,0.0,-1.0,-1.0,0.0,24.22,0.24219999999999997,-1.0,1,1.0,0,0.0,0,0.0,0.2287,1.0,0.0,0.0,0.0,0.0,0.0
q1_quick,light,off,both,preferred_382_618,13,4,0.3076923076923077,-3.9399999999999995,109.02000000000001,-112.96000000000001,0.9651203966005666,-0.25760000000000033,-0.01981538461538464,0.9444372546482033,68.39,0.6839000000000001,-0.05761076180728176,1,0.07692307692307693,3,0.23076923076923078,9,0.6923076923076923,0.7510076923076923,0.5652923076923078,0.6153846153846154,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0
q1_quick,light,off,both,shallow_236_382,4,2,0.5,52.72999999999999,64.94999999999999,-12.22,5.315057283142388,2.1075,0.526875,5.24984875983061,12.219999999999999,0.12219999999999998,4.315057283142389,0,0.0,2,0.5,2,0.5,0.9004499999999999,0.35719999999999996,0.75,0.75,0.5,0.5,0.0
q1_quick,light_breakdown,off,both,deep_618_786,1,0,0.0,-24.22,0,-24.22,0.0,-1.0,-1.0,0.0,24.22,0.24219999999999997,-1.0,1,1.0,0,0.0,0,0.0,0.2287,1.0,0.0,0.0,0.0,0.0,0.0
