period_id,variant,m5_pattern_quality_group,near_miss_bucket,m15_required_light_reject_reason,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
q1_quick,highq,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,light,high_quality,not_near_miss,none,17,5,0.29411764705882354,-7.220000000000001,142.18,-149.4,0.951673360107095,-0.45300000000000046,-0.02664705882352944,0.9261264493403567,66.08,0.6608,-0.10926150121065377,2,0.11764705882352941,4,0.23529411764705882,11,0.6470588235294118,0.7229823529411764,0.5267470588235296,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0
q1_quick,light,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,light_breakdown,high_quality,not_near_miss,none,17,5,0.29411764705882354,-7.220000000000001,142.18,-149.4,0.951673360107095,-0.45300000000000046,-0.02664705882352944,0.9261264493403567,66.08,0.6608,-0.10926150121065377,2,0.11764705882352941,4,0.23529411764705882,11,0.6470588235294118,0.7229823529411764,0.5267470588235296,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.17647058823529413,0.0
q1_quick,light_breakdown,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,nearmiss_diag,high_quality,near_miss,missing_recent_wave1_break,7,2,0.2857142857142857,-36.17,5.5200000000000005,-41.690000000000005,0.1324058527224754,-1.584,-0.22628571428571428,0.12866494306617526,41.690000000000005,0.4169000000000001,-0.8675941472775245,0,0.0,0,0.0,7,1.0,0.47887142857142867,0.4247857142857142,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0
q1_quick,nearmiss_diag,high_quality,near_miss,wave2_retrace_too_deep,1,1,1.0,17.56,17.56,0,inf,0.7714,0.7714,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.9571,0.4143,1.0,1.0,0.0,0.0,0.0
q1_quick,nearmiss_diag,high_quality,near_miss,wave2_retrace_too_shallow,56,11,0.19642857142857142,-341.66999999999985,254.84999999999994,-596.5200000000001,0.42722792194729414,-14.294100000000002,-0.25525178571428575,0.4372534507058889,382.5999999999999,3.8259999999999987,-0.8930214323052795,10,0.17857142857142858,8,0.14285714285714285,38,0.6785714285714286,0.5882571428571428,0.5862803571428571,0.5,0.30357142857142855,0.23214285714285715,0.10714285714285714,0.0
q1_quick,nearmiss_diag,high_quality,not_near_miss,missing_recent_wave1_break,9,1,0.1111111111111111,-113.32000000000001,6.71,-120.03,0.05590269099391819,-4.756400000000001,-0.528488888888889,0.055276381909547735,113.32000000000001,1.1332,-1.0,3,0.3333333333333333,0,0.0,6,0.6666666666666666,0.29118888888888894,0.7853444444444445,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0
q1_quick,nearmiss_diag,high_quality,not_near_miss,none,5,2,0.4,12.03,39.18,-27.15,1.4430939226519337,0.6082999999999998,0.12165999999999996,1.5199145299145298,18.18,0.1818,0.6617161716171617,0,0.0,1,0.2,4,0.8,0.63774,0.47226,0.6,0.4,0.2,0.2,0.0
q1_quick,nearmiss_diag,high_quality,not_near_miss,wave2_retrace_too_deep,2,0,0.0,-23.540000000000003,0,-23.540000000000003,0.0,-1.0381,-0.51905,0.0,23.540000000000003,0.23540000000000003,-1.0,0,0.0,0,0.0,2,1.0,0.36495,0.5966,0.0,0.0,0.0,0.0,0.0
q1_quick,nearmiss_diag,high_quality,not_near_miss,wave2_retrace_too_shallow,24,8,0.3333333333333333,-79.90999999999998,116.44000000000001,-196.35,0.593022663610899,-3.493100000000001,-0.14554583333333337,0.5889938697949144,134.26999999999998,1.3426999999999998,-0.5951441126089223,2,0.08333333333333333,3,0.125,19,0.7916666666666666,0.6042875,0.5212083333333333,0.5416666666666666,0.25,0.20833333333333334,0.16666666666666666,0.0
q1_quick,nearmiss_diag,low_quality,near_miss,wave2_retrace_too_shallow,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
q1_quick,nearmiss_diag,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,nearmiss_diag,low_quality,not_near_miss,wave2_retrace_too_shallow,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0
q1_quick,relax_w1,high_quality,near_miss,missing_recent_wave1_break,2,0,0.0,-18.439999999999998,0,-18.439999999999998,0.0,-0.7866,-0.3933,0.0,18.439999999999998,0.18439999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.20395,0.46675,0.0,0.0,0.0,0.0,0.0
q1_quick,relax_w1,high_quality,not_near_miss,none,16,5,0.3125,-5.350000000000003,140.46,-145.81,0.9633084150606954,-0.3056000000000005,-0.01910000000000003,0.948936454625963,64.21000000000001,0.6421,-0.08332035508487778,2,0.125,4,0.25,10,0.625,0.68924375,0.53001875,0.5625,0.4375,0.25,0.1875,0.0
q1_quick,relax_w1,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
q1_quick,relax_w2,high_quality,near_miss,missing_recent_wave1_break,2,0,0.0,-18.439999999999998,0,-18.439999999999998,0.0,-0.7866,-0.3933,0.0,18.439999999999998,0.18439999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.20395,0.46675,0.0,0.0,0.0,0.0,0.0
q1_quick,relax_w2,high_quality,not_near_miss,none,16,5,0.3125,-5.350000000000003,140.46,-145.81,0.9633084150606954,-0.3056000000000005,-0.01910000000000003,0.948936454625963,64.21000000000001,0.6421,-0.08332035508487778,2,0.125,4,0.25,10,0.625,0.68924375,0.53001875,0.5625,0.4375,0.25,0.1875,0.0
q1_quick,relax_w2,low_quality,not_near_miss,none,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
