period_id,variant,m15_wave2_age_bars,m15_required_light_pass,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,breaktype,9,true,1,0,0.0,-5.09,0,-5.09,0.0,-0.2205,-0.2205,0.0,5.09,0.0509,-1.0,0,0.0,0,0.0,1,1.0,1.076,0.2205,1.0,1.0,1.0,0.0,0.0
full2025_validation,combine,10,false,2,0,0.0,-35.71,0,-35.71,0.0,-1.4870999999999999,-0.7435499999999999,0.0,35.71,0.3571,-1.0,1,0.5,0,0.0,1,0.5,0.44630000000000003,0.8191999999999999,0.5,0.0,0.0,0.0,0.0
full2025_validation,combine,10,true,1,1,1.0,14.28,14.28,0,inf,0.623,0.623,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2304,0.2147,1.0,1.0,1.0,0.0,0.0
full2025_validation,combine,11,false,2,0,0.0,-23.04,0,-23.04,0.0,-0.9704,-0.4852,0.0,23.04,0.2304,-1.0,0,0.0,0,0.0,2,1.0,0.5478500000000001,0.5547,0.5,0.5,0.0,0.0,0.0
full2025_validation,combine,11,true,1,0,0.0,-10.96,0,-10.96,0.0,-0.4369,-0.4369,0.0,10.96,0.10960000000000002,-1.0,0,0.0,0,0.0,1,1.0,0.9563,0.5243,1.0,1.0,0.0,0.0,0.0
full2025_validation,combine,12,false,3,2,0.6666666666666666,35.28,48.72,-13.44,3.625,1.5707999999999998,0.5236,3.871663619744058,13.44,0.1344,2.625,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.0058333333333334,0.36716666666666664,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
full2025_validation,combine,12,true,1,0,0.0,-24.09,0,-24.09,0.0,-1.0,-1.0,0.0,24.09,0.2409,-1.0,1,1.0,0,0.0,0,0.0,0.0594,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,combine,13,false,1,0,0.0,-15.67,0,-15.67,0.0,-0.6716,-0.6716,0.0,15.67,0.1567,-1.0,0,0.0,0,0.0,1,1.0,0.403,0.6716,0.0,0.0,0.0,0.0,0.0
full2025_validation,combine,14,false,4,2,0.5,48.53000000000001,61.760000000000005,-13.23,4.668178382464097,2.0509000000000004,0.5127250000000001,4.55011251514627,8.399999999999999,0.08399999999999998,5.7773809523809545,0,0.0,2,0.5,2,0.5,0.907075,0.305925,0.75,0.5,0.5,0.5,0.0
full2025_validation,combine,15,false,4,3,0.75,52.3,63.1,-10.8,5.842592592592593,2.2172,0.5543,5.746735174480839,10.800000000000004,0.10800000000000004,4.842592592592591,0,0.0,2,0.5,2,0.5,0.79045,0.318075,0.5,0.5,0.5,0.5,0.0
full2025_validation,combine,16,false,1,1,1.0,30.51,30.51,0,inf,1.3155,1.3155,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3155,0.8075,1.0,1.0,1.0,1.0,0.0
full2025_validation,combine,17,false,1,0,0.0,-9.07,0,-9.07,0.0,-0.3708,-0.3708,0.0,9.07,0.0907,-1.0,0,0.0,0,0.0,1,1.0,0.6208,0.3708,1.0,0.0,0.0,0.0,0.0
full2025_validation,combine,18,false,2,0,0.0,-19.75,0,-19.75,0.0,-0.8632,-0.4316,0.0,19.75,0.1975,-1.0,0,0.0,0,0.0,2,1.0,0.27995000000000003,0.53315,0.0,0.0,0.0,0.0,0.0
full2025_validation,combine,23,false,1,0,0.0,-5.83,0,-5.83,0.0,-0.2521,-0.2521,0.0,5.83,0.0583,-1.0,0,0.0,0,0.0,1,1.0,0.814,0.2645,1.0,1.0,0.0,0.0,0.0
full2025_validation,combine,24,false,48,4,0.08333333333333333,-441.2899999999999,98.56,-539.8500000000001,0.18256923219412796,-18.747600000000002,-0.39057500000000006,0.183992896564932,448.0999999999999,4.480999999999999,-0.9848024994420889,7,0.14583333333333334,3,0.0625,38,0.7916666666666666,0.5420229166666667,0.5760125,0.4375,0.25,0.22916666666666666,0.041666666666666664,0.0
full2025_validation,combine,24,true,18,6,0.3333333333333333,1.3800000000000043,164.04000000000002,-162.66,1.0084839542604207,0.14070000000000016,0.007816666666666675,1.0204726013444694,85.22999999999999,0.8523,0.01619148187258013,4,0.2222222222222222,5,0.2777777777777778,9,0.5,0.6607388888888889,0.5403055555555556,0.5555555555555556,0.3333333333333333,0.2777777777777778,0.2222222222222222,0.0
full2025_validation,combine,28,false,1,0,0.0,-9.18,0,-9.18,0.0,-0.3934,-0.3934,0.0,9.18,0.09179999999999999,-1.0,0,0.0,0,0.0,1,1.0,0.123,0.7213,0.0,0.0,0.0,0.0,0.0
full2025_validation,combine,4,false,7,3,0.42857142857142855,28.909999999999997,67.88999999999999,-38.97999999999999,1.7416623909697282,1.1272,0.16102857142857144,1.655997206541349,26.689999999999998,0.26689999999999997,1.0831772199325589,0,0.0,2,0.2857142857142857,5,0.7142857142857143,0.6695285714285715,0.40618571428571426,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0
full2025_validation,combine,4,true,3,2,0.6666666666666666,48.230000000000004,61.92,-13.69,4.523009495982469,2.0686999999999998,0.6895666666666666,4.775688994342032,13.69,0.1369,3.5230094959824694,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.1595666666666666,0.39799999999999996,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0
full2025_validation,combine,5,false,8,1,0.125,-88.82000000000001,7.1,-95.92,0.07402001668056714,-3.8411,-0.4801375,0.07499096929560506,95.92,0.9591999999999999,-0.9259799833194329,2,0.25,0,0.0,6,0.75,0.48,0.5800000000000001,0.375,0.25,0.125,0.0,0.0
full2025_validation,combine,5,true,6,3,0.5,51.730000000000004,91.53,-39.8,2.299748743718593,2.1915999999999993,0.3652666666666666,2.2721151613652197,23.379999999999995,0.23379999999999992,2.2125748502994016,1,0.16666666666666666,3,0.5,2,0.3333333333333333,0.8306999999999999,0.5339,0.6666666666666666,0.5,0.5,0.3333333333333333,0.0
full2025_validation,combine,6,false,10,2,0.2,-53.47,46.55,-100.02000000000001,0.46540691861627664,-2.4633999999999996,-0.24633999999999995,0.4367569050667642,59.019999999999996,0.5902,-0.9059640799728906,1,0.1,1,0.1,8,0.8,0.45786,0.56105,0.3,0.2,0.1,0.1,0.0
full2025_validation,combine,6,true,8,3,0.375,-4.339999999999995,65.91,-70.25,0.9382206405693949,-0.08249999999999985,-0.010312499999999981,0.9716426631835837,47.67,0.4767,-0.09104258443465482,1,0.125,2,0.25,5,0.625,0.6673375,0.5585249999999999,0.5,0.375,0.25,0.25,0.0
full2025_validation,combine,7,false,4,1,0.25,-9.060000000000002,29.93,-38.99,0.7676327263400872,-0.4510999999999999,-0.11277499999999997,0.7452419946913651,31.200000000000003,0.31200000000000006,-0.2903846153846154,0,0.0,1,0.25,3,0.75,0.6713,0.629675,0.25,0.25,0.25,0.25,0.0
full2025_validation,combine,7,true,1,0,0.0,-6.82,0,-6.82,0.0,-0.2952,-0.2952,0.0,6.82,0.0682,-1.0,0,0.0,0,0.0,1,1.0,1.2952,0.581,1.0,1.0,1.0,0.0,0.0
full2025_validation,combine,8,false,4,1,0.25,-13.829999999999998,28.6,-42.43,0.6740513787414566,-0.49839999999999995,-0.12459999999999999,0.7225407782664366,35.89,0.3589,-0.38534410699359145,1,0.25,1,0.25,2,0.5,0.673,0.5406,0.75,0.5,0.25,0.0,0.0
full2025_validation,combine,8,true,1,1,1.0,30.96,30.96,0,inf,1.303,1.303,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.303,0.553,1.0,1.0,1.0,1.0,0.0
full2025_validation,combine,9,false,4,0,0.0,-54.120000000000005,0,-54.120000000000005,0.0,-2.2624,-0.5656,0.0,54.120000000000005,0.5412,-1.0,1,0.25,0,0.0,3,0.75,0.593675,0.662075,0.5,0.25,0.25,0.25,0.25
full2025_validation,context,10,false,1,1,1.0,0.92,0.92,0,inf,0.0403,0.0403,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.6052,0.3862,1.0,0.0,0.0,0.0,0.0
full2025_validation,context,10,true,1,1,1.0,14.28,14.28,0,inf,0.623,0.623,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2304,0.2147,1.0,1.0,1.0,0.0,0.0
full2025_validation,context,11,false,4,2,0.5,17.910000000000004,34.38,-16.47,2.087431693989071,0.7573,0.189325,2.0548822955843433,16.47,0.16469999999999999,1.0874316939890714,0,0.0,1,0.25,3,0.75,0.7488999999999999,0.47385,0.75,0.25,0.25,0.25,0.0
full2025_validation,context,12,true,1,0,0.0,-24.09,0,-24.09,0.0,-1.0,-1.0,0.0,24.09,0.2409,-1.0,1,1.0,0,0.0,0,0.0,0.0594,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,context,13,false,1,0,0.0,-10.44,0,-10.44,0.0,-0.4464,-0.4464,0.0,10.44,0.1044,-1.0,0,0.0,0,0.0,1,1.0,0.6667,0.4493,1.0,0.0,0.0,0.0,0.0
full2025_validation,context,14,false,2,1,0.5,19.4,30.43,-11.03,2.758839528558477,0.8455000000000001,0.42275000000000007,2.836446568201564,11.03,0.11030000000000001,1.7588395285584768,0,0.0,1,0.5,1,0.5,1.0492,0.4007,1.0,0.5,0.5,0.5,0.0
full2025_validation,context,16,false,2,2,1.0,63.980000000000004,63.980000000000004,0,inf,2.6159,1.30795,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.30795,0.7499,1.0,1.0,1.0,1.0,0.0
full2025_validation,context,17,false,3,0,0.0,-24.38,0,-24.38,0.0,-1.0067,-0.3355666666666666,0.0,24.38,0.24380000000000002,-1.0,0,0.0,0,0.0,3,1.0,0.3012666666666667,0.4877666666666667,0.3333333333333333,0.0,0.0,0.0,0.0
full2025_validation,context,18,false,1,0,0.0,-9.01,0,-9.01,0.0,-0.3714,-0.3714,0.0,9.01,0.0901,-1.0,0,0.0,0,0.0,1,1.0,0.56,0.48,1.0,0.0,0.0,0.0,0.0
full2025_validation,context,24,false,39,11,0.28205128205128205,-21.420000000000005,306.83000000000004,-328.25,0.9347448591012949,-0.7581000000000003,-0.019438461538461547,0.9449007180858798,165.59,1.6559000000000001,-0.1293556374177185,3,0.07692307692307693,9,0.23076923076923078,27,0.6923076923076923,0.726520512820513,0.558946153846154,0.6153846153846154,0.46153846153846156,0.358974358974359,0.1282051282051282,0.0
full2025_validation,context,24,true,13,4,0.3076923076923077,-9.780000000000001,106.09,-115.87000000000002,0.9155950634331578,-0.5603999999999998,-0.04310769230769229,0.886943189154293,43.489999999999995,0.43489999999999995,-0.22487928259369974,2,0.15384615384615385,3,0.23076923076923078,8,0.6153846153846154,0.6359615384615386,0.5212692307692308,0.6153846153846154,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.0
full2025_validation,context,26,false,1,0,0.0,-6.17,0,-6.17,0.0,-0.2574,-0.2574,0.0,6.17,0.061700000000000005,-1.0,0,0.0,0,0.0,1,1.0,0.4079,0.299,0.0,0.0,0.0,0.0,0.0
full2025_validation,context,27,false,1,0,0.0,-11.67,0,-11.67,0.0,-0.5166,-0.5166,0.0,11.67,0.11670000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.1169,0.6587,0.0,0.0,0.0,0.0,0.0
full2025_validation,context,4,false,25,7,0.28,-79.02000000000001,149.56,-228.58000000000007,0.6543004637326099,-3.2311000000000014,-0.12924400000000005,0.6672228230083938,137.01,1.3700999999999999,-0.5767462229034378,4,0.16,4,0.16,17,0.68,0.5862919999999999,0.5479799999999999,0.52,0.32,0.24,0.16,0.0
full2025_validation,context,4,true,3,1,0.3333333333333333,15.77,32.36,-16.59,1.9505726341169378,0.6036999999999999,0.2012333333333333,1.8682583057672946,16.59,0.1659,0.9505726341169379,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.1216666666666666,0.4992666666666667,1.0,1.0,0.6666666666666666,0.0,0.0
full2025_validation,context,5,false,9,1,0.1111111111111111,-74.15,14.35,-88.5,0.16214689265536722,-3.1675,-0.35194444444444445,0.16150465904277853,81.9,0.8190000000000001,-0.9053724053724054,1,0.1111111111111111,0,0.0,8,0.8888888888888888,0.6599555555555555,0.532,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.0,0.0
full2025_validation,context,5,true,5,2,0.4,20.88,61.58,-40.7,1.5130221130221129,0.8927999999999998,0.17855999999999997,1.518226143487346,24.24,0.2424,0.8613861386138614,1,0.2,2,0.4,2,0.4,0.73708,0.5870200000000001,0.6,0.4,0.4,0.4,0.0
full2025_validation,context,6,false,9,2,0.2222222222222222,-26.189999999999994,47.59,-73.78000000000002,0.6450257522363784,-1.1163,-0.12403333333333334,0.6377178463635479,50.26,0.5026,-0.5210903302825307,0,0.0,1,0.1111111111111111,8,0.8888888888888888,0.6412888888888889,0.6873222222222222,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.1111111111111111
full2025_validation,context,6,true,7,2,0.2857142857142857,5.559999999999999,60.96,-55.400000000000006,1.1003610108303248,0.32260000000000005,0.04608571428571429,1.1405542000697106,55.400000000000006,0.554,0.10036101083032488,1,0.14285714285714285,2,0.2857142857142857,4,0.5714285714285714,0.6411,0.4539857142857143,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0
full2025_validation,context,7,false,5,3,0.6,36.27,65.4,-29.13,2.2451081359423277,1.5034,0.30068,2.2537736635810193,29.130000000000003,0.2913,1.2451081359423275,0,0.0,2,0.4,3,0.6,1.12308,0.46659999999999996,1.0,0.8,0.8,0.4,0.0
full2025_validation,context,8,false,4,0,0.0,-53.67,0,-53.67,0.0,-2.2264,-0.5566,0.0,53.67,0.5367000000000001,-1.0,1,0.25,0,0.0,3,0.75,0.19535,0.5791000000000001,0.0,0.0,0.0,0.0,0.0
full2025_validation,context,8,true,2,2,1.0,63.42,63.42,0,inf,2.6315,1.31575,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.31575,0.5429,1.0,1.0,1.0,1.0,0.0
full2025_validation,context,9,false,3,1,0.3333333333333333,-21.590000000000003,10.79,-32.38,0.333230389129092,-0.893,-0.2976666666666667,0.33684835882964503,32.38,0.32380000000000003,-0.666769610870908,0,0.0,0,0.0,3,1.0,0.7287333333333333,0.7371666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0
full2025_validation,context,9,true,1,0,0.0,-5.09,0,-5.09,0.0,-0.2205,-0.2205,0.0,5.09,0.0509,-1.0,0,0.0,0,0.0,1,1.0,1.076,0.2205,1.0,1.0,1.0,0.0,0.0
full2025_validation,fib_deep,10,true,1,1,1.0,15.47,15.47,0,inf,0.623,0.623,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2304,0.2147,1.0,1.0,1.0,0.0,0.0
full2025_validation,fib_deep,11,true,1,0,0.0,-10.96,0,-10.96,0.0,-0.4369,-0.4369,0.0,10.96,0.10960000000000002,-1.0,0,0.0,0,0.0,1,1.0,0.9563,0.5243,1.0,1.0,0.0,0.0,0.0
full2025_validation,fib_deep,12,true,1,0,0.0,-24.09,0,-24.09,0.0,-1.0,-1.0,0.0,24.09,0.2409,-1.0,1,1.0,0,0.0,0,0.0,0.0594,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_deep,24,true,21,7,0.3333333333333333,-9.860000000000005,188.46,-198.32,0.9502823719241631,-0.4349999999999997,-0.020714285714285702,0.9465825085345188,87.91,0.8791,-0.1121601638038904,4,0.19047619047619047,5,0.23809523809523808,12,0.5714285714285714,0.6832095238095239,0.5442047619047619,0.6190476190476191,0.3333333333333333,0.2857142857142857,0.19047619047619047,0.0
full2025_validation,fib_deep,4,true,5,3,0.6,76.94,94.22,-17.28,5.452546296296296,3.2247,0.64494,5.637854163670358,17.28,0.1728,4.452546296296296,0,0.0,3,0.6,2,0.4,1.20898,0.35078,1.0,1.0,0.8,0.4,0.0
full2025_validation,fib_deep,5,true,7,3,0.42857142857142855,45.620000000000005,95.45,-49.83,1.915512743327313,1.8771999999999995,0.2681714285714285,1.9214608285882582,25.11,0.2511,1.8168060533651933,1,0.14285714285714285,3,0.42857142857142855,3,0.42857142857142855,0.7342714285714285,0.5025428571428572,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0
full2025_validation,fib_deep,6,true,9,3,0.3333333333333333,-7.040000000000002,68.42,-75.46000000000001,0.9067055393586005,-0.22309999999999985,-0.024788888888888874,0.9268500606577265,52.24999999999999,0.5225,-0.1347368421052632,1,0.1111111111111111,2,0.2222222222222222,6,0.6666666666666666,0.6478777777777779,0.5120888888888888,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0
full2025_validation,fib_deep,7,true,2,0,0.0,-13.04,0,-13.04,0.0,-0.5473,-0.27365,0.0,13.04,0.1304,-1.0,0,0.0,0,0.0,2,1.0,0.8548499999999999,0.41655,0.5,0.5,0.5,0.0,0.0
full2025_validation,fib_deep,8,true,2,2,1.0,66.34,66.34,0,inf,2.6315,1.31575,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.31575,0.5429,1.0,1.0,1.0,1.0,0.0
full2025_validation,fib_deep,9,true,1,0,0.0,-5.09,0,-5.09,0.0,-0.2205,-0.2205,0.0,5.09,0.0509,-1.0,0,0.0,0,0.0,1,1.0,1.076,0.2205,1.0,1.0,1.0,0.0,0.0
full2025_validation,fib_shallow,10,false,2,0,0.0,-35.71,0,-35.71,0.0,-1.4870999999999999,-0.7435499999999999,0.0,35.71,0.3571,-1.0,1,0.5,0,0.0,1,0.5,0.44630000000000003,0.8191999999999999,0.5,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,10,true,1,1,1.0,14.28,14.28,0,inf,0.623,0.623,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2304,0.2147,1.0,1.0,1.0,0.0,0.0
full2025_validation,fib_shallow,11,false,2,0,0.0,-23.04,0,-23.04,0.0,-0.9704,-0.4852,0.0,23.04,0.2304,-1.0,0,0.0,0,0.0,2,1.0,0.5478500000000001,0.5547,0.5,0.5,0.0,0.0,0.0
full2025_validation,fib_shallow,11,true,1,0,0.0,-10.96,0,-10.96,0.0,-0.4369,-0.4369,0.0,10.96,0.10960000000000002,-1.0,0,0.0,0,0.0,1,1.0,0.9563,0.5243,1.0,1.0,0.0,0.0,0.0
full2025_validation,fib_shallow,12,false,3,2,0.6666666666666666,35.28,48.72,-13.44,3.625,1.5707999999999998,0.5236,3.871663619744058,13.44,0.1344,2.625,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1.0058333333333334,0.36716666666666664,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
full2025_validation,fib_shallow,12,true,1,0,0.0,-24.09,0,-24.09,0.0,-1.0,-1.0,0.0,24.09,0.2409,-1.0,1,1.0,0,0.0,0,0.0,0.0594,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,13,false,1,0,0.0,-15.67,0,-15.67,0.0,-0.6716,-0.6716,0.0,15.67,0.1567,-1.0,0,0.0,0,0.0,1,1.0,0.403,0.6716,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,14,false,4,2,0.5,48.53000000000001,61.760000000000005,-13.23,4.668178382464097,2.0509000000000004,0.5127250000000001,4.55011251514627,8.399999999999999,0.08399999999999998,5.7773809523809545,0,0.0,2,0.5,2,0.5,0.907075,0.305925,0.75,0.5,0.5,0.5,0.0
full2025_validation,fib_shallow,15,false,4,3,0.75,52.3,63.1,-10.8,5.842592592592593,2.2172,0.5543,5.746735174480839,10.800000000000004,0.10800000000000004,4.842592592592591,0,0.0,2,0.5,2,0.5,0.79045,0.318075,0.5,0.5,0.5,0.5,0.0
full2025_validation,fib_shallow,16,false,1,1,1.0,32.2,32.2,0,inf,1.3155,1.3155,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3155,0.8075,1.0,1.0,1.0,1.0,0.0
full2025_validation,fib_shallow,17,false,1,0,0.0,-9.07,0,-9.07,0.0,-0.3708,-0.3708,0.0,9.07,0.0907,-1.0,0,0.0,0,0.0,1,1.0,0.6208,0.3708,1.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,18,false,2,0,0.0,-19.75,0,-19.75,0.0,-0.8632,-0.4316,0.0,19.75,0.1975,-1.0,0,0.0,0,0.0,2,1.0,0.27995000000000003,0.53315,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,23,false,1,0,0.0,-5.83,0,-5.83,0.0,-0.2521,-0.2521,0.0,5.83,0.0583,-1.0,0,0.0,0,0.0,1,1.0,0.814,0.2645,1.0,1.0,0.0,0.0,0.0
full2025_validation,fib_shallow,24,false,48,4,0.08333333333333333,-441.2899999999999,98.56,-539.8500000000001,0.18256923219412796,-18.747600000000002,-0.39057500000000006,0.183992896564932,448.0999999999999,4.480999999999999,-0.9848024994420889,7,0.14583333333333334,3,0.0625,38,0.7916666666666666,0.5420229166666667,0.5760125,0.4375,0.25,0.22916666666666666,0.041666666666666664,0.0
full2025_validation,fib_shallow,24,true,18,6,0.3333333333333333,1.3800000000000043,164.04000000000002,-162.66,1.0084839542604207,0.14070000000000016,0.007816666666666675,1.0204726013444694,85.22999999999999,0.8523,0.01619148187258013,4,0.2222222222222222,5,0.2777777777777778,9,0.5,0.6607388888888889,0.5403055555555556,0.5555555555555556,0.3333333333333333,0.2777777777777778,0.2222222222222222,0.0
full2025_validation,fib_shallow,28,false,1,0,0.0,-9.18,0,-9.18,0.0,-0.3934,-0.3934,0.0,9.18,0.09179999999999999,-1.0,0,0.0,0,0.0,1,1.0,0.123,0.7213,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_shallow,4,false,7,3,0.42857142857142855,28.909999999999997,67.88999999999999,-38.97999999999999,1.7416623909697282,1.1272,0.16102857142857144,1.655997206541349,26.689999999999998,0.26689999999999997,1.0831772199325589,0,0.0,2,0.2857142857142857,5,0.7142857142857143,0.6695285714285715,0.40618571428571426,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0
full2025_validation,fib_shallow,4,true,3,2,0.6666666666666666,48.230000000000004,61.92,-13.69,4.523009495982469,2.0686999999999998,0.6895666666666666,4.775688994342032,13.69,0.1369,3.5230094959824694,0,0.0,2,0.6666666666666666,1,0.3333333333333333,1.1595666666666666,0.39799999999999996,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0
full2025_validation,fib_shallow,5,false,8,1,0.125,-88.82000000000001,7.1,-95.92,0.07402001668056714,-3.8411,-0.4801375,0.07499096929560506,95.92,0.9591999999999999,-0.9259799833194329,2,0.25,0,0.0,6,0.75,0.48,0.5800000000000001,0.375,0.25,0.125,0.0,0.0
full2025_validation,fib_shallow,5,true,6,3,0.5,51.730000000000004,91.53,-39.8,2.299748743718593,2.1915999999999993,0.3652666666666666,2.2721151613652197,23.379999999999995,0.23379999999999992,2.2125748502994016,1,0.16666666666666666,3,0.5,2,0.3333333333333333,0.8306999999999999,0.5339,0.6666666666666666,0.5,0.5,0.3333333333333333,0.0
full2025_validation,fib_shallow,6,false,11,3,0.2727272727272727,-49.45,50.56999999999999,-100.02000000000001,0.505598880223955,-2.2842,-0.20765454545454543,0.47773001646241076,59.02,0.5902000000000001,-0.8378515757370383,1,0.09090909090909091,1,0.09090909090909091,9,0.8181818181818182,0.5068181818181817,0.530409090909091,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0
full2025_validation,fib_shallow,6,true,8,3,0.375,-4.339999999999995,65.91,-70.25,0.9382206405693949,-0.08249999999999985,-0.010312499999999981,0.9716426631835837,47.67,0.4767,-0.09104258443465482,1,0.125,2,0.25,5,0.625,0.6673375,0.5585249999999999,0.5,0.375,0.25,0.25,0.0
full2025_validation,fib_shallow,7,false,5,2,0.4,-1.1700000000000026,37.82,-38.99,0.9699923057194152,-0.12909999999999983,-0.025819999999999965,0.9270909809679789,23.310000000000002,0.23310000000000003,-0.0501930501930503,0,0.0,1,0.2,4,0.8,0.79772,0.5718599999999999,0.4,0.4,0.4,0.4,0.0
