period_id,variant,entry_pattern,entry_trigger,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,base,bos_up,first_pullback_after_bos,1,0,0.0,-24.97,0,-24.97,0.0,-1.0721,-1.0721,0.0,24.97,0.2497,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
full2025_validation,base,choch_up,first_pullback_after_choch,1,0,0.0,-3.7,0,-3.7,0.0,-0.1674,-0.1674,0.0,3.7,0.037,-1.0,0,0.0,0,0.0,1,1.0,0.0928,0.233,0.0,0.0,0.0,0.0,0.0
full2025_validation,base,double_bottom,neckline_break_retest,50,15,0.3,-53.93999999999998,350.44,-404.38,0.8666106137791186,-2.085000000000001,-0.041700000000000015,0.8837514008374362,148.06,1.4806,-0.3643117655004727,2,0.04,11,0.22,37,0.74,0.625714,0.5848460000000001,0.5,0.34,0.32,0.18,0.02
full2025_validation,base,double_top,neckline_break_retest,88,24,0.2727272727272727,-407.14999999999986,569.3299999999999,-976.4800000000002,0.583043175487465,-17.353500000000004,-0.19719886363636369,0.5937432694378637,413.95999999999987,4.139599999999999,-0.9835491351821432,22,0.25,18,0.20454545454545456,48,0.5454545454545454,0.7273806818181818,0.6744806818181817,0.6477272727272727,0.4318181818181818,0.32954545454545453,0.14772727272727273,0.0
full2025_validation,base,head_and_shoulders,neckline_break_retest,94,20,0.2127659574468085,-390.8300000000001,397.39,-788.22,0.504161274771003,-17.4836,-0.18599574468085106,0.5054144271570012,406.0000000000001,4.060000000000001,-0.9626354679802955,8,0.0851063829787234,10,0.10638297872340426,76,0.8085106382978723,0.5988648936170216,0.5080372340425532,0.5,0.30851063829787234,0.20212765957446807,0.09574468085106383,0.0
full2025_validation,base,inverse_head_and_shoulders,neckline_break_retest,83,17,0.20481927710843373,-296.09000000000003,298.48,-594.5699999999999,0.5020098558622198,-13.462000000000003,-0.16219277108433738,0.4940543303417069,328.79,3.2879000000000005,-0.9005444204507437,0,0.0,9,0.10843373493975904,74,0.891566265060241,0.4321469879518074,0.5149746987951807,0.3253012048192771,0.18072289156626506,0.14457831325301204,0.0963855421686747,0.0
full2025_validation,breaktype,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,breaktype,double_bottom,neckline_break_retest,9,5,0.5555555555555556,80.96,146.79,-65.83,2.2298344219960504,3.1340999999999997,0.3482333333333333,2.15364228659771,33.489999999999995,0.3349,2.4174380412063305,1,0.1111111111111111,4,0.4444444444444444,4,0.4444444444444444,0.9157888888888888,0.5833111111111111,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.0
full2025_validation,breaktype,double_top,neckline_break_retest,11,4,0.36363636363636365,-32.92999999999999,101.19,-134.12,0.7544736057262152,-1.326,-0.12054545454545455,0.7576798669614957,77.71,0.7770999999999999,-0.4237549864882254,4,0.36363636363636365,3,0.2727272727272727,4,0.36363636363636365,0.8189454545454548,0.6967000000000001,0.8181818181818182,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0
full2025_validation,breaktype,head_and_shoulders,neckline_break_retest,22,7,0.3181818181818182,56.0,199.99,-143.99,1.3889158969372872,2.3963999999999994,0.1089272727272727,1.4041623800448617,74.88,0.7488,0.7478632478632479,1,0.045454545454545456,6,0.2727272727272727,15,0.6818181818181818,0.7706954545454544,0.37568636363636365,0.5909090909090909,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.0
full2025_validation,breaktype,inverse_head_and_shoulders,neckline_break_retest,5,1,0.2,6.76,31.41,-24.65,1.274239350912779,0.2911000000000001,0.058220000000000015,1.2875345713156856,12.58,0.1258,0.5373608903020668,0,0.0,1,0.2,4,0.8,0.4279,0.35666000000000003,0.2,0.2,0.2,0.2,0.0
full2025_validation,breaktype,sweep_high_reclaim,sweep_reclaim_retest,2,1,0.5,-8.29,17.19,-25.48,0.674646781789639,-0.30489999999999995,-0.15244999999999997,0.6951,25.48,0.25479999999999997,-0.325353218210361,1,0.5,0,0.0,1,0.5,0.6890999999999999,0.7012,0.5,0.5,0.5,0.0,0.0
full2025_validation,combine,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,combine,bos_up,first_pullback_after_bos,1,0,0.0,-26.58,0,-26.58,0.0,-1.0721,-1.0721,0.0,26.58,0.2658,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
full2025_validation,combine,double_bottom,neckline_break_retest,22,10,0.45454545454545453,75.01999999999998,247.24,-172.21999999999997,1.435605620717687,3.097900000000001,0.14081363636363642,1.4220802223554416,52.89000000000001,0.5289000000000001,1.4184155795046316,2,0.09090909090909091,7,0.3181818181818182,13,0.5909090909090909,0.7282363636363635,0.538190909090909,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.22727272727272727,0.0
full2025_validation,combine,double_top,neckline_break_retest,41,9,0.21951219512195122,-313.65999999999997,225.23,-538.8900000000001,0.417951715563473,-13.0488,-0.3182634146341463,0.42615647799184686,320.46999999999997,3.2047,-0.978749960994789,12,0.2926829268292683,7,0.17073170731707318,22,0.5365853658536586,0.7137146341463415,0.7223658536585366,0.6585365853658537,0.3902439024390244,0.3170731707317073,0.14634146341463414,0.024390243902439025
full2025_validation,combine,head_and_shoulders,neckline_break_retest,45,11,0.24444444444444444,-25.829999999999984,318.07,-343.9,0.9248909566734517,-1.102100000000001,-0.024491111111111134,0.9249945554527143,98.25999999999999,0.9825999999999999,-0.2628740077345816,2,0.044444444444444446,10,0.2222222222222222,33,0.7333333333333333,0.6617222222222221,0.4112933333333334,0.5111111111111111,0.3333333333333333,0.28888888888888886,0.2,0.0
full2025_validation,combine,inverse_head_and_shoulders,neckline_break_retest,36,5,0.1388888888888889,-199.07999999999996,89.03,-288.10999999999996,0.30901391829509567,-8.656400000000001,-0.2404555555555556,0.31238928914696046,219.47999999999996,2.1947999999999994,-0.9070530344450519,2,0.05555555555555555,2,0.05555555555555555,32,0.8888888888888888,0.4328972222222222,0.47007777777777765,0.3055555555555556,0.19444444444444445,0.08333333333333333,0.05555555555555555,0.0
full2025_validation,combine,sweep_high_reclaim,sweep_reclaim_retest,1,0,0.0,-24.6,0,-24.6,0.0,-1.0,-1.0,0.0,24.6,0.246,-1.0,1,1.0,0,0.0,0,0.0,0.0794,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,context,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,context,bos_up,first_pullback_after_bos,1,1,1.0,10.79,10.79,0,inf,0.4536,0.4536,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.1639,0.5683,1.0,1.0,1.0,0.0,0.0
full2025_validation,context,double_bottom,neckline_break_retest,24,13,0.5416666666666666,216.44,343.35999999999996,-126.92000000000003,2.7053261897258105,9.187700000000001,0.3828208333333334,2.730133323290148,47.36,0.47359999999999997,4.570101351351352,1,0.041666666666666664,10,0.4166666666666667,13,0.5416666666666666,0.8471416666666666,0.5865375,0.7083333333333334,0.5416666666666666,0.5,0.375,0.041666666666666664
full2025_validation,context,double_top,neckline_break_retest,35,12,0.34285714285714286,-58.81,330.76,-389.5699999999999,0.8490386836768747,-2.5012999999999987,-0.07146571428571424,0.8462129642723198,172.32999999999998,1.7232999999999998,-0.34126385423315736,10,0.2857142857142857,10,0.2857142857142857,15,0.42857142857142855,0.8787714285714289,0.6760257142857146,0.8571428571428571,0.5428571428571428,0.45714285714285713,0.2,0.0
full2025_validation,context,head_and_shoulders,neckline_break_retest,46,11,0.2391304347826087,-105.19999999999999,248.52,-353.7200000000001,0.7025896189076104,-4.251799999999999,-0.09243043478260868,0.7154920906827977,137.85,1.3784999999999998,-0.7631483496554226,1,0.021739130434782608,6,0.13043478260869565,39,0.8478260869565217,0.6663478260869568,0.45908695652173903,0.6086956521739131,0.391304347826087,0.2608695652173913,0.10869565217391304,0.0
full2025_validation,context,inverse_head_and_shoulders,neckline_break_retest,34,5,0.14705882352941177,-178.05,97.7,-275.75,0.35430643699002723,-7.688900000000001,-0.22614411764705886,0.3489059377434542,213.35000000000002,2.1335,-0.8345441762362316,1,0.029411764705882353,3,0.08823529411764706,30,0.8823529411764706,0.4209529411764706,0.47875,0.3235294117647059,0.14705882352941177,0.08823529411764706,0.08823529411764706,0.0
full2025_validation,context,sweep_high_reclaim,sweep_reclaim_retest,1,0,0.0,-24.6,0,-24.6,0.0,-1.0,-1.0,0.0,24.6,0.246,-1.0,1,1.0,0,0.0,0,0.0,0.0794,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,context,sweep_low_reclaim,sweep_reclaim_retest,1,0,0.0,-10.64,0,-10.64,0.0,-0.438,-0.438,0.0,10.64,0.10640000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.4601,0.6501,0.0,0.0,0.0,0.0,0.0
full2025_validation,fib_deep,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,fib_deep,double_bottom,neckline_break_retest,9,5,0.5555555555555556,80.96,146.79,-65.83,2.2298344219960504,3.1340999999999997,0.3482333333333333,2.15364228659771,33.489999999999995,0.3349,2.4174380412063305,1,0.1111111111111111,4,0.4444444444444444,4,0.4444444444444444,0.9157888888888888,0.5833111111111111,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.0
full2025_validation,fib_deep,double_top,neckline_break_retest,11,4,0.36363636363636365,-32.92999999999999,101.19,-134.12,0.7544736057262152,-1.326,-0.12054545454545455,0.7576798669614957,77.71,0.7770999999999999,-0.4237549864882254,4,0.36363636363636365,3,0.2727272727272727,4,0.36363636363636365,0.8189454545454548,0.6967000000000001,0.8181818181818182,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0
full2025_validation,fib_deep,head_and_shoulders,neckline_break_retest,22,7,0.3181818181818182,56.0,199.99,-143.99,1.3889158969372872,2.3963999999999994,0.1089272727272727,1.4041623800448617,74.88,0.7488,0.7478632478632479,1,0.045454545454545456,6,0.2727272727272727,15,0.6818181818181818,0.7706954545454544,0.37568636363636365,0.5909090909090909,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.0
full2025_validation,fib_deep,inverse_head_and_shoulders,neckline_break_retest,5,1,0.2,6.76,31.41,-24.65,1.274239350912779,0.2911000000000001,0.058220000000000015,1.2875345713156856,12.58,0.1258,0.5373608903020668,0,0.0,1,0.2,4,0.8,0.4279,0.35666000000000003,0.2,0.2,0.2,0.2,0.0
full2025_validation,fib_deep,sweep_high_reclaim,sweep_reclaim_retest,2,1,0.5,-8.29,17.19,-25.48,0.674646781789639,-0.30489999999999995,-0.15244999999999997,0.6951,25.48,0.25479999999999997,-0.325353218210361,1,0.5,0,0.0,1,0.5,0.6890999999999999,0.7012,0.5,0.5,0.5,0.0,0.0
full2025_validation,fib_shallow,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,fib_shallow,bos_up,first_pullback_after_bos,1,0,0.0,-26.58,0,-26.58,0.0,-1.0721,-1.0721,0.0,26.58,0.2658,-1.0,1,1.0,0,0.0,0,0.0,1.018,1.0721,1.0,1.0,1.0,0.0,0.0
full2025_validation,fib_shallow,double_bottom,neckline_break_retest,22,10,0.45454545454545453,75.01999999999998,247.24,-172.21999999999997,1.435605620717687,3.097900000000001,0.14081363636363642,1.4220802223554416,52.89000000000001,0.5289000000000001,1.4184155795046316,2,0.09090909090909091,7,0.3181818181818182,13,0.5909090909090909,0.7282363636363635,0.538190909090909,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.22727272727272727,0.0
full2025_validation,fib_shallow,double_top,neckline_break_retest,42,10,0.23809523809523808,-304.0799999999999,234.81,-538.8900000000001,0.4357289984969102,-12.726799999999999,-0.3030190476190476,0.44031698425193405,310.88999999999993,3.1088999999999993,-0.9780951461931873,12,0.2857142857142857,7,0.16666666666666666,23,0.5476190476190477,0.7277547619047618,0.7132761904761905,0.6666666666666666,0.40476190476190477,0.3333333333333333,0.16666666666666666,0.023809523809523808
full2025_validation,fib_shallow,head_and_shoulders,neckline_break_retest,45,11,0.24444444444444444,-25.829999999999984,318.07,-343.9,0.9248909566734517,-1.102100000000001,-0.024491111111111134,0.9249945554527143,98.25999999999999,0.9825999999999999,-0.2628740077345816,2,0.044444444444444446,10,0.2222222222222222,33,0.7333333333333333,0.6617222222222221,0.4112933333333334,0.5111111111111111,0.3333333333333333,0.28888888888888886,0.2,0.0
full2025_validation,fib_shallow,inverse_head_and_shoulders,neckline_break_retest,37,6,0.16216216216216217,-195.05999999999992,93.05000000000001,-288.10999999999996,0.32296692235604463,-8.477200000000002,-0.22911351351351356,0.3266238253727431,215.45999999999992,2.1545999999999994,-0.9053188526872736,2,0.05405405405405406,2,0.05405405405405406,33,0.8918918918918919,0.44812702702702706,0.463427027027027,0.32432432432432434,0.21621621621621623,0.08108108108108109,0.05405405405405406,0.0
full2025_validation,fib_shallow,sweep_high_reclaim,sweep_reclaim_retest,1,0,0.0,-24.6,0,-24.6,0.0,-1.0,-1.0,0.0,24.6,0.246,-1.0,1,1.0,0,0.0,0,0.0,0.0794,1.0,0.0,0.0,0.0,0.0,0.0
full2025_validation,highq,bos_down,first_pullback_after_bos,1,1,1.0,31.79,31.79,0,inf,1.3029,1.3029,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3029,0.8229,1.0,1.0,1.0,1.0,0.0
full2025_validation,highq,double_bottom,neckline_break_retest,43,15,0.3488372093023256,34.47000000000002,366.46,-331.99,1.1038284285671254,1.7123000000000015,0.03982093023255817,1.1187620943410623,103.47999999999999,1.0348,0.3331078469269426,1,0.023255813953488372,11,0.2558139534883721,31,0.7209302325581395,0.6343209302325582,0.6060372093023256,0.5116279069767442,0.3488372093023256,0.32558139534883723,0.23255813953488372,0.023255813953488372
