run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSessionGateMode,InpUseM5CorrectiveABC,InpM5CorrectiveMode,InpM15WaveContextMode,InpM15Wave2ExpansionMode,InpM15Wave2GateMode,InpM15Wave2AdjacentMode,InpM15Wave2AdjacentFibSide,InpM15Wave2AdjacentAgeExtraBars,InpM15Wave2AdjacentCombineMask,InpUseNestedThirdWaveLaunch,InpNestedThirdWaveMode,InpUseContextFibRoom,InpExitMode,InpMaxHoldBars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,daily_or_dd_stopped,passed_2025_gate
q1_base,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,base,baseline_c10_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_base.ini,fx_session_reversal_req_light_adjacent_q1_base,16385,15,5,0,false,0,0,0,0,0,0,4,0,false,0,false,1,30,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,False,False
q1_light,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,light,required_light_original_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light.ini,fx_session_reversal_req_light_adjacent_q1_light,16385,15,5,0,true,2,3,0,0,0,0,4,0,false,0,false,1,30,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,False,False
q1_light_breakdown,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,light_breakdown,required_light_breakdown_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light_breakdown.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light_breakdown.ini,fx_session_reversal_req_light_adjacent_q1_light_breakdown,16385,15,5,0,true,2,3,0,0,0,0,4,0,false,0,false,1,30,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,False,False
q1_nearmiss_diag,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,nearmiss_diag,near_miss_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_nearmiss_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_nearmiss_diag.ini,fx_session_reversal_req_light_adjacent_q1_nearmiss_diag,16385,15,5,0,true,1,0,6,5,9,0,4,0,false,0,false,1,30,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0,False,False
q1_relax_w1,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,relax_w1,relax_wave1_age_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_relax_w1.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_relax_w1.ini,fx_session_reversal_req_light_adjacent_q1_relax_w1,16385,15,5,0,true,1,0,0,0,2,0,4,0,false,0,false,1,30,19,6,0.3157894736842105,8.000000000000021,172.25,-164.25,1.0487062404870624,0.2106999999999999,0.01108947368421052,1.0311166245772598,82.64999999999998,0.8264999999999998,0.0967937084089537,2,0.10526315789473684,5,0.2631578947368421,12,0.631578947368421,0.670457894736842,0.5387736842105263,0.5263157894736842,0.42105263157894735,0.2631578947368421,0.21052631578947367,0.0,False,False
q1_relax_w2,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,relax_w2,relax_wave2_age_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_relax_w2.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_relax_w2.ini,fx_session_reversal_req_light_adjacent_q1_relax_w2,16385,15,5,0,true,1,0,0,0,3,0,4,0,false,0,false,1,30,19,6,0.3157894736842105,8.000000000000021,172.25,-164.25,1.0487062404870624,0.2106999999999999,0.01108947368421052,1.0311166245772598,82.64999999999998,0.8264999999999998,0.0967937084089537,2,0.10526315789473684,5,0.2631578947368421,12,0.631578947368421,0.670457894736842,0.5387736842105263,0.5263157894736842,0.42105263157894735,0.2631578947368421,0.21052631578947367,0.0,False,False
q1_fib_shallow,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,fib_shallow,relax_fib_neighbor_shallow_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fib_shallow.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fib_shallow.ini,fx_session_reversal_req_light_adjacent_q1_fib_shallow,16385,15,5,0,true,1,0,0,0,4,1,4,0,false,0,false,1,30,51,16,0.3137254901960784,-78.26000000000002,382.04,-460.3,0.8299804475342168,-3.072599999999999,-0.0602470588235294,0.83931345016395,132.64000000000001,1.3264000000000002,-0.5900180940892642,6,0.11764705882352941,11,0.21568627450980393,34,0.6666666666666666,0.6807509803921569,0.5346745098039216,0.5686274509803921,0.4117647058823529,0.3137254901960784,0.17647058823529413,0.0,False,False
q1_fib_deep,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,fib_deep,relax_fib_neighbor_deep_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fib_deep.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fib_deep.ini,fx_session_reversal_req_light_adjacent_q1_fib_deep,16385,15,5,0,true,1,0,0,0,4,2,4,0,false,0,false,1,30,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,False,False
q1_breaktype,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,breaktype,allow_adjacent_break_type_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_breaktype.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_breaktype.ini,fx_session_reversal_req_light_adjacent_q1_breaktype,16385,15,5,0,true,1,0,0,0,5,0,4,0,false,0,false,1,30,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0,False,False
q1_highq,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,highq,allow_high_quality_m5_near_miss_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_highq.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_highq.ini,fx_session_reversal_req_light_adjacent_q1_highq,16385,15,5,0,true,1,0,0,0,6,0,4,0,false,0,false,1,30,81,20,0.24691358024691357,-352.21999999999986,417.33,-769.5500000000002,0.5423039438632966,-14.738300000000002,-0.18195432098765435,0.5486635961635045,406.5399999999999,4.065399999999999,-0.8663846116003344,12,0.14814814814814814,12,0.14814814814814814,57,0.7037037037037037,0.6253444444444445,0.5580493827160494,0.5555555555555556,0.35802469135802467,0.24691358024691357,0.1111111111111111,0.0,False,False
