run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSessionGateMode,InpUseM5CorrectiveABC,InpM5CorrectiveMode,InpM15WaveContextMode,InpM15Wave2ExpansionMode,InpM15Wave2GateMode,InpM15Wave2AdjacentMode,InpM15Wave2AdjacentFibSide,InpM15Wave2AdjacentAgeExtraBars,InpM15Wave2AdjacentCombineMask,InpUseNestedThirdWaveLaunch,InpNestedThirdWaveMode,InpUseContextFibRoom,InpExitMode,InpMaxHoldBars
q1_base,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,base,baseline_c10_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_base.ini,fx_session_reversal_req_light_adjacent_q1_base,16385,15,5,0,false,0,0,0,0,0,0,4,0,false,0,false,1,30
q1_light,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,light,required_light_original_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light.ini,fx_session_reversal_req_light_adjacent_q1_light,16385,15,5,0,true,2,3,0,0,0,0,4,0,false,0,false,1,30
q1_light_breakdown,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,light_breakdown,required_light_breakdown_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light_breakdown.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_light_breakdown.ini,fx_session_reversal_req_light_adjacent_q1_light_breakdown,16385,15,5,0,true,2,3,0,0,0,0,4,0,false,0,false,1,30
q1_nearmiss_diag,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,nearmiss_diag,near_miss_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_nearmiss_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_nearmiss_diag.ini,fx_session_reversal_req_light_adjacent_q1_nearmiss_diag,16385,15,5,0,true,1,0,6,5,9,0,4,0,false,0,false,1,30
q1_relax_w1,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,relax_w1,relax_wave1_age_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_relax_w1.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_relax_w1.ini,fx_session_reversal_req_light_adjacent_q1_relax_w1,16385,15,5,0,true,1,0,0,0,2,0,4,0,false,0,false,1,30
q1_relax_w2,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,relax_w2,relax_wave2_age_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_relax_w2.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_relax_w2.ini,fx_session_reversal_req_light_adjacent_q1_relax_w2,16385,15,5,0,true,1,0,0,0,3,0,4,0,false,0,false,1,30
q1_fib_shallow,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,fib_shallow,relax_fib_neighbor_shallow_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fib_shallow.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fib_shallow.ini,fx_session_reversal_req_light_adjacent_q1_fib_shallow,16385,15,5,0,true,1,0,0,0,4,1,4,0,false,0,false,1,30
q1_fib_deep,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,fib_deep,relax_fib_neighbor_deep_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fib_deep.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_fib_deep.ini,fx_session_reversal_req_light_adjacent_q1_fib_deep,16385,15,5,0,true,1,0,0,0,4,2,4,0,false,0,false,1,30
q1_breaktype,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,breaktype,allow_adjacent_break_type_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_breaktype.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_breaktype.ini,fx_session_reversal_req_light_adjacent_q1_breaktype,16385,15,5,0,true,1,0,0,0,5,0,4,0,false,0,false,1,30
q1_highq,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,highq,allow_high_quality_m5_near_miss_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_highq.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_highq.ini,fx_session_reversal_req_light_adjacent_q1_highq,16385,15,5,0,true,1,0,0,0,6,0,4,0,false,0,false,1,30
q1_context,q1_quick,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.03.31,context,relax_context_fib_room_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_context.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_q1_context.ini,fx_session_reversal_req_light_adjacent_q1_context,16385,15,5,0,true,1,0,0,0,7,0,4,0,true,1,true,1,30
full2025_base,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,base,baseline_c10_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_base.ini,fx_session_reversal_req_light_adjacent_full2025_base,16385,15,5,0,false,0,0,0,0,0,0,4,0,false,0,false,1,30
full2025_light,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light,required_light_original_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light.ini,fx_session_reversal_req_light_adjacent_full2025_light,16385,15,5,0,true,2,3,0,0,0,0,4,0,false,0,false,1,30
full2025_light_breakdown,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_breakdown,required_light_breakdown_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light_breakdown.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light_breakdown.ini,fx_session_reversal_req_light_adjacent_full2025_light_breakdown,16385,15,5,0,true,2,3,0,0,0,0,4,0,false,0,false,1,30
full2025_nearmiss_diag,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,nearmiss_diag,near_miss_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_nearmiss_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_nearmiss_diag.ini,fx_session_reversal_req_light_adjacent_full2025_nearmiss_diag,16385,15,5,0,true,1,0,6,5,9,0,4,0,false,0,false,1,30
full2025_relax_w1,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,relax_w1,relax_wave1_age_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_relax_w1.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_relax_w1.ini,fx_session_reversal_req_light_adjacent_full2025_relax_w1,16385,15,5,0,true,1,0,0,0,2,0,4,0,false,0,false,1,30
full2025_relax_w2,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,relax_w2,relax_wave2_age_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_relax_w2.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_relax_w2.ini,fx_session_reversal_req_light_adjacent_full2025_relax_w2,16385,15,5,0,true,1,0,0,0,3,0,4,0,false,0,false,1,30
full2025_fib_shallow,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,fib_shallow,relax_fib_neighbor_shallow_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_fib_shallow.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_fib_shallow.ini,fx_session_reversal_req_light_adjacent_full2025_fib_shallow,16385,15,5,0,true,1,0,0,0,4,1,4,0,false,0,false,1,30
full2025_fib_deep,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,fib_deep,relax_fib_neighbor_deep_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_fib_deep.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_fib_deep.ini,fx_session_reversal_req_light_adjacent_full2025_fib_deep,16385,15,5,0,true,1,0,0,0,4,2,4,0,false,0,false,1,30
full2025_breaktype,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,breaktype,allow_adjacent_break_type_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_breaktype.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_breaktype.ini,fx_session_reversal_req_light_adjacent_full2025_breaktype,16385,15,5,0,true,1,0,0,0,5,0,4,0,false,0,false,1,30
full2025_highq,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,highq,allow_high_quality_m5_near_miss_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_highq.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_highq.ini,fx_session_reversal_req_light_adjacent_full2025_highq,16385,15,5,0,true,1,0,0,0,6,0,4,0,false,0,false,1,30
full2025_context,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,context,relax_context_fib_room_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_context.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_context.ini,fx_session_reversal_req_light_adjacent_full2025_context,16385,15,5,0,true,1,0,0,0,7,0,4,0,true,1,true,1,30
full2025_combine,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,combine,combine_best_two_adjacent,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_combine.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_combine.ini,fx_session_reversal_req_light_adjacent_full2025_combine,16385,15,5,0,true,1,0,0,0,8,0,4,12,false,0,false,1,30
full2025_one_light,full2025_validation,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,one_light,one_symbol_required_light_original,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_light.ini,fx_session_reversal_req_light_adjacent_full2025_one_light,16385,15,5,0,true,2,3,0,0,0,0,4,0,false,0,false,1,30
full2025_one_best,full2025_validation,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,one_best,one_symbol_best_adjacent,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_best.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_best.ini,fx_session_reversal_req_light_adjacent_full2025_one_best,16385,15,5,0,true,1,0,0,0,4,2,4,0,false,0,false,1,30
full2025_one_combine,full2025_validation,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,one_combine,one_symbol_combine_best_two_adjacent,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_combine.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_one_combine.ini,fx_session_reversal_req_light_adjacent_full2025_one_combine,16385,15,5,0,true,1,0,0,0,8,0,4,12,false,0,false,1,30
