period_id,variant,m15_wave1_break_type,m15_required_light_pass,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,context,return_low_break_or_bos_down,false,50,13,0.26,-152.57999999999996,335.53,-488.10999999999996,0.6874065272172256,-6.190300000000001,-0.12380600000000001,0.6957021860206752,197.71999999999997,1.9771999999999998,-0.7716973497875783,6,0.12,9,0.18,35,0.7,0.7455040000000001,0.6045200000000002,0.68,0.48,0.36,0.14,0.0
full2025_validation,context,return_low_break_or_bos_down,true,21,7,0.3333333333333333,16.33999999999999,197.22,-180.88,1.0903361344537816,0.7279000000000014,0.03466190476190483,1.095796483470204,84.73,0.8472999999999999,0.19284786970376477,4,0.19047619047619047,6,0.2857142857142857,11,0.5238095238095238,0.794042857142857,0.5201809523809524,0.7142857142857143,0.47619047619047616,0.38095238095238093,0.2857142857142857,0.0
full2025_validation,fib_deep,return_high_break_or_bos_up,true,14,6,0.42857142857142855,87.72,178.2,-90.48000000000002,1.9694960212201587,3.4252000000000002,0.24465714285714288,1.918505805690381,45.22,0.4522,1.9398496240601504,1,0.07142857142857142,5,0.35714285714285715,8,0.5714285714285714,0.7415428571428571,0.5023642857142857,0.5714285714285714,0.5,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,fib_deep,return_low_break_or_bos_down,true,36,13,0.3611111111111111,46.56999999999999,350.16,-303.59000000000003,1.1533976744952072,2.0684,0.05745555555555556,1.1667876207524959,99.87,0.9987000000000001,0.46630619805747464,6,0.16666666666666666,10,0.2777777777777778,20,0.5555555555555556,0.795688888888889,0.5042805555555554,0.6666666666666666,0.4722222222222222,0.3888888888888889,0.25,0.0
full2025_validation,fib_shallow,return_high_break_or_bos_up,false,48,11,0.22916666666666666,-215.14999999999992,204.25,-419.4000000000001,0.4870052455889365,-9.418899999999997,-0.19622708333333327,0.4808378117679482,239.23999999999992,2.3923999999999994,-0.8993061360976425,4,0.08333333333333333,5,0.10416666666666667,39,0.8125,0.5224937500000001,0.5095666666666667,0.3958333333333333,0.2708333333333333,0.14583333333333334,0.10416666666666667,0.0
full2025_validation,fib_shallow,return_high_break_or_bos_up,true,12,5,0.4166666666666667,68.52999999999999,136.04,-67.51,2.015108872759591,2.9674999999999994,0.2472916666666666,2.038204527166498,40.03,0.40030000000000004,1.711966025480889,1,0.08333333333333333,4,0.3333333333333333,7,0.5833333333333334,0.7116833333333333,0.46665833333333323,0.5,0.5,0.4166666666666667,0.16666666666666666,0.0
full2025_validation,fib_shallow,return_low_break_or_bos_down,false,61,11,0.18032786885245902,-354.55999999999995,292.07,-646.6300000000001,0.45168024991107736,-15.0709,-0.2470639344262295,0.4520967771254068,372.86,3.7286,-0.9509199163224801,9,0.14754098360655737,9,0.14754098360655737,43,0.7049180327868853,0.6512540983606556,0.5643360655737705,0.5409836065573771,0.32786885245901637,0.29508196721311475,0.14754098360655737,0.01639344262295082
full2025_validation,fib_shallow,return_low_break_or_bos_down,true,28,11,0.39285714285714285,31.84000000000001,292.59999999999997,-260.76000000000005,1.1221046172725875,1.5449000000000004,0.055175000000000016,1.141391492165764,81.22,0.8122,0.39202166953952244,6,0.21428571428571427,9,0.32142857142857145,13,0.4642857142857143,0.7856785714285713,0.5665785714285714,0.6785714285714286,0.4642857142857143,0.35714285714285715,0.2857142857142857,0.0
full2025_validation,highq,none,false,20,4,0.2,-105.1,64.49,-169.59,0.3802700630933427,-4.521,-0.22605,0.3847472850493999,132.97,1.3296999999999999,-0.7904038504925923,2,0.1,2,0.1,16,0.8,0.55112,0.460225,0.6,0.2,0.15,0.0,0.0
full2025_validation,highq,return_high_break_or_bos_up,false,78,22,0.28205128205128205,-68.68999999999996,532.9300000000001,-601.6200000000001,0.8858249393304743,-2.6781000000000006,-0.034334615384615394,0.8977804919941224,149.32999999999998,1.4932999999999998,-0.4599879461595122,2,0.02564102564102564,17,0.21794871794871795,59,0.7564102564102564,0.5916243589743589,0.5672833333333335,0.46153846153846156,0.2948717948717949,0.2692307692307692,0.20512820512820512,0.01282051282051282
full2025_validation,highq,return_high_break_or_bos_up,true,10,4,0.4,52.18,104.97,-52.790000000000006,1.988444781208562,2.2363,0.22363,1.975612948259314,25.03,0.2503,2.084698361965641,0,0.0,3,0.3,7,0.7,0.67401,0.44516999999999995,0.5,0.4,0.4,0.2,0.0
full2025_validation,highq,return_low_break_or_bos_down,false,118,25,0.211864406779661,-602.09,583.3,-1185.39,0.4920743384033946,-25.414399999999986,-0.21537627118644057,0.5017634246706937,602.09,6.0209,-1.0,20,0.1694915254237288,17,0.1440677966101695,81,0.6864406779661016,0.693986440677966,0.5789042372881357,0.6101694915254238,0.4067796610169492,0.3050847457627119,0.11864406779661017,0.0
full2025_validation,highq,return_low_break_or_bos_down,true,17,7,0.4117647058823529,74.62000000000002,195.84,-121.22,1.6155749876258043,3.099200000000001,0.18230588235294123,1.592910026592183,58.349999999999994,0.5834999999999999,1.2788346186803774,2,0.11764705882352941,6,0.35294117647058826,9,0.5294117647058824,0.8370235294117647,0.4838529411764706,0.7647058823529411,0.5294117647058824,0.4117647058823529,0.35294117647058826,0.0
full2025_validation,light,return_high_break_or_bos_up,true,14,6,0.42857142857142855,87.72,178.2,-90.48000000000002,1.9694960212201587,3.4252000000000002,0.24465714285714288,1.918505805690381,45.22,0.4522,1.9398496240601504,1,0.07142857142857142,5,0.35714285714285715,8,0.5714285714285714,0.7415428571428571,0.5023642857142857,0.5714285714285714,0.5,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,light,return_low_break_or_bos_down,true,36,13,0.3611111111111111,46.56999999999999,350.16,-303.59000000000003,1.1533976744952072,2.0684,0.05745555555555556,1.1667876207524959,99.87,0.9987000000000001,0.46630619805747464,6,0.16666666666666666,10,0.2777777777777778,20,0.5555555555555556,0.795688888888889,0.5042805555555554,0.6666666666666666,0.4722222222222222,0.3888888888888889,0.25,0.0
full2025_validation,light_breakdown,return_high_break_or_bos_up,true,14,6,0.42857142857142855,87.72,178.2,-90.48000000000002,1.9694960212201587,3.4252000000000002,0.24465714285714288,1.918505805690381,45.22,0.4522,1.9398496240601504,1,0.07142857142857142,5,0.35714285714285715,8,0.5714285714285714,0.7415428571428571,0.5023642857142857,0.5714285714285714,0.5,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,light_breakdown,return_low_break_or_bos_down,true,36,13,0.3611111111111111,46.56999999999999,350.16,-303.59000000000003,1.1533976744952072,2.0684,0.05745555555555556,1.1667876207524959,99.87,0.9987000000000001,0.46630619805747464,6,0.16666666666666666,10,0.2777777777777778,20,0.5555555555555556,0.795688888888889,0.5042805555555554,0.6666666666666666,0.4722222222222222,0.3888888888888889,0.25,0.0
full2025_validation,nearmiss_diag,none,false,46,11,0.2391304347826087,-198.10999999999999,173.64000000000001,-371.75000000000006,0.46708809683927366,-8.6327,-0.1876673913043478,0.4742602054798693,199.80999999999997,1.9981,-0.9914919173214555,5,0.10869565217391304,5,0.10869565217391304,36,0.782608695652174,0.5417565217391305,0.5540500000000002,0.5,0.2608695652173913,0.1956521739130435,0.021739130434782608,0.0
full2025_validation,nearmiss_diag,return_high_break_or_bos_up,false,107,25,0.2336448598130841,-313.3299999999999,535.7100000000002,-849.04,0.6309596721002546,-13.928900000000004,-0.13017663551401873,0.6316246029668067,348.1599999999999,3.4815999999999994,-0.8999597886029412,3,0.028037383177570093,17,0.1588785046728972,87,0.8130841121495327,0.5174196261682242,0.5568420560747662,0.38317757009345793,0.2523364485981308,0.2336448598130841,0.14953271028037382,0.009345794392523364
full2025_validation,nearmiss_diag,return_high_break_or_bos_up,true,6,3,0.5,50.22,71.03,-20.81,3.413262854396925,2.3104,0.38506666666666667,3.524751393290351,20.81,0.2081,2.413262854396925,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7154333333333334,0.39448333333333335,0.5,0.5,0.5,0.16666666666666666,0.0
full2025_validation,nearmiss_diag,return_low_break_or_bos_down,false,149,33,0.2214765100671141,-745.2000000000002,737.4799999999999,-1482.6800000000005,0.497396606145628,-32.74009999999997,-0.21973221476510046,0.5013615802860234,758.7900000000001,7.5879,-0.9820899062981854,24,0.1610738255033557,21,0.14093959731543623,104,0.697986577181208,0.6530926174496643,0.5914791946308724,0.5637583892617449,0.3624161073825503,0.2483221476510067,0.12080536912751678,0.0
full2025_validation,nearmiss_diag,return_low_break_or_bos_down,true,10,5,0.5,61.53,129.57,-68.03999999999999,1.904320987654321,2.6706000000000003,0.26706,1.8777649958915368,41.82,0.4182,1.4713055954088954,1,0.1,4,0.4,5,0.5,0.79823,0.5657300000000001,0.7,0.5,0.4,0.4,0.0
full2025_validation,one_best,return_high_break_or_bos_up,true,12,6,0.5,106.02,178.2,-72.18,2.4688279301745633,4.1811,0.348425,2.4062626126732143,41.459999999999994,0.41459999999999997,2.5571635311143273,1,0.08333333333333333,5,0.4166666666666667,6,0.5,0.7498833333333333,0.5118666666666666,0.5833333333333334,0.5,0.5,0.25,0.0
full2025_validation,one_best,return_low_break_or_bos_down,true,23,10,0.43478260869565216,77.91,254.25,-176.34,1.4418169445389588,3.282700000000001,0.14272608695652178,1.452823681959886,59.849999999999994,0.5984999999999999,1.3017543859649123,3,0.13043478260869565,7,0.30434782608695654,13,0.5652173913043478,0.8264391304347827,0.5217260869565217,0.6956521739130435,0.4782608695652174,0.43478260869565216,0.2608695652173913,0.0
full2025_validation,one_combine,return_high_break_or_bos_up,false,18,4,0.2222222222222222,-107.97,80.53999999999999,-188.50999999999996,0.4272452389793645,-4.5367,-0.25203888888888887,0.42010404816381836,107.97,1.0796999999999999,-1.0,2,0.1111111111111111,2,0.1111111111111111,14,0.7777777777777778,0.4915444444444444,0.5857444444444444,0.3888888888888889,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.0
full2025_validation,one_combine,return_high_break_or_bos_up,true,8,5,0.625,105.06,138.28,-33.22,4.162552679108971,4.4254,0.553175,4.160097115109968,24.090000000000003,0.24090000000000006,4.361145703611457,1,0.125,4,0.5,3,0.375,0.86005,0.47365,0.625,0.625,0.625,0.25,0.0
full2025_validation,one_combine,return_low_break_or_bos_down,false,27,3,0.1111111111111111,-207.25,96.21000000000001,-303.46,0.31704343241283867,-8.71,-0.3225925925925926,0.3100935452954083,207.25,2.0725000000000002,-1.0,2,0.07407407407407407,3,0.1111111111111111,22,0.8148148148148148,0.5424851851851852,0.5929407407407409,0.4074074074074074,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.037037037037037035
full2025_validation,one_combine,return_low_break_or_bos_down,true,12,7,0.5833333333333334,90.62000000000002,174.05,-83.43,2.08618003116385,3.7878,0.31565,2.098868581375109,26.209999999999994,0.26209999999999994,3.4574589851201845,2,0.16666666666666666,5,0.4166666666666667,5,0.4166666666666667,0.9427500000000001,0.5699083333333335,0.8333333333333334,0.5833333333333334,0.5,0.4166666666666667,0.0
full2025_validation,one_light,return_high_break_or_bos_up,true,12,6,0.5,106.02,178.2,-72.18,2.4688279301745633,4.1811,0.348425,2.4062626126732143,41.459999999999994,0.41459999999999997,2.5571635311143273,1,0.08333333333333333,5,0.4166666666666667,6,0.5,0.7498833333333333,0.5118666666666666,0.5833333333333334,0.5,0.5,0.25,0.0
full2025_validation,one_light,return_low_break_or_bos_down,true,23,10,0.43478260869565216,77.91,254.25,-176.34,1.4418169445389588,3.282700000000001,0.14272608695652178,1.452823681959886,59.849999999999994,0.5984999999999999,1.3017543859649123,3,0.13043478260869565,7,0.30434782608695654,13,0.5652173913043478,0.8264391304347827,0.5217260869565217,0.6956521739130435,0.4782608695652174,0.43478260869565216,0.2608695652173913,0.0
full2025_validation,relax_w1,return_high_break_or_bos_up,false,5,0,0.0,-48.989999999999995,0,-48.989999999999995,0.0,-2.105,-0.421,0.0,48.989999999999995,0.48989999999999995,-1.0,0,0.0,0,0.0,5,1.0,0.1802,0.54328,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w1,return_high_break_or_bos_up,true,14,6,0.42857142857142855,83.0,173.48000000000002,-90.48000000000002,1.9173297966401412,3.4252000000000002,0.24465714285714288,1.918505805690381,46.94,0.46939999999999993,1.768214742224116,1,0.07142857142857142,5,0.35714285714285715,8,0.5714285714285714,0.7415428571428571,0.5023642857142857,0.5714285714285714,0.5,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,relax_w1,return_low_break_or_bos_down,false,1,0,0.0,-11.67,0,-11.67,0.0,-0.5166,-0.5166,0.0,11.67,0.11670000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.1169,0.6587,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w1,return_low_break_or_bos_down,true,35,13,0.37142857142857144,49.42,349.42,-300.00000000000006,1.1647333333333332,2.2158,0.06330857142857144,1.180822588542517,96.28,0.9628,0.5132945575405069,6,0.17142857142857143,10,0.2857142857142857,19,0.5428571428571428,0.7823428571428572,0.5051342857142856,0.6571428571428571,0.45714285714285713,0.37142857142857144,0.2571428571428571,0.0
full2025_validation,relax_w2,return_high_break_or_bos_up,false,5,0,0.0,-48.989999999999995,0,-48.989999999999995,0.0,-2.105,-0.421,0.0,48.989999999999995,0.48989999999999995,-1.0,0,0.0,0,0.0,5,1.0,0.1802,0.54328,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w2,return_high_break_or_bos_up,true,14,6,0.42857142857142855,83.0,173.48000000000002,-90.48000000000002,1.9173297966401412,3.4252000000000002,0.24465714285714288,1.918505805690381,46.94,0.46939999999999993,1.768214742224116,1,0.07142857142857142,5,0.35714285714285715,8,0.5714285714285714,0.7415428571428571,0.5023642857142857,0.5714285714285714,0.5,0.42857142857142855,0.21428571428571427,0.0
full2025_validation,relax_w2,return_low_break_or_bos_down,false,1,0,0.0,-11.67,0,-11.67,0.0,-0.5166,-0.5166,0.0,11.67,0.11670000000000001,-1.0,0,0.0,0,0.0,1,1.0,0.1169,0.6587,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w2,return_low_break_or_bos_down,true,35,13,0.37142857142857144,49.42,349.42,-300.00000000000006,1.1647333333333332,2.2158,0.06330857142857144,1.180822588542517,96.28,0.9628,0.5132945575405069,6,0.17142857142857143,10,0.2857142857142857,19,0.5428571428571428,0.7823428571428572,0.5051342857142856,0.6571428571428571,0.45714285714285713,0.37142857142857144,0.2571428571428571,0.0
q1_quick,base,none,false,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,breaktype,return_high_break_or_bos_up,true,6,2,0.3333333333333333,18.779999999999994,65.3,-46.52,1.4036973344797934,0.6704999999999999,0.11174999999999997,1.347445331122396,37.12,0.3712,0.5059267241379309,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7512833333333333,0.5488666666666666,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0
q1_quick,breaktype,return_low_break_or_bos_down,true,12,4,0.3333333333333333,5.789999999999992,108.66999999999999,-102.88000000000001,1.056279160186625,0.1794,0.01495,1.042690907360255,73.62,0.7362000000000001,0.07864710676446607,2,0.16666666666666666,3,0.25,7,0.5833333333333334,0.7571583333333334,0.5403666666666667,0.5833333333333334,0.5,0.3333333333333333,0.25,0.0
q1_quick,context,none,false,7,3,0.42857142857142855,-11.110000000000001,19.87,-30.979999999999997,0.6413815364751454,-0.4956999999999999,-0.0708142857142857,0.6299917892065388,30.98,0.3098,-0.35861846352485477,0,0.0,0,0.0,7,1.0,0.6268428571428571,0.3715285714285714,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.0,0.0
q1_quick,context,return_high_break_or_bos_up,false,10,2,0.2,-55.58,31.6,-87.18,0.36246845606790545,-2.2918000000000003,-0.22918000000000002,0.3721095890410959,71.97,0.7197,-0.7722662220369598,1,0.1,1,0.1,8,0.8,0.38587,0.56172,0.2,0.1,0.1,0.1,0.0
q1_quick,context,return_high_break_or_bos_up,true,4,1,0.25,-3.5199999999999996,30.96,-34.480000000000004,0.8979118329466357,-0.18990000000000012,-0.04747500000000003,0.8727979101078437,25.07,0.25070000000000003,-0.14040686078978856,0,0.0,1,0.25,3,0.75,0.5635249999999999,0.56115,0.5,0.25,0.25,0.25,0.0
q1_quick,context,return_low_break_or_bos_down,false,12,1,0.08333333333333333,-147.05999999999997,17.22,-164.27999999999997,0.1048210372534697,-6.0304,-0.5025333333333334,0.11341115587050486,147.25999999999996,1.4725999999999997,-0.9986418579383405,3,0.25,0,0.0,9,0.75,0.45259999999999995,0.6356916666666667,0.4166666666666667,0.25,0.08333333333333333,0.0,0.0
q1_quick,context,return_low_break_or_bos_down,true,7,4,0.5714285714285714,83.53999999999999,104.32,-20.78,5.020211742059672,3.5049000000000006,0.5007,4.997376824817518,17.189999999999998,0.17189999999999997,4.859802210587551,0,0.0,3,0.42857142857142855,4,0.5714285714285714,1.0656285714285716,0.4512714285714286,1.0,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.0
q1_quick,fib_deep,return_high_break_or_bos_up,true,6,2,0.3333333333333333,18.779999999999994,65.3,-46.52,1.4036973344797934,0.6704999999999999,0.11174999999999997,1.347445331122396,37.12,0.3712,0.5059267241379309,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7512833333333333,0.5488666666666666,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0
q1_quick,fib_deep,return_low_break_or_bos_down,true,12,4,0.3333333333333333,5.789999999999992,108.66999999999999,-102.88000000000001,1.056279160186625,0.1794,0.01495,1.042690907360255,73.62,0.7362000000000001,0.07864710676446607,2,0.16666666666666666,3,0.25,7,0.5833333333333334,0.7571583333333334,0.5403666666666667,0.5833333333333334,0.5,0.3333333333333333,0.25,0.0
q1_quick,fib_shallow,return_high_break_or_bos_up,false,14,5,0.35714285714285715,-55.669999999999995,59.849999999999994,-115.52000000000001,0.5180921052631579,-2.3543,-0.1681642857142857,0.5188039079426071,56.3,0.563,-0.9888099467140319,1,0.07142857142857142,1,0.07142857142857142,12,0.8571428571428571,0.5674428571428571,0.4883928571428572,0.5,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.0
q1_quick,fib_shallow,return_high_break_or_bos_up,true,5,2,0.4,36.9,62.03,-25.130000000000003,2.4683645045762037,1.5412999999999997,0.3082599999999999,2.4554296506137865,15.760000000000002,0.15760000000000002,2.341370558375634,0,0.0,2,0.4,3,0.6,0.79896,0.47856,0.6,0.6,0.4,0.2,0.0
q1_quick,fib_shallow,return_low_break_or_bos_down,false,23,5,0.21739130434782608,-78.22999999999996,155.73000000000002,-233.96000000000004,0.6656266028380919,-3.1529000000000003,-0.1370826086956522,0.6743443816685085,133.20999999999998,1.3320999999999998,-0.5872682231063732,3,0.13043478260869565,5,0.21739130434782608,15,0.6521739130434783,0.6750608695652174,0.5475913043478261,0.5652173913043478,0.34782608695652173,0.34782608695652173,0.17391304347826086,0.0
q1_quick,fib_shallow,return_low_break_or_bos_down,true,9,4,0.4444444444444444,18.740000000000002,104.42999999999999,-85.69,1.218695297000817,0.8933,0.09925555555555556,1.2560772847150556,56.32,0.5632,0.3327414772727273,2,0.2222222222222222,3,0.3333333333333333,4,0.4444444444444444,0.8058777777777778,0.6048333333333333,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0
q1_quick,highq,none,false,6,2,0.3333333333333333,-25.47,5.5200000000000005,-30.99,0.17812197483059053,-1.1058,-0.1843,0.17459132641636188,30.99,0.30989999999999995,-0.8218780251694094,0,0.0,0,0.0,6,1.0,0.5788000000000001,0.39139999999999997,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0
q1_quick,highq,return_high_break_or_bos_up,false,24,5,0.20833333333333334,-115.27999999999997,93.80000000000001,-209.07999999999998,0.44863210254448066,-4.8533,-0.20222083333333332,0.4581495830030479,145.12999999999997,1.4512999999999996,-0.7943223317026115,1,0.041666666666666664,3,0.125,20,0.8333333333333334,0.512075,0.5636083333333334,0.4166666666666667,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.0
q1_quick,highq,return_high_break_or_bos_up,true,4,1,0.25,-3.450000000000001,30.96,-34.410000000000004,0.8997384481255448,-0.18990000000000012,-0.04747500000000003,0.8727979101078437,25.03,0.2503,-0.13783459848182186,0,0.0,1,0.25,3,0.75,0.5635249999999999,0.56115,0.5,0.25,0.25,0.25,0.0
q1_quick,highq,return_low_break_or_bos_down,false,41,8,0.1951219512195122,-295.35999999999996,182.51999999999998,-477.88,0.3819368879216539,-12.241599999999995,-0.2985756097560974,0.3920510133641903,334.07,3.3407,-0.8841260813601939,11,0.2682926829268293,5,0.12195121951219512,25,0.6097560975609756,0.6448682926829267,0.595070731707317,0.5609756097560976,0.3902439024390244,0.24390243902439024,0.07317073170731707,0.0
q1_quick,highq,return_low_break_or_bos_down,true,6,4,0.6666666666666666,87.34,104.53,-17.19,6.0808609656777195,3.6523000000000008,0.6087166666666668,6.007266246229778,17.189999999999998,0.17189999999999997,5.08086096567772,0,0.0,3,0.5,3,0.5,1.0327666666666666,0.44741666666666663,1.0,0.8333333333333334,0.5,0.5,0.0
q1_quick,light,return_high_break_or_bos_up,true,6,2,0.3333333333333333,18.779999999999994,65.3,-46.52,1.4036973344797934,0.6704999999999999,0.11174999999999997,1.347445331122396,37.12,0.3712,0.5059267241379309,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7512833333333333,0.5488666666666666,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0
q1_quick,light,return_low_break_or_bos_down,true,12,4,0.3333333333333333,5.789999999999992,108.66999999999999,-102.88000000000001,1.056279160186625,0.1794,0.01495,1.042690907360255,73.62,0.7362000000000001,0.07864710676446607,2,0.16666666666666666,3,0.25,7,0.5833333333333334,0.7571583333333334,0.5403666666666667,0.5833333333333334,0.5,0.3333333333333333,0.25,0.0
q1_quick,light_breakdown,return_high_break_or_bos_up,true,6,2,0.3333333333333333,18.779999999999994,65.3,-46.52,1.4036973344797934,0.6704999999999999,0.11174999999999997,1.347445331122396,37.12,0.3712,0.5059267241379309,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7512833333333333,0.5488666666666666,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.0
q1_quick,light_breakdown,return_low_break_or_bos_down,true,12,4,0.3333333333333333,5.789999999999992,108.66999999999999,-102.88000000000001,1.056279160186625,0.1794,0.01495,1.042690907360255,73.62,0.7362000000000001,0.07864710676446607,2,0.16666666666666666,3,0.25,7,0.5833333333333334,0.7571583333333334,0.5403666666666667,0.5833333333333334,0.5,0.3333333333333333,0.25,0.0
