period_id,variant,session_label,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,london,72,20,0.2777777777777778,-215.18000000000004,401.7,-616.88,0.6511801322785631,-9.659200000000002,-0.13415555555555558,0.6510858414368075,258.61,2.5861,-0.8320637253006459,6,0.08333333333333333,11,0.1527777777777778,55,0.7638888888888888,0.666727777777778,0.5796388888888889,0.5694444444444444,0.4305555555555556,0.3333333333333333,0.1388888888888889,0.0
full2025_validation,base,london_newyork_overlap,130,22,0.16923076923076924,-725.9100000000005,580.7499999999999,-1306.6599999999999,0.44445379823366443,-32.00749999999998,-0.2462115384615383,0.44674624739858826,732.7200000000005,7.327200000000005,-0.9907058630854898,16,0.12307692307692308,19,0.14615384615384616,95,0.7307692307692307,0.5279307692307692,0.6044723076923078,0.4230769230769231,0.26153846153846155,0.2153846153846154,0.1076923076923077,0.0
full2025_validation,base,new_york,76,22,0.2894736842105263,-186.62999999999997,381.99000000000007,-568.6200000000001,0.671784319932468,-8.086400000000003,-0.10640000000000004,0.6793032746251254,188.44999999999996,1.8844999999999996,-0.9903422658530114,7,0.09210526315789473,10,0.13157894736842105,59,0.7763157894736842,0.5561328947368421,0.48657500000000004,0.4605263157894737,0.25,0.15789473684210525,0.11842105263157894,0.0
full2025_validation,base,tokyo,40,13,0.325,-17.169999999999995,282.99,-300.16,0.9427971748400853,-0.5675999999999992,-0.01418999999999998,0.956660176383003,64.45,0.6445000000000001,-0.26640806826997665,4,0.1,9,0.225,27,0.675,0.7742225000000003,0.5981974999999999,0.675,0.425,0.35,0.175,0.025
full2025_validation,breaktype,london,13,7,0.5384615384615384,115.90999999999998,198.98,-83.07000000000001,2.3953292403996627,4.7523,0.36556153846153844,2.4314587788788815,50.0,0.5,2.3181999999999996,2,0.15384615384615385,6,0.46153846153846156,5,0.38461538461538464,0.8953153846153847,0.5214384615384616,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.0
full2025_validation,breaktype,london_newyork_overlap,19,4,0.21052631578947367,-80.07000000000001,111.3,-191.37,0.5815958614202853,-3.3470999999999997,-0.17616315789473683,0.5759729401033749,106.26,1.0626,-0.7535290796160362,3,0.15789473684210525,3,0.15789473684210525,13,0.6842105263157895,0.646963157894737,0.5332105263157895,0.5789473684210527,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.0
full2025_validation,breaktype,new_york,11,4,0.36363636363636365,32.98999999999999,104.87,-71.88,1.4589593767390097,1.3847,0.12588181818181818,1.4634358579604407,55.480000000000004,0.5548,0.5946286950252341,1,0.09090909090909091,3,0.2727272727272727,7,0.6363636363636364,0.7067545454545455,0.4417636363636363,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0
full2025_validation,breaktype,tokyo,7,4,0.5714285714285714,65.46,113.21,-47.75,2.370890052356021,2.7036999999999995,0.38624285714285705,2.4015343942771237,25.11,0.2511,2.6069295101553163,1,0.14285714285714285,3,0.42857142857142855,3,0.42857142857142855,1.0458142857142858,0.4883,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0
full2025_validation,combine,london,29,8,0.27586206896551724,-32.46999999999998,218.42000000000002,-250.89000000000001,0.8705807325919726,-1.1154999999999993,-0.03846551724137928,0.8935296981034829,129.76,1.2975999999999999,-0.25023119605425387,4,0.13793103448275862,7,0.2413793103448276,18,0.6206896551724138,0.7262206896551725,0.5121206896551724,0.5517241379310345,0.4827586206896552,0.3793103448275862,0.2413793103448276,0.034482758620689655
full2025_validation,combine,london_newyork_overlap,69,13,0.18840579710144928,-388.70000000000005,357.72999999999996,-746.4299999999998,0.47925458515868874,-16.557600000000008,-0.23996521739130447,0.48144714754591245,426.25,4.2625,-0.9119061583577713,12,0.17391304347826086,11,0.15942028985507245,46,0.6666666666666666,0.6182478260869566,0.59134347826087,0.5362318840579711,0.2898550724637681,0.2608695652173913,0.14492753623188406,0.0
full2025_validation,combine,new_york,27,9,0.3333333333333333,7.609999999999998,180.32,-172.71,1.0440623009669387,0.07080000000000064,0.002622222222222246,1.0094113893762962,76.42,0.7642,0.09958126144988219,1,0.037037037037037035,4,0.14814814814814814,22,0.8148148148148148,0.5946333333333333,0.4457555555555555,0.48148148148148145,0.3333333333333333,0.18518518518518517,0.07407407407407407,0.0
full2025_validation,combine,tokyo,22,6,0.2727272727272727,-69.38,154.89000000000001,-224.26999999999998,0.6906407455299417,-2.8763,-0.1307409090909091,0.6973398994044238,83.28999999999999,0.8329,-0.8329931564413495,3,0.13636363636363635,5,0.22727272727272727,14,0.6363636363636364,0.6032272727272727,0.5497090909090908,0.4090909090909091,0.3181818181818182,0.22727272727272727,0.18181818181818182,0.0
full2025_validation,context,london,38,12,0.3157894736842105,-62.34999999999998,271.43,-333.78,0.8132003115824795,-2.639299999999999,-0.06945526315789471,0.8120959703830274,164.26999999999998,1.6426999999999996,-0.3795580446825348,4,0.10526315789473684,7,0.18421052631578946,27,0.7105263157894737,0.672528947368421,0.5901473684210529,0.6052631578947368,0.4473684210526316,0.34210526315789475,0.15789473684210525,0.0
full2025_validation,context,london_newyork_overlap,58,14,0.2413793103448276,-150.04000000000002,382.57000000000005,-532.61,0.7182929347928129,-6.3065,-0.10873275862068965,0.7179624784776727,160.43000000000004,1.6043000000000005,-0.9352365517671257,7,0.1206896551724138,11,0.1896551724137931,40,0.6896551724137931,0.6612155172413793,0.564948275862069,0.5862068965517241,0.3275862068965517,0.29310344827586204,0.13793103448275862,0.0
full2025_validation,context,new_york,29,9,0.3103448275862069,44.2,215.23,-171.03000000000003,1.2584341928316667,1.9537000000000002,0.06736896551724139,1.2681775130059987,52.019999999999996,0.5202,0.8496732026143792,1,0.034482758620689655,6,0.20689655172413793,22,0.7586206896551724,0.678851724137931,0.4207448275862069,0.5862068965517241,0.4482758620689655,0.27586206896551724,0.20689655172413793,0.0
full2025_validation,context,tokyo,18,8,0.4444444444444444,49.910000000000004,193.69,-143.77999999999997,1.3471275559883158,2.0563000000000002,0.1142388888888889,1.3384800250201643,39.32,0.3932,1.269328585961343,2,0.1111111111111111,6,0.3333333333333333,10,0.5555555555555556,0.8592111111111109,0.5989111111111112,0.7777777777777778,0.4444444444444444,0.3888888888888889,0.2777777777777778,0.05555555555555555
full2025_validation,fib_deep,london,13,7,0.5384615384615384,115.90999999999998,198.98,-83.07000000000001,2.3953292403996627,4.7523,0.36556153846153844,2.4314587788788815,50.0,0.5,2.3181999999999996,2,0.15384615384615385,6,0.46153846153846156,5,0.38461538461538464,0.8953153846153847,0.5214384615384616,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.0
full2025_validation,fib_deep,london_newyork_overlap,19,4,0.21052631578947367,-80.07000000000001,111.3,-191.37,0.5815958614202853,-3.3470999999999997,-0.17616315789473683,0.5759729401033749,106.26,1.0626,-0.7535290796160362,3,0.15789473684210525,3,0.15789473684210525,13,0.6842105263157895,0.646963157894737,0.5332105263157895,0.5789473684210527,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.0
full2025_validation,fib_deep,new_york,11,4,0.36363636363636365,32.98999999999999,104.87,-71.88,1.4589593767390097,1.3847,0.12588181818181818,1.4634358579604407,55.480000000000004,0.5548,0.5946286950252341,1,0.09090909090909091,3,0.2727272727272727,7,0.6363636363636364,0.7067545454545455,0.4417636363636363,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0
full2025_validation,fib_deep,tokyo,7,4,0.5714285714285714,65.46,113.21,-47.75,2.370890052356021,2.7036999999999995,0.38624285714285705,2.4015343942771237,25.11,0.2511,2.6069295101553163,1,0.14285714285714285,3,0.42857142857142855,3,0.42857142857142855,1.0458142857142858,0.4883,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0
full2025_validation,fib_shallow,london,30,9,0.3,-28.45,222.44,-250.89000000000001,0.8866036908605365,-0.936299999999999,-0.031209999999999967,0.910633667713394,125.74000000000001,1.2574,-0.22626053761730552,4,0.13333333333333333,7,0.23333333333333334,19,0.6333333333333333,0.7352266666666666,0.5025166666666666,0.5666666666666667,0.5,0.36666666666666664,0.23333333333333334,0.03333333333333333
full2025_validation,fib_shallow,london_newyork_overlap,69,13,0.18840579710144928,-387.01000000000005,359.41999999999996,-746.4299999999998,0.4815186956579988,-16.557600000000008,-0.23996521739130447,0.48144714754591245,424.56,4.2456000000000005,-0.9115554927454307,12,0.17391304347826086,11,0.15942028985507245,46,0.6666666666666666,0.6182478260869566,0.59134347826087,0.5362318840579711,0.2898550724637681,0.2608695652173913,0.14492753623188406,0.0
full2025_validation,fib_shallow,new_york,27,9,0.3333333333333333,7.609999999999998,180.32,-172.71,1.0440623009669387,0.07080000000000064,0.002622222222222246,1.0094113893762962,76.42,0.7642,0.09958126144988219,1,0.037037037037037035,4,0.14814814814814814,22,0.8148148148148148,0.5946333333333333,0.4457555555555555,0.48148148148148145,0.3333333333333333,0.18518518518518517,0.07407407407407407,0.0
full2025_validation,fib_shallow,tokyo,23,7,0.30434782608695654,-61.48999999999999,162.78,-224.26999999999998,0.7258215543764214,-2.5543,-0.11105652173913043,0.7312225098385841,75.39999999999998,0.7539999999999998,-0.8155172413793105,3,0.13043478260869565,5,0.21739130434782608,15,0.6521739130434783,0.6336695652173913,0.5406173913043478,0.43478260869565216,0.34782608695652173,0.2608695652173913,0.21739130434782608,0.0
full2025_validation,highq,london,51,17,0.3333333333333333,-21.36999999999999,378.9700000000001,-400.3399999999999,0.9466203726832196,-0.6826000000000003,-0.013384313725490203,0.9606631820984632,90.73,0.9073000000000001,-0.23553400198390817,4,0.0784313725490196,11,0.21568627450980393,36,0.7058823529411765,0.743213725490196,0.5651588235294119,0.6470588235294118,0.5098039215686274,0.4117647058823529,0.17647058823529413,0.0
full2025_validation,highq,london_newyork_overlap,97,18,0.18556701030927836,-527.7600000000001,479.61,-1007.37,0.47610113463772,-22.74819999999999,-0.23451752577319576,0.47833006547189055,527.7600000000001,5.277600000000001,-1.0,13,0.13402061855670103,15,0.15463917525773196,69,0.711340206185567,0.6084752577319588,0.5925185567010308,0.5154639175257731,0.30927835051546393,0.26804123711340205,0.12371134020618557,0.0
full2025_validation,highq,new_york,60,16,0.26666666666666666,-107.01999999999995,342.77000000000004,-449.78999999999996,0.762066742257498,-4.3195,-0.07199166666666666,0.7785768842366427,144.70999999999998,1.4470999999999998,-0.7395480616405222,5,0.08333333333333333,10,0.16666666666666666,45,0.75,0.602395,0.4777983333333334,0.5166666666666667,0.3,0.2,0.15,0.0
full2025_validation,highq,tokyo,35,11,0.3142857142857143,7.069999999999995,280.18,-273.11,1.0258870052359854,0.47230000000000083,0.013494285714285738,1.0406853539617182,84.12,0.8412000000000001,0.08404660009510218,4,0.11428571428571428,9,0.2571428571428571,22,0.6285714285714286,0.7702657142857147,0.5564342857142858,0.6857142857142857,0.4,0.34285714285714286,0.22857142857142856,0.02857142857142857
full2025_validation,light,london,13,7,0.5384615384615384,115.90999999999998,198.98,-83.07000000000001,2.3953292403996627,4.7523,0.36556153846153844,2.4314587788788815,50.0,0.5,2.3181999999999996,2,0.15384615384615385,6,0.46153846153846156,5,0.38461538461538464,0.8953153846153847,0.5214384615384616,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.0
full2025_validation,light,london_newyork_overlap,19,4,0.21052631578947367,-80.07000000000001,111.3,-191.37,0.5815958614202853,-3.3470999999999997,-0.17616315789473683,0.5759729401033749,106.26,1.0626,-0.7535290796160362,3,0.15789473684210525,3,0.15789473684210525,13,0.6842105263157895,0.646963157894737,0.5332105263157895,0.5789473684210527,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.0
full2025_validation,light,new_york,11,4,0.36363636363636365,32.98999999999999,104.87,-71.88,1.4589593767390097,1.3847,0.12588181818181818,1.4634358579604407,55.480000000000004,0.5548,0.5946286950252341,1,0.09090909090909091,3,0.2727272727272727,7,0.6363636363636364,0.7067545454545455,0.4417636363636363,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.0
full2025_validation,light,tokyo,7,4,0.5714285714285714,65.46,113.21,-47.75,2.370890052356021,2.7036999999999995,0.38624285714285705,2.4015343942771237,25.11,0.2511,2.6069295101553163,1,0.14285714285714285,3,0.42857142857142855,3,0.42857142857142855,1.0458142857142858,0.4883,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0
full2025_validation,light_breakdown,london,13,7,0.5384615384615384,115.90999999999998,198.98,-83.07000000000001,2.3953292403996627,4.7523,0.36556153846153844,2.4314587788788815,50.0,0.5,2.3181999999999996,2,0.15384615384615385,6,0.46153846153846156,5,0.38461538461538464,0.8953153846153847,0.5214384615384616,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.0
