period_id,variant,entry_timeframe,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,PERIOD_M5,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,breaktype,PERIOD_M5,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,combine,PERIOD_M5,147,36,0.24489795918367346,-482.9400000000001,911.3599999999998,-1394.3000000000002,0.6536326472064833,-20.4786,-0.13931020408163267,0.6554379081228323,550.1600000000002,5.501600000000002,-0.877817362221899,20,0.1360544217687075,27,0.1836734693877551,100,0.6802721088435374,0.6329632653061225,0.5427428571428567,0.5102040816326531,0.3401360544217687,0.2653061224489796,0.1564625850340136,0.006802721088435374
full2025_validation,context,PERIOD_M5,143,43,0.3006993006993007,-118.27999999999993,1062.92,-1181.1999999999998,0.8998645445309856,-4.935799999999997,-0.03451608391608389,0.9008212318678952,274.03,2.7402999999999995,-0.43163157318541745,14,0.0979020979020979,30,0.2097902097902098,99,0.6923076923076923,0.6927209790209788,0.5466755244755245,0.6153846153846154,0.3986013986013986,0.3146853146853147,0.17482517482517482,0.006993006993006993
full2025_validation,fib_deep,PERIOD_M5,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,fib_shallow,PERIOD_M5,149,38,0.2550335570469799,-469.3400000000001,924.9599999999998,-1394.3000000000002,0.6633866456286306,-19.977400000000003,-0.1340765100671141,0.6638708342236808,536.5600000000002,5.3656000000000015,-0.8747204413299536,20,0.1342281879194631,27,0.18120805369127516,102,0.6845637583892618,0.6399020134228188,0.5392469798657715,0.5167785234899329,0.348993288590604,0.2684563758389262,0.1610738255033557,0.006711409395973154
full2025_validation,highq,PERIOD_M5,243,62,0.2551440329218107,-649.08,1481.53,-2130.61,0.6953548514275254,-27.277999999999974,-0.11225514403292171,0.7037437673566426,675.09,6.7509,-0.9614718037594987,26,0.10699588477366255,45,0.18518518518518517,172,0.7078189300411523,0.6585555555555558,0.5532530864197529,0.5679012345679012,0.36213991769547327,0.29218106995884774,0.15637860082304528,0.00411522633744856
full2025_validation,light,PERIOD_M5,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,light_breakdown,PERIOD_M5,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,nearmiss_diag,PERIOD_M5,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
