period_id,variant,m15_wave2_adjacent_mode,m15_wave2_adjacent_reason,m15_required_light_reject_reason,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,base,off,not_evaluated,not_evaluated,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146
full2025_validation,breaktype,allow_adjacent_break_type_only,required_light_original_pass,none,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,combine,combine_best_two_adjacent,combine_best_two_adjacent_pass,wave2_retrace_too_shallow,107,20,0.18691588785046728,-583.3100000000001,482.72,-1066.03,0.45282027710289585,-24.991000000000003,-0.23356074766355142,0.45254003373567864,591.07,5.9107,-0.9868712673625798,13,0.12149532710280374,14,0.1308411214953271,80,0.7476635514018691,0.5841719626168228,0.5450383177570095,0.4672897196261682,0.2897196261682243,0.22429906542056074,0.12149532710280374,0.009345794392523364
full2025_validation,combine,combine_best_two_adjacent,required_light_original_pass,none,40,16,0.4,100.37000000000002,428.64,-328.27000000000004,1.305754409480001,4.512400000000001,0.11281000000000004,1.327348437035264,106.04999999999998,1.0604999999999998,0.9464403583215467,7,0.175,13,0.325,20,0.5,0.7634799999999999,0.5366025000000001,0.625,0.475,0.375,0.25,0.0
full2025_validation,context,relax_context_fib_room_only,context_fib_room_near_miss_pass,missing_recent_wave1_break,24,5,0.20833333333333334,-115.66999999999999,82.02,-197.68999999999997,0.41489200263038095,-5.0563,-0.21067916666666667,0.40469294527644356,144.22,1.4422,-0.8020385522118985,2,0.08333333333333333,2,0.08333333333333333,20,0.8333333333333334,0.5425958333333334,0.45393749999999994,0.5833333333333334,0.20833333333333334,0.125,0.0,0.0
full2025_validation,context,relax_context_fib_room_only,context_fib_room_near_miss_pass,wave2_retrace_too_deep,2,2,1.0,31.79,31.79,0,inf,1.3816,0.6908,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.0664,0.4835,1.0,1.0,0.5,0.0,0.0
full2025_validation,context,relax_context_fib_room_only,context_fib_room_near_miss_pass,wave2_retrace_too_shallow,84,24,0.2857142857142857,-115.35000000000001,610.42,-725.7700000000002,0.8410653512820863,-4.5538,-0.05421190476190476,0.8501176664198142,270.96,2.7096,-0.4257085916740479,7,0.08333333333333333,18,0.21428571428571427,59,0.7023809523809523,0.7035845238095239,0.588152380952381,0.6071428571428571,0.4166666666666667,0.3333333333333333,0.19047619047619047,0.011904761904761904
full2025_validation,context,relax_context_fib_room_only,required_light_original_pass,none,33,12,0.36363636363636365,80.95000000000002,338.68999999999994,-257.74,1.314076200822534,3.2927000000000013,0.09977878787878791,1.3023433052357076,106.04999999999998,1.0604999999999998,0.7633191890617635,5,0.15151515151515152,10,0.30303030303030304,18,0.5454545454545454,0.7516030303030303,0.5123727272727273,0.6363636363636364,0.45454545454545453,0.3939393939393939,0.2727272727272727,0.0
full2025_validation,fib_deep,relax_fib_neighbor_only,required_light_original_pass,none,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,fib_shallow,relax_fib_neighbor_only,fib_neighbor_pass,wave2_retrace_too_shallow,109,22,0.2018348623853211,-569.7100000000002,496.31999999999994,-1066.03,0.4655778918041706,-24.4898,-0.22467706422018346,0.4635194637341452,577.4700000000001,5.774700000000001,-0.9865620724886142,13,0.11926605504587157,14,0.12844036697247707,82,0.7522935779816514,0.5945522935779821,0.5402174311926607,0.47706422018348627,0.30275229357798167,0.22935779816513763,0.12844036697247707,0.009174311926605505
full2025_validation,fib_shallow,relax_fib_neighbor_only,required_light_original_pass,none,40,16,0.4,100.37000000000002,428.64,-328.27000000000004,1.305754409480001,4.512400000000001,0.11281000000000004,1.327348437035264,106.04999999999998,1.0604999999999998,0.9464403583215467,7,0.175,13,0.325,20,0.5,0.7634799999999999,0.5366025000000001,0.625,0.475,0.375,0.25,0.0
full2025_validation,highq,allow_high_quality_m5_near_miss_only,high_quality_m5_near_miss_pass,missing_recent_wave1_break,22,4,0.18181818181818182,-122.91999999999999,64.49,-187.41,0.34411184035003467,-5.295,-0.2406818181818182,0.34808303169092125,150.79,1.5078999999999998,-0.8151734199880628,2,0.09090909090909091,2,0.09090909090909091,18,0.8181818181818182,0.5248727272727273,0.46191818181818173,0.5454545454545454,0.18181818181818182,0.13636363636363635,0.0,0.0
full2025_validation,highq,allow_high_quality_m5_near_miss_only,high_quality_m5_near_miss_pass,wave2_retrace_too_deep,2,2,1.0,30.81,30.81,0,inf,1.3816,0.6908,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.0664,0.4835,1.0,1.0,0.5,0.0,0.0
full2025_validation,highq,allow_high_quality_m5_near_miss_only,high_quality_m5_near_miss_pass,wave2_retrace_too_shallow,192,45,0.234375,-683.7700000000002,1085.4199999999996,-1769.1899999999998,0.6135123983291787,-28.700099999999974,-0.14947968749999987,0.6245123256343361,709.7800000000002,7.097800000000001,-0.9633548423455155,22,0.11458333333333333,34,0.17708333333333334,136,0.7083333333333334,0.6530182291666661,0.5762192708333332,0.5520833333333334,0.359375,0.2916666666666667,0.15625,0.005208333333333333
full2025_validation,highq,allow_high_quality_m5_near_miss_only,required_light_original_pass,none,27,11,0.4074074074074074,126.8,300.81,-174.01000000000002,1.7286937532325726,5.335500000000002,0.1976111111111112,1.7095740294974264,58.349999999999994,0.5834999999999999,2.173093401885176,2,0.07407407407407407,9,0.3333333333333333,16,0.5925925925925926,0.776648148148148,0.46952592592592596,0.6666666666666666,0.48148148148148145,0.4074074074074074,0.2962962962962963,0.0
full2025_validation,light,off,required_light_original_pass,none,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,light_breakdown,off,required_light_original_pass,none,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,nearmiss_diag,diagnostic_only,diagnostic_adjacent_detected,missing_recent_wave1_break,20,4,0.2,-103.0,63.39,-166.39,0.3809724142075846,-4.5827,-0.229135,0.38154361057504155,130.17000000000002,1.3017,-0.7912729507567027,1,0.05,2,0.1,17,0.85,0.4736700000000001,0.47736,0.45,0.2,0.15,0.0,0.0
full2025_validation,nearmiss_diag,diagnostic_only,diagnostic_adjacent_detected,none,16,8,0.5,111.75,200.6,-88.85,2.257737760270118,4.981000000000001,0.31131250000000005,2.258591065292096,51.93,0.5193,2.151935297515887,1,0.0625,6,0.375,9,0.5625,0.7671812499999999,0.5015125000000001,0.625,0.5,0.4375,0.3125,0.0
full2025_validation,nearmiss_diag,diagnostic_only,diagnostic_adjacent_detected,wave2_retrace_too_deep,2,2,1.0,30.81,30.81,0,inf,1.3816,0.6908,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.0664,0.4835,1.0,1.0,0.5,0.0,0.0
full2025_validation,nearmiss_diag,diagnostic_only,diagnostic_adjacent_detected,wave2_retrace_too_shallow,162,38,0.2345679012345679,-551.6100000000002,908.5899999999997,-1460.2000000000005,0.6222366799068616,-23.630499999999987,-0.1458672839506172,0.632755410643185,586.6800000000002,5.866800000000002,-0.9402229494784211,16,0.09876543209876543,29,0.17901234567901234,117,0.7222222222222222,0.6420907407407402,0.5802364197530864,0.5432098765432098,0.35185185185185186,0.2839506172839506,0.15432098765432098,0.006172839506172839
full2025_validation,nearmiss_diag,diagnostic_only,missing_recent_wave1_break,missing_recent_wave1_break,30,7,0.23333333333333334,-139.85,110.24999999999999,-250.09999999999997,0.4408236705317873,-6.012500000000001,-0.20041666666666672,0.4520491765928167,139.85,1.3984999999999999,-1.0,4,0.13333333333333333,3,0.1,23,0.7666666666666667,0.5329333333333334,0.6091933333333335,0.4666666666666667,0.26666666666666666,0.2,0.03333333333333333,0.0
