period_id,variant,required_light_bucket,m15_required_light_reject_reason,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,fib_shallow,required_light_reject,wave2_retrace_too_shallow,109,22,0.2018348623853211,-569.7100000000002,496.31999999999994,-1066.03,0.4655778918041706,-24.4898,-0.22467706422018346,0.4635194637341452,577.4700000000001,5.774700000000001,-0.9865620724886142,13,0.11926605504587157,14,0.12844036697247707,82,0.7522935779816514,0.5945522935779821,0.5402174311926607,0.47706422018348627,0.30275229357798167,0.22935779816513763,0.12844036697247707,0.009174311926605505
full2025_validation,highq,required_light_pass,none,27,11,0.4074074074074074,126.8,300.81,-174.01000000000002,1.7286937532325726,5.335500000000002,0.1976111111111112,1.7095740294974264,58.349999999999994,0.5834999999999999,2.173093401885176,2,0.07407407407407407,9,0.3333333333333333,16,0.5925925925925926,0.776648148148148,0.46952592592592596,0.6666666666666666,0.48148148148148145,0.4074074074074074,0.2962962962962963,0.0
full2025_validation,highq,required_light_reject,missing_recent_wave1_break,22,4,0.18181818181818182,-122.91999999999999,64.49,-187.41,0.34411184035003467,-5.295,-0.2406818181818182,0.34808303169092125,150.79,1.5078999999999998,-0.8151734199880628,2,0.09090909090909091,2,0.09090909090909091,18,0.8181818181818182,0.5248727272727273,0.46191818181818173,0.5454545454545454,0.18181818181818182,0.13636363636363635,0.0,0.0
full2025_validation,highq,required_light_reject,wave2_retrace_too_deep,2,2,1.0,30.81,30.81,0,inf,1.3816,0.6908,inf,0.0,0.0,inf,0,0.0,0,0.0,2,1.0,1.0664,0.4835,1.0,1.0,0.5,0.0,0.0
full2025_validation,highq,required_light_reject,wave2_retrace_too_shallow,192,45,0.234375,-683.7700000000002,1085.4199999999996,-1769.1899999999998,0.6135123983291787,-28.700099999999974,-0.14947968749999987,0.6245123256343361,709.7800000000002,7.097800000000001,-0.9633548423455155,22,0.11458333333333333,34,0.17708333333333334,136,0.7083333333333334,0.6530182291666661,0.5762192708333332,0.5520833333333334,0.359375,0.2916666666666667,0.15625,0.005208333333333333
full2025_validation,light,required_light_pass,none,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,light_breakdown,required_light_pass,none,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0
full2025_validation,nearmiss_diag,required_light_pass,none,16,8,0.5,111.75,200.6,-88.85,2.257737760270118,4.981000000000001,0.31131250000000005,2.258591065292096,51.93,0.5193,2.151935297515887,1,0.0625,6,0.375,9,0.5625,0.7671812499999999,0.5015125000000001,0.625,0.5,0.4375,0.3125,0.0
full2025_validation,nearmiss_diag,required_light_reject,missing_recent_wave1_break,50,11,0.22,-242.84999999999994,173.64000000000001,-416.49000000000007,0.4169127710149103,-10.595199999999998,-0.21190399999999998,0.4236288664280353,242.84999999999994,2.428499999999999,-1.0,5,0.1,5,0.1,40,0.8,0.509228,0.55646,0.46,0.24,0.18,0.02,0.0
full2025_validation,nearmiss_diag,required_light_reject,wave2_retrace_too_deep,5,2,0.4,-6.610000000000005,30.81,-37.42,0.8233564938535541,-0.3169,-0.06338,0.8134236090668235,17.800000000000004,0.17800000000000005,-0.3713483146067417,0,0.0,0,0.0,5,1.0,0.6329199999999999,0.56412,0.4,0.4,0.2,0.0,0.0
full2025_validation,nearmiss_diag,required_light_reject,wave2_retrace_too_shallow,247,56,0.22672064777327935,-1007.1800000000007,1242.3799999999997,-2249.559999999999,0.5522768897028754,-44.38959999999997,-0.17971497975708492,0.5552576553180703,1042.2500000000007,10.422500000000007,-0.9663516430798753,27,0.10931174089068826,38,0.15384615384615385,182,0.7368421052631579,0.6031153846153843,0.5771465587044535,0.4979757085020243,0.31983805668016196,0.24696356275303644,0.13765182186234817,0.004048582995951417
full2025_validation,one_best,required_light_pass,none,35,16,0.45714285714285713,183.92999999999998,432.45000000000005,-248.52,1.7401014002897153,7.463800000000002,0.21325142857142862,1.7301273648582551,70.88000000000001,0.7088000000000001,2.5949492099322793,4,0.11428571428571428,12,0.34285714285714286,19,0.5428571428571428,0.8001914285714287,0.5183457142857144,0.6571428571428571,0.4857142857142857,0.45714285714285713,0.2571428571428571,0.0
full2025_validation,one_combine,required_light_pass,none,20,12,0.6,195.67999999999998,312.33,-116.65,2.677496785255036,8.213199999999999,0.4106599999999999,2.6943516111729995,26.210000000000008,0.2621000000000001,7.465852727966422,3,0.15,9,0.45,8,0.4,0.9096699999999999,0.531405,0.75,0.6,0.55,0.35,0.0
full2025_validation,one_combine,required_light_reject,wave2_retrace_too_shallow,45,7,0.15555555555555556,-315.2199999999999,176.75,-491.9699999999999,0.35926987417931994,-13.246699999999999,-0.2943711111111111,0.35218258819847226,315.2199999999999,3.1521999999999997,-1.0,4,0.08888888888888889,5,0.1111111111111111,36,0.8,0.522108888888889,0.5900622222222222,0.4,0.2222222222222222,0.2,0.1111111111111111,0.022222222222222223
full2025_validation,one_light,required_light_pass,none,35,16,0.45714285714285713,183.92999999999998,432.45000000000005,-248.52,1.7401014002897153,7.463800000000002,0.21325142857142862,1.7301273648582551,70.88000000000001,0.7088000000000001,2.5949492099322793,4,0.11428571428571428,12,0.34285714285714286,19,0.5428571428571428,0.8001914285714287,0.5183457142857144,0.6571428571428571,0.4857142857142857,0.45714285714285713,0.2571428571428571,0.0
full2025_validation,relax_w1,required_light_pass,none,49,19,0.3877551020408163,132.42000000000002,522.9000000000001,-390.47999999999996,1.3391210817455443,5.641,0.11512244897959184,1.3529352878978422,121.83999999999999,1.2184,1.0868351936966516,7,0.14285714285714285,15,0.30612244897959184,27,0.5510204081632653,0.7706857142857142,0.5043428571428572,0.6326530612244898,0.46938775510204084,0.3877551020408163,0.24489795918367346,0.0
full2025_validation,relax_w1,required_light_reject,missing_recent_wave1_break,4,0,0.0,-44.74,0,-44.74,0.0,-1.9625,-0.490625,0.0,44.74,0.4474000000000001,-1.0,0,0.0,0,0.0,4,1.0,0.13515,0.584175,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w1,required_light_reject,wave2_retrace_too_shallow,2,0,0.0,-15.92,0,-15.92,0.0,-0.6591,-0.32955,0.0,15.92,0.1592,-1.0,0,0.0,0,0.0,2,1.0,0.23865,0.5192,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w2,required_light_pass,none,49,19,0.3877551020408163,132.42000000000002,522.9000000000001,-390.47999999999996,1.3391210817455443,5.641,0.11512244897959184,1.3529352878978422,121.83999999999999,1.2184,1.0868351936966516,7,0.14285714285714285,15,0.30612244897959184,27,0.5510204081632653,0.7706857142857142,0.5043428571428572,0.6326530612244898,0.46938775510204084,0.3877551020408163,0.24489795918367346,0.0
full2025_validation,relax_w2,required_light_reject,missing_recent_wave1_break,4,0,0.0,-44.74,0,-44.74,0.0,-1.9625,-0.490625,0.0,44.74,0.4474000000000001,-1.0,0,0.0,0,0.0,4,1.0,0.13515,0.584175,0.0,0.0,0.0,0.0,0.0
full2025_validation,relax_w2,required_light_reject,wave2_retrace_too_shallow,2,0,0.0,-15.92,0,-15.92,0.0,-0.6591,-0.32955,0.0,15.92,0.1592,-1.0,0,0.0,0,0.0,2,1.0,0.23865,0.5192,0.0,0.0,0.0,0.0,0.0
q1_quick,base,required_light_reject,not_evaluated,107,26,0.24299065420560748,-561.8999999999997,472.05000000000007,-1033.95,0.45655012331350653,-23.722599999999996,-0.22170654205607473,0.46328594990463745,575.7799999999997,5.757799999999998,-0.9758935704609399,16,0.14953271028037382,13,0.12149532710280374,78,0.7289719626168224,0.5673598130841122,0.574571028037383,0.48598130841121495,0.2897196261682243,0.205607476635514,0.11214953271028037,0.0
q1_quick,breaktype,required_light_pass,none,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0
q1_quick,context,required_light_pass,none,11,5,0.45454545454545453,80.02000000000001,135.28,-55.25999999999999,2.4480636988780318,3.315000000000001,0.30136363636363644,2.398911254589189,22.009999999999998,0.2201,3.635620172648797,0,0.0,4,0.36363636363636365,7,0.6363636363636364,0.8830454545454547,0.49122727272727273,0.8181818181818182,0.6363636363636364,0.45454545454545453,0.36363636363636365,0.0
q1_quick,context,required_light_reject,missing_recent_wave1_break,8,3,0.375,-17.279999999999994,19.87,-37.15,0.5348586810228803,-0.7531,-0.0941375,0.5284578298165424,37.15,0.3715,-0.46514131897711963,0,0.0,0,0.0,8,1.0,0.5994750000000001,0.3624625,0.625,0.375,0.125,0.0,0.0
q1_quick,context,required_light_reject,wave2_retrace_too_deep,1,1,1.0,17.22,17.22,0,inf,0.7714,0.7714,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.9571,0.4143,1.0,1.0,0.0,0.0,0.0
q1_quick,context,required_light_reject,wave2_retrace_too_shallow,20,2,0.1,-213.68999999999997,31.6,-245.29,0.12882710261323332,-8.836200000000002,-0.4418100000000001,0.1332300086321902,213.68999999999997,2.1368999999999994,-1.0,4,0.2,1,0.05,15,0.75,0.396245,0.62661,0.3,0.15,0.1,0.05,0.0
q1_quick,fib_deep,required_light_pass,none,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0
q1_quick,fib_shallow,required_light_pass,none,14,6,0.42857142857142855,55.64000000000001,166.46,-110.82000000000002,1.5020754376466339,2.4346000000000005,0.17390000000000003,1.5353828561375729,50.48999999999999,0.5048999999999999,1.1020003961180436,2,0.14285714285714285,5,0.35714285714285715,7,0.5,0.8034071428571429,0.5597357142857142,0.6428571428571429,0.5714285714285714,0.35714285714285715,0.2857142857142857,0.0
q1_quick,fib_shallow,required_light_reject,wave2_retrace_too_shallow,37,10,0.2702702702702703,-133.90000000000003,215.57999999999998,-349.48,0.6168593338674602,-5.507200000000001,-0.14884324324324327,0.622129364703622,164.32000000000002,1.6432000000000002,-0.8148734177215191,4,0.10810810810810811,6,0.16216216216216217,27,0.7297297297297297,0.6343405405405408,0.5251918918918919,0.5405405405405406,0.35135135135135137,0.2972972972972973,0.13513513513513514,0.0
q1_quick,highq,required_light_pass,none,10,5,0.5,83.89,135.49,-51.6,2.6257751937984497,3.462400000000001,0.3462400000000001,2.558025469108581,21.97,0.21969999999999998,3.8183887118798365,0,0.0,4,0.4,6,0.6,0.84507,0.49291,0.8,0.6,0.4,0.4,0.0
q1_quick,highq,required_light_reject,missing_recent_wave1_break,7,2,0.2857142857142857,-31.62,5.5200000000000005,-37.14,0.14862681744749598,-1.3632,-0.19474285714285713,0.14645294596456077,37.14,0.3714,-0.851373182552504,0,0.0,0,0.0,7,1.0,0.5543857142857144,0.37820000000000004,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.0,0.0
q1_quick,highq,required_light_reject,wave2_retrace_too_deep,1,1,1.0,17.56,17.56,0,inf,0.7714,0.7714,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,0.9571,0.4143,1.0,1.0,0.0,0.0,0.0
q1_quick,highq,required_light_reject,wave2_retrace_too_shallow,63,12,0.19047619047619047,-422.04999999999984,258.76,-680.8100000000002,0.3800766733743628,-17.6089,-0.2795063492063492,0.38933047573468726,475.7399999999999,4.757399999999999,-0.8871442384495731,12,0.19047619047619047,8,0.12698412698412698,43,0.6825396825396826,0.5930857142857143,0.5906539682539682,0.5079365079365079,0.31746031746031744,0.23809523809523808,0.07936507936507936,0.0
q1_quick,light,required_light_pass,none,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0
q1_quick,light_breakdown,required_light_pass,none,18,6,0.3333333333333333,24.57000000000001,173.97,-149.4,1.1644578313253011,0.8499000000000001,0.04721666666666667,1.138598522528987,66.08,0.6608,0.37182203389830526,2,0.1111111111111111,5,0.2777777777777778,11,0.6111111111111112,0.7552,0.5432,0.6111111111111112,0.5,0.3333333333333333,0.2222222222222222,0.0
q1_quick,nearmiss_diag,required_light_pass,none,6,3,0.5,43.82,70.97,-27.15,2.613996316758748,1.9111999999999998,0.3185333333333333,2.6335042735042733,18.18,0.1818,2.4103410341034106,0,0.0,2,0.3333333333333333,4,0.6666666666666666,0.7486,0.5307,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.0
q1_quick,nearmiss_diag,required_light_reject,missing_recent_wave1_break,16,3,0.1875,-149.49,12.23,-161.72,0.07562453623546872,-6.340399999999999,-0.39627499999999993,0.07474535212911888,149.49,1.4949000000000001,-1.0,3,0.1875,0,0.0,13,0.8125,0.37329999999999997,0.6276,0.3125,0.1875,0.0625,0.0,0.0
q1_quick,nearmiss_diag,required_light_reject,wave2_retrace_too_deep,3,1,0.3333333333333333,-5.980000000000004,17.56,-23.540000000000003,0.7459643160577739,-0.2667,-0.08889999999999999,0.7430883344571814,17.17,0.17170000000000002,-0.34828188701223084,0,0.0,0,0.0,3,1.0,0.5623333333333332,0.5358333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
q1_quick,nearmiss_diag,required_light_reject,wave2_retrace_too_shallow,82,19,0.23170731707317074,-450.24999999999983,371.29,-821.5400000000003,0.45194391021739644,-19.026699999999995,-0.23203292682926824,0.4585304078089872,465.72999999999985,4.657299999999998,-0.9667618577287269,13,0.15853658536585366,11,0.13414634146341464,58,0.7073170731707317,0.5921475609756097,0.5688512195121951,0.5121951219512195,0.2926829268292683,0.23170731707317074,0.12195121951219512,0.0
q1_quick,relax_w1,required_light_pass,none,17,6,0.35294117647058826,26.440000000000015,172.25,-145.81,1.1813318702420958,0.9972999999999999,0.05866470588235293,1.1666416027536886,64.21,0.6421,0.4117738669989101,2,0.11764705882352941,5,0.29411764705882354,10,0.5882352941176471,0.7253411764705882,0.5472470588235294,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.23529411764705882,0.0
q1_quick,relax_w1,required_light_reject,missing_recent_wave1_break,2,0,0.0,-18.439999999999998,0,-18.439999999999998,0.0,-0.7866,-0.3933,0.0,18.439999999999998,0.18439999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.20395,0.46675,0.0,0.0,0.0,0.0,0.0
q1_quick,relax_w2,required_light_pass,none,17,6,0.35294117647058826,26.440000000000015,172.25,-145.81,1.1813318702420958,0.9972999999999999,0.05866470588235293,1.1666416027536886,64.21,0.6421,0.4117738669989101,2,0.11764705882352941,5,0.29411764705882354,10,0.5882352941176471,0.7253411764705882,0.5472470588235294,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.23529411764705882,0.0
q1_quick,relax_w2,required_light_reject,missing_recent_wave1_break,2,0,0.0,-18.439999999999998,0,-18.439999999999998,0.0,-0.7866,-0.3933,0.0,18.439999999999998,0.18439999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.20395,0.46675,0.0,0.0,0.0,0.0,0.0
