run_id,stage,count
"full2025_e_latest_child_anchor_diagnostic","symbols_scanned","445734"
"full2025_e_latest_child_anchor_diagnostic","parent_anchor_states_available","4453"
"full2025_e_latest_child_anchor_diagnostic","parent_flips_detected","4453"
"full2025_e_latest_child_anchor_diagnostic","parent_wave1_confirmed","4453"
"full2025_e_latest_child_anchor_diagnostic","parent_wave2_pending","4445"
"full2025_e_latest_child_anchor_diagnostic","parent_wave2_started_first_close","0"
"full2025_e_latest_child_anchor_diagnostic","parent_wave2_started_confirmed_pivot","0"
"full2025_e_latest_child_anchor_diagnostic","parent_wave2_started_child_trend","3963"
"full2025_e_latest_child_anchor_diagnostic","child_countertrend_confirmed","4373"
"full2025_e_latest_child_anchor_diagnostic","child_anchor_created","3964"
"full2025_e_latest_child_anchor_diagnostic","child_anchor_updated","4160"
"full2025_e_latest_child_anchor_diagnostic","child_flip_detected","3143"
"full2025_e_latest_child_anchor_diagnostic","fresh_first_flip_signal","3142"
"full2025_e_latest_child_anchor_diagnostic","valid_candidate","0"
"full2025_e_latest_child_anchor_diagnostic","signal_reserved","0"
"full2025_e_latest_child_anchor_diagnostic","portfolio_selected","0"
"full2025_e_latest_child_anchor_diagnostic","trades_taken","0"
"full2025_e_latest_child_anchor_diagnostic","candidate_invalid","0"
"full2025_e_latest_child_anchor_diagnostic","position_cap_reject","0"
"full2025_e_latest_child_anchor_diagnostic","risk_reject","0"
"full2025_e_latest_child_anchor_diagnostic","order_failure","0"
"full2025_e_latest_child_anchor_diagnostic","expired","2997"
"full2025_e_latest_child_anchor_diagnostic","parent_invalidated","495"
"full2025_e_latest_child_anchor_diagnostic","signals_consumed","2997"
