time,strategy,symbols,signals,orders_sent,orders_failed,blocked,closed_trades,initial_equity,final_equity,peak_equity,daily_stopped,drawdown_stopped
2025.12.30 23:57:59,context_pullback,USDJPY,EURJPY,GBPJPY,AUDJPY,EURUSD,GBPUSD,1966,298,0,1668,298,10000.00,8558.93,10059.11,false,true
