entry_time,exit_time,strategy,symbol,direction,label,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,exit_reason,position_id
2025.01.02 12:00:00,2025.01.02 12:17:11,context_pullback,USDJPY,SHORT,h1_trend_m15_pullback_reclaim,156.78600000,156.97700000,156.97400000,156.55100000,0.18800000,-1.0160,-24.33,0.00,0.00,-24.33,0.200,1.250,1,0.16378571,17.00,0.524,DEAL_REASON_SL,3
2025.01.02 11:45:00,2025.01.02 12:49:41,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,162.41600000,162.10200000,162.66500000,162.10400000,0.24900000,1.2610,30.00,0.00,0.00,30.00,0.150,1.250,4,0.21692857,30.00,2.443,DEAL_REASON_TP,2
2025.01.02 13:30:00,2025.01.02 15:18:54,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,162.31900000,161.97600000,162.57800000,161.99600000,0.25900000,1.3243,32.78,0.00,0.00,32.78,0.150,1.250,7,0.22478571,30.00,2.278,DEAL_REASON_TP,6
2025.01.02 17:15:00,2025.01.02 18:02:40,context_pullback,USDJPY,SHORT,h1_trend_m15_pullback_reclaim,157.01100000,157.26000000,157.26000000,156.70000000,0.24900000,-1.0000,-23.75,0.00,0.00,-23.75,0.150,1.250,3,0.21664286,16.00,0.460,DEAL_REASON_SL,8
2025.01.02 21:00:00,2025.01.02 22:22:27,context_pullback,GBPUSD,SHORT,h1_trend_m15_pullback_reclaim,1.23684000,1.23822000,1.23820000,1.23514000,0.00136000,-1.0147,-24.84,0.00,0.00,-24.84,0.180,1.250,5,0.00118000,20.00,2.883,DEAL_REASON_SL,11
2025.01.02 19:45:00,2025.01.03 00:15:00,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,161.69900000,161.66000000,162.00300000,161.31900000,0.30400000,0.1283,2.98,0.00,-0.78,2.20,0.120,1.250,18,0.26407143,30.00,2.224,DEAL_REASON_EXPERT,10
2025.01.03 05:30:00,2025.01.03 05:58:50,context_pullback,USDJPY,LONG,h1_trend_m15_pullback_reclaim,157.38200000,157.27000000,157.27500000,157.51600000,0.10700000,-1.0467,-25.64,0.00,0.00,-25.64,0.360,1.250,1,0.09328571,16.00,0.072,DEAL_REASON_SL,14
2025.01.06 11:45:00,2025.01.06 12:28:33,context_pullback,USDJPY,LONG,h1_trend_m15_pullback_reclaim,157.71400000,157.85300000,157.60900000,157.84500000,0.10500000,1.3238,32.58,0.00,0.00,32.58,0.370,1.250,2,0.09107143,16.00,1.625,DEAL_REASON_TP,16
2025.01.06 16:15:00,2025.01.06 16:15:40,context_pullback,AUDJPY,LONG,h1_trend_m15_pullback_reclaim,98.62500000,98.44100000,98.44100000,98.85500000,0.18400000,-1.0000,-24.48,0.00,0.00,-24.48,0.210,1.250,0,0.16000000,28.00,2.127,DEAL_REASON_SL,18
2025.01.06 17:30:00,2025.01.06 17:38:33,context_pullback,AUDJPY,LONG,h1_trend_m15_pullback_reclaim,98.62100000,98.41300000,98.41700000,98.87600000,0.20400000,-1.0196,-25.04,0.00,0.00,-25.04,0.190,1.250,0,0.17750000,28.00,2.123,DEAL_REASON_SL,22
