time,event,strategy,symbol,direction,label,reason,entry,stop_loss,take_profit,risk_price,reward_r,atr,spread_points,score
2025.01.02 11:45:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,162.41600000,162.66500000,162.10400000,0.24900000,1.250,0.21692857,30.00,2.443
2025.01.02 11:45:00,order_sent,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,162.41600000,162.66500000,162.10400000,0.24900000,1.250,0.21692857,30.00,2.443
2025.01.02 12:00:00,signal,context_pullback,USDJPY,SHORT,h1_trend_m15_pullback_reclaim,,156.78600000,156.97400000,156.55100000,0.18800000,1.250,0.16378571,17.00,0.524
2025.01.02 12:00:00,order_sent,context_pullback,USDJPY,SHORT,h1_trend_m15_pullback_reclaim,,156.78600000,156.97400000,156.55100000,0.18800000,1.250,0.16378571,17.00,0.524
2025.01.02 12:30:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,162.37200000,162.62000000,162.06200000,0.24800000,1.250,0.21557143,30.00,2.422
2025.01.02 12:30:00,blocked,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,162.37200000,162.62000000,162.06200000,0.24800000,1.250,0.21557143,30.00,2.422
2025.01.02 12:45:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,162.30100000,162.54400000,161.99700000,0.24300000,1.250,0.21150000,30.00,2.422
2025.01.02 12:45:00,blocked,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,162.30100000,162.54400000,161.99700000,0.24300000,1.250,0.21150000,30.00,2.422
2025.01.02 13:30:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,162.31900000,162.57800000,161.99600000,0.25900000,1.250,0.22478571,30.00,2.278
2025.01.02 13:30:00,order_sent,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,162.31900000,162.57800000,161.99600000,0.25900000,1.250,0.22478571,30.00,2.278
2025.01.02 14:15:01,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,162.31400000,162.54300000,162.02700000,0.22900000,1.250,0.19935714,30.00,2.231
2025.01.02 14:15:01,blocked,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,162.31400000,162.54300000,162.02700000,0.22900000,1.250,0.19935714,30.00,2.231
2025.01.02 14:30:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,162.30800000,162.51900000,162.04400000,0.21100000,1.250,0.18371429,30.00,2.231
2025.01.02 14:30:00,blocked,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,162.30800000,162.51900000,162.04400000,0.21100000,1.250,0.18371429,30.00,2.231
2025.01.02 14:45:01,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,162.24200000,162.45400000,161.97700000,0.21200000,1.250,0.18414286,30.00,2.231
2025.01.02 14:45:01,blocked,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,162.24200000,162.45400000,161.97700000,0.21200000,1.250,0.18414286,30.00,2.231
2025.01.02 17:15:00,signal,context_pullback,USDJPY,SHORT,h1_trend_m15_pullback_reclaim,,157.01100000,157.26000000,156.70000000,0.24900000,1.250,0.21664286,16.00,0.460
2025.01.02 17:15:00,order_sent,context_pullback,USDJPY,SHORT,h1_trend_m15_pullback_reclaim,,157.01100000,157.26000000,156.70000000,0.24900000,1.250,0.21664286,16.00,0.460
2025.01.02 17:30:00,signal,context_pullback,USDJPY,SHORT,h1_trend_m15_pullback_reclaim,,156.98700000,157.24500000,156.66400000,0.25800000,1.250,0.22471429,17.00,0.460
2025.01.02 17:30:00,blocked,context_pullback,USDJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,156.98700000,157.24500000,156.66400000,0.25800000,1.250,0.22471429,17.00,0.460
2025.01.02 19:45:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,161.69900000,162.00300000,161.31900000,0.30400000,1.250,0.26407143,30.00,2.224
2025.01.02 19:45:00,order_sent,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,161.69900000,162.00300000,161.31900000,0.30400000,1.250,0.26407143,30.00,2.224
2025.01.02 20:30:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,161.68800000,161.95800000,161.35000000,0.27000000,1.250,0.23478571,30.00,2.194
2025.01.02 20:30:00,blocked,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,161.68800000,161.95800000,161.35000000,0.27000000,1.250,0.23478571,30.00,2.194
2025.01.02 20:45:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,161.64300000,161.90200000,161.31900000,0.25900000,1.250,0.22550000,31.00,2.194
2025.01.02 20:45:00,blocked,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,161.64300000,161.90200000,161.31900000,0.25900000,1.250,0.22550000,31.00,2.194
2025.01.02 21:00:00,signal,context_pullback,GBPUSD,SHORT,h1_trend_m15_pullback_reclaim,,1.23684000,1.23820000,1.23514000,0.00136000,1.250,0.00118000,20.00,2.883
2025.01.02 21:00:00,order_sent,context_pullback,GBPUSD,SHORT,h1_trend_m15_pullback_reclaim,,1.23684000,1.23820000,1.23514000,0.00136000,1.250,0.00118000,20.00,2.883
2025.01.02 21:00:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,161.53500000,161.77300000,161.23800000,0.23800000,1.250,0.20671429,30.00,2.243
2025.01.02 21:00:00,blocked,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,161.53500000,161.77300000,161.23800000,0.23800000,1.250,0.20671429,30.00,2.243
2025.01.02 21:15:00,signal,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,,161.49000000,161.71400000,161.21000000,0.22400000,1.250,0.19464286,30.00,2.243
2025.01.02 21:15:00,blocked,context_pullback,EURJPY,SHORT,h1_trend_m15_pullback_reclaim,symbol_already_open,161.49000000,161.71400000,161.21000000,0.22400000,1.250,0.19464286,30.00,2.243
2025.01.03 05:30:00,signal,context_pullback,USDJPY,LONG,h1_trend_m15_pullback_reclaim,,157.38200000,157.27500000,157.51600000,0.10700000,1.250,0.09328571,16.00,0.072
2025.01.03 05:30:00,order_sent,context_pullback,USDJPY,LONG,h1_trend_m15_pullback_reclaim,,157.38200000,157.27500000,157.51600000,0.10700000,1.250,0.09328571,16.00,0.072
2025.01.06 11:45:00,signal,context_pullback,USDJPY,LONG,h1_trend_m15_pullback_reclaim,,157.71400000,157.60900000,157.84500000,0.10500000,1.250,0.09107143,16.00,1.625
2025.01.06 11:45:00,order_sent,context_pullback,USDJPY,LONG,h1_trend_m15_pullback_reclaim,,157.71400000,157.60900000,157.84500000,0.10500000,1.250,0.09107143,16.00,1.625
2025.01.06 12:15:00,signal,context_pullback,USDJPY,LONG,h1_trend_m15_pullback_reclaim,,157.74900000,157.64500000,157.87900000,0.10400000,1.250,0.09014286,16.00,1.653
2025.01.06 12:15:00,blocked,context_pullback,USDJPY,LONG,h1_trend_m15_pullback_reclaim,symbol_already_open,157.74900000,157.64500000,157.87900000,0.10400000,1.250,0.09014286,16.00,1.653
2025.01.06 16:15:00,signal,context_pullback,AUDJPY,LONG,h1_trend_m15_pullback_reclaim,,98.62500000,98.44100000,98.85500000,0.18400000,1.250,0.16000000,28.00,2.127
2025.01.06 16:15:00,order_sent,context_pullback,AUDJPY,LONG,h1_trend_m15_pullback_reclaim,,98.62500000,98.44100000,98.85500000,0.18400000,1.250,0.16000000,28.00,2.127
2025.01.06 17:00:00,signal,context_pullback,EURJPY,LONG,h1_trend_m15_pullback_reclaim,,163.48400000,163.14300000,163.91000000,0.34100000,1.250,0.29635714,30.00,0.924
2025.01.06 17:00:00,order_sent,context_pullback,EURJPY,LONG,h1_trend_m15_pullback_reclaim,,163.48400000,163.14300000,163.91000000,0.34100000,1.250,0.29635714,30.00,0.924
2025.01.06 17:00:00,signal,context_pullback,GBPJPY,LONG,h1_trend_m15_pullback_reclaim,,196.82600000,196.41900000,197.33500000,0.40700000,1.250,0.35392857,38.00,0.710
2025.01.06 17:00:00,order_sent,context_pullback,GBPJPY,LONG,h1_trend_m15_pullback_reclaim,,196.82600000,196.41900000,197.33500000,0.40700000,1.250,0.35392857,38.00,0.710
2025.01.06 17:15:00,signal,context_pullback,GBPJPY,LONG,h1_trend_m15_pullback_reclaim,,196.91200000,196.50300000,197.42300000,0.40900000,1.250,0.35550000,38.00,0.710
2025.01.06 17:15:00,blocked,context_pullback,GBPJPY,LONG,h1_trend_m15_pullback_reclaim,symbol_already_open,196.91200000,196.50300000,197.42300000,0.40900000,1.250,0.35550000,38.00,0.710
2025.01.06 17:15:00,signal,context_pullback,EURJPY,LONG,h1_trend_m15_pullback_reclaim,,163.50200000,163.16700000,163.92100000,0.33500000,1.250,0.29142857,30.00,0.924
2025.01.06 17:15:00,blocked,context_pullback,EURJPY,LONG,h1_trend_m15_pullback_reclaim,symbol_already_open,163.50200000,163.16700000,163.92100000,0.33500000,1.250,0.29142857,30.00,0.924
2025.01.06 17:30:00,signal,context_pullback,EURJPY,LONG,h1_trend_m15_pullback_reclaim,,163.58600000,163.25500000,164.00000000,0.33100000,1.250,0.28814286,30.00,0.924
2025.01.06 17:30:00,blocked,context_pullback,EURJPY,LONG,h1_trend_m15_pullback_reclaim,symbol_already_open,163.58600000,163.25500000,164.00000000,0.33100000,1.250,0.28814286,30.00,0.924
2025.01.06 17:30:00,signal,context_pullback,AUDJPY,LONG,h1_trend_m15_pullback_reclaim,,98.62100000,98.41700000,98.87600000,0.20400000,1.250,0.17750000,28.00,2.123
2025.01.06 17:30:00,order_sent,context_pullback,AUDJPY,LONG,h1_trend_m15_pullback_reclaim,,98.62100000,98.41700000,98.87600000,0.20400000,1.250,0.17750000,28.00,2.123
2025.01.06 18:30:01,signal,context_pullback,GBPUSD,LONG,h1_trend_m15_pullback_reclaim,,1.25244000,1.25023000,1.25521000,0.00221000,1.250,0.00192429,20.00,0.265
2025.01.06 18:30:01,order_sent,context_pullback,GBPUSD,LONG,h1_trend_m15_pullback_reclaim,,1.25244000,1.25023000,1.25521000,0.00221000,1.250,0.00192429,20.00,0.265
2025.01.06 18:45:00,signal,context_pullback,GBPUSD,LONG,h1_trend_m15_pullback_reclaim,,1.25306000,1.25086000,1.25581000,0.00220000,1.250,0.00191643,20.00,0.265
2025.01.06 18:45:00,blocked,context_pullback,GBPUSD,LONG,h1_trend_m15_pullback_reclaim,symbol_already_open,1.25306000,1.25086000,1.25581000,0.00220000,1.250,0.00191643,20.00,0.265
2025.01.06 20:00:00,signal,context_pullback,GBPUSD,LONG,h1_trend_m15_pullback_reclaim,,1.25191000,1.25021000,1.25403000,0.00170000,1.250,0.00147643,20.00,0.605
2025.01.06 20:00:00,order_sent,context_pullback,GBPUSD,LONG,h1_trend_m15_pullback_reclaim,,1.25191000,1.25021000,1.25403000,0.00170000,1.250,0.00147643,20.00,0.605
2025.01.06 20:30:00,signal,context_pullback,GBPUSD,LONG,h1_trend_m15_pullback_reclaim,,1.25193000,1.25040000,1.25384000,0.00153000,1.250,0.00132643,20.00,0.605
2025.01.06 20:30:00,blocked,context_pullback,GBPUSD,LONG,h1_trend_m15_pullback_reclaim,symbol_already_open,1.25193000,1.25040000,1.25384000,0.00153000,1.250,0.00132643,20.00,0.605
