time,event,strategy,symbol,direction,base_currency,quote_currency,base_strength,quote_strength,strength_diff,strength_rank_base,strength_rank_quote,pair_momentum_h1,pair_momentum_h4,strength_alignment,pair_alignment,entry_type,pullback_depth_atr,overextended_flag,room_to_1r,room_to_2r,failure_type,reason,entry,stop_loss,take_profit,risk_price,reward_r,atr,spread_points,score
2025.01.02 02:30:00,signal,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_momentum,0.7677,false,6.0714,6.0714,other,,157.46500000,157.36700000,157.58300000,0.09800000,1.200,0.09821429,18.00,4.186
2025.01.02 02:30:00,order_sent,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_momentum,0.7677,false,6.0714,6.0714,other,,157.46500000,157.36700000,157.58300000,0.09800000,1.200,0.09821429,18.00,4.186
2025.01.02 02:45:00,signal,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_momentum,1.2530,false,4.8846,4.8846,other,,157.55200000,157.44800000,157.67700000,0.10400000,1.200,0.10407143,17.00,4.068
2025.01.02 02:45:00,blocked,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_momentum,1.2530,false,4.8846,4.8846,other,symbol_already_open,157.55200000,157.44800000,157.67700000,0.10400000,1.200,0.10407143,17.00,4.068
2025.01.02 03:00:00,signal,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.54539,-0.44764,1.99302,1,3,0.40226,0.73355,true,true,strength_momentum,0.0251,false,5.1000,5.1000,other,,157.44800000,157.32800000,157.59100000,0.12000000,1.200,0.11957143,17.00,2.739
2025.01.02 03:00:00,order_sent,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.54539,-0.44764,1.99302,1,3,0.40226,0.73355,true,true,strength_momentum,0.0251,false,5.1000,5.1000,other,,157.44800000,157.32800000,157.59100000,0.12000000,1.200,0.11957143,17.00,2.739
2025.01.02 03:15:00,signal,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.7268,false,3.9134,3.9134,other,,157.56300000,157.43600000,157.71500000,0.12700000,1.200,0.12671429,16.00,2.185
2025.01.02 03:15:00,blocked,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.7268,false,3.9134,3.9134,other,symbol_already_open,157.56300000,157.43600000,157.71500000,0.12700000,1.200,0.12671429,16.00,2.185
2025.01.02 03:30:00,signal,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.8725,false,3.3615,3.3615,other,,157.62300000,157.49300000,157.78000000,0.13000000,1.200,0.13042857,19.00,2.130
2025.01.02 03:30:00,order_sent,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.8725,false,3.3615,3.3615,other,,157.62300000,157.49300000,157.78000000,0.13000000,1.200,0.13042857,19.00,2.130
2025.01.02 03:45:00,signal,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.2940,false,3.5255,3.5255,other,,157.57700000,157.44000000,157.74100000,0.13700000,1.200,0.13707143,16.00,2.147
2025.01.02 03:45:00,blocked,currency_strength_momentum,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_momentum,0.2940,false,3.5255,3.5255,other,symbol_already_open,157.57700000,157.44000000,157.74100000,0.13700000,1.200,0.13707143,16.00,2.147
2025.01.02 04:00:00,signal,currency_strength_momentum,EURJPY,LONG,EUR,JPY,-0.42470,-1.77523,1.35053,4,5,0.79763,0.33636,true,true,strength_momentum,0.3706,false,11.2222,11.2222,other,,163.17000000,163.01700000,163.35300000,0.15300000,1.200,0.15271429,30.00,2.689
2025.01.02 04:00:00,order_sent,currency_strength_momentum,EURJPY,LONG,EUR,JPY,-0.42470,-1.77523,1.35053,4,5,0.79763,0.33636,true,true,strength_momentum,0.3706,false,11.2222,11.2222,other,,163.17000000,163.01700000,163.35300000,0.15300000,1.200,0.15271429,30.00,2.689
2025.01.02 10:00:00,signal,currency_strength_momentum,USDJPY,SHORT,USD,JPY,-0.21370,0.72732,-0.94102,3,2,-3.84047,1.93609,true,true,strength_momentum,1.1272,true,4.7754,4.7754,other,,156.67400000,156.81200000,156.50800000,0.13800000,1.200,0.13821429,19.00,1.719
2025.01.02 10:00:00,order_sent,currency_strength_momentum,USDJPY,SHORT,USD,JPY,-0.21370,0.72732,-0.94102,3,2,-3.84047,1.93609,true,true,strength_momentum,1.1272,true,4.7754,4.7754,other,,156.67400000,156.81200000,156.50800000,0.13800000,1.200,0.13821429,19.00,1.719
2025.01.02 10:15:00,signal,currency_strength_momentum,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,0.5907,true,4.6345,4.6345,other,,156.68700000,156.83200000,156.51400000,0.14500000,1.200,0.14457143,16.00,1.917
2025.01.02 10:15:00,order_sent,currency_strength_momentum,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,0.5907,true,4.6345,4.6345,other,,156.68700000,156.83200000,156.51400000,0.14500000,1.200,0.14457143,16.00,1.917
2025.01.02 10:15:00,signal,currency_strength_momentum,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_momentum,1.1696,false,0.0000,0.0000,target_blocked,,162.29700000,162.46200000,162.10000000,0.16500000,1.200,0.16450000,32.00,2.972
2025.01.02 10:15:00,order_sent,currency_strength_momentum,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_momentum,1.1696,false,0.0000,0.0000,target_blocked,,162.29700000,162.46200000,162.10000000,0.16500000,1.200,0.16450000,32.00,2.972
2025.01.02 10:15:00,signal,currency_strength_momentum,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_momentum,1.8173,true,1.4925,1.4925,other,,196.02400000,196.22500000,195.78200000,0.20100000,1.200,0.20128571,38.00,2.722
2025.01.02 10:15:00,order_sent,currency_strength_momentum,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_momentum,1.8173,true,1.4925,1.4925,other,,196.02400000,196.22500000,195.78200000,0.20100000,1.200,0.20128571,38.00,2.722
2025.01.02 10:30:00,signal,currency_strength_momentum,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,1.1351,true,3.3161,3.3161,other,,156.52900000,156.68400000,156.34300000,0.15500000,1.200,0.15514286,17.00,1.785
2025.01.02 10:30:00,order_sent,currency_strength_momentum,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,1.1351,true,3.3161,3.3161,other,,156.52900000,156.68400000,156.34300000,0.15500000,1.200,0.15514286,17.00,1.785
2025.01.02 10:30:00,signal,currency_strength_momentum,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_momentum,2.9340,true,0.0000,0.0000,target_blocked,,195.57300000,195.80400000,195.29600000,0.23100000,1.200,0.23064286,38.00,2.573
2025.01.02 10:30:00,order_sent,currency_strength_momentum,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_momentum,2.9340,true,0.0000,0.0000,target_blocked,,195.57300000,195.80400000,195.29600000,0.23100000,1.200,0.23064286,38.00,2.573
2025.01.02 10:30:00,signal,currency_strength_momentum,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_momentum,2.1450,false,0.0000,0.0000,target_blocked,,161.99100000,162.17500000,161.77000000,0.18400000,1.200,0.18428571,30.00,2.972
2025.01.02 10:30:00,order_sent,currency_strength_momentum,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_momentum,2.1450,false,0.0000,0.0000,target_blocked,,161.99100000,162.17500000,161.77000000,0.18400000,1.200,0.18428571,30.00,2.972
2025.01.02 10:45:00,signal,currency_strength_momentum,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,0.4854,true,3.5250,3.5250,other,,156.57900000,156.73900000,156.38700000,0.16000000,1.200,0.16007143,17.00,1.806
2025.01.02 10:45:00,blocked,currency_strength_momentum,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_momentum,0.4854,true,3.5250,3.5250,other,symbol_already_open,156.57900000,156.73900000,156.38700000,0.16000000,1.200,0.16007143,17.00,1.806
2025.01.02 10:45:00,signal,currency_strength_momentum,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_momentum,1.6812,true,0.0161,0.0161,target_blocked,,195.72800000,195.97600000,195.43000000,0.24800000,1.200,0.24821429,38.00,2.574
2025.01.02 10:45:00,order_sent,currency_strength_momentum,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_momentum,1.6812,true,0.0161,0.0161,target_blocked,,195.72800000,195.97600000,195.43000000,0.24800000,1.200,0.24821429,38.00,2.574
2025.01.02 10:45:00,signal,currency_strength_momentum,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_momentum,0.7151,false,0.0000,0.0000,target_blocked,,162.21600000,162.41500000,161.97700000,0.19900000,1.200,0.19900000,30.00,2.972
2025.01.02 10:45:00,order_sent,currency_strength_momentum,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_momentum,0.7151,false,0.0000,0.0000,target_blocked,,162.21600000,162.41500000,161.97700000,0.19900000,1.200,0.19900000,30.00,2.972
2025.01.02 11:00:00,signal,currency_strength_momentum,GBPJPY,SHORT,GBP,JPY,-1.41591,0.31022,-1.72613,5,3,-2.65782,1.21507,true,true,strength_momentum,0.6159,false,0.8118,0.8118,target_blocked,,195.93100000,196.18600000,195.62500000,0.25500000,1.200,0.25492857,38.00,2.047
