entry_time,exit_time,strategy,symbol,direction,base_currency,quote_currency,base_strength,quote_strength,strength_diff,strength_rank_base,strength_rank_quote,pair_momentum_h1,pair_momentum_h4,strength_alignment,pair_alignment,entry_type,pullback_depth_atr,overextended_flag,room_to_1r,room_to_2r,failure_type,entry,exit,stop_loss,take_profit,risk_price,result_r,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,exit_reason,position_id
2025.01.02 02:45:00,2025.01.02 02:51:03,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_pullback_recovery,0.0000,false,4.8846,4.8846,pullback_failed,157.55200000,157.44500000,157.44800000,157.67700000,0.10400000,-1.0288,-25.15,0.00,0.00,-25.15,0.370,1.200,0,0.10407143,17.00,4.068,DEAL_REASON_SL,2
2025.01.02 03:30:00,2025.01.02 03:51:02,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_pullback_recovery,0.6149,false,3.3615,3.3615,pullback_failed,157.62300000,157.49300000,157.49300000,157.78000000,0.13000000,-1.0000,-24.76,0.00,0.00,-24.76,0.300,1.200,1,0.13042857,19.00,2.130,DEAL_REASON_SL,4
2025.01.02 07:45:00,2025.01.02 08:12:01,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.06312,-0.85379,1.91691,2,5,-1.00542,2.22296,true,true,strength_pullback_recovery,0.6182,false,9.0722,9.0722,pullback_failed,157.18000000,157.08100000,157.08300000,157.29600000,0.09700000,-1.0206,-25.21,0.00,0.00,-25.21,0.400,1.200,1,0.09657143,19.00,3.119,DEAL_REASON_SL,6
2025.01.02 10:15:00,2025.01.02 10:24:50,currency_strength_pullback,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_pullback_breakdown,0.0000,true,1.4925,1.4925,other,196.02400000,195.78200000,196.22500000,195.78200000,0.20100000,1.2040,29.27,0.00,0.00,29.27,0.190,1.200,0,0.20128571,38.00,2.722,DEAL_REASON_TP,9
2025.01.02 10:15:00,2025.01.02 10:25:14,currency_strength_pullback,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_pullback_breakdown,0.0000,false,0.0000,0.0000,other,162.29700000,162.09300000,162.46200000,162.10000000,0.16500000,1.2364,29.87,0.00,0.00,29.87,0.230,1.200,0,0.16450000,32.00,2.972,DEAL_REASON_TP,8
2025.01.02 10:30:00,2025.01.02 10:39:07,currency_strength_pullback,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_pullback_breakdown,0.3438,true,0.0000,0.0000,overextended_entry,195.57300000,195.80800000,195.80400000,195.29600000,0.23100000,-1.0173,-24.01,0.00,0.00,-24.01,0.160,1.200,0,0.23064286,38.00,2.573,DEAL_REASON_SL,13
2025.01.02 10:30:00,2025.01.02 10:48:31,currency_strength_pullback,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_pullback_breakdown,0.7342,true,3.3161,3.3161,overextended_entry,156.52900000,156.68500000,156.68400000,156.34300000,0.15500000,-1.0065,-24.89,0.00,0.00,-24.89,0.250,1.200,1,0.15514286,17.00,1.785,DEAL_REASON_SL,12
2025.01.02 12:00:00,2025.01.02 12:18:59,currency_strength_pullback,GBPUSD,SHORT,GBP,USD,-4.12478,1.94922,-6.07400,5,2,-3.17400,-2.40576,true,true,strength_pullback_breakdown,0.0000,false,0.0000,0.0000,pullback_failed,1.24815000,1.24918000,1.24918000,1.24692000,0.00103000,-1.0000,-24.72,0.00,0.00,-24.72,0.240,1.200,1,0.00102571,20.00,7.196,DEAL_REASON_SL,17
2025.01.02 12:30:00,2025.01.02 12:39:19,currency_strength_pullback,GBPUSD,SHORT,GBP,USD,-4.12478,1.94922,-6.07400,5,2,-3.17400,-2.40576,true,true,strength_pullback_breakdown,0.0000,false,0.0000,0.0000,other,1.24799000,1.24664000,1.24910000,1.24666000,0.00111000,1.2162,29.70,0.00,0.00,29.70,0.220,1.200,0,0.00110786,20.00,7.196,DEAL_REASON_TP,19
2025.01.02 11:15:00,2025.01.02 12:42:41,currency_strength_pullback,GBPJPY,SHORT,GBP,JPY,-1.41591,0.31022,-1.72613,5,3,-2.65782,1.21507,true,true,strength_pullback_breakdown,0.0000,false,0.6437,0.6437,other,195.89200000,195.57900000,196.15300000,195.57900000,0.26100000,1.1992,27.97,0.00,0.00,27.97,0.140,1.200,5,0.26100000,38.00,2.030,DEAL_REASON_TP,16
