time,event,strategy,symbol,direction,base_currency,quote_currency,base_strength,quote_strength,strength_diff,strength_rank_base,strength_rank_quote,pair_momentum_h1,pair_momentum_h4,strength_alignment,pair_alignment,entry_type,pullback_depth_atr,overextended_flag,room_to_1r,room_to_2r,failure_type,reason,entry,stop_loss,take_profit,risk_price,reward_r,atr,spread_points,score
2025.01.02 02:45:00,signal,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_pullback_recovery,0.0000,false,4.8846,4.8846,other,,157.55200000,157.44800000,157.67700000,0.10400000,1.200,0.10407143,17.00,4.068
2025.01.02 02:45:00,order_sent,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.98600,-1.02654,3.01254,1,5,2.16711,0.73355,true,true,strength_pullback_recovery,0.0000,false,4.8846,4.8846,other,,157.55200000,157.44800000,157.67700000,0.10400000,1.200,0.10407143,17.00,4.068
2025.01.02 03:30:00,signal,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_pullback_recovery,0.6149,false,3.3615,3.3615,other,,157.62300000,157.49300000,157.78000000,0.13000000,1.200,0.13042857,19.00,2.130
2025.01.02 03:30:00,order_sent,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.39823,-0.15962,1.55784,1,3,0.40226,0.73355,true,true,strength_pullback_recovery,0.6149,false,3.3615,3.3615,other,,157.62300000,157.49300000,157.78000000,0.13000000,1.200,0.13042857,19.00,2.130
2025.01.02 07:45:00,signal,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.06312,-0.85379,1.91691,2,5,-1.00542,2.22296,true,true,strength_pullback_recovery,0.6182,false,9.0722,9.0722,other,,157.18000000,157.08300000,157.29600000,0.09700000,1.200,0.09657143,19.00,3.119
2025.01.02 07:45:00,order_sent,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.06312,-0.85379,1.91691,2,5,-1.00542,2.22296,true,true,strength_pullback_recovery,0.6182,false,9.0722,9.0722,other,,157.18000000,157.08300000,157.29600000,0.09700000,1.200,0.09657143,19.00,3.119
2025.01.02 08:00:00,signal,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.34364,-1.34317,2.68681,2,5,0.43836,1.93609,true,true,strength_pullback_recovery,0.0000,false,9.0538,9.0538,other,,157.21800000,157.12500000,157.33000000,0.09300000,1.200,0.09292857,16.00,4.097
2025.01.02 08:00:00,blocked,currency_strength_pullback,USDJPY,LONG,USD,JPY,1.34364,-1.34317,2.68681,2,5,0.43836,1.93609,true,true,strength_pullback_recovery,0.0000,false,9.0538,9.0538,other,symbol_already_open,157.21800000,157.12500000,157.33000000,0.09300000,1.200,0.09292857,16.00,4.097
2025.01.02 10:15:00,signal,currency_strength_pullback,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_pullback_breakdown,0.0000,false,0.0000,0.0000,target_blocked,,162.29700000,162.46200000,162.10000000,0.16500000,1.200,0.16450000,32.00,2.972
2025.01.02 10:15:00,order_sent,currency_strength_pullback,EURJPY,SHORT,EUR,JPY,-1.30132,1.22426,-2.52557,5,1,-2.93598,0.51365,true,true,strength_pullback_breakdown,0.0000,false,0.0000,0.0000,target_blocked,,162.29700000,162.46200000,162.10000000,0.16500000,1.200,0.16450000,32.00,2.972
2025.01.02 10:15:00,signal,currency_strength_pullback,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_pullback_breakdown,0.0000,true,1.4925,1.4925,other,,196.02400000,196.22500000,195.78200000,0.20100000,1.200,0.20128571,38.00,2.722
2025.01.02 10:15:00,order_sent,currency_strength_pullback,GBPJPY,SHORT,GBP,JPY,-0.99869,1.22426,-2.22295,4,1,-3.25479,1.21507,true,true,strength_pullback_breakdown,0.0000,true,1.4925,1.4925,other,,196.02400000,196.22500000,195.78200000,0.20100000,1.200,0.20128571,38.00,2.722
2025.01.02 10:30:00,signal,currency_strength_pullback,USDJPY,SHORT,USD,JPY,0.07154,1.22426,-1.15272,2,1,-3.84047,1.93609,true,true,strength_pullback_breakdown,0.7342,true,3.3161,3.3161,other,,156.52900000,156.68400000,156.34300000,0.15500000,1.200,0.15514286,17.00,1.785
