episode_id,symbol,direction,t0_msc,processing_msc,action_msc,quote_msc,status,retcode,detail
tstech_candidate_202504_USDCAD_mh_10,USDCAD,-1,1743750806250,1743750806687,1743750809343,1743750808972,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_USDJPY_mh_62,USDJPY,1,1743756202000,1743756206230,1743756207235,1743756207090,ENTRY,10009,order=32 deal=32 external=0 request=19
tstech_candidate_202504_USDCHF_mh_13,USDCHF,-1,1743756301250,1743756301727,1743756301727,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDJPY_mh_62,USDJPY,1,1743756202000,1743756206230,1743757108488,1743757108195,CLOSE_TIME,10009,order=33 deal=33 external=0 request=20
tstech_candidate_202504_USDJPY_mh_63,USDJPY,1,1743757209500,1743757210931,1743757211227,1743757210931,ENTRY,10009,order=34 deal=34 external=0 request=21
tstech_candidate_202504_GBPUSD_mh_29,GBPUSD,-1,1743758289000,1743758290375,1743758291382,1743758290982,ENTRY,10009,order=36 deal=36 external=0 request=22
tstech_candidate_202504_GBPUSD_mh_31,GBPUSD,-1,1743760801500,1743760801852,1743760802050,1743760802049,ENTRY,10009,order=38 deal=38 external=0 request=23
tstech_candidate_202504_USDCAD_mh_17,USDCAD,-1,1743762982750,1743762983231,1743762984948,1743762984839,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_USDCHF_mh_17,USDCHF,-1,1743763206750,1743763206859,1743763207262,1743763207222,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_USDCHF_mh_18,USDCHF,-1,1743764456500,1743764456863,1743764457068,1743764457008,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_USDCHF_mh_19,USDCHF,-1,1743765637500,1743765637661,1743765638465,1743765638421,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_USDCAD_mh_20,USDCAD,-1,1743766663250,1743766663488,1743766665897,1743766665496,ENTRY,10009,order=40 deal=40 external=0 request=24
tstech_candidate_202504_USDCHF_mh_20,USDCHF,-1,1743766810750,1743766810954,1743766810954,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDCHF_mh_21,USDCHF,-1,1743767801500,1743767803605,1743767805115,1743767804760,ENTRY,10009,order=42 deal=42 external=0 request=25
tstech_candidate_202504_USDCAD_mh_21,USDCAD,-1,1743767903500,1743767904308,1743767904308,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDCHF_mh_22,USDCHF,-1,1743769679000,1743769679367,1743769679982,1743769679823,ENTRY,10009,order=44 deal=44 external=0 request=26
tstech_candidate_202504_USDCHF_mh_22,USDCHF,-1,1743769679000,1743769679367,1743770579994,1743770579951,CLOSE_TIME,10009,order=45 deal=45 external=0 request=27
tstech_candidate_202504_USDCAD_mh_23,USDCAD,-1,1743770919500,1743770920662,1743770922569,1743770922269,ENTRY,10009,order=46 deal=46 external=0 request=28
tstech_candidate_202504_EURUSD_mh_13,EURUSD,1,1743771952250,1743771952653,1743771952653,0,OVERLAP_SKIP,0,
tstech_candidate_202504_GBPUSD_mh_41,GBPUSD,1,1743771952000,1743771952190,1743771953055,1743771952953,ENTRY,10009,order=48 deal=48 external=0 request=29
tstech_candidate_202504_GBPUSD_mh_42,GBPUSD,1,1743773075750,1743773076186,1743773076392,1743773076191,ENTRY,10009,order=50 deal=50 external=0 request=30
tstech_candidate_202504_EURUSD_mh_14,EURUSD,1,1743773086500,1743773086705,1743773086705,0,OVERLAP_SKIP,0,
tstech_candidate_202504_AUDUSD_mh_1,AUDUSD,-1,1743773369250,1743773369953,1743773370251,1743773370230,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_USDCHF_mh_25,USDCHF,-1,1743774078000,1743774078460,1743774079077,1743774078796,ENTRY,10009,order=52 deal=52 external=0 request=31
tstech_candidate_202504_USDCAD_mh_27,USDCAD,-1,1743775142500,1743775142667,1743775143079,1743775142769,ENTRY,10009,order=54 deal=54 external=0 request=32
tstech_candidate_202504_AUDUSD_mh_3,AUDUSD,-1,1743775702250,1743775702781,1743775704638,1743775704605,ENTRY,10009,order=56 deal=56 external=0 request=33
tstech_candidate_202504_USDCHF_mh_27,USDCHF,-1,1743776447750,1743776448085,1743776448787,1743776448784,ENTRY,10009,order=58 deal=58 external=0 request=34
tstech_candidate_202504_USDCAD_mh_29,USDCAD,-1,1743777121750,1743777122129,1743777122336,1743777122148,ENTRY,10009,order=60 deal=60 external=0 request=35
tstech_candidate_202504_USDCHF_mh_28,USDCHF,-1,1743777442000,1743777442184,1743777442184,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDJPY_mh_81,USDJPY,1,1743777890000,1743777890198,1743777890401,1743777890299,ENTRY,10009,order=62 deal=62 external=0 request=36
tstech_candidate_202504_USDJPY_mh_82,USDJPY,1,1743778973000,1743778973479,1743778973681,1743778973668,ENTRY,10009,order=64 deal=64 external=0 request=37
tstech_candidate_202504_AUDUSD_mh_6,AUDUSD,-1,1743779084750,1743779085100,1743779085100,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDJPY_mh_82,USDJPY,1,1743778973000,1743778973479,1743779874056,1743779873997,CLOSE_TIME,10009,order=65 deal=65 external=0 request=38
tstech_candidate_202504_USDJPY_mh_83,USDJPY,1,1743780073000,1743780073553,1743780074165,1743780074097,ENTRY,10009,order=66 deal=66 external=0 request=39
tstech_candidate_202504_AUDUSD_mh_7,AUDUSD,1,1743780292000,1743780292949,1743780292949,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDJPY_mh_84,USDJPY,1,1743781112500,1743781112798,1743781113004,1743781112891,ENTRY,10009,order=68 deal=68 external=0 request=40
tstech_candidate_202504_USDCHF_mh_31,USDCHF,-1,1743781502750,1743781503090,1743781503590,1743781503318,ENTRY,10009,order=70 deal=70 external=0 request=41
tstech_candidate_202504_USDCAD_mh_33,USDCAD,-1,1743782126250,1743782126547,1743782126547,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDJPY_mh_85,USDJPY,1,1743782143250,1743782143758,1743782143758,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDCHF_mh_31,USDCHF,-1,1743781502750,1743781503090,1743782403616,1743782403446,CLOSE_TIME,10009,order=71 deal=71 external=0 request=42
tstech_candidate_202504_AUDUSD_mh_8,AUDUSD,1,1743782556750,1743782557358,1743782557654,1743782557654,ENTRY,10009,order=72 deal=72 external=0 request=43
tstech_candidate_202504_USDJPY_mh_86,USDJPY,1,1743783153250,1743783153356,1743783153356,0,OVERLAP_SKIP,0,
tstech_candidate_202504_AUDUSD_mh_9,AUDUSD,-1,1743783660250,1743783660633,1743783661041,1743783660868,ENTRY,10009,order=74 deal=74 external=0 request=44
tstech_candidate_202504_USDJPY_mh_89,USDJPY,-1,1743786121500,1743786122115,1743786122329,1743786122316,ENTRY,10009,order=76 deal=76 external=0 request=45
tstech_candidate_202504_AUDUSD_mh_15,AUDUSD,-1,1743790257500,1743790257925,1743790258615,1743790258608,ENTRY,10009,order=78 deal=78 external=0 request=46
tstech_candidate_202504_USDJPY_mh_93,USDJPY,-1,1743790656000,1743790656361,1743790656361,0,OVERLAP_SKIP,0,
tstech_candidate_202504_EURUSD_mh_29,EURUSD,1,1743791408750,1743791409074,1743791409074,1743791409074,ENTRY,10009,order=80 deal=80 external=0 request=47
tstech_candidate_202504_GBPUSD_mh_59,GBPUSD,1,1743791934500,1743791934975,1743791935579,1743791935455,ENTRY,10009,order=82 deal=82 external=0 request=48
tstech_candidate_202504_EURUSD_mh_30,EURUSD,1,1743792445500,1743792446637,1743792446637,0,OVERLAP_SKIP,0,
tstech_candidate_202504_GBPUSD_mh_59,GBPUSD,1,1743791934500,1743791934975,1743792835960,1743792835868,CLOSE_TIME,10009,order=83 deal=83 external=0 request=49
tstech_candidate_202504_EURUSD_mh_31,EURUSD,1,1743793584750,1743793585433,1743793585433,1743793585433,ENTRY,10009,order=84 deal=84 external=0 request=50
tstech_candidate_202504_AUDUSD_mh_17,AUDUSD,-1,1743793842000,1743793842238,1743793842238,0,OVERLAP_SKIP,0,
tstech_candidate_202504_AUDUSD_mh_19,AUDUSD,-1,1743799374500,1743799374864,1743799375066,1743799374888,ENTRY,10009,order=86 deal=86 external=0 request=51
tstech_candidate_202504_GBPUSD_mh_64,GBPUSD,1,1743799842500,1743799842752,1743799842752,0,OVERLAP_SKIP,0,
tstech_candidate_202504_AUDUSD_mh_19,AUDUSD,-1,1743799374500,1743799374864,1743800275355,1743800275091,CLOSE_TIME,10009,order=87 deal=87 external=0 request=52
tstech_candidate_202504_AUDUSD_mh_20,AUDUSD,-1,1743800401250,1743800401404,1743800401820,1743800401791,ENTRY,10009,order=88 deal=88 external=0 request=53
tstech_candidate_202504_AUDUSD_mh_20,AUDUSD,-1,1743800401250,1743800401404,1743801302646,1743801302617,CLOSE_TIME,10009,order=89 deal=89 external=0 request=54
tstech_candidate_202504_USDCAD_mh_47,USDCAD,-1,1743984842000,1743984842796,1743984870720,1743984870374,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_EURUSD_mh_35,EURUSD,-1,1743988639250,1743988640146,1743988640146,1743988640146,ENTRY,10009,order=90 deal=90 external=0 request=55
tstech_candidate_202504_GBPUSD_mh_70,GBPUSD,-1,1743989536250,1743989536537,1743989536737,1743989536688,ENTRY,10009,order=92 deal=92 external=0 request=56
tstech_candidate_202504_EURUSD_mh_36,EURUSD,-1,1743989603000,1743989603870,1743989603870,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDCHF_mh_50,USDCHF,-1,1743989801750,1743989802302,1743989802302,0,OVERLAP_SKIP,0,
tstech_candidate_202504_AUDUSD_mh_23,AUDUSD,-1,1743989972750,1743989973182,1743989973182,0,OVERLAP_SKIP,0,
tstech_candidate_202504_GBPUSD_mh_70,GBPUSD,-1,1743989536250,1743989536537,1743990440549,1743990439071,CLOSE_TIME,10009,order=93 deal=93 external=0 request=57
tstech_candidate_202504_USDCAD_mh_52,USDCAD,-1,1743990721000,1743990721917,1743990722718,1743990722421,ENTRY,10009,order=94 deal=94 external=0 request=58
tstech_candidate_202504_USDJPY_mh_114,USDJPY,1,1743994190250,1743994190740,1743994190943,1743994190889,ENTRY,10009,order=96 deal=96 external=0 request=59
tstech_candidate_202504_USDJPY_mh_115,USDJPY,1,1743996260000,1743996260350,1743996260561,1743996260441,ENTRY,10009,order=98 deal=98 external=0 request=60
tstech_candidate_202504_USDJPY_mh_115,USDJPY,1,1743996260000,1743996260350,1743997162714,1743997162474,CLOSE_TIME,10009,order=99 deal=99 external=0 request=61
tstech_candidate_202504_USDJPY_mh_118,USDJPY,-1,1743999754000,1743999754486,1743999754889,1743999754687,ENTRY,10009,order=100 deal=100 external=0 request=62
tstech_candidate_202504_USDJPY_mh_118,USDJPY,-1,1743999754000,1743999754486,1744000655534,1744000655316,CLOSE_TIME,10009,order=101 deal=101 external=0 request=63
tstech_candidate_202504_USDJPY_mh_119,USDJPY,-1,1744000732000,1744000732174,1744000732995,1744000732943,ENTRY,10009,order=102 deal=102 external=0 request=64
tstech_candidate_202504_USDJPY_mh_119,USDJPY,-1,1744000732000,1744000732174,1744001633478,1744001633277,CLOSE_TIME,10009,order=103 deal=103 external=0 request=65
tstech_candidate_202504_AUDUSD_mh_29,AUDUSD,-1,1744002371250,1744002372312,1744002374578,1744002374317,ENTRY,10009,order=104 deal=104 external=0 request=66
tstech_candidate_202504_AUDUSD_mh_29,AUDUSD,-1,1744002371250,1744002372312,1744003274926,1744003273177,CLOSE_TIME,10009,order=105 deal=105 external=0 request=67
tstech_candidate_202504_GBPUSD_mh_85,GBPUSD,1,1744006780500,1744006786111,1744006786613,1744006786414,ENTRY,10009,order=106 deal=106 external=0 request=68
tstech_candidate_202504_GBPUSD_mh_85,GBPUSD,1,1744006780500,1744006786111,1744007687633,1744007687629,CLOSE_TIME,10009,order=107 deal=107 external=0 request=69
tstech_candidate_202504_EURUSD_mh_45,EURUSD,1,1744007695750,1744007695992,1744007695992,1744007695992,ENTRY,10009,order=108 deal=108 external=0 request=70
tstech_candidate_202504_GBPUSD_mh_86,GBPUSD,1,1744007902500,1744007904073,1744007904073,0,OVERLAP_SKIP,0,
tstech_candidate_202504_EURUSD_mh_45,EURUSD,1,1744007695750,1744007695992,1744008596934,1744008596934,CLOSE_TIME,10009,order=109 deal=109 external=0 request=71
tstech_candidate_202504_EURUSD_mh_46,EURUSD,1,1744009601750,1744009603573,1744009603573,1744009603573,ENTRY,10009,order=110 deal=110 external=0 request=72
tstech_candidate_202504_GBPUSD_mh_87,GBPUSD,1,1744009971500,1744009971908,1744009978846,1744009978845,ENTRY,10009,order=112 deal=112 external=0 request=73
tstech_candidate_202504_GBPUSD_mh_87,GBPUSD,1,1744009971500,1744009971908,1744010880039,1744010878725,CLOSE_TIME,10009,order=113 deal=113 external=0 request=74
tstech_candidate_202504_USDJPY_mh_131,USDJPY,1,1744015566250,1744015567524,1744015567927,1744015567725,ENTRY,10009,order=114 deal=114 external=0 request=75
tstech_candidate_202504_USDCHF_mh_69,USDCHF,-1,1744019712500,1744019712781,1744019714090,1744019713677,ENTRY,10009,order=116 deal=116 external=0 request=76
tstech_candidate_202504_USDCHF_mh_70,USDCHF,-1,1744021112750,1744021112872,1744021113275,1744021113207,ENTRY,10009,order=118 deal=118 external=0 request=77
tstech_candidate_202504_EURUSD_mh_56,EURUSD,-1,1744021570250,1744021570815,1744021570815,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDJPY_mh_137,USDJPY,1,1744022273500,1744022274098,1744022275112,1744022274976,ENTRY,10009,order=120 deal=120 external=0 request=78
tstech_candidate_202504_USDCHF_mh_72,USDCHF,-1,1744023124500,1744023124721,1744023125335,1744023125076,ENTRY,10009,order=122 deal=122 external=0 request=79
tstech_candidate_202504_USDJPY_mh_138,USDJPY,1,1744023627000,1744023627494,1744023627494,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDCHF_mh_73,USDCHF,-1,1744024181000,1744024181059,1744024181663,1744024181437,ENTRY,10009,order=124 deal=124 external=0 request=80
tstech_candidate_202504_USDCAD_mh_78,USDCAD,-1,1744025040250,1744025041227,1744025041525,1744025041427,ENTRY,10009,order=126 deal=126 external=0 request=81
tstech_candidate_202504_USDJPY_mh_140,USDJPY,-1,1744025845500,1744025845657,1744025845657,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDCHF_mh_75,USDCHF,-1,1744026298000,1744026298846,1744026301096,1744026300750,ENTRY,10009,order=128 deal=128 external=0 request=82
tstech_candidate_202504_USDCHF_mh_76,USDCHF,-1,1744027298750,1744027300182,1744027301204,1744027301046,ENTRY,10009,order=130 deal=130 external=0 request=83
tstech_candidate_202504_USDCAD_mh_80,USDCAD,-1,1744028156750,1744028157008,1744028160224,1744028160126,ENTRY,10009,order=132 deal=132 external=0 request=84
tstech_candidate_202504_EURUSD_mh_62,EURUSD,1,1744032015250,1744032015520,1744032015520,1744032015520,ENTRY,10009,order=134 deal=134 external=0 request=85
tstech_candidate_202504_USDJPY_mh_144,USDJPY,-1,1744032141000,1744032141296,1744032141296,0,OVERLAP_SKIP,0,
tstech_candidate_202504_EURUSD_mh_62,EURUSD,1,1744032015250,1744032015520,1744032916385,1744032916385,CLOSE_TIME,10009,order=135 deal=135 external=0 request=86
tstech_candidate_202504_GBPUSD_mh_107,GBPUSD,1,1744032930500,1744032930835,1744032931044,1744032930986,ENTRY,10009,order=136 deal=136 external=0 request=87
tstech_candidate_202504_AUDUSD_mh_49,AUDUSD,-1,1744033287500,1744033287862,1744033287862,0,OVERLAP_SKIP,0,
tstech_candidate_202504_GBPUSD_mh_107,GBPUSD,1,1744032930500,1744032930835,1744033831174,1744033831169,CLOSE_TIME,10009,order=137 deal=137 external=0 request=88
tstech_candidate_202504_GBPUSD_mh_111,GBPUSD,1,1744038629000,1744038629259,1744038629462,1744038629439,ENTRY,10009,order=138 deal=138 external=0 request=89
tstech_candidate_202504_GBPUSD_mh_111,GBPUSD,1,1744038629000,1744038629259,1744039530245,1744039529929,CLOSE_TIME,10009,order=139 deal=139 external=0 request=90
tstech_candidate_202504_USDJPY_mh_150,USDJPY,-1,1744040094750,1744040095377,1744040095576,1744040095377,ENTRY,10009,order=140 deal=140 external=0 request=91
tstech_candidate_202504_AUDUSD_mh_52,AUDUSD,-1,1744040945750,1744040945790,1744040946089,1744040946052,ENTRY,10009,order=142 deal=142 external=0 request=92
tstech_candidate_202504_GBPUSD_mh_113,GBPUSD,-1,1744040960000,1744040960165,1744040960466,1744040960292,ENTRY,10009,order=144 deal=144 external=0 request=93
tstech_candidate_202504_EURUSD_mh_66,EURUSD,-1,1744041536000,1744041536522,1744041536522,1744041536522,ENTRY,10009,order=146 deal=146 external=0 request=94
tstech_candidate_202504_EURUSD_mh_66,EURUSD,-1,1744041536000,1744041536522,1744042436967,1744042436967,CLOSE_TIME,10009,order=147 deal=147 external=0 request=95
tstech_candidate_202504_USDJPY_mh_155,USDJPY,-1,1744046285750,1744046286543,1744046286746,1744046286543,ENTRY,10009,order=148 deal=148 external=0 request=96
tstech_candidate_202504_USDCHF_mh_93,USDCHF,-1,1744046527750,1744046527918,1744046528541,1744046528338,ENTRY,10009,order=150 deal=150 external=0 request=97
tstech_candidate_202504_USDCAD_mh_96,USDCAD,-1,1744047962000,1744047962309,1744047962519,1744047962422,ENTRY,10009,order=152 deal=152 external=0 request=98
tstech_candidate_202504_USDJPY_mh_157,USDJPY,-1,1744048576000,1744048576323,1744048576728,1744048576469,ENTRY,10009,order=154 deal=154 external=0 request=99
tstech_candidate_202504_USDJPY_mh_157,USDJPY,-1,1744048576000,1744048576323,1744049476988,1744049476810,CLOSE_TIME,10009,order=155 deal=155 external=0 request=100
tstech_candidate_202504_USDJPY_mh_159,USDJPY,-1,1744051224000,1744051224098,1744051224910,1744051224828,ENTRY,10009,order=156 deal=156 external=0 request=101
tstech_candidate_202504_USDJPY_mh_159,USDJPY,-1,1744051224000,1744051224098,1744052125158,1744052124896,CLOSE_TIME,10009,order=157 deal=157 external=0 request=102
tstech_candidate_202504_GBPUSD_mh_124,GBPUSD,1,1744055934250,1744055934511,1744055936819,1744055936719,ENTRY,10009,order=158 deal=158 external=0 request=103
tstech_candidate_202504_AUDUSD_mh_62,AUDUSD,1,1744056987500,1744056988098,1744056988703,1744056988501,ENTRY,10009,order=160 deal=160 external=0 request=104
tstech_candidate_202504_AUDUSD_mh_62,AUDUSD,1,1744056987500,1744056988098,1744057890058,1744057889991,CLOSE_TIME,10009,order=161 deal=161 external=0 request=105
tstech_candidate_202504_AUDUSD_mh_63,AUDUSD,1,1744058758000,1744058758138,1744058758441,1744058758264,ENTRY,10009,order=162 deal=162 external=0 request=106
tstech_candidate_202504_AUDUSD_mh_63,AUDUSD,1,1744058758000,1744058758138,1744059658640,1744059658502,CLOSE_TIME,10009,order=163 deal=163 external=0 request=107
tstech_candidate_202504_USDCHF_mh_104,USDCHF,1,1744060805250,1744060805443,1744060806252,1744060805991,ENTRY,10009,order=164 deal=164 external=0 request=108
tstech_candidate_202504_USDCHF_mh_104,USDCHF,1,1744060805250,1744060805443,1744061706259,1744061706163,CLOSE_TIME,10009,order=165 deal=165 external=0 request=109
tstech_candidate_202504_USDCAD_mh_107,USDCAD,-1,1744066817500,1744066818329,1744066818531,1744066818530,ENTRY,10009,order=166 deal=166 external=0 request=110
tstech_candidate_202504_USDJPY_mh_168,USDJPY,1,1744068183000,1744068183737,1744068185995,1744068185647,ENTRY,10009,order=168 deal=168 external=0 request=111
tstech_candidate_202504_AUDUSD_mh_67,AUDUSD,-1,1744085728250,1744085728644,1744085728847,1744085728813,ENTRY,10009,order=170 deal=170 external=0 request=112
tstech_candidate_202504_USDCAD_mh_113,USDCAD,-1,1744087894250,1744087894608,1744087901043,1744087900966,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_USDJPY_mh_184,USDJPY,1,1744093752250,1744093752413,1744093758952,1744093758883,ENTRY,10009,order=172 deal=172 external=0 request=113
tstech_candidate_202504_EURUSD_mh_85,EURUSD,-1,1744105196250,1744105196548,1744105196548,1744105196548,ENTRY,10009,order=174 deal=174 external=0 request=114
tstech_candidate_202504_GBPUSD_mh_145,GBPUSD,-1,1744105607500,1744105607660,1744105607861,1744105607758,ENTRY,10009,order=176 deal=176 external=0 request=115
tstech_candidate_202504_USDCAD_mh_125,USDCAD,-1,1744106523250,1744106524444,1744106524743,1744106524452,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_GBPUSD_mh_146,GBPUSD,-1,1744106943500,1744106943717,1744106944951,1744106944890,ENTRY,10009,order=178 deal=178 external=0 request=116
tstech_candidate_202504_EURUSD_mh_87,EURUSD,-1,1744107374000,1744107374270,1744107374270,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDCAD_mh_126,USDCAD,-1,1744107587750,1744107588970,1744107588970,0,OVERLAP_SKIP,0,
tstech_candidate_202504_USDCHF_mh_119,USDCHF,-1,1744107862000,1744107862223,1744107862826,1744107862568,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_GBPUSD_mh_147,GBPUSD,-1,1744108222500,1744108223073,1744108223377,1744108223174,ENTRY,10009,order=180 deal=180 external=0 request=117
tstech_candidate_202504_USDCAD_mh_127,USDCAD,-1,1744108613500,1744108613954,1744108614158,1744108614096,ENTRY,10009,order=182 deal=182 external=0 request=118
tstech_candidate_202504_USDCAD_mh_127,USDCAD,-1,1744108613500,1744108613954,1744109514388,1744109514204,CLOSE_TIME,10009,order=183 deal=183 external=0 request=119
tstech_candidate_202504_GBPUSD_mh_148,GBPUSD,-1,1744109625500,1744109626780,1744109626981,1744109626790,ENTRY,10009,order=184 deal=184 external=0 request=120
tstech_candidate_202504_USDCHF_mh_121,USDCHF,-1,1744110041750,1744110042906,1744110044001,1744110043636,ENTRY,10009,order=186 deal=186 external=0 request=121
tstech_candidate_202504_USDCHF_mh_122,USDCHF,-1,1744111647750,1744111648978,1744111649382,1744111649212,COST_DISTANCE_REJECT,0,
tstech_candidate_202504_USDJPY_mh_197,USDJPY,1,1744112006250,1744112006699,1744112006903,1744112006701,ENTRY,10009,order=188 deal=188 external=0 request=122
tstech_candidate_202504_USDJPY_mh_197,USDJPY,1,1744112006250,1744112006699,1744112907530,1744112906075,CLOSE_TIME,10009,order=189 deal=189 external=0 request=123
tstech_candidate_202504_EURUSD_mh_93,EURUSD,1,1744119189250,1744119190735,1744119190735,1744119190735,ENTRY,10009,order=190 deal=190 external=0 request=124
tstech_candidate_202504_EURUSD_mh_93,EURUSD,1,1744119189250,1744119190735,1744120091087,1744120091087,CLOSE_TIME,10009,order=191 deal=191 external=0 request=125
tstech_candidate_202504_USDJPY_mh_209,USDJPY,-1,1744129800750,1744129800841,1744129801254,1744129801214,ENTRY,10009,order=192 deal=192 external=0 request=126
tstech_candidate_202504_USDCHF_mh_131,USDCHF,-1,1744130407000,1744130407416,1744130409471,1744130409233,ENTRY,10009,order=194 deal=194 external=0 request=127
tstech_candidate_202504_USDCHF_mh_132,USDCHF,-1,1744131601500,1744131601885,1744131603392,1744131603163,ENTRY,10009,order=196 deal=196 external=0 request=128
tstech_candidate_202504_USDCAD_mh_137,USDCAD,-1,1744132751500,1744132751913,1744132752319,1744132752144,ENTRY,10009,order=198 deal=198 external=0 request=129
tstech_candidate_202504_AUDUSD_mh_86,AUDUSD,-1,1744138907500,1744138908215,1744138908619,1744138908465,ENTRY,10009,order=200 deal=200 external=0 request=130
tstech_candidate_202504_USDCAD_mh_141,USDCAD,-1,1744139948750,1744139949157,1744139949358,1744139949158,ENTRY,10009,order=202 deal=202 external=0 request=131
tstech_candidate_202504_USDCHF_mh_141,USDCHF,-1,1744144527750,1744144528190,1744144528490,1744144528448,ENTRY,10009,order=204 deal=204 external=0 request=132
tstech_candidate_202504_AUDUSD_mh_91,AUDUSD,-1,1744145908750,1744145909241,1744145909743,1744145909634,ENTRY,10009,order=206 deal=206 external=0 request=133
tstech_candidate_202504_USDJPY_mh_218,USDJPY,1,1744146361250,1744146361626,1744146361626,0,OVERLAP_SKIP,0,
