episode_id,symbol,t0_msc,processing_msc,source_quote_msc,long_score,short_score,direction,atr14_m5
tstech_candidate_202504_USDJPY_mh_1,USDJPY,1743532556250,1743532556468,1743532555856,-0.150504330791674,-0.144135911567932,0,0.112556332048
tstech_candidate_202504_USDJPY_mh_2,USDJPY,1743534630250,1743534630743,1743534630243,-0.346285796251404,-0.144135911567932,0,0.105244161471
tstech_candidate_202504_USDJPY_mh_3,USDJPY,1743537003750,1743537005420,1743537003745,-0.150504330791674,-0.144135911567932,0,0.100397534400
tstech_candidate_202504_USDJPY_mh_4,USDJPY,1743608748750,1743608749830,1743608748531,-0.573661679477154,-0.349032408735892,0,0.071768726385
tstech_candidate_202504_USDJPY_mh_5,USDJPY,1743611641000,1743611641378,1743611640889,-0.573661679477154,-0.469716604008998,0,0.062874221800
tstech_candidate_202504_USDJPY_mh_6,USDJPY,1743612672750,1743612673422,1743612672608,-0.573661679477154,-0.349032408735892,0,0.074846330816
tstech_candidate_202504_USDJPY_mh_7,USDJPY,1743613832250,1743613832623,1743613832138,-0.573661679477154,-0.144135911567932,0,0.083614589031
tstech_candidate_202504_USDJPY_mh_8,USDJPY,1743615070000,1743615072942,1743615069816,-0.573661679477154,-0.144135911567932,0,0.086494488693
tstech_candidate_202504_USDJPY_mh_9,USDJPY,1743616261500,1743616261723,1743616261138,-0.150504330791674,-0.144135911567932,0,0.092548159396
tstech_candidate_202504_USDJPY_mh_10,USDJPY,1743617402000,1743617402441,1743617401905,-0.150504330791674,-0.144135911567932,0,0.101067627590
tstech_candidate_202504_GBPUSD_mh_1,GBPUSD,1743617996000,1743617998870,1743617995500,-0.176526979115908,-0.349032408735892,0,0.000609449290
tstech_candidate_202504_USDJPY_mh_11,USDJPY,1743618976250,1743618976790,1743618976007,-0.346285796251404,-0.144135911567932,0,0.095726011915
tstech_candidate_202504_GBPUSD_mh_2,GBPUSD,1743619023500,1743619023869,1743619023287,-0.391503332130765,-0.349032408735892,0,0.000555512057
tstech_candidate_202504_GBPUSD_mh_3,GBPUSD,1743620080000,1743620080153,1743620079884,-0.176526979115908,-0.349032408735892,0,0.000551472299
tstech_candidate_202504_USDJPY_mh_12,USDJPY,1743620151750,1743620152276,1743620151525,-0.150504330791674,-0.144135911567932,0,0.091666144956
tstech_candidate_202504_GBPUSD_mh_4,GBPUSD,1743621062750,1743621063329,1743621062729,-0.391503332130765,-0.469716604008998,0,0.000529382037
tstech_candidate_202504_USDJPY_mh_13,USDJPY,1743621964250,1743621967461,1743621964145,-0.573661679477154,-0.469716604008998,0,0.087775684950
tstech_candidate_202504_GBPUSD_mh_5,GBPUSD,1743622704000,1743622704864,1743622703563,-0.176526979115908,-0.469716604008998,0,0.000506610386
tstech_candidate_202504_USDJPY_mh_14,USDJPY,1743623009750,1743623015238,1743623009743,-0.573661679477154,-0.180114487489555,0,0.083628345307
tstech_candidate_202504_USDJPY_mh_15,USDJPY,1743637963000,1743637963666,1743637962963,-0.573661679477154,0.000335402512268,-1,0.215668975592
tstech_candidate_202504_USDJPY_mh_16,USDJPY,1743649740000,1743649740486,1743649739882,-0.145049001842015,-0.477094293440789,0,0.169753656745
tstech_candidate_202504_USDJPY_mh_17,USDJPY,1743651021500,1743651021570,1743651021249,0.184337828621253,0.166238796008429,1,0.164939520112
tstech_candidate_202504_USDJPY_mh_18,USDJPY,1743652080250,1743652080402,1743652080121,0.184337828621253,-0.144135911567932,1,0.172914404417
tstech_candidate_202504_USDJPY_mh_19,USDJPY,1743665980500,1743665984327,1743665980411,-0.346285796251404,-0.144135911567932,0,0.111170591734
tstech_candidate_202504_USDJPY_mh_20,USDJPY,1743675077000,1743675077386,1743675076887,-0.150504330791674,-0.144135911567932,0,0.154073391357
tstech_candidate_202504_USDJPY_mh_21,USDJPY,1743676239750,1743676240223,1743676239717,-0.346285796251404,0.166238796008429,-1,0.151378257115
tstech_candidate_202504_USDJPY_mh_22,USDJPY,1743677290500,1743677290845,1743677290445,-0.346285796251404,-0.144135911567932,0,0.148699719629
tstech_candidate_202504_USDJPY_mh_23,USDJPY,1743678367000,1743678367777,1743678366921,-0.150504330791674,-0.144135911567932,0,0.140106093608
tstech_candidate_202504_USDCHF_mh_1,USDCHF,1743680275500,1743680275901,1743680275190,-0.391503332130765,-0.180114487489555,0,0.000692495370
tstech_candidate_202504_GBPUSD_mh_6,GBPUSD,1743680427000,1743680427720,1743680426959,-0.391503332130765,0.000335402512268,-1,0.000871601895
tstech_candidate_202504_USDJPY_mh_24,USDJPY,1743680701500,1743680702988,1743680701408,-0.150504330791674,-0.144135911567932,0,0.122076120383
tstech_candidate_202504_GBPUSD_mh_7,GBPUSD,1743681455250,1743681460607,1743681455210,-0.391503332130765,-0.469716604008998,0,0.000839365658
tstech_candidate_202504_USDJPY_mh_25,USDJPY,1743690802750,1743690804394,1743690802738,-0.150504330791674,-0.144135911567932,0,0.133811839894
tstech_candidate_202504_USDJPY_mh_26,USDJPY,1743691856000,1743691856991,1743691855530,-0.150504330791674,-0.144135911567932,0,0.151433646451
tstech_candidate_202504_USDCHF_mh_2,USDCHF,1743692754500,1743692755413,1743692754305,-0.176526979115908,-0.180114487489555,0,0.000855820389
tstech_candidate_202504_GBPUSD_mh_8,GBPUSD,1743692864750,1743692865110,1743692864604,-0.346285796251404,-0.144135911567932,0,0.001052195370
tstech_candidate_202504_USDJPY_mh_27,USDJPY,1743693042250,1743693042582,1743693042023,-0.150504330791674,-0.144135911567932,0,0.146621573709
tstech_candidate_202504_USDCHF_mh_3,USDCHF,1743693739750,1743693740605,1743693739593,-0.391503332130765,-0.469716604008998,0,0.000835057359
tstech_candidate_202504_USDJPY_mh_28,USDJPY,1743694202750,1743694203288,1743694202599,-0.573661679477154,-0.469716604008998,0,0.148199129541
tstech_candidate_202504_EURUSD_mh_1,EURUSD,1743694204000,1743694204390,1743694203787,-0.573661679477154,-0.469716604008998,0,0.001454991254
tstech_candidate_202504_GBPUSD_mh_9,GBPUSD,1743694205250,1743694206409,1743694205204,-0.145049001842015,-0.144135911567932,0,0.001028068076
