name,side,horizon,base_expression,filter_expression,train_trades,train_trades_per_day,train_expectancy_atr,train_hit_rate,test_trades,test_trades_per_day,test_expectancy_atr,test_hit_rate
long_roc_rsi_base,long,3,(roc_atr_6 <= -1.3739) & (rsi7 <= 29.5772),,10784,41.37580432436753,0.06425478013015522,0.5391320474777448,3862,43.471273352614716,0.05213616709850111,0.5582599689280165
long_break_high_base,long,3,(breakout_persist_down_6 >= 1.0) & (high_break_12 <= -3.0687),,11880,45.5778760590398,0.04547004264828274,0.5316498316498316,4162,46.93433572183719,0.03515973074600324,0.5598270062469967
long_break_high_flow_negative,long,3,(breakout_persist_down_6 >= 1.0) & (high_break_12 <= -3.0687),tick_flow_signed_3 <= -0.4165,5573,21.38093461927852,0.051839139992461605,0.5415395657635026,1987,22.40714201808998,0.03157704883196878,0.5727226975339708
short_rsi_ret_flow_positive,short,6,(rsi7 >= 70.3714) & (ret_6 >= 0.0017),tick_flow_signed_3 >= 0.4176,4466,17.12614843812415,0.0009838951008866155,0.525974025974026,1725,19.402460456942002,0.1452920285614574,0.5559420289855073
short_break_rsi_volume_low,short,3,(breakout_persist_up_6 >= 1.0) & (rsi7 >= 70.3714),tick_volume_rel10 <= 0.7937,1612,6.186285744743223,0.014363667653341607,0.5155086848635235,406,4.573574278338419,0.12458403755426511,0.5738916256157636
short_rsi_ret_base,short,6,(rsi7 >= 70.3714) & (ret_6 >= 0.0017),,9411,36.08867821525106,0.014522669055751603,0.5181170970141324,3729,41.9086864902833,0.11665763496522044,0.5449182086350228
short_break_rsi_flow_positive,short,3,(breakout_persist_up_6 >= 1.0) & (rsi7 >= 70.3714),tick_flow_signed_3 >= 0.4176,4742,18.196906103849383,0.021470218538216807,0.5400674820750738,1558,17.522024367385193,0.10779739628565235,0.5738125802310655
short_break_rsi_base,short,3,(breakout_persist_up_6 >= 1.0) & (rsi7 >= 70.3714),,10512,40.311793451485336,0.012542842912261832,0.5306316590563166,3319,37.29650005852745,0.09600747933364655,0.5670382645375113
