long_bucket,short_bucket,all_trades,all_tpd,all_pf,all_net,all_win_rate,max_drawdown,starting_balance,min_train_pf,min_test_pf,min_test_tpd,max_test_dd,splits,score
bull_late_15_37_h12,asia_100_66_85_h12,1329,4.757697423212222,1.2737727665372138,31272.245714285855,68.32204665161777,8024.911428571346,100000.0,1.045809528092066,1.3458802481614263,5.334052097572245,7855.844285714319,"{'2025-10-01': {'train': {'trades': 367, 'trades_per_day': 3.738539898132428, 'net': 1257.4228571430635, 'profit_factor': 1.045809528092066, 'win_rate': 65.39509536784742, 'max_drawdown': 7140.57714285705}, 'test': {'trades': 962, 'trades_per_day': 5.334052097572245, 'net': 30014.82285714279, 'profit_factor': 1.3458802481614263, 'win_rate': 69.43866943866944, 'max_drawdown': 7855.844285714319}, 'all': {'trades': 1329, 'trades_per_day': 4.757697423212222, 'net': 31272.245714285855, 'profit_factor': 1.2737727665372138, 'win_rate': 68.32204665161777, 'max_drawdown': 8024.911428571346}}, '2026-01-01': {'train': {'trades': 799, 'trades_per_day': 4.507227641320954, 'net': 13074.825714285924, 'profit_factor': 1.1788498922206219, 'win_rate': 67.08385481852316, 'max_drawdown': 8024.911428571346}, 'test': {'trades': 530, 'trades_per_day': 6.138749245928011, 'net': 18197.419999999933, 'profit_factor': 1.4425228448331395, 'win_rate': 70.18867924528301, 'max_drawdown': 5143.134285714186}, 'all': {'trades': 1329, 'trades_per_day': 4.757697423212222, 'net': 31272.245714285855, 'profit_factor': 1.2737727665372138, 'win_rate': 68.32204665161777, 'max_drawdown': 8024.911428571346}}}",1.2593938018827269
bull_late_15_35_h12,asia_100_66_85_h12,1315,4.707578714465065,1.268565070688722,30506.13142857158,68.212927756654,8046.341428571366,100000.0,1.0457464443724953,1.3381055400464963,5.289694075970813,7855.844285714319,"{'2025-10-01': {'train': {'trades': 361, 'trades_per_day': 3.6774193548387095, 'net': 1235.992857143042, 'profit_factor': 1.0457464443724953, 'win_rate': 65.37396121883657, 'max_drawdown': 7162.00714285707}, 'test': {'trades': 954, 'trades_per_day': 5.289694075970813, 'net': 29270.138571428542, 'profit_factor': 1.3381055400464963, 'win_rate': 69.28721174004193, 'max_drawdown': 7855.844285714319}, 'all': {'trades': 1315, 'trades_per_day': 4.707578714465065, 'net': 30506.13142857158, 'profit_factor': 1.268565070688722, 'win_rate': 68.212927756654, 'max_drawdown': 8046.341428571366}}, '2026-01-01': {'train': {'trades': 792, 'trades_per_day': 4.467740039957691, 'net': 12867.025714285899, 'profit_factor': 1.1770502599883021, 'win_rate': 67.04545454545455, 'max_drawdown': 8046.341428571366}, 'test': {'trades': 523, 'trades_per_day': 6.057671425698773, 'net': 17639.10571428568, 'profit_factor': 1.431116665183332, 'win_rate': 69.98087954110899, 'max_drawdown': 5143.134285714195}, 'all': {'trades': 1315, 'trades_per_day': 4.707578714465065, 'net': 30506.13142857158, 'profit_factor': 1.268565070688722, 'win_rate': 68.212927756654, 'max_drawdown': 8046.341428571366}}}",1.2510769383194664
bull_late_15_37_h12,ny_bear_08_60_h12,845,3.0166226618571272,1.407439143397814,30489.487142857106,70.29585798816568,9536.597142857067,100000.0,1.624810171561473,1.143064334397615,3.4020343955683376,9536.597142857338,"{'2025-10-01': {'train': {'trades': 233, 'trades_per_day': 2.348757437871894, 'net': 9083.217142857162, 'profit_factor': 1.624810171561473, 'win_rate': 74.67811158798283, 'max_drawdown': 2729.935714285722}, 'test': {'trades': 612, 'trades_per_day': 3.4020343955683376, 'net': 21406.269999999953, 'profit_factor': 1.3550289214063502, 'win_rate': 68.62745098039215, 'max_drawdown': 9536.597142857338}, 'all': {'trades': 845, 'trades_per_day': 3.0166226618571272, 'net': 30489.487142857106, 'profit_factor': 1.407439143397814, 'win_rate': 70.29585798816568, 'max_drawdown': 9536.597142857067}}, '2026-01-01': {'train': {'trades': 479, 'trades_per_day': 2.7074362647930448, 'net': 25159.725714285654, 'profit_factor': 1.6695386584286487, 'win_rate': 72.65135699373695, 'max_drawdown': 4693.101428571372}, 'test': {'trades': 366, 'trades_per_day': 4.246897663174859, 'net': 5329.761428571463, 'profit_factor': 1.143064334397615, 'win_rate': 67.21311475409836, 'max_drawdown': 8541.078571428667}, 'all': {'trades': 845, 'trades_per_day': 3.0166226618571272, 'net': 30489.487142857106, 'profit_factor': 1.407439143397814, 'win_rate': 70.29585798816568, 'max_drawdown': 9536.597142857067}}}",1.1528228089549781
bull_late_15_35_h12,ny_bear_08_60_h12,831,2.9666431147967725,1.4006151143302494,29723.37285714284,70.15643802647413,10149.111428571337,100000.0,1.6423627278687263,1.128793617630128,3.357563357717771,10149.111428571627,"{'2025-10-01': {'train': {'trades': 227, 'trades_per_day': 2.288274413720686, 'net': 9061.78714285714, 'profit_factor': 1.6423627278687263, 'win_rate': 74.8898678414097, 'max_drawdown': 2729.935714285722}, 'test': {'trades': 604, 'trades_per_day': 3.357563357717771, 'net': 20661.585714285702, 'profit_factor': 1.3438590212985544, 'win_rate': 68.37748344370861, 'max_drawdown': 10149.111428571627}, 'all': {'trades': 831, 'trades_per_day': 2.9666431147967725, 'net': 29723.37285714284, 'profit_factor': 1.4006151143302494, 'win_rate': 70.15643802647413, 'max_drawdown': 10149.111428571337}}, '2026-01-01': {'train': {'trades': 472, 'trades_per_day': 2.6678703903597434, 'net': 24951.925714285637, 'profit_factor': 1.6717058084089038, 'win_rate': 72.66949152542372, 'max_drawdown': 4879.471428571371}, 'test': {'trades': 359, 'trades_per_day': 4.165672844480258, 'net': 4771.447142857207, 'profit_factor': 1.128793617630128, 'win_rate': 66.85236768802228, 'max_drawdown': 8660.168571428667}, 'all': {'trades': 831, 'trades_per_day': 2.9666431147967725, 'net': 29723.37285714284, 'profit_factor': 1.4006151143302494, 'win_rate': 70.15643802647413, 'max_drawdown': 10149.111428571337}}}",1.1329630931253303
off,asia_100_66_85_h12,1174,4.202811719225845,1.2614651539947492,25914.772857142983,68.39863713798978,11742.299999999886,100000.0,0.9015018236093885,1.3804192460500735,4.746308311353266,7855.844285714317,"{'2025-10-01': {'train': {'trades': 318, 'trades_per_day': 3.2393887945670627, 'net': -2424.8257142855055, 'profit_factor': 0.9015018236093885, 'win_rate': 63.52201257861635, 'max_drawdown': 9432.885714285583}, 'test': {'trades': 856, 'trades_per_day': 4.746308311353266, 'net': 28339.59857142849, 'profit_factor': 1.3804192460500735, 'win_rate': 70.21028037383178, 'max_drawdown': 7855.844285714317}, 'all': {'trades': 1174, 'trades_per_day': 4.202811719225845, 'net': 25914.772857142983, 'profit_factor': 1.2614651539947492, 'win_rate': 68.39863713798978, 'max_drawdown': 11742.299999999886}}, '2026-01-01': {'train': {'trades': 704, 'trades_per_day': 3.9713244799623926, 'net': 11378.141428571627, 'profit_factor': 1.1820387912926298, 'win_rate': 67.1875, 'max_drawdown': 11742.299999999886}, 'test': {'trades': 470, 'trades_per_day': 5.443796501105973, 'net': 14536.631428571356, 'profit_factor': 1.3970700692169433, 'win_rate': 70.2127659574468, 'max_drawdown': 4345.554285714301}, 'all': {'trades': 1174, 'trades_per_day': 4.202811719225845, 'net': 25914.772857142983, 'profit_factor': 1.2614651539947492, 'win_rate': 68.39863713798978, 'max_drawdown': 11742.299999999886}}}",1.1294377743529949
off,ny_bear_08_60_h12,693,2.473987579487561,1.401237863110769,24720.0228571428,70.56277056277057,8748.378571428626,100000.0,1.6281480253937295,1.040484116688228,2.8574677934861468,8748.378571428693,"{'2025-10-01': {'train': {'trades': 187, 'trades_per_day': 1.8850542527126357, 'net': 7353.478571428595, 'profit_factor': 1.6281480253937295, 'win_rate': 74.33155080213903, 'max_drawdown': 2738.705714285724}, 'test': {'trades': 506, 'trades_per_day': 2.8574677934861468, 'net': 17366.544285714204, 'profit_factor': 1.348007442010762, 'win_rate': 69.1699604743083, 'max_drawdown': 8748.378571428693}, 'all': {'trades': 693, 'trades_per_day': 2.473987579487561, 'net': 24720.0228571428, 'profit_factor': 1.401237863110769, 'win_rate': 70.56277056277057, 'max_drawdown': 8748.378571428626}}, '2026-01-01': {'train': {'trades': 389, 'trades_per_day': 2.198732164936314, 'net': 23394.489999999914, 'profit_factor': 1.8104134948306603, 'win_rate': 73.7789203084833, 'max_drawdown': 3438.44857142854}, 'test': {'trades': 304, 'trades_per_day': 3.527477840451249, 'net': 1325.5328571428877, 'profit_factor': 1.040484116688228, 'win_rate': 66.44736842105263, 'max_drawdown': 8748.378571428662}, 'all': {'trades': 693, 'trades_per_day': 2.473987579487561, 'net': 24720.0228571428, 'profit_factor': 1.401237863110769, 'win_rate': 70.56277056277057, 'max_drawdown': 8748.378571428626}}}",1.0838109957661166
bull_late_15_37_h12,ny_bear_08_55_h12,1022,3.6485069354058983,1.3202219713796133,30083.64285714295,69.66731898238747,10669.349999999948,100000.0,1.2867856028062352,1.07567513249717,4.063541083595514,10669.350000000022,"{'2025-10-01': {'train': {'trades': 291, 'trades_per_day': 2.933426671333567, 'net': 5989.03428571436, 'profit_factor': 1.2867856028062352, 'win_rate': 70.79037800687286, 'max_drawdown': 4308.125714285719}, 'test': {'trades': 731, 'trades_per_day': 4.063541083595514, 'net': 24094.608571428595, 'profit_factor': 1.3297789726429659, 'win_rate': 69.22024623803009, 'max_drawdown': 10669.350000000022}, 'all': {'trades': 1022, 'trades_per_day': 3.6485069354058983, 'net': 30083.64285714295, 'profit_factor': 1.3202219713796133, 'win_rate': 69.66731898238747, 'max_drawdown': 10669.349999999948}}, '2026-01-01': {'train': {'trades': 605, 'trades_per_day': 3.419554892648271, 'net': 26833.58142857145, 'profit_factor': 1.52616239169045, 'win_rate': 71.2396694214876, 'max_drawdown': 4722.287142857176}, 'test': {'trades': 417, 'trades_per_day': 4.838678485092667, 'net': 3250.061428571509, 'profit_factor': 1.07567513249717, 'win_rate': 67.38609112709833, 'max_drawdown': 9263.09857142869}, 'all': {'trades': 1022, 'trades_per_day': 3.6485069354058983, 'net': 30083.64285714295, 'profit_factor': 1.3202219713796133, 'win_rate': 69.66731898238747, 'max_drawdown': 10669.349999999948}}}",1.059914834384999
bull_late_15_37_h12,asia_087_64_82_h14,1537,5.502318238884262,1.1803691325448324,24376.494285714594,69.42094990240729,16903.407142857002,100000.0,0.8816618495218415,1.2792677867223083,6.204578271500356,10722.168571428585,"{'2025-10-01': {'train': {'trades': 418, 'trades_per_day': 4.258064516129032, 'net': -3978.0599999997876, 'profit_factor': 0.8816618495218415, 'win_rate': 65.07177033492823, 'max_drawdown': 11278.269999999882}, 'test': {'trades': 1119, 'trades_per_day': 6.204578271500356, 'net': 28354.554285714392, 'profit_factor': 1.2792677867223083, 'win_rate': 71.0455764075067, 'max_drawdown': 10722.168571428585}, 'all': {'trades': 1537, 'trades_per_day': 5.502318238884262, 'net': 24376.494285714594, 'profit_factor': 1.1803691325448324, 'win_rate': 69.42094990240729, 'max_drawdown': 16903.407142857002}}, '2026-01-01': {'train': {'trades': 928, 'trades_per_day': 5.23492772358679, 'net': 5088.890000000267, 'profit_factor': 1.056864195331898, 'win_rate': 68.64224137931035, 'max_drawdown': 16903.407142857002}, 'test': {'trades': 609, 'trades_per_day': 7.053770359943695, 'net': 19287.604285714333, 'profit_factor': 1.4224565865135426, 'win_rate': 70.60755336617406, 'max_drawdown': 5607.452857142744}, 'all': {'trades': 1537, 'trades_per_day': 5.502318238884262, 'net': 24376.494285714594, 'profit_factor': 1.1803691325448324, 'win_rate': 69.42094990240729, 'max_drawdown': 16903.407142857002}}}",1.0562386352816144
late_none_12_35_h12,asia_087_64_82_h14,2037,7.2922721227112834,1.0248050189201172,5455.07571428575,67.206676485027,16978.192857142807,100000.0,0.9416641700802322,1.0460401636797874,8.378121329970543,13494.485714285645,"{'2025-10-01': {'train': {'trades': 526, 'trades_per_day': 5.358234295415959, 'net': -2610.064285714141, 'profit_factor': 0.9416641700802322, 'win_rate': 66.34980988593155, 'max_drawdown': 9180.215714285703}, 'test': {'trades': 1511, 'trades_per_day': 8.378121329970543, 'net': 8065.139999999892, 'profit_factor': 1.0460401636797874, 'win_rate': 67.50496360026472, 'max_drawdown': 13494.485714285645}, 'all': {'trades': 2037, 'trades_per_day': 7.2922721227112834, 'net': 5455.07571428575, 'profit_factor': 1.0248050189201172, 'win_rate': 67.206676485027, 'max_drawdown': 16978.192857142807}}, '2026-01-01': {'train': {'trades': 1222, 'trades_per_day': 6.867579908675799, 'net': 874.9857142858418, 'profit_factor': 1.0064685074385626, 'win_rate': 67.34860883797053, 'max_drawdown': 16978.192857142807}, 'test': {'trades': 815, 'trades_per_day': 9.439774783832696, 'net': 4580.089999999912, 'profit_factor': 1.0541064193287948, 'win_rate': 66.99386503067485, 'max_drawdown': 10271.618571428557}, 'all': {'trades': 2037, 'trades_per_day': 7.2922721227112834, 'net': 5455.07571428575, 'profit_factor': 1.0248050189201172, 'win_rate': 67.206676485027, 'max_drawdown': 16978.192857142807}}}",1.0561389392215697
bull_late_15_35_h12,asia_087_64_82_h14,1523,5.452199530137106,1.1755286125247824,23610.380000000325,69.33683519369666,16924.837142857024,100000.0,0.8794805794348421,1.2724890108247053,6.160220249898924,10722.168571428585,"{'2025-10-01': {'train': {'trades': 412, 'trades_per_day': 4.196943972835314, 'net': -3999.489999999809, 'profit_factor': 0.8794805794348421, 'win_rate': 65.0485436893204, 'max_drawdown': 11299.699999999906}, 'test': {'trades': 1111, 'trades_per_day': 6.160220249898924, 'net': 27609.870000000137, 'profit_factor': 1.2724890108247053, 'win_rate': 70.92709270927092, 'max_drawdown': 10722.168571428585}, 'all': {'trades': 1523, 'trades_per_day': 5.452199530137106, 'net': 23610.380000000325, 'profit_factor': 1.1755286125247824, 'win_rate': 69.33683519369666, 'max_drawdown': 16924.837142857024}}, '2026-01-01': {'train': {'trades': 921, 'trades_per_day': 5.195440122223528, 'net': 4881.090000000246, 'profit_factor': 1.0548059041072706, 'win_rate': 68.62106406080348, 'max_drawdown': 16924.837142857024}, 'test': {'trades': 602, 'trades_per_day': 6.972692539714458, 'net': 18729.29000000008, 'profit_factor': 1.412096831684739, 'win_rate': 70.43189368770764, 'max_drawdown': 5607.452857142744}, 'all': {'trades': 1523, 'trades_per_day': 5.452199530137106, 'net': 23610.380000000325, 'profit_factor': 1.1755286125247824, 'win_rate': 69.33683519369666, 'max_drawdown': 16924.837142857024}}}",1.0480197391083537
