long_bucket,short_bucket,all_trades,all_tpd,all_pf,all_net,all_win_rate,max_drawdown,starting_balance,min_train_pf,min_test_pf,min_test_tpd,max_test_dd,splits,score
late_none_12_35_h12,asia_100_66_85_h12,1831,6.5548111225745505,1.0690604703615605,13804.832857142663,65.86564718732933,16407.710000000054,100000.0,1.0189449314426346,1.0456817591235499,7.5075951560424325,16407.710000000014,"{'2025-10-01': {'train': {'trades': 477, 'trades_per_day': 4.859083191850594, 'net': 756.5157142858502, 'profit_factor': 1.0189449314426346, 'win_rate': 65.19916142557652, 'max_drawdown': 5554.067142857143}, 'test': {'trades': 1354, 'trades_per_day': 7.5075951560424325, 'net': 13048.317142856818, 'profit_factor': 1.081571098912536, 'win_rate': 66.10044313146234, 'max_drawdown': 16407.710000000014}, 'all': {'trades': 1831, 'trades_per_day': 6.5548111225745505, 'net': 13804.832857142663, 'profit_factor': 1.0690604703615605, 'win_rate': 65.86564718732933, 'max_drawdown': 16407.710000000054}}, '2026-01-01': {'train': {'trades': 1101, 'trades_per_day': 6.187565858798735, 'net': 10167.358571428604, 'profit_factor': 1.084538866599335, 'win_rate': 65.48592188919164, 'max_drawdown': 15893.671428571364}, 'test': {'trades': 730, 'trades_per_day': 8.455258395334807, 'net': 3637.474285714066, 'profit_factor': 1.0456817591235499, 'win_rate': 66.43835616438356, 'max_drawdown': 11744.07571428576}, 'all': {'trades': 1831, 'trades_per_day': 6.5548111225745505, 'net': 13804.832857142663, 'profit_factor': 1.0690604703615605, 'win_rate': 65.86564718732933, 'max_drawdown': 16407.710000000054}}}",1.0474239715506903
bull_late_15_35_h12,ny_bear_08_55_h12,1008,3.5985273883455435,1.314199804011227,29317.528571428677,69.54365079365078,11095.49428571422,100000.0,1.291775643346282,1.0629788660051933,4.0190700457449475,11095.494285714294,"{'2025-10-01': {'train': {'trades': 285, 'trades_per_day': 2.872943647182359, 'net': 5967.604285714338, 'profit_factor': 1.291775643346282, 'win_rate': 70.87719298245614, 'max_drawdown': 4308.125714285719}, 'test': {'trades': 723, 'trades_per_day': 4.0190700457449475, 'net': 23349.924285714344, 'profit_factor': 1.3204949069184284, 'win_rate': 69.0179806362379, 'max_drawdown': 11095.494285714294}, 'all': {'trades': 1008, 'trades_per_day': 3.5985273883455435, 'net': 29317.528571428677, 'profit_factor': 1.314199804011227, 'win_rate': 69.54365079365078, 'max_drawdown': 11095.49428571422}}, '2026-01-01': {'train': {'trades': 598, 'trades_per_day': 3.379989794716803, 'net': 26625.78142857143, 'profit_factor': 1.5265334860666444, 'win_rate': 71.23745819397993, 'max_drawdown': 4722.287142857176}, 'test': {'trades': 410, 'trades_per_day': 4.7574536663980656, 'net': 2691.7471428572553, 'profit_factor': 1.0629788660051933, 'win_rate': 67.07317073170732, 'max_drawdown': 9624.842857142978}, 'all': {'trades': 1008, 'trades_per_day': 3.5985273883455435, 'net': 29317.528571428677, 'profit_factor': 1.314199804011227, 'win_rate': 69.54365079365078, 'max_drawdown': 11095.49428571422}}}",1.0421388903657247
late_none_12_40_h12,asia_087_64_82_h14,2143,7.6717423460826115,0.9925444003311779,-1769.7585714284805,66.91553896406907,18601.031428571365,100000.0,0.9412529090968822,0.9766357616538617,8.805067287884329,18601.03142857135,"{'2025-10-01': {'train': {'trades': 555, 'trades_per_day': 5.65365025466893, 'net': -2783.455714285559, 'profit_factor': 0.9412529090968822, 'win_rate': 65.94594594594595, 'max_drawdown': 9431.507142857126}, 'test': {'trades': 1588, 'trades_per_day': 8.805067287884329, 'net': 1013.6971428570823, 'profit_factor': 1.0053354516296698, 'win_rate': 67.2544080604534, 'max_drawdown': 18601.03142857135}, 'all': {'trades': 2143, 'trades_per_day': 7.6717423460826115, 'net': -1769.7585714284805, 'profit_factor': 0.9925444003311779, 'win_rate': 66.91553896406907, 'max_drawdown': 18601.031428571365}}, '2026-01-01': {'train': {'trades': 1298, 'trades_per_day': 7.2946961714085, 'net': 397.50714285731556, 'profit_factor': 1.0027487627850873, 'win_rate': 67.10323574730354, 'max_drawdown': 17027.464285714217}, 'test': {'trades': 845, 'trades_per_day': 9.787251156243716, 'net': -2167.2657142857943, 'profit_factor': 0.9766357616538617, 'win_rate': 66.62721893491124, 'max_drawdown': 14045.285714285688}, 'all': {'trades': 2143, 'trades_per_day': 7.6717423460826115, 'net': -1769.7585714284805, 'profit_factor': 0.9925444003311779, 'win_rate': 66.91553896406907, 'max_drawdown': 18601.031428571365}}}",1.001094619901727
bull_late_15_37_h12,off,158,0.5705258406680208,1.3858342338309324,5831.242857142869,68.35443037974683,5714.9800000000505,100000.0,1.1723421859755612,1.1749656854426602,0.6124312302469859,5714.980000000061,"{'2025-10-01': {'train': {'trades': 49, 'trades_per_day': 0.5155633494081543, 'net': 3682.248571428569, 'profit_factor': 2.300706019610705, 'win_rate': 77.55102040816327, 'max_drawdown': 1347.4000000000187}, 'test': {'trades': 109, 'trades_per_day': 0.6124312302469859, 'net': 2148.9942857142996, 'profit_factor': 1.1749656854426602, 'win_rate': 64.22018348623854, 'max_drawdown': 5714.980000000061}, 'all': {'trades': 158, 'trades_per_day': 0.5705258406680208, 'net': 5831.242857142869, 'profit_factor': 1.3858342338309324, 'win_rate': 68.35443037974683, 'max_drawdown': 5714.9800000000505}}, '2026-01-01': {'train': {'trades': 96, 'trades_per_day': 0.5712868832134887, 'net': 1827.0142857142955, 'profit_factor': 1.1723421859755612, 'win_rate': 66.66666666666666, 'max_drawdown': 5498.874285714313}, 'test': {'trades': 62, 'trades_per_day': 0.7385837193911318, 'net': 4004.2285714285736, 'profit_factor': 1.8874125555313503, 'win_rate': 70.96774193548387, 'max_drawdown': 1587.219999999994}, 'all': {'trades': 158, 'trades_per_day': 0.5705258406680208, 'net': 5831.242857142869, 'profit_factor': 1.3858342338309324, 'win_rate': 68.35443037974683, 'max_drawdown': 5714.9800000000505}}}",0.9672642129446251
off,ny_bear_08_55_h12,870,3.1058718530363323,1.301202809700147,24314.178571428634,69.77011494252874,11028.894285714261,100000.0,1.2359412875946256,0.9803782668817685,3.4753731199196807,11028.894285714327,"{'2025-10-01': {'train': {'trades': 245, 'trades_per_day': 2.469723486174309, 'net': 4259.295714285792, 'profit_factor': 1.2359412875946256, 'win_rate': 69.79591836734694, 'max_drawdown': 4308.125714285719}, 'test': {'trades': 625, 'trades_per_day': 3.4753731199196807, 'net': 20054.882857142846, 'profit_factor': 1.3200012856201102, 'win_rate': 69.76, 'max_drawdown': 11028.894285714327}, 'all': {'trades': 870, 'trades_per_day': 3.1058718530363323, 'net': 24314.178571428634, 'profit_factor': 1.301202809700147, 'win_rate': 69.77011494252874, 'max_drawdown': 11028.894285714261}}, '2026-01-01': {'train': {'trades': 515, 'trades_per_day': 2.910860776386545, 'net': 25068.345714285704, 'profit_factor': 1.592796051053617, 'win_rate': 71.84466019417476, 'max_drawdown': 5116.1171428571815}, 'test': {'trades': 355, 'trades_per_day': 4.119258662369057, 'net': -754.1671428570626, 'profit_factor': 0.9803782668817685, 'win_rate': 66.7605633802817, 'max_drawdown': 9558.242857142988}, 'all': {'trades': 870, 'trades_per_day': 3.1058718530363323, 'net': 24314.178571428634, 'profit_factor': 1.301202809700147, 'win_rate': 69.77011494252874, 'max_drawdown': 11028.894285714261}}}",0.9565172215605089
late_none_12_40_h12,asia_100_66_85_h12,1941,6.948600977016495,1.0450536985132155,9748.157142857006,65.94538897475528,21586.588571428743,100000.0,1.0368536504100516,0.9759028986438427,7.962264877457114,21586.588571428685,"{'2025-10-01': {'train': {'trades': 505, 'trades_per_day': 5.144312393887946, 'net': 1557.3771428572707, 'profit_factor': 1.0368536504100516, 'win_rate': 65.34653465346535, 'max_drawdown': 6250.059999999978}, 'test': {'trades': 1436, 'trades_per_day': 7.962264877457114, 'net': 8190.77999999974, 'profit_factor': 1.0470439511777374, 'win_rate': 66.15598885793872, 'max_drawdown': 21586.588571428685}, 'all': {'trades': 1941, 'trades_per_day': 6.948600977016495, 'net': 9748.157142857006, 'profit_factor': 1.0450536985132155, 'win_rate': 65.94538897475528, 'max_drawdown': 21586.588571428743}}, '2026-01-01': {'train': {'trades': 1180, 'trades_per_day': 6.631541974007727, 'net': 11846.212857142913, 'profit_factor': 1.091617477377612, 'win_rate': 65.67796610169492, 'max_drawdown': 14372.199999999984}, 'test': {'trades': 761, 'trades_per_day': 8.814317313492861, 'net': -2098.0557142859016, 'profit_factor': 0.9759028986438427, 'win_rate': 66.36005256241788, 'max_drawdown': 15789.308571428624}, 'all': {'trades': 1941, 'trades_per_day': 6.948600977016495, 'net': 9748.157142857006, 'profit_factor': 1.0450536985132155, 'win_rate': 65.94538897475528, 'max_drawdown': 21586.588571428743}}}",0.9406179881501808
off,asia_087_64_82_h14,1384,4.954592350433194,1.1587625626851168,19056.98142857172,69.65317919075144,20258.635714285603,100000.0,0.7629322740075207,1.2952975594233698,5.611289732581198,10722.168571428585,"{'2025-10-01': {'train': {'trades': 372, 'trades_per_day': 3.789473684210526, 'net': -7298.14857142836, 'profit_factor': 0.7629322740075207, 'win_rate': 63.70967741935484, 'max_drawdown': 13570.57857142841}, 'test': {'trades': 1012, 'trades_per_day': 5.611289732581198, 'net': 26355.130000000077, 'profit_factor': 1.2952975594233698, 'win_rate': 71.83794466403161, 'max_drawdown': 10722.168571428585}, 'all': {'trades': 1384, 'trades_per_day': 4.954592350433194, 'net': 19056.98142857172, 'profit_factor': 1.1587625626851168, 'win_rate': 69.65317919075144, 'max_drawdown': 20258.635714285603}}, '2026-01-01': {'train': {'trades': 835, 'trades_per_day': 4.710306734046304, 'net': 3430.1657142859694, 'profit_factor': 1.043479863050665, 'win_rate': 68.98203592814372, 'max_drawdown': 20258.635714285603}, 'test': {'trades': 549, 'trades_per_day': 6.358817615121657, 'net': 15626.815714285753, 'profit_factor': 1.3798118171690215, 'win_rate': 70.67395264116576, 'max_drawdown': 4853.212857142809}, 'all': {'trades': 1384, 'trades_per_day': 4.954592350433194, 'net': 19056.98142857172, 'profit_factor': 1.1587625626851168, 'win_rate': 69.65317919075144, 'max_drawdown': 20258.635714285603}}}",0.9285725407880956
bull_late_15_35_h12,off,144,0.5199729180771835,1.349906295982323,5065.128571428595,67.36111111111111,5790.584285714311,100000.0,1.1592071736986838,1.1162959791508489,0.567482149127941,5790.58428571432,"{'2025-10-01': {'train': {'trades': 43, 'trades_per_day': 0.4524331433581762, 'net': 3660.818571428548, 'profit_factor': 2.5251113969146073, 'win_rate': 79.06976744186046, 'max_drawdown': 1347.4000000000187}, 'test': {'trades': 101, 'trades_per_day': 0.567482149127941, 'net': 1404.3100000000493, 'profit_factor': 1.1162959791508489, 'win_rate': 62.37623762376238, 'max_drawdown': 5790.58428571432}, 'all': {'trades': 144, 'trades_per_day': 0.5199729180771835, 'net': 5065.128571428595, 'profit_factor': 1.349906295982323, 'win_rate': 67.36111111111111, 'max_drawdown': 5790.584285714311}}, '2026-01-01': {'train': {'trades': 89, 'trades_per_day': 0.5296305479791719, 'net': 1619.214285714277, 'profit_factor': 1.1592071736986838, 'win_rate': 66.29213483146067, 'max_drawdown': 5685.244285714313}, 'test': {'trades': 55, 'trades_per_day': 0.6624843161856964, 'net': 3445.9142857143192, 'profit_factor': 1.8004101366126632, 'win_rate': 69.0909090909091, 'max_drawdown': 1587.2199999999943}, 'all': {'trades': 144, 'trades_per_day': 0.5199729180771835, 'net': 5065.128571428595, 'profit_factor': 1.349906295982323, 'win_rate': 67.36111111111111, 'max_drawdown': 5790.584285714311}}}",0.9261675800367227
late_none_12_35_h12,ny_bear_08_55_h12,1517,5.415640920754156,1.1031086445391527,18183.914285714058,66.57877389584706,24624.155714285575,100000.0,1.1826419725892965,0.8949034865127126,6.2037097801540275,24624.15571428561,"{'2025-10-01': {'train': {'trades': 401, 'trades_per_day': 4.0422821141057055, 'net': 6057.785714285721, 'profit_factor': 1.1826419725892965, 'win_rate': 69.32668329177058, 'max_drawdown': 5267.54714285714}, 'test': {'trades': 1116, 'trades_per_day': 6.2037097801540275, 'net': 12126.12857142835, 'profit_factor': 1.0846860016587019, 'win_rate': 65.59139784946237, 'max_drawdown': 24624.15571428561}, 'all': {'trades': 1517, 'trades_per_day': 5.415640920754156, 'net': 18183.914285714058, 'profit_factor': 1.1031086445391527, 'win_rate': 66.57877389584706, 'max_drawdown': 24624.155714285575}}, '2026-01-01': {'train': {'trades': 909, 'trades_per_day': 5.098586063179216, 'net': 26422.842857142656, 'profit_factor': 1.2697229352188455, 'win_rate': 68.0968096809681, 'max_drawdown': 10776.70571428569}, 'test': {'trades': 608, 'trades_per_day': 7.054955680902498, 'net': -8238.928571428603, 'profit_factor': 0.8949034865127126, 'win_rate': 64.30921052631578, 'max_drawdown': 21679.89571428576}, 'all': {'trades': 1517, 'trades_per_day': 5.415640920754156, 'net': 18183.914285714058, 'profit_factor': 1.1031086445391527, 'win_rate': 66.57877389584706, 'max_drawdown': 24624.155714285575}}}",0.770110508305486
late_none_12_35_h12,ny_bear_08_60_h12,1344,4.798036517794058,1.1038883144694955,16550.368571428236,66.44345238095238,24154.62142857135,100000.0,1.2905823584438867,0.8927869707132647,5.564438611052133,24154.621428571612,"{'2025-10-01': {'train': {'trades': 343, 'trades_per_day': 3.4576128806440325, 'net': 9151.968571428524, 'profit_factor': 1.3412139191299324, 'win_rate': 71.7201166180758, 'max_drawdown': 5507.737142857144}, 'test': {'trades': 1001, 'trades_per_day': 5.564438611052133, 'net': 7398.399999999714, 'profit_factor': 1.0558422703433394, 'win_rate': 64.63536463536464, 'max_drawdown': 24154.621428571612}, 'all': {'trades': 1344, 'trades_per_day': 4.798036517794058, 'net': 16550.368571428236, 'profit_factor': 1.1038883144694955, 'win_rate': 66.44345238095238, 'max_drawdown': 24154.62142857135}}, '2026-01-01': {'train': {'trades': 783, 'trades_per_day': 4.391851361352393, 'net': 24566.397142856913, 'profit_factor': 1.2905823584438867, 'win_rate': 68.45466155810983, 'max_drawdown': 10869.481428571402}, 'test': {'trades': 561, 'trades_per_day': 6.50958904109589, 'net': -8016.028571428673, 'profit_factor': 0.8927869707132647, 'win_rate': 63.63636363636363, 'max_drawdown': 22946.705714285687}, 'all': {'trades': 1344, 'trades_per_day': 4.798036517794058, 'net': 16550.368571428236, 'profit_factor': 1.1038883144694955, 'win_rate': 66.44345238095238, 'max_drawdown': 24154.62142857135}}}",0.756410461875545
late_none_12_40_h12,ny_bear_08_60_h12,1451,5.180023056041055,1.076954969779184,13458.535714285354,66.36802205375602,27255.91714285715,100000.0,1.26842520067617,0.850353131259111,5.992472350363836,27255.91714285734,"{'2025-10-01': {'train': {'trades': 373, 'trades_per_day': 3.76002800140007, 'net': 8917.88142857135, 'profit_factor': 1.2936803178597953, 'win_rate': 70.77747989276139, 'max_drawdown': 5412.507142857146}, 'test': {'trades': 1078, 'trades_per_day': 5.992472350363836, 'net': 4540.654285714008, 'profit_factor': 1.0314183196815774, 'win_rate': 64.84230055658628, 'max_drawdown': 27255.91714285734}, 'all': {'trades': 1451, 'trades_per_day': 5.180023056041055, 'net': 13458.535714285354, 'profit_factor': 1.076954969779184, 'win_rate': 66.36802205375602, 'max_drawdown': 27255.91714285715}}, '2026-01-01': {'train': {'trades': 865, 'trades_per_day': 4.851789818096833, 'net': 25444.662857142626, 'profit_factor': 1.26842520067617, 'win_rate': 68.20809248554913, 'max_drawdown': 10784.657142857102}, 'test': {'trades': 586, 'trades_per_day': 6.799677679290895, 'net': -11986.12714285727, 'profit_factor': 0.850353131259111, 'win_rate': 63.651877133105806, 'max_drawdown': 23639.199999999968}, 'all': {'trades': 1451, 'trades_per_day': 5.180023056041055, 'net': 13458.535714285354, 'profit_factor': 1.076954969779184, 'win_rate': 66.36802205375602, 'max_drawdown': 27255.91714285715}}}",0.6935916930530851
late_none_12_40_h12,ny_bear_08_55_h12,1625,5.801197426648321,1.0672193111965156,13038.821428571162,66.46153846153847,30584.067142857093,100000.0,1.1586333061342717,0.837411891979862,6.637302399197051,30584.067142857075,"{'2025-10-01': {'train': {'trades': 431, 'trades_per_day': 4.344697234861743, 'net': 5823.698571428547, 'profit_factor': 1.1586333061342717, 'win_rate': 68.67749419953596, 'max_drawdown': 5172.317142857139}, 'test': {'trades': 1194, 'trades_per_day': 6.637302399197051, 'net': 7215.122857142611, 'profit_factor': 1.045879447198818, 'win_rate': 65.66164154103853, 'max_drawdown': 30584.067142857075}, 'all': {'trades': 1625, 'trades_per_day': 5.801197426648321, 'net': 13038.821428571162, 'profit_factor': 1.0672193111965156, 'win_rate': 66.46153846153847, 'max_drawdown': 30584.067142857093}}, '2026-01-01': {'train': {'trades': 989, 'trades_per_day': 5.547306508783547, 'net': 26985.308571428373, 'profit_factor': 1.249410614975016, 'win_rate': 67.9474216380182, 'max_drawdown': 10691.8814285714}, 'test': {'trades': 636, 'trades_per_day': 7.379854955680902, 'net': -13946.48714285721, 'profit_factor': 0.837411891979862, 'win_rate': 64.15094339622641, 'max_drawdown': 24863.689999999948}, 'all': {'trades': 1625, 'trades_per_day': 5.801197426648321, 'net': 13038.821428571162, 'profit_factor': 1.0672193111965156, 'win_rate': 66.46153846153847, 'max_drawdown': 30584.067142857093}}}",0.6414915010417978
late_none_12_35_h12,off,663,2.38536877873276,0.9305335076741588,-6795.470000000332,62.44343891402715,26283.38857142868,100000.0,1.0659848981869602,0.7579564425974799,2.8046868937689142,26283.388571428703,"{'2025-10-01': {'train': {'trades': 161, 'trades_per_day': 1.6939938623410784, 'net': 3643.2714285713546, 'profit_factor': 1.2378987440841023, 'win_rate': 68.94409937888199, 'max_drawdown': 5713.147142857138}, 'test': {'trades': 502, 'trades_per_day': 2.8046868937689142, 'net': -10438.74142857169, 'profit_factor': 0.8734841108534672, 'win_rate': 60.3585657370518, 'max_drawdown': 26283.388571428703}, 'all': {'trades': 663, 'trades_per_day': 2.38536877873276, 'net': -6795.470000000332, 'profit_factor': 0.9305335076741588, 'win_rate': 62.44343891402715, 'max_drawdown': 26283.38857142868}}, '2026-01-01': {'train': {'trades': 398, 'trades_per_day': 2.2483229375073552, 'net': 3616.4371428569452, 'profit_factor': 1.0659848981869602, 'win_rate': 63.81909547738693, 'max_drawdown': 9463.132857142871}, 'test': {'trades': 265, 'trades_per_day': 3.153719008264463, 'net': -10411.907142857279, 'profit_factor': 0.7579564425974799, 'win_rate': 60.37735849056604, 'max_drawdown': 18929.478571428637}, 'all': {'trades': 663, 'trades_per_day': 2.38536877873276, 'net': -6795.470000000332, 'profit_factor': 0.9305335076741588, 'win_rate': 62.44343891402715, 'max_drawdown': 26283.38857142868}}}",0.3942716668748941
late_none_12_40_h12,off,782,2.8135118928642813,0.8963091770009297,-12034.07428571456,62.65984654731458,32993.152857142966,100000.0,1.0691265322996502,0.6748680743213392,3.279584076976798,32993.15285714293,"{'2025-10-01': {'train': {'trades': 195, 'trades_per_day': 2.0517316966242873, 'net': 3630.924285714209, 'profit_factor': 1.191238711248275, 'win_rate': 67.6923076923077, 'max_drawdown': 5617.91714285714}, 'test': {'trades': 587, 'trades_per_day': 3.279584076976798, 'net': -15664.998571428774, 'profit_factor': 0.8386231717161146, 'win_rate': 60.98807495741057, 'max_drawdown': 32993.15285714293}, 'all': {'trades': 782, 'trades_per_day': 2.8135118928642813, 'net': -12034.07428571456, 'profit_factor': 0.8963091770009297, 'win_rate': 62.65984654731458, 'max_drawdown': 32993.152857142966}}, '2026-01-01': {'train': {'trades': 483, 'trades_per_day': 2.7284924090855593, 'net': 4506.032857142685, 'profit_factor': 1.0691265322996502, 'win_rate': 64.18219461697723, 'max_drawdown': 10328.077142857213}, 'test': {'trades': 299, 'trades_per_day': 3.5196599362380447, 'net': -16540.107142857254, 'profit_factor': 0.6748680743213392, 'win_rate': 60.200668896321076, 'max_drawdown': 24298.531428571445}, 'all': {'trades': 782, 'trades_per_day': 2.8135118928642813, 'net': -12034.07428571456, 'profit_factor': 0.8963091770009297, 'win_rate': 62.65984654731458, 'max_drawdown': 32993.152857142966}}}",0.2478427161857345
