policy,policy_value,trades,market_clusters,continuation_selected,reversal_selected,tp,sl,timeout,tradeable_episodes_selected,direction_correct,wrong_direction_selected,both_sl_selected,win_rate,mean_r,total_r,pf,max_consecutive_losses,cluster_bootstrap_mean_r_low,cluster_bootstrap_mean_r_high,positive_folds,observed_folds,median_r,p5_r,p95_r,symbol_mix,session_mix,mean_r_after_0.02r_cost,mean_r_after_0.05r_cost,mean_r_after_0.10r_cost,scope,symbol,mean_score,median_score
ALL,ALL,305,305,76,229,0,305,0,0,0,0,305,0.0,-1.0,-305.0,0.0,305,-1.0,-1.0,0,4,-1.0,-1.0,-1.0,AUDUSD:305,LONDON:89;NEW_YORK:64;OTHER:8;OVERLAP:45;TOKYO:99,-1.02,-1.05,-1.1,ALL_BEST_ACTION,AUDUSD,0.013838463161201037,0.006700919564512876
ALL,ALL,151,151,25,126,5,146,0,10,5,5,141,0.033112582781456956,-0.9139072847682119,-138.0,0.0547945205479452,52,-0.9827814569536424,-0.8278145695364238,0,4,-1.0,-1.0,-1.0,EURUSD:151,LONDON:53;NEW_YORK:49;OTHER:3;OVERLAP:38;TOKYO:8,-0.9339072847682119,-0.963907284768212,-1.013907284768212,ALL_BEST_ACTION,EURUSD,0.09194127494594839,0.0186630779549229
ALL,ALL,448,448,118,330,1,447,0,1,1,0,447,0.002232142857142857,-0.9941964285714285,-445.4,0.0035794183445190158,337,-1.0,-0.9825892857142857,0,4,-1.0,-1.0,-1.0,USDCAD:448,LONDON:108;NEW_YORK:114;OTHER:13;OVERLAP:95;TOKYO:118,-1.0141964285714284,-1.0441964285714285,-1.0941964285714285,ALL_BEST_ACTION,USDCAD,0.012426285522688226,0.0074011184946164935
ALL,ALL,167,167,42,125,0,167,0,0,0,0,167,0.0,-1.0,-167.0,0.0,167,-1.0,-1.0,0,4,-1.0,-1.0,-1.0,USDCHF:167,LONDON:43;NEW_YORK:54;OTHER:4;OVERLAP:58;TOKYO:8,-1.02,-1.05,-1.1,ALL_BEST_ACTION,USDCHF,0.013413356572536936,0.007566406195731809
ALL,ALL,549,549,128,421,20,529,0,39,20,19,510,0.03642987249544627,-0.9052823315118397,-497.0,0.06049149338374293,106,-0.9431693989071037,-0.8626593806921676,0,4,-1.0,-1.0,-1.0,USDJPY:549,LONDON:115;NEW_YORK:136;OTHER:22;OVERLAP:102;TOKYO:174,-0.9252823315118397,-0.9552823315118397,-1.0052823315118398,ALL_BEST_ACTION,USDJPY,0.2329468305971728,0.12172790566786765
