"mode","entry_time","exit_time","symbol","direction","result_r","net_profit","volume","reward_r","holding_bars","score","exit_reason"
"context_pullback","2025.02.13 20:30:00","2025.02.13 20:40:51","EURUSD","LONG","-1.0229","-22.78","0.170","1.250","0","2.745","DEAL_REASON_SL"
"context_pullback","2025.02.13 22:00:01","2025.02.13 22:30:56","EURUSD","LONG","1.2542","26.64","0.120","1.250","2","2.245","DEAL_REASON_TP"
"context_pullback","2025.02.14 10:15:00","2025.02.14 11:06:49","USDJPY","SHORT","-1.0000","-22.67","0.210","1.250","3","0.884","DEAL_REASON_SL"
"context_pullback","2025.02.14 11:30:00","2025.02.14 15:00:42","USDJPY","SHORT","-1.0000","-21.36","0.170","1.250","14","1.099","DEAL_REASON_SL"
"context_pullback","2025.02.14 17:45:00","2025.02.14 18:20:45","EURJPY","LONG","-1.0000","-22.51","0.160","1.250","2","1.241","DEAL_REASON_SL"
"context_pullback","2025.02.14 19:45:00","2025.02.17 00:01:42","USDJPY","SHORT","-1.5441","-37.32","0.250","1.250","17","2.386","DEAL_REASON_SL"
"context_pullback","2025.02.17 09:15:00","2025.02.17 09:34:42","USDJPY","SHORT","-1.0000","-21.75","0.250","1.250","1","5.219","DEAL_REASON_SL"
"context_pullback","2025.02.19 06:00:00","2025.02.19 08:24:42","USDJPY","SHORT","1.2616","27.18","0.190","1.250","9","0.558","DEAL_REASON_TP"
"context_pullback","2025.02.19 10:45:00","2025.02.19 12:20:09","USDJPY","SHORT","-1.0000","-21.50","0.240","1.250","6","0.440","DEAL_REASON_SL"
"context_pullback","2025.02.20 06:00:00","2025.02.20 10:13:43","AUDJPY","SHORT","-1.0054","-22.05","0.180","1.250","16","1.241","DEAL_REASON_SL"
"context_pullback","2025.02.20 12:30:00","2025.02.20 15:08:05","USDJPY","SHORT","1.2642","28.15","0.210","1.250","10","2.207","DEAL_REASON_TP"
"context_pullback","2025.02.20 16:30:00","2025.02.20 17:00:20","USDJPY","SHORT","1.2632","27.24","0.170","1.250","2","2.547","DEAL_REASON_TP"
"context_pullback","2025.02.20 17:45:00","2025.02.20 19:10:48","EURJPY","SHORT","-1.0000","-21.58","0.160","1.250","5","3.559","DEAL_REASON_SL"
"context_pullback","2025.02.20 17:45:00","2025.02.20 20:22:54","GBPJPY","SHORT","-1.0000","-22.22","0.130","1.250","10","2.855","DEAL_REASON_SL"
"context_pullback","2025.02.21 23:00:00","2025.02.21 23:42:33","USDJPY","SHORT","-1.0000","-21.88","0.230","1.250","2","2.689","DEAL_REASON_SL"
"context_pullback","2025.02.24 01:45:00","2025.02.24 01:50:10","USDJPY","SHORT","-1.0000","-21.53","0.270","1.250","0","2.992","DEAL_REASON_SL"
"context_pullback","2025.02.24 03:45:00","2025.02.24 03:51:19","USDJPY","SHORT","-1.0423","-22.44","0.170","1.250","0","2.844","DEAL_REASON_SL"
"context_pullback","2025.02.24 05:45:00","2025.02.24 07:22:58","USDJPY","SHORT","-1.0157","-22.08","0.170","1.250","6","2.924","DEAL_REASON_SL"
"context_pullback","2025.02.25 11:00:00","2025.02.25 11:24:57","USDJPY","SHORT","-1.0000","-21.89","0.180","1.250","1","0.502","DEAL_REASON_SL"
"context_pullback","2025.02.25 12:00:00","2025.02.25 12:44:45","GBPJPY","SHORT","-1.0032","-20.99","0.100","1.250","2","0.938","DEAL_REASON_SL"
"context_pullback","2025.02.25 19:30:00","2025.02.26 00:02:09","USDJPY","SHORT","0.1231","1.24","0.120","1.250","18","0.233","DEAL_REASON_EXPERT"
"context_pullback","2025.02.26 18:45:00","2025.02.26 18:58:14","EURJPY","LONG","-1.0103","-21.05","0.160","1.250","0","0.290","DEAL_REASON_SL"
"context_pullback","2025.02.26 20:15:00","2025.02.26 21:04:26","GBPUSD","LONG","-1.0060","-21.97","0.130","1.250","3","0.621","DEAL_REASON_SL"
"context_pullback","2025.02.27 01:15:00","2025.02.27 01:51:36","USDJPY","SHORT","1.2571","27.51","0.310","1.250","2","0.278","DEAL_REASON_TP"
"context_pullback","2025.02.27 02:30:00","2025.02.27 02:42:26","USDJPY","SHORT","-1.0000","-21.81","0.250","1.250","0","0.335","DEAL_REASON_SL"
"context_pullback","2025.02.27 07:00:00","2025.02.27 07:07:32","USDJPY","SHORT","-1.0000","-21.71","0.270","1.250","0","0.569","DEAL_REASON_SL"
"context_pullback","2025.02.27 20:00:00","2025.02.27 20:30:59","AUDJPY","SHORT","-1.0303","-21.74","0.160","1.250","2","2.035","DEAL_REASON_SL"
"context_pullback","2025.02.27 20:00:00","2025.02.27 22:10:59","USDJPY","LONG","-1.0000","-20.57","0.140","1.250","8","0.105","DEAL_REASON_SL"
"context_pullback","2025.02.28 01:45:00","2025.02.28 01:55:00","USDJPY","LONG","1.4030","30.08","0.240","1.250","0","0.671","DEAL_REASON_TP"
"context_pullback","2025.02.28 05:45:00","2025.02.28 07:45:02","EURJPY","SHORT","-1.0150","-21.60","0.120","1.250","8","0.907","DEAL_REASON_SL"
"context_pullback","2025.02.28 07:00:00","2025.02.28 07:47:00","GBPJPY","SHORT","-1.0000","-21.20","0.120","1.250","3","0.034","DEAL_REASON_SL"
"context_pullback","2025.02.28 12:15:00","2025.02.28 14:51:01","USDJPY","LONG","1.2634","26.31","0.140","1.250","10","1.054","DEAL_REASON_TP"
"context_pullback","2025.02.28 16:45:00","2025.02.28 17:19:27","USDJPY","LONG","1.2526","25.78","0.160","1.250","2","1.298","DEAL_REASON_TP"
"context_pullback","2025.02.28 19:00:00","2025.02.28 19:49:18","USDJPY","LONG","-1.0035","-20.78","0.110","1.250","3","1.524","DEAL_REASON_SL"
"context_pullback","2025.02.28 19:45:00","2025.02.28 20:19:48","GBPUSD","SHORT","1.3087","27.30","0.140","1.250","2","3.300","DEAL_REASON_TP"
"context_pullback","2025.02.28 23:00:00","2025.03.03 00:58:42","GBPJPY","LONG","1.2574","27.66","0.120","1.250","7","0.120","DEAL_REASON_TP"
"context_pullback","2025.02.28 21:45:00","2025.03.03 01:07:03","USDJPY","LONG","1.2750","27.85","0.160","1.250","13","1.545","DEAL_REASON_TP"
"context_pullback","2025.03.03 03:15:00","2025.03.03 03:34:07","USDJPY","LONG","-1.0349","-22.47","0.190","1.250","1","2.453","DEAL_REASON_SL"
"context_pullback","2025.03.04 05:00:00","2025.03.04 06:03:27","AUDJPY","SHORT","1.2591","27.60","0.150","1.250","4","0.457","DEAL_REASON_TP"
"context_pullback","2025.03.04 09:30:00","2025.03.04 09:35:29","AUDJPY","SHORT","-1.1183","-23.67","0.170","1.250","0","0.783","DEAL_REASON_SL"
"context_pullback","2025.03.04 09:15:00","2025.03.04 09:35:47","USDJPY","SHORT","-1.0047","-21.28","0.150","1.250","1","0.276","DEAL_REASON_SL"
"context_pullback","2025.03.04 10:15:00","2025.03.04 10:31:09","AUDJPY","SHORT","-1.0089","-21.29","0.140","1.250","1","0.895","DEAL_REASON_SL"
"context_pullback","2025.03.04 10:15:00","2025.03.04 10:31:52","USDJPY","SHORT","-1.0116","-20.97","0.120","1.250","1","0.496","DEAL_REASON_SL"
"context_pullback","2025.03.04 11:00:00","2025.03.04 13:15:35","USDJPY","SHORT","1.2602","27.35","0.120","1.250","9","0.718","DEAL_REASON_TP"
"context_pullback","2025.03.04 13:30:00","2025.03.04 13:51:03","GBPUSD","LONG","1.2553","26.55","0.150","1.250","1","3.836","DEAL_REASON_TP"
"context_pullback","2025.03.04 12:30:00","2025.03.04 16:00:08","AUDJPY","SHORT","1.2490","26.31","0.130","1.250","14","1.174","DEAL_REASON_TP"
"context_pullback","2025.03.04 18:00:00","2025.03.04 18:22:21","EURJPY","SHORT","-1.0184","-22.35","0.100","1.250","1","0.057","DEAL_REASON_SL"
"context_pullback","2025.03.04 18:00:00","2025.03.04 18:39:20","GBPJPY","SHORT","-1.0051","-21.20","0.080","1.250","2","0.272","DEAL_REASON_SL"
"context_pullback","2025.03.04 16:30:00","2025.03.04 18:43:22","USDJPY","SHORT","-1.0000","-21.59","0.130","1.250","8","1.803","DEAL_REASON_SL"
"context_pullback","2025.03.04 18:45:00","2025.03.04 20:08:11","GBPUSD","LONG","1.2848","27.16","0.140","1.250","5","3.055","DEAL_REASON_TP"
"context_pullback","2025.03.04 18:45:00","2025.03.04 20:09:46","EURUSD","LONG","1.2449","25.62","0.140","1.250","5","2.981","DEAL_REASON_TP"
"context_pullback","2025.03.05 02:45:00","2025.03.05 03:25:32","EURJPY","LONG","1.2557","26.09","0.100","1.250","2","0.820","DEAL_REASON_TP"
"context_pullback","2025.03.05 02:45:00","2025.03.05 03:25:43","GBPJPY","LONG","1.2577","27.57","0.100","1.250","2","0.292","DEAL_REASON_TP"
"context_pullback","2025.03.05 05:30:00","2025.03.05 09:27:19","EURJPY","LONG","1.2593","27.66","0.110","1.250","15","1.236","DEAL_REASON_TP"
"context_pullback","2025.03.05 05:15:00","2025.03.05 09:45:00","GBPJPY","LONG","0.2465","5.39","0.090","1.250","18","0.605","DEAL_REASON_EXPERT"
"context_pullback","2025.03.05 12:45:00","2025.03.05 15:03:37","GBPUSD","LONG","-1.0118","-22.36","0.130","1.250","9","6.291","DEAL_REASON_SL"
"context_pullback","2025.03.05 11:15:00","2025.03.05 15:15:05","GBPJPY","LONG","-1.0409","-21.54","0.090","1.250","16","1.542","DEAL_REASON_SL"
"context_pullback","2025.03.05 14:15:00","2025.03.05 15:32:01","EURUSD","LONG","1.2500","27.30","0.140","1.250","5","6.336","DEAL_REASON_TP"
"context_pullback","2025.03.05 12:45:00","2025.03.05 17:00:08","EURJPY","LONG","1.3057","27.66","0.090","1.250","17","2.736","DEAL_REASON_TP"
"context_pullback","2025.03.05 17:15:00","2025.03.05 17:21:41","AUDJPY","LONG","-1.0047","-21.79","0.150","1.250","0","1.370","DEAL_REASON_SL"
"context_pullback","2025.03.05 17:15:00","2025.03.05 17:24:59","EURJPY","LONG","-1.0028","-21.97","0.090","1.250","0","3.917","DEAL_REASON_SL"
"context_pullback","2025.03.05 17:45:00","2025.03.05 17:57:55","EURJPY","LONG","1.2621","26.68","0.080","1.250","0","3.917","DEAL_REASON_TP"
"context_pullback","2025.03.05 18:00:00","2025.03.05 18:11:06","GBPJPY","LONG","-1.0000","-20.52","0.070","1.250","0","2.420","DEAL_REASON_SL"
"context_pullback","2025.03.05 18:00:00","2025.03.05 18:11:21","AUDJPY","LONG","-1.0476","-23.08","0.130","1.250","0","1.359","DEAL_REASON_SL"
"context_pullback","2025.03.05 19:00:00","2025.03.05 21:07:10","AUDJPY","LONG","1.2509","25.38","0.110","1.250","8","1.417","DEAL_REASON_TP"
"context_pullback","2025.03.05 19:15:00","2025.03.05 21:07:36","USDJPY","SHORT","-1.0075","-21.57","0.080","1.250","7","0.727","DEAL_REASON_SL"
"context_pullback","2025.03.05 21:00:00","2025.03.06 01:30:00","EURUSD","LONG","0.9588","17.41","0.120","1.250","18","5.179","DEAL_REASON_EXPERT"
"context_pullback","2025.03.05 22:00:00","2025.03.06 02:01:44","USDJPY","SHORT","-1.0638","-28.45","0.140","1.250","16","0.918","DEAL_REASON_SL"
"context_pullback","2025.03.06 10:30:00","2025.03.06 11:00:15","GBPUSD","LONG","-1.0143","-21.30","0.150","1.250","2","8.813","DEAL_REASON_SL"
"context_pullback","2025.03.06 10:15:00","2025.03.06 11:00:18","EURUSD","LONG","-1.0074","-21.76","0.160","1.250","3","10.976","DEAL_REASON_SL"
"context_pullback","2025.03.06 11:15:00","2025.03.06 11:22:31","GBPUSD","LONG","-1.0000","-21.84","0.130","1.250","0","8.878","DEAL_REASON_SL"
"context_pullback","2025.03.06 14:15:00","2025.03.06 14:50:12","EURUSD","LONG","-1.0000","-21.60","0.150","1.250","2","9.538","DEAL_REASON_SL"
"context_pullback","2025.03.06 18:15:00","2025.03.06 19:15:02","EURUSD","LONG","-1.0000","-20.43","0.090","1.250","4","6.871","DEAL_REASON_SL"
"context_pullback","2025.03.06 19:30:00","2025.03.06 20:42:54","GBPUSD","LONG","-1.0058","-20.64","0.120","1.250","4","4.619","DEAL_REASON_SL"
"context_pullback","2025.03.06 19:45:00","2025.03.06 23:22:25","USDJPY","SHORT","-1.0034","-20.20","0.100","1.250","14","2.043","DEAL_REASON_SL"
"context_pullback","2025.03.07 03:15:00","2025.03.07 04:47:05","USDJPY","SHORT","1.2574","25.80","0.150","1.250","6","2.538","DEAL_REASON_TP"
"context_pullback","2025.03.07 04:00:00","2025.03.07 04:55:31","GBPJPY","SHORT","1.3050","27.47","0.120","1.250","3","0.198","DEAL_REASON_TP"
"context_pullback","2025.03.07 07:45:00","2025.03.07 08:50:11","USDJPY","SHORT","1.2517","26.21","0.210","1.250","4","2.793","DEAL_REASON_TP"
"context_pullback","2025.03.07 09:00:00","2025.03.07 09:05:00","USDJPY","SHORT","-1.0000","-20.86","0.200","1.250","0","3.255","DEAL_REASON_SL"
"context_pullback","2025.03.07 09:45:00","2025.03.07 10:00:01","USDJPY","SHORT","-1.0529","-21.81","0.180","1.250","1","3.255","DEAL_REASON_SL"
"context_pullback","2025.03.07 10:30:00","2025.03.07 10:46:30","USDJPY","SHORT","1.2460","26.89","0.170","1.250","1","3.307","DEAL_REASON_TP"
"context_pullback","2025.03.07 12:30:00","2025.03.07 13:05:34","USDJPY","SHORT","-1.0145","-21.34","0.150","1.250","2","2.960","DEAL_REASON_SL"
"context_pullback","2025.03.07 13:30:00","2025.03.07 15:30:02","EURUSD","LONG","1.6393","34.00","0.170","1.250","8","6.547","DEAL_REASON_TP"
"context_pullback","2025.03.07 13:30:00","2025.03.07 15:30:25","EURJPY","LONG","1.2689","27.24","0.120","1.250","8","1.512","DEAL_REASON_TP"
"context_pullback","2025.03.07 15:45:00","2025.03.07 15:54:25","GBPUSD","LONG","-1.0154","-21.12","0.160","1.250","0","3.476","DEAL_REASON_SL"
"context_pullback","2025.03.07 16:15:00","2025.03.07 16:38:10","EURUSD","LONG","1.2545","26.91","0.130","1.250","1","5.161","DEAL_REASON_TP"
"context_pullback","2025.03.07 17:30:00","2025.03.07 17:32:28","EURJPY","LONG","-1.0000","-21.34","0.090","1.250","0","0.921","DEAL_REASON_SL"
"context_pullback","2025.03.07 16:45:00","2025.03.07 17:36:03","GBPUSD","LONG","-1.0127","-20.80","0.130","1.250","3","2.985","DEAL_REASON_SL"
"context_pullback","2025.03.07 17:45:00","2025.03.07 17:49:08","AUDJPY","SHORT","-1.0921","-23.32","0.100","1.250","0","1.014","DEAL_REASON_SL"
"context_pullback","2025.03.07 17:45:00","2025.03.07 17:49:14","USDJPY","SHORT","-1.0057","-21.34","0.090","1.250","0","2.475","DEAL_REASON_SL"
"context_pullback","2025.03.07 18:00:00","2025.03.07 18:25:34","EURJPY","LONG","-1.0021","-19.30","0.060","1.250","1","0.783","DEAL_REASON_SL"
"context_pullback","2025.03.07 18:00:00","2025.03.07 18:29:19","EURUSD","LONG","-1.0000","-20.25","0.090","1.250","1","3.954","DEAL_REASON_SL"
"context_pullback","2025.03.07 18:00:00","2025.03.07 18:32:06","GBPUSD","LONG","-1.0157","-21.34","0.110","1.250","2","2.413","DEAL_REASON_SL"
"context_pullback","2025.03.07 18:15:00","2025.03.07 19:11:55","USDJPY","SHORT","1.2533","26.13","0.080","1.250","3","2.331","DEAL_REASON_TP"
"context_pullback","2025.03.07 19:00:00","2025.03.07 19:42:28","EURUSD","LONG","-1.0121","-20.00","0.080","1.250","2","3.694","DEAL_REASON_SL"
"context_pullback","2025.03.07 18:30:00","2025.03.07 20:38:59","AUDJPY","SHORT","-1.0056","-19.65","0.080","1.250","8","1.045","DEAL_REASON_SL"
"context_pullback","2025.03.07 20:15:00","2025.03.10 00:45:05","EURJPY","LONG","-0.0362","-0.68","0.070","1.250","18","0.620","DEAL_REASON_EXPERT"
"context_pullback","2025.03.07 21:30:00","2025.03.10 01:37:02","GBPUSD","LONG","1.2713","26.06","0.160","1.250","16","2.040","DEAL_REASON_TP"
"context_pullback","2025.03.10 05:15:00","2025.03.10 05:36:03","USDJPY","SHORT","-1.0000","-21.25","0.160","1.250","1","1.774","DEAL_REASON_SL"
"context_pullback","2025.03.10 14:00:00","2025.03.10 14:04:37","EURJPY","SHORT","1.2716","25.12","0.090","1.250","0","0.059","DEAL_REASON_TP"
"context_pullback","2025.03.10 14:45:00","2025.03.10 15:01:06","GBPJPY","SHORT","-1.0000","-20.61","0.090","1.250","1","0.843","DEAL_REASON_SL"
"context_pullback","2025.03.10 15:15:00","2025.03.10 16:15:53","GBPJPY","SHORT","-1.0030","-20.27","0.090","1.250","4","0.804","DEAL_REASON_SL"
"context_pullback","2025.03.10 16:15:00","2025.03.10 16:42:36","USDJPY","SHORT","-1.0155","-21.31","0.160","1.250","1","1.860","DEAL_REASON_SL"
"context_pullback","2025.03.10 17:15:00","2025.03.10 17:45:02","USDJPY","SHORT","1.2620","25.62","0.130","1.250","2","1.839","DEAL_REASON_TP"
"context_pullback","2025.03.10 14:15:00","2025.03.10 18:45:00","EURJPY","SHORT","0.2466","5.02","0.080","1.250","18","0.059","DEAL_REASON_EXPERT"
"context_pullback","2025.03.10 18:45:00","2025.03.10 19:13:32","EURJPY","SHORT","-1.0068","-20.18","0.100","1.250","1","0.405","DEAL_REASON_SL"
"context_pullback","2025.03.10 18:45:01","2025.03.10 21:03:23","AUDJPY","SHORT","1.2537","25.78","0.150","1.250","9","1.625","DEAL_REASON_TP"
"context_pullback","2025.03.10 17:15:00","2025.03.10 21:45:00","GBPJPY","SHORT","0.4453","9.33","0.080","1.250","18","0.839","DEAL_REASON_EXPERT"
"context_pullback","2025.03.10 22:15:00","2025.03.10 22:24:36","EURJPY","SHORT","-1.0089","-21.58","0.140","1.250","0","0.681","DEAL_REASON_SL"
"context_pullback","2025.03.10 22:00:00","2025.03.10 22:26:41","GBPJPY","SHORT","-1.0000","-21.15","0.110","1.250","1","1.143","DEAL_REASON_SL"
"context_pullback","2025.03.10 22:45:00","2025.03.11 01:53:58","AUDJPY","SHORT","1.2591","25.09","0.160","1.250","12","1.661","DEAL_REASON_TP"
"context_pullback","2025.03.10 23:30:00","2025.03.11 02:04:47","GBPJPY","SHORT","1.2537","23.54","0.110","1.250","10","1.153","DEAL_REASON_TP"
"context_pullback","2025.03.11 05:00:00","2025.03.11 05:07:13","GBPJPY","SHORT","-1.0038","-19.83","0.110","1.250","0","1.915","DEAL_REASON_SL"
"context_pullback","2025.03.11 05:00:00","2025.03.11 05:07:16","USDJPY","SHORT","-1.0147","-21.12","0.150","1.250","0","1.849","DEAL_REASON_SL"
"context_pullback","2025.03.11 14:00:00","2025.03.11 15:07:17","EURUSD","LONG","1.2919","27.04","0.130","1.250","4","1.049","DEAL_REASON_TP"
"context_pullback","2025.03.11 17:45:00","2025.03.11 18:53:47","EURUSD","LONG","1.2520","25.44","0.160","1.250","4","1.299","DEAL_REASON_TP"
"context_pullback","2025.03.11 18:15:00","2025.03.11 20:26:54","EURJPY","LONG","-1.0000","-19.34","0.070","1.250","8","0.378","DEAL_REASON_SL"
"context_pullback","2025.03.11 19:30:00","2025.03.11 21:21:53","GBPUSD","LONG","1.2672","26.56","0.160","1.250","7","0.073","DEAL_REASON_TP"
"context_pullback","2025.03.11 23:15:00","2025.03.12 00:21:26","EURJPY","LONG","-1.0483","-20.98","0.110","1.250","4","0.998","DEAL_REASON_SL"
"context_pullback","2025.03.12 04:45:00","2025.03.12 07:19:20","USDJPY","LONG","1.2611","26.72","0.200","1.250","10","0.230","DEAL_REASON_TP"
"context_pullback","2025.03.12 09:45:01","2025.03.12 09:57:24","USDJPY","LONG","1.2815","26.83","0.230","1.250","0","1.073","DEAL_REASON_TP"
"context_pullback","2025.03.12 15:00:00","2025.03.12 15:30:01","EURJPY","LONG","-1.1963","-24.73","0.140","1.250","2","3.965","DEAL_REASON_SL"
"context_pullback","2025.03.12 16:00:00","2025.03.12 16:44:29","EURJPY","LONG","-1.0189","-21.85","0.150","1.250","2","3.840","DEAL_REASON_SL"
"context_pullback","2025.03.12 16:15:00","2025.03.12 16:52:30","GBPUSD","LONG","-1.0000","-20.67","0.130","1.250","2","1.296","DEAL_REASON_SL"
"context_pullback","2025.03.12 19:00:00","2025.03.12 19:42:58","EURJPY","LONG","-1.0228","-21.17","0.100","1.250","2","3.498","DEAL_REASON_SL"
"context_pullback","2025.03.12 19:15:00","2025.03.12 19:46:01","GBPJPY","LONG","-1.0000","-20.39","0.080","1.250","2","2.501","DEAL_REASON_SL"
"context_pullback","2025.03.12 19:15:00","2025.03.12 19:46:12","AUDJPY","LONG","-1.0139","-20.67","0.140","1.250","2","1.527","DEAL_REASON_SL"
"context_pullback","2025.03.12 20:00:00","2025.03.13 00:30:07","AUDJPY","LONG","0.2736","6.23","0.140","1.250","18","1.573","DEAL_REASON_EXPERT"
"volatility_breakout","2025.01.07 03:15:00","2025.01.07 04:04:12","USDJPY","LONG","-1.0145","-24.79","0.280","1.250","3","5.709","DEAL_REASON_SL"
"volatility_breakout","2025.01.07 23:15:00","2025.01.08 01:05:17","USDJPY","LONG","1.3178","33.82","0.360","1.250","7","3.546","DEAL_REASON_TP"
"volatility_breakout","2025.01.13 03:30:00","2025.01.13 03:37:11","USDJPY","SHORT","1.2719","31.30","0.340","1.250","0","2.885","DEAL_REASON_TP"
"volatility_breakout","2025.01.13 03:45:00","2025.01.13 04:18:25","USDJPY","SHORT","-1.0000","-24.75","0.300","1.250","2","3.232","DEAL_REASON_SL"
"volatility_breakout","2025.01.13 06:45:02","2025.01.13 07:03:28","GBPUSD","SHORT","-1.0469","-25.46","0.190","1.250","1","6.233","DEAL_REASON_SL"
"volatility_breakout","2025.01.16 03:00:00","2025.01.16 03:08:10","USDJPY","SHORT","1.2560","31.19","0.310","1.250","0","3.312","DEAL_REASON_TP"
"volatility_breakout","2025.01.16 03:15:00","2025.01.16 03:25:19","USDJPY","SHORT","1.2612","31.43","0.290","1.250","0","3.294","DEAL_REASON_TP"
"volatility_breakout","2025.01.21 16:00:00","2025.01.21 16:49:27","USDJPY","SHORT","-1.0563","-26.02","0.270","1.250","3","4.464","DEAL_REASON_SL"
"volatility_breakout","2025.01.24 19:00:00","2025.01.24 20:02:48","USDJPY","SHORT","-1.0091","-24.11","0.170","1.250","4","5.122","DEAL_REASON_SL"
"volatility_breakout","2025.01.30 02:15:00","2025.01.30 02:41:08","USDJPY","SHORT","1.2602","31.03","0.310","1.250","1","3.329","DEAL_REASON_TP"
"volatility_breakout","2025.01.30 14:45:00","2025.01.30 15:19:00","USDJPY","SHORT","1.2463","30.36","0.280","1.250","2","2.853","DEAL_REASON_TP"
"volatility_breakout","2025.01.30 22:30:00","2025.01.30 22:36:54","USDJPY","SHORT","-1.0364","-25.88","0.350","1.250","0","4.406","DEAL_REASON_SL"
"volatility_breakout","2025.02.03 12:00:00","2025.02.03 12:08:05","GBPJPY","SHORT","-1.0000","-23.43","0.120","1.250","0","3.053","DEAL_REASON_SL"
"volatility_breakout","2025.02.03 11:45:00","2025.02.03 13:25:34","EURJPY","SHORT","1.2636","29.61","0.140","1.250","6","1.934","DEAL_REASON_TP"
"volatility_breakout","2025.02.03 13:30:01","2025.02.03 14:22:31","GBPJPY","SHORT","-1.0100","-23.59","0.120","1.250","3","4.115","DEAL_REASON_SL"
"volatility_breakout","2025.02.03 13:30:01","2025.02.03 14:26:40","EURJPY","SHORT","-1.0037","-24.34","0.140","1.250","3","3.720","DEAL_REASON_SL"
"volatility_breakout","2025.02.03 17:15:00","2025.02.03 17:22:03","EURJPY","SHORT","-1.0943","-25.98","0.150","1.250","0","3.007","DEAL_REASON_SL"
"volatility_breakout","2025.02.04 02:00:00","2025.02.04 03:53:34","USDJPY","LONG","-1.0115","-24.96","0.220","1.250","7","4.491","DEAL_REASON_SL"
"volatility_breakout","2025.02.04 08:30:00","2025.02.04 08:38:02","USDJPY","LONG","-1.0205","-24.96","0.260","1.250","0","3.950","DEAL_REASON_SL"
"volatility_breakout","2025.02.04 09:15:00","2025.02.04 10:22:05","GBPJPY","LONG","1.2568","29.13","0.140","1.250","4","4.513","DEAL_REASON_TP"
"volatility_breakout","2025.02.10 16:00:00","2025.02.10 16:35:51","USDJPY","SHORT","1.3228","33.23","0.300","1.250","2","3.948","DEAL_REASON_TP"
"volatility_breakout","2025.02.14 08:45:00","2025.02.14 09:25:15","USDJPY","SHORT","-1.0000","-24.06","0.270","1.250","2","4.087","DEAL_REASON_SL"
"volatility_breakout","2025.02.17 02:00:00","2025.02.17 02:19:21","USDJPY","SHORT","-1.0096","-24.85","0.360","1.250","1","2.511","DEAL_REASON_SL"
"volatility_breakout","2025.02.21 17:00:00","2025.02.21 17:29:36","USDJPY","SHORT","1.2587","31.28","0.260","1.250","1","3.215","DEAL_REASON_TP"
"volatility_breakout","2025.02.21 17:30:00","2025.02.21 18:31:29","USDJPY","SHORT","1.2593","31.40","0.230","1.250","4","6.016","DEAL_REASON_TP"
"volatility_breakout","2025.02.26 02:15:00","2025.02.26 02:22:05","USDJPY","SHORT","-1.0448","-25.40","0.270","1.250","0","2.865","DEAL_REASON_SL"
"volatility_breakout","2025.02.28 02:00:00","2025.02.28 02:05:03","USDJPY","LONG","-1.0270","-25.34","0.250","1.250","0","3.514","DEAL_REASON_SL"
"volatility_breakout","2025.02.28 15:00:00","2025.02.28 15:32:39","USDJPY","LONG","1.2877","31.15","0.250","1.250","2","3.753","DEAL_REASON_TP"
"volatility_breakout","2025.03.04 14:30:00","2025.03.04 14:36:14","USDJPY","SHORT","-1.0050","-24.64","0.180","1.250","0","7.563","DEAL_REASON_SL"
"volatility_breakout","2025.03.05 03:30:00","2025.03.05 03:30:53","GBPJPY","LONG","-1.0605","-24.70","0.110","1.250","0","3.484","DEAL_REASON_SL"
"volatility_breakout","2025.03.05 09:30:00","2025.03.05 09:45:56","EURJPY","LONG","-1.0169","-24.38","0.150","1.250","1","2.156","DEAL_REASON_SL"
"volatility_breakout","2025.03.05 10:15:00","2025.03.05 10:36:23","GBPJPY","LONG","-1.0135","-24.36","0.120","1.250","1","2.215","DEAL_REASON_SL"
"volatility_breakout","2025.03.05 11:00:00","2025.03.05 11:35:34","USDJPY","SHORT","-1.0000","-23.91","0.190","1.250","2","3.818","DEAL_REASON_SL"
"volatility_breakout","2025.03.06 08:00:00","2025.03.06 08:45:32","USDJPY","SHORT","1.2656","30.49","0.280","1.250","3","3.252","DEAL_REASON_TP"
"volatility_breakout","2025.03.06 09:15:00","2025.03.06 09:41:00","USDJPY","SHORT","1.2622","30.71","0.220","1.250","1","3.920","DEAL_REASON_TP"
"volatility_breakout","2025.03.06 09:45:00","2025.03.06 11:02:05","USDJPY","SHORT","1.2541","30.67","0.200","1.250","5","5.488","DEAL_REASON_TP"
"volatility_breakout","2025.03.07 05:00:00","2025.03.07 09:06:46","GBPJPY","SHORT","-1.0036","-24.41","0.130","1.250","16","2.681","DEAL_REASON_SL"
"volatility_breakout","2025.03.07 09:30:00","2025.03.07 10:01:10","EURJPY","LONG","-1.0095","-24.35","0.170","1.250","2","3.313","DEAL_REASON_SL"
"volatility_breakout","2025.03.10 02:00:00","2025.03.10 02:30:29","USDJPY","SHORT","-1.0368","-25.18","0.220","1.250","2","4.385","DEAL_REASON_SL"
"volatility_breakout","2025.03.10 04:30:00","2025.03.10 04:47:29","GBPJPY","SHORT","-1.0336","-24.44","0.130","1.250","1","2.362","DEAL_REASON_SL"
"volatility_breakout","2025.03.10 03:30:00","2025.03.10 05:26:23","USDJPY","SHORT","-1.0000","-23.67","0.180","1.250","7","3.808","DEAL_REASON_SL"
"volatility_breakout","2025.03.10 11:15:00","2025.03.10 11:43:12","USDJPY","SHORT","1.2500","29.89","0.220","1.250","1","2.116","DEAL_REASON_TP"
