"scenario","mode","entry_time","exit_time","strategy","symbol","direction","base_currency","quote_currency","base_strength","quote_strength","strength_diff","strength_rank_base","strength_rank_quote","pair_momentum_h1","pair_momentum_h4","strength_alignment","pair_alignment","entry_type","pullback_depth_atr","overextended_flag","room_to_1r","room_to_2r","failure_type","entry","exit","stop_loss","take_profit","risk_price","result_r","profit","commission","swap","net_profit","volume","reward_r","holding_bars","atr","spread_points","score","exit_reason","position_id"
"C","currency_strength_reversal_avoid","2025.01.14 03:45:00","2025.01.14 03:50:10","currency_strength_reversal_avoid","EURJPY","LONG","EUR","JPY","0.96201","-0.70313","1.66515","2","4","2.00756","-0.80210","true","true","strength_momentum_reversal_avoid","0.9297","false","6.8545","6.8545","no_follow_through","161.66800000","161.44700000","161.44800000","161.93200000","0.22000000","-1.0045","-22.46","0.00","0.00","-22.46","0.160","1.200","0","0.21964286","30.00","2.529","DEAL_REASON_SL","290"
"C","currency_strength_reversal_avoid","2025.01.14 03:45:00","2025.01.14 03:50:13","currency_strength_reversal_avoid","GBPJPY","LONG","GBP","JPY","0.56638","-0.70313","1.26952","3","4","1.95698","-1.05574","true","true","strength_momentum_reversal_avoid","0.8448","false","7.3497","7.3497","no_follow_through","192.65800000","192.37200000","192.37200000","193.00100000","0.28600000","-1.0000","-21.80","0.00","0.00","-21.80","0.120","1.200","0","0.28585714","38.00","2.110","DEAL_REASON_SL","291"
"C","currency_strength_reversal_avoid","2025.01.14 04:00:00","2025.01.14 05:10:12","currency_strength_reversal_avoid","AUDJPY","LONG","AUD","JPY","2.41311","-1.09048","3.50360","1","5","2.40682","0.77009","true","true","strength_momentum_reversal_avoid","0.0894","false","4.7532","4.7532","other","97.45700000","97.64600000","97.30300000","97.64200000","0.15400000","1.2273","27.61","0.00","0.00","27.61","0.230","1.200","4","0.15435714","28.00","4.582","DEAL_REASON_TP","294"
"C","currency_strength_reversal_avoid","2025.01.14 04:45:00","2025.01.14 05:10:23","currency_strength_reversal_avoid","EURJPY","LONG","EUR","JPY","1.11448","-1.09048","2.20497","2","5","1.69538","-0.16815","true","true","strength_momentum_reversal_avoid","0.1838","false","7.9953","7.9953","other","161.48100000","161.73600000","161.26900000","161.73600000","0.21200000","1.2028","27.54","0.00","0.00","27.54","0.170","1.200","1","0.21221429","30.00","3.265","DEAL_REASON_TP","295"
"C","currency_strength_reversal_avoid","2025.01.14 05:15:01","2025.01.14 05:29:26","currency_strength_reversal_avoid","AUDJPY","LONG","AUD","JPY","2.47224","-1.19046","3.66270","1","5","2.48483","0.77009","true","true","strength_momentum_reversal_avoid","1.1658","false","3.5959","3.5959","no_follow_through","97.66400000","97.50900000","97.51800000","97.83900000","0.14600000","-1.0616","-24.59","0.00","0.00","-24.59","0.250","1.200","0","0.14600000","28.00","4.640","DEAL_REASON_SL","301"
"C","currency_strength_reversal_avoid","2025.01.14 05:15:00","2025.01.14 05:48:43","currency_strength_reversal_avoid","EURJPY","LONG","EUR","JPY","1.16905","-1.19046","2.35951","2","5","1.94503","-0.16815","true","true","strength_momentum_reversal_avoid","0.9326","false","6.6486","6.6486","no_follow_through","161.70000000","161.47000000","161.47800000","161.96600000","0.22200000","-1.0360","-23.36","0.00","0.00","-23.36","0.160","1.200","2","0.22164286","30.00","3.333","DEAL_REASON_SL","300"
"C","currency_strength_reversal_avoid","2025.01.14 05:15:00","2025.01.14 06:06:17","currency_strength_reversal_avoid","USDJPY","LONG","USD","JPY","-0.41463","-1.19046","0.77583","4","5","0.58787","-0.08928","true","true","strength_momentum_reversal_avoid","0.5050","false","5.4834","5.4834","strength_reversed","157.71400000","157.50200000","157.50300000","157.96700000","0.21100000","-1.0047","-22.88","0.00","0.00","-22.88","0.170","1.200","3","0.21107143","18.00","1.410","DEAL_REASON_SL","299"
"C","currency_strength_reversal_avoid","2025.01.14 05:30:00","2025.01.14 06:06:31","currency_strength_reversal_avoid","AUDJPY","LONG","AUD","JPY","2.47224","-1.19046","3.66270","1","5","2.48483","0.77009","true","true","strength_momentum_reversal_avoid","0.2480","false","4.3423","4.3423","no_follow_through","97.54200000","97.39200000","97.39300000","97.72100000","0.14900000","-1.0067","-22.86","0.00","0.00","-22.86","0.240","1.200","2","0.14921429","28.00","4.715","DEAL_REASON_SL","303"
"C","currency_strength_reversal_avoid","2025.01.14 05:00:00","2025.01.14 07:12:22","currency_strength_reversal_avoid","GBPJPY","LONG","GBP","JPY","0.80394","-1.12794","1.93188","3","5","1.30977","-0.17361","true","true","strength_momentum_reversal_avoid","0.3053","false","8.6854","8.6854","no_follow_through","192.44100000","192.16700000","192.17400000","192.76200000","0.26700000","-1.0262","-22.62","0.00","0.00","-22.62","0.130","1.200","8","0.26728571","41.00","2.979","DEAL_REASON_SL","296"
"C","currency_strength_reversal_avoid","2025.01.15 09:00:00","2025.01.15 09:07:49","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","-0.74801","2.53510","-3.28311","2","1","-3.09807","-0.51097","true","true","strength_momentum_reversal_avoid","0.5257","false","3.6250","3.6250","other","157.33900000","157.19200000","157.45900000","157.19500000","0.12000000","1.2250","28.05","0.00","0.00","28.05","0.300","1.200","0","0.11964286","16.00","4.338","DEAL_REASON_TP","308"
"C","currency_strength_reversal_avoid","2025.01.15 09:30:00","2025.01.15 09:38:14","currency_strength_reversal_avoid","GBPUSD","SHORT","GBP","USD","-2.18334","-0.77520","-1.40814","5","3","-1.22395","-0.33659","true","true","strength_momentum_reversal_avoid","0.0901","false","9.4571","9.4571","no_follow_through","1.21983000","1.22091000","1.22088000","1.21856000","0.00105000","-1.0286","-22.68","0.00","0.00","-22.68","0.210","1.200","0","0.00105429","20.00","2.674","DEAL_REASON_SL","311"
"C","currency_strength_reversal_avoid","2025.01.15 09:15:00","2025.01.15 09:46:15","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","-0.77520","2.45251","-3.22770","3","1","-3.09807","-0.51097","true","true","strength_momentum_reversal_avoid","1.1875","false","2.3386","2.3386","other","157.20100000","157.04100000","157.32800000","157.04900000","0.12700000","1.2598","28.53","0.00","0.00","28.53","0.280","1.200","2","0.12657143","19.00","4.154","DEAL_REASON_TP","310"
"C","currency_strength_reversal_avoid","2025.01.15 10:00:00","2025.01.15 10:18:20","currency_strength_reversal_avoid","GBPUSD","LONG","GBP","USD","-1.24766","-2.13655","0.88888","3","4","1.43878","-0.33659","true","true","strength_momentum_reversal_avoid","2.1168","false","1.0500","1.0500","no_follow_through","1.22348000","1.22206000","1.22208000","1.22516000","0.00140000","-1.0143","-22.72","0.00","0.00","-22.72","0.160","1.200","1","0.00139786","20.00","1.175","DEAL_REASON_SL","314"
"C","currency_strength_reversal_avoid","2025.01.15 12:00:00","2025.01.15 13:44:03","currency_strength_reversal_avoid","GBPJPY","SHORT","GBP","JPY","-0.96309","3.56635","-4.52944","3","1","-3.07045","-0.98753","true","true","strength_momentum_reversal_avoid","0.1001","false","5.4232","5.4232","no_follow_through","191.65200000","191.94600000","191.94500000","191.30100000","0.29300000","-1.0034","-22.47","0.00","0.00","-22.47","0.120","1.200","6","0.29264286","38.00","5.878","DEAL_REASON_SL","317"
"C","currency_strength_reversal_avoid","2025.01.15 10:30:00","2025.01.15 15:29:26","currency_strength_reversal_avoid","GBPUSD","LONG","GBP","USD","-1.24766","-2.41536","1.16770","3","4","1.43878","-0.33659","true","true","strength_momentum_reversal_avoid","0.2450","false","2.3291","2.3291","other","1.22127000","1.22318000","1.21969000","1.22317000","0.00158000","1.2089","26.74","0.00","0.00","26.74","0.140","1.200","19","0.00158357","20.00","1.582","DEAL_REASON_TP","316"
"C","currency_strength_reversal_avoid","2025.01.15 16:00:00","2025.01.15 16:07:19","currency_strength_reversal_avoid","GBPJPY","LONG","GBP","JPY","3.18380","0.61108","2.57272","1","4","0.98347","0.43696","true","true","strength_momentum_reversal_avoid","2.0458","false","2.8837","2.8837","no_follow_through","192.36200000","192.14500000","192.14700000","192.62000000","0.21500000","-1.0093","-22.11","0.00","0.00","-22.11","0.160","1.200","0","0.21492857","38.00","3.122","DEAL_REASON_SL","320"
"C","currency_strength_reversal_avoid","2025.01.15 16:15:00","2025.01.15 16:16:48","currency_strength_reversal_avoid","GBPJPY","LONG","GBP","JPY","3.18380","0.61108","2.57272","1","4","0.98347","0.43696","true","true","strength_momentum_reversal_avoid","1.0467","false","3.4170","3.4170","no_follow_through","192.17900000","191.94200000","191.94400000","192.46100000","0.23500000","-1.0085","-22.64","0.00","0.00","-22.64","0.150","1.200","0","0.23521429","38.00","3.176","DEAL_REASON_SL","322"
"C","currency_strength_reversal_avoid","2025.01.15 16:45:00","2025.01.15 16:54:50","currency_strength_reversal_avoid","GBPJPY","LONG","GBP","JPY","3.18380","0.61108","2.57272","1","4","0.98347","0.43696","true","true","strength_momentum_reversal_avoid","0.5244","false","3.2884","3.2884","no_follow_through","192.10400000","191.83300000","191.83700000","192.42400000","0.26700000","-1.0150","-22.55","0.00","0.00","-22.55","0.130","1.200","0","0.26678571","38.00","3.163","DEAL_REASON_SL","325"
"C","currency_strength_reversal_avoid","2025.01.15 17:00:00","2025.01.15 17:03:12","currency_strength_reversal_avoid","EURUSD","LONG","EUR","USD","1.19113","-4.33146","5.52259","4","5","2.27736","2.73567","true","true","strength_momentum_reversal_avoid","0.4563","false","1.8963","1.8963","no_follow_through","1.03282000","1.03146000","1.03147000","1.03444000","0.00135000","-1.0074","-21.76","0.00","0.00","-21.76","0.160","1.200","0","0.00135000","18.00","6.733","DEAL_REASON_SL","327"
"C","currency_strength_reversal_avoid","2025.01.15 16:45:00","2025.01.15 17:04:59","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","-4.98924","0.61108","-5.60033","5","4","-3.15695","-2.34837","true","true","strength_momentum_reversal_avoid","1.6135","false","0.0000","0.0000","no_follow_through","156.27900000","156.49700000","156.49000000","156.02600000","0.21100000","-1.0332","-22.29","0.00","0.00","-22.29","0.160","1.200","1","0.21078571","18.00","6.709","DEAL_REASON_SL","324"
"C","currency_strength_reversal_avoid","2025.01.15 17:15:00","2025.01.15 17:46:31","currency_strength_reversal_avoid","EURUSD","LONG","EUR","USD","1.19113","-4.33146","5.52259","3","5","2.27736","2.73567","true","true","strength_momentum_reversal_avoid","0.0085","false","2.0775","2.0775","no_follow_through","1.03243000","1.03101000","1.03101000","1.03413000","0.00142000","-1.0000","-21.30","0.00","0.00","-21.30","0.150","1.200","2","0.00141643","18.00","6.751","DEAL_REASON_SL","331"
"C","currency_strength_reversal_avoid","2025.01.15 17:00:00","2025.01.15 17:47:00","currency_strength_reversal_avoid","GBPUSD","LONG","GBP","USD","2.12017","-4.33146","6.45163","1","5","2.80434","2.59889","true","true","strength_momentum_reversal_avoid","0.3721","false","1.8392","1.8392","no_follow_through","1.22686000","1.22486000","1.22487000","1.22925000","0.00199000","-1.0050","-22.00","0.00","0.00","-22.00","0.110","1.200","3","0.00199143","20.00","7.715","DEAL_REASON_SL","328"
"C","currency_strength_reversal_avoid","2025.01.15 18:00:00","2025.01.15 18:07:39","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","-3.98030","1.18607","-5.16638","5","3","-1.95578","-2.34837","true","true","strength_momentum_reversal_avoid","0.0074","false","1.4587","1.4587","no_follow_through","156.28300000","156.52600000","156.52500000","155.99200000","0.24200000","-1.0041","-21.73","0.00","0.00","-21.73","0.140","1.200","0","0.24242857","20.00","6.197","DEAL_REASON_SL","334"
"C","currency_strength_reversal_avoid","2025.01.15 18:00:00","2025.01.15 18:33:43","currency_strength_reversal_avoid","EURJPY","SHORT","EUR","JPY","0.42208","1.32612","-0.90405","3","2","-2.13437","-0.07865","true","true","strength_momentum_reversal_avoid","1.6743","false","2.9307","2.9307","other","161.06500000","160.80800000","161.26700000","160.82300000","0.20200000","1.2723","27.91","0.00","0.00","27.91","0.170","1.200","2","0.20200000","30.00","1.627","DEAL_REASON_TP","335"
"C","currency_strength_reversal_avoid","2025.01.15 20:00:00","2025.01.15 21:02:22","currency_strength_reversal_avoid","GBPJPY","SHORT","GBP","JPY","-1.10102","2.44992","-3.55095","4","1","-1.11252","-1.95335","true","true","strength_momentum_reversal_avoid","0.7673","false","0.5502","0.5502","no_follow_through","191.20900000","191.43900000","191.43800000","190.93500000","0.22900000","-1.0044","-22.04","0.00","0.00","-22.04","0.150","1.200","4","0.22871429","38.00","4.252","DEAL_REASON_SL","339"
"C","currency_strength_reversal_avoid","2025.01.15 20:00:00","2025.01.15 22:27:53","currency_strength_reversal_avoid","EURUSD","SHORT","EUR","USD","-2.57225","-0.92298","-1.64927","5","3","-1.08138","-0.06089","true","true","strength_momentum_reversal_avoid","0.3809","false","5.7445","5.7445","no_follow_through","1.02849000","1.02987000","1.02986000","1.02685000","0.00137000","-1.0073","-22.08","0.00","0.00","-22.08","0.160","1.200","9","0.00136786","18.00","2.437","DEAL_REASON_SL","340"
"C","currency_strength_reversal_avoid","2025.01.15 18:45:00","2025.01.15 23:45:00","currency_strength_reversal_avoid","EURJPY","SHORT","EUR","JPY","0.42208","1.32612","-0.90405","3","2","-2.13437","-0.07865","true","true","strength_momentum_reversal_avoid","1.0814","false","2.2965","2.2965","no_follow_through","160.99200000","161.10600000","161.21800000","160.72100000","0.22600000","-0.5044","-10.92","0.00","0.00","-10.92","0.150","1.200","20","0.22564286","30.00","1.563","DEAL_REASON_EXPERT","338"
"C","currency_strength_reversal_avoid","2025.01.15 20:30:00","2025.01.16 01:20:06","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","-0.92298","2.76814","-3.69111","2","1","-1.14952","-2.69243","true","true","strength_momentum_reversal_avoid","0.3819","false","3.9792","3.9792","other","156.50300000","156.32700000","156.64700000","156.33000000","0.14400000","1.2222","27.02","0.00","-8.11","18.91","0.240","1.200","19","0.14428571","17.00","4.899","DEAL_REASON_TP","341"
"C","currency_strength_reversal_avoid","2025.01.16 03:00:00","2025.01.16 03:07:33","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","-1.81934","2.88765","-4.70699","4","1","-1.87554","-2.73631","true","true","strength_momentum_reversal_avoid","1.2046","false","2.2936","2.2936","other","156.18000000","156.04800000","156.28900000","156.04900000","0.10900000","1.2110","27.07","0.00","0.00","27.07","0.320","1.200","0","0.10900000","16.00","5.900","DEAL_REASON_TP","346"
"C","currency_strength_reversal_avoid","2025.01.16 03:15:00","2025.01.16 03:25:10","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","-1.81934","2.62533","-4.44468","5","1","-1.87554","-2.73631","true","true","strength_momentum_reversal_avoid","1.5299","false","1.5517","1.5517","other","156.11000000","155.97000000","156.22600000","155.97000000","0.11600000","1.2069","26.93","0.00","0.00","26.93","0.300","1.200","0","0.11628571","18.00","5.563","DEAL_REASON_TP","348"
"C","currency_strength_reversal_avoid","2025.01.16 04:45:00","2025.01.16 05:05:47","currency_strength_reversal_avoid","GBPJPY","SHORT","GBP","JPY","-2.04628","5.49196","-7.53825","2","1","-2.80966","-3.15499","true","true","strength_momentum_reversal_avoid","1.7865","false","0.0000","0.0000","no_follow_through","190.26700000","190.50700000","190.50600000","189.98000000","0.23900000","-1.0042","-21.56","0.00","0.00","-21.56","0.140","1.200","1","0.23935714","38.00","8.768","DEAL_REASON_SL","350"
"C","currency_strength_reversal_avoid","2025.01.16 05:00:00","2025.01.16 06:40:39","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","-1.77833","5.25136","-7.02969","2","1","-2.71216","-3.99766","true","true","strength_momentum_reversal_avoid","0.3716","false","1.1370","1.1370","no_follow_through","155.72100000","155.94000000","155.94000000","155.45800000","0.21900000","-1.0000","-22.47","0.00","0.00","-22.47","0.160","1.200","6","0.21878571","22.00","8.535","DEAL_REASON_SL","352"
"C","currency_strength_reversal_avoid","2025.01.16 05:15:00","2025.01.16 08:02:43","currency_strength_reversal_avoid","GBPJPY","SHORT","GBP","JPY","-2.32378","5.25136","-7.57514","3","1","-2.83807","-3.15499","true","true","strength_momentum_reversal_avoid","0.2079","false","1.2422","1.2422","no_follow_through","190.44200000","190.70200000","190.69800000","190.13500000","0.25600000","-1.0156","-21.68","0.00","0.00","-21.68","0.130","1.200","11","0.25585714","38.00","8.936","DEAL_REASON_SL","354"
"C","currency_strength_reversal_avoid","2025.01.16 04:45:01","2025.01.16 08:24:29","currency_strength_reversal_avoid","AUDJPY","SHORT","AUD","JPY","-4.07099","5.49196","-9.56295","5","1","-2.85104","-2.20412","true","true","strength_momentum_reversal_avoid","1.7014","false","0.0000","0.0000","no_follow_through","96.81100000","96.96200000","96.96000000","96.63200000","0.14900000","-1.0134","-22.27","0.00","0.00","-22.27","0.230","1.200","14","0.14928571","28.00","10.581","DEAL_REASON_SL","351"
"C","currency_strength_reversal_avoid","2025.01.16 11:15:00","2025.01.16 11:42:11","currency_strength_reversal_avoid","GBPUSD","SHORT","GBP","USD","-3.00409","-0.10609","-2.89800","4","2","-2.71141","0.06258","true","true","strength_momentum_reversal_avoid","0.5060","false","6.6863","6.6863","other","1.22049000","1.21925000","1.22151000","1.21927000","0.00102000","1.2157","26.04","0.00","0.00","26.04","0.210","1.200","1","0.00101786","20.00","4.068","DEAL_REASON_TP","358"
"C","currency_strength_reversal_avoid","2025.01.16 11:45:00","2025.01.16 12:12:28","currency_strength_reversal_avoid","GBPUSD","SHORT","GBP","USD","-3.00409","-0.10609","-2.89800","4","2","-2.71141","0.06258","true","true","strength_momentum_reversal_avoid","1.2843","false","4.8929","4.8929","no_follow_through","1.21915000","1.22027000","1.22027000","1.21780000","0.00112000","-1.0000","-22.40","0.00","0.00","-22.40","0.200","1.200","1","0.00112357","20.00","3.889","DEAL_REASON_SL","361"
"C","currency_strength_reversal_avoid","2025.01.16 12:15:01","2025.01.16 12:27:23","currency_strength_reversal_avoid","EURJPY","SHORT","EUR","JPY","-1.74916","2.32505","-4.07421","3","1","-0.04950","-2.75851","true","true","strength_momentum_reversal_avoid","1.4290","false","2.4916","2.4916","no_follow_through","160.17600000","160.35700000","160.35500000","159.96100000","0.17900000","-1.0112","-22.08","0.00","0.00","-22.08","0.190","1.200","0","0.17935714","30.00","4.951","DEAL_REASON_SL","364"
"C","currency_strength_reversal_avoid","2025.01.16 12:00:00","2025.01.16 13:13:06","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","0.25832","3.11337","-2.85505","2","1","0.12594","-2.14859","true","true","strength_momentum_reversal_avoid","1.6703","false","3.1325","3.1325","no_follow_through","155.67500000","155.82600000","155.82600000","155.49400000","0.15100000","-1.0000","-22.29","0.00","0.00","-22.29","0.230","1.200","4","0.15092857","21.00","3.631","DEAL_REASON_SL","362"
"C","currency_strength_reversal_avoid","2025.01.16 11:30:00","2025.01.16 13:49:10","currency_strength_reversal_avoid","GBPJPY","SHORT","GBP","JPY","-3.00409","3.38669","-6.39078","4","1","-2.98980","-1.91298","true","true","strength_momentum_reversal_avoid","1.6721","false","1.0591","1.0591","no_follow_through","190.06700000","190.30400000","190.30400000","189.78300000","0.23700000","-1.0000","-21.29","0.00","0.00","-21.29","0.140","1.200","9","0.23707143","38.00","7.497","DEAL_REASON_SL","359"
"C","currency_strength_reversal_avoid","2025.01.16 12:30:00","2025.01.16 14:53:25","currency_strength_reversal_avoid","EURJPY","SHORT","EUR","JPY","-1.74916","2.32505","-4.07421","3","1","-0.04950","-2.75851","true","true","strength_momentum_reversal_avoid","0.5910","false","2.9615","2.9615","no_follow_through","160.26900000","160.45100000","160.45100000","160.05100000","0.18200000","-1.0000","-22.19","0.00","0.00","-22.19","0.190","1.200","9","0.18171429","30.00","4.998","DEAL_REASON_SL","366"
"C","currency_strength_reversal_avoid","2025.01.16 15:45:00","2025.01.16 16:32:47","currency_strength_reversal_avoid","GBPUSD","SHORT","GBP","USD","-2.12175","0.53121","-2.65296","4","2","-1.37327","-0.54816","true","true","strength_momentum_reversal_avoid","0.7018","false","5.0185","5.0185","other","1.21909000","1.21779000","1.22017000","1.21779000","0.00108000","1.2037","26.00","0.00","0.00","26.00","0.200","1.200","3","0.00108143","20.00","3.541","DEAL_REASON_TP","370"
"C","currency_strength_reversal_avoid","2025.01.16 17:15:00","2025.01.16 17:53:21","currency_strength_reversal_avoid","EURJPY","SHORT","EUR","JPY","-2.66424","2.40137","-5.06562","4","1","-0.67130","-2.61698","true","true","strength_momentum_reversal_avoid","0.5143","false","3.0714","3.0714","other","160.24600000","160.03700000","160.41400000","160.04400000","0.16800000","1.2440","26.82","0.00","0.00","26.82","0.200","1.200","2","0.16800000","30.00","6.087","DEAL_REASON_TP","372"
"C","currency_strength_reversal_avoid","2025.01.16 18:00:00","2025.01.16 18:33:13","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","0.89581","2.82396","-1.92815","2","1","-2.33351","-1.04887","true","true","strength_momentum_reversal_avoid","1.7982","false","0.9954","0.9954","other","155.41900000","155.15600000","155.63700000","155.15700000","0.21800000","1.2064","25.43","0.00","0.00","25.43","0.150","1.200","2","0.21800000","17.00","2.713","DEAL_REASON_TP","374"
"C","currency_strength_reversal_avoid","2025.01.16 18:00:00","2025.01.16 18:40:36","currency_strength_reversal_avoid","EURJPY","SHORT","EUR","JPY","-3.00694","3.37679","-6.38373","5","1","-2.62164","-2.61698","true","true","strength_momentum_reversal_avoid","0.9311","false","1.9725","1.9725","other","160.08900000","159.86800000","160.27100000","159.87100000","0.18200000","1.2143","27.06","0.00","0.00","27.06","0.190","1.200","2","0.18150000","30.00","7.661","DEAL_REASON_TP","375"
"C","currency_strength_reversal_avoid","2025.01.16 18:45:01","2025.01.16 18:54:12","currency_strength_reversal_avoid","EURJPY","SHORT","EUR","JPY","-3.00694","3.77631","-6.78325","4","1","-2.62164","-2.61698","true","true","strength_momentum_reversal_avoid","1.0965","false","1.0745","1.0745","no_follow_through","159.93200000","160.12200000","160.12000000","159.70700000","0.18800000","-1.0106","-22.01","0.00","0.00","-22.01","0.180","1.200","0","0.18750000","30.00","7.970","DEAL_REASON_SL","380"
"C","currency_strength_reversal_avoid","2025.01.16 18:45:00","2025.01.16 18:57:35","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","0.12899","3.77631","-3.64732","2","1","-2.33351","-1.04887","true","true","strength_momentum_reversal_avoid","1.6886","false","0.0000","0.0000","no_follow_through","155.18000000","155.42800000","155.42700000","154.88400000","0.24700000","-1.0040","-22.34","0.00","0.00","-22.34","0.140","1.200","0","0.24671429","20.00","4.332","DEAL_REASON_SL","379"
"C","currency_strength_reversal_avoid","2025.01.16 18:00:00","2025.01.16 19:07:40","currency_strength_reversal_avoid","GBPJPY","SHORT","GBP","JPY","-2.75997","3.37679","-6.13675","4","1","-1.97310","-2.89777","true","true","strength_momentum_reversal_avoid","0.1017","false","1.6372","1.6372","no_follow_through","190.13600000","190.36200000","190.36200000","189.86500000","0.22600000","-1.0000","-21.80","0.00","0.00","-21.80","0.150","1.200","4","0.22607143","38.00","7.322","DEAL_REASON_SL","376"
"C","currency_strength_reversal_avoid","2025.01.16 19:15:00","2025.01.16 19:23:17","currency_strength_reversal_avoid","EURJPY","SHORT","EUR","JPY","-2.48834","2.94685","-5.43519","4","1","-1.51100","-2.61698","true","true","strength_momentum_reversal_avoid","0.1676","false","1.8404","1.8404","no_follow_through","160.07600000","160.26400000","160.26400000","159.85000000","0.18800000","-1.0000","-21.77","0.00","0.00","-21.77","0.180","1.200","0","0.18792857","30.00","6.490","DEAL_REASON_SL","385"
"C","currency_strength_reversal_avoid","2025.01.16 20:15:00","2025.01.16 20:43:58","currency_strength_reversal_avoid","GBPUSD","LONG","GBP","USD","-0.06416","-1.74892","1.68476","2","4","1.64962","0.34226","true","true","strength_momentum_reversal_avoid","0.1635","false","3.5503","3.5503","no_follow_through","1.22452000","1.22283000","1.22283000","1.22655000","0.00169000","-1.0000","-21.97","0.00","0.00","-21.97","0.130","1.200","1","0.00168786","20.00","2.416","DEAL_REASON_SL","390"
"C","currency_strength_reversal_avoid","2025.01.16 19:00:00","2025.01.17 00:01:00","currency_strength_reversal_avoid","USDJPY","SHORT","USD","JPY","0.07171","3.09178","-3.02007","2","1","-1.52417","-1.04887","true","true","strength_momentum_reversal_avoid","0.4171","false","0.8885","0.8885","other","155.43300000","155.27100000","155.69300000","155.12100000","0.26000000","0.6231","13.56","0.00","-1.48","12.08","0.130","1.200","20","0.26035714","20.00","3.643","DEAL_REASON_EXPERT","383"
"C","currency_strength_reversal_avoid","2025.01.16 19:45:00","2025.01.17 00:45:00","currency_strength_reversal_avoid","EURJPY","SHORT","EUR","JPY","-2.48834","2.94685","-5.43519","4","1","-1.51100","-2.61698","true","true","strength_momentum_reversal_avoid","0.3481","false","1.2677","1.2677","other","159.98100000","159.91600000","160.17900000","159.74300000","0.19800000","0.3283","7.12","0.00","-1.12","6.00","0.170","1.200","20","0.19792857","30.00","6.433","DEAL_REASON_EXPERT","387"
"C","currency_strength_reversal_avoid","2025.01.16 20:00:00","2025.01.17 01:00:00","currency_strength_reversal_avoid","GBPJPY","SHORT","GBP","JPY","-1.14398","2.77352","-3.91749","3","1","-0.00595","-1.76829","true","true","strength_momentum_reversal_avoid","0.5970","false","0.8884","0.8884","other","189.98100000","189.92900000","190.22300000","189.69100000","0.24200000","0.2149","4.69","0.00","-2.00","2.69","0.140","1.200","20","0.24185714","38.00","4.414","DEAL_REASON_EXPERT","388"
"C","currency_strength_reversal_avoid","2025.01.16 20:15:00","2025.01.17 01:15:01","currency_strength_reversal_avoid","EURUSD","LONG","EUR","USD","-0.95430","-1.74892","0.79463","3","4","0.60566","0.36793","true","true","strength_momentum_reversal_avoid","0.0460","false","3.8168","3.8168","no_follow_through","1.03038000","1.03022000","1.02907000","1.03195000","0.00131000","-0.1221","-2.56","0.00","-0.96","-3.52","0.160","1.200","20","0.00130571","18.00","1.369","DEAL_REASON_EXPERT","389"
"C","currency_strength_reversal_avoid","2025.01.17 10:00:00","2025.01.17 10:26:14","currency_strength_reversal_avoid","GBPJPY","SHORT","GBP","JPY","-2.80366","0.98996","-3.79361","5","2","-2.22794","-0.94123","true","true","strength_momentum_reversal_avoid","2.0814","false","0.0000","0.0000","no_follow_through","189.43100000","189.62500000","189.62400000","189.19900000","0.19300000","-1.0052","-21.24","0.00","0.00","-21.24","0.170","1.200","1","0.19342857","38.00","4.434","DEAL_REASON_SL","396"
"C","currency_strength_reversal_avoid","2025.01.17 10:30:00","2025.01.17 10:45:33","currency_strength_reversal_avoid","GBPJPY","SHORT","GBP","JPY","-2.80366","1.08677","-3.89043","5","2","-2.22794","-0.94123","true","true","strength_momentum_reversal_avoid","0.5191","false","0.0419","0.0419","no_follow_through","189.61000000","189.82800000","189.82500000","189.35200000","0.21500000","-1.0140","-21.06","0.00","0.00","-21.06","0.150","1.200","1","0.21478571","38.00","4.535","DEAL_REASON_SL","398"
"C","currency_strength_reversal_avoid","2025.01.17 11:00:00","2025.01.17 11:01:53","currency_strength_reversal_avoid","USDJPY","LONG","USD","JPY","1.25705","-0.01685","1.27390","1","3","2.03909","-1.10270","true","true","strength_momentum_reversal_avoid","0.5052","false","10.7681","10.7681","no_follow_through","155.71400000","155.55900000","155.57600000","155.88000000","0.13800000","-1.1232","-23.91","0.00","0.00","-23.91","0.240","1.200","0","0.13835714","19.00","2.475","DEAL_REASON_SL","400"
"C","currency_strength_reversal_avoid","2025.01.17 11:30:00","2025.01.17 12:07:07","currency_strength_reversal_avoid","USDJPY","LONG","USD","JPY","0.96290","-0.01685","0.97975","1","4","2.03909","-1.10270","true","true","strength_momentum_reversal_avoid","1.0770","false","9.0915","9.0915","no_follow_through","155.80900000","155.65200000","155.65600000","155.99300000","0.15300000","-1.0261","-22.19","0.00","0.00","-22.19","0.220","1.200","2","0.15292857","16.00","2.013","DEAL_REASON_SL","402"
