"mode","symbol","trades","win_rate","net_profit","gross_profit","gross_loss","profit_factor_from_trades","sum_r","avg_r","r_profit_factor"
"currency_strength_momentum","USDJPY","66","0.303030303030303","-596.43","579.77","-1176.2","0.492917871110356","-25.6523","-0.388671212121212","0.485399907721318"
"currency_strength_momentum","EURJPY","43","0.348837209302326","-213.94","426.78","-640.72","0.666094393806967","-9.237","-0.214813953488372","0.664315384363791"
"currency_strength_momentum","GBPJPY","62","0.370967741935484","-269.65","640.89","-910.54","0.703857051859336","-12.117","-0.195435483870968","0.693704214884807"
"currency_strength_momentum","GBPUSD","55","0.454545454545455","-28.75","673.16","-701.91","0.9590403328062","-1.7301","-0.0314563636363637","0.942959160460125"
"currency_strength_momentum","EURUSD","39","0.384615384615385","-131.06","410.32","-541.38","0.757914958070117","-5.4059","-0.13861282051282","0.762315335912768"
"currency_strength_momentum","AUDJPY","7","0.285714285714286","-62.94","54.21","-117.15","0.462740076824584","-2.7986","-0.3998","0.46433151497751"
"currency_strength_pullback","USDJPY","60","0.383333333333333","-197.25","648.68","-845.93","0.76682467816486","-8.6809","-0.144681666666667","0.762635349447665"
"currency_strength_pullback","GBPJPY","57","0.315789473684211","-395.74","503.16","-898.9","0.559750806541328","-17.627","-0.309245614035088","0.554583541802487"
"currency_strength_pullback","EURJPY","46","0.391304347826087","-152.46","487.49","-639.95","0.761762637706071","-6.5395","-0.142163043478261","0.764669684690845"
"currency_strength_pullback","GBPUSD","48","0.375","-200.13","496.54","-696.67","0.712733431897455","-9.3924","-0.195675","0.692135229217063"
"currency_strength_pullback","EURUSD","35","0.257142857142857","-327.76","243.91","-571.67","0.426662235205626","-14.066","-0.401885714285714","0.427298785055861"
"currency_strength_pullback","AUDJPY","6","0.166666666666667","-93.82","26.67","-120.49","0.221346169806623","-4.0209","-0.67015","0.229638854296389"
"currency_strength_reversal_avoid","USDJPY","75","0.306666666666667","-682.92","637.74","-1320.66","0.482894916178274","-28.1776","-0.375701333333333","0.49211247296323"
"currency_strength_reversal_avoid","EURJPY","44","0.386363636363636","-155.21","470.24","-625.45","0.751842673275242","-6.8725","-0.156193181818182","0.743374794158392"
"currency_strength_reversal_avoid","GBPUSD","27","0.481481481481481","-12.11","318.73","-330.84","0.96339620360295","-0.894500000000001","-0.0331296296296297","0.938866867140514"
"currency_strength_reversal_avoid","GBPJPY","38","0.289473684210526","-334.49","283.33","-617.82","0.458596354925383","-15.3452","-0.403821052631579","0.437964465313209"
"currency_strength_reversal_avoid","EURUSD","22","0.363636363636364","-56.36","207.72","-264.08","0.786579824295668","-2.6329","-0.119677272727273","0.767294485739286"
"currency_strength_reversal_avoid","AUDJPY","7","0.142857142857143","-116","27.61","-143.61","0.192256806629065","-5.0105","-0.715785714285714","0.196752060021161"
"currency_strength_momentum_room_to_2r","USDJPY","100","0.3","-838.52","831.51","-1670.03","0.49790123530715","-36.7876","-0.367876","0.502858849460055"
"currency_strength_momentum_room_to_2r","EURJPY","38","0.236842105263158","-404.22","246.08","-650.3","0.378409964631708","-17.8311","-0.46923947368421","0.381929038877489"
"currency_strength_momentum_room_to_2r","EURUSD","25","0.48","14.8","281.26","-266.46","1.05554304586054","1.0234","0.040936","1.08787642002765"
"currency_strength_momentum_room_to_2r","GBPUSD","27","0.444444444444444","-11.62","333.47","-345.09","0.96632762467762","-0.2853","-0.0105666666666667","0.981439194332221"
"currency_strength_momentum_room_to_2r","GBPJPY","29","0.310344827586207","-217.79","239.04","-456.83","0.523258104765449","-9.3226","-0.321468965517241","0.539849653749525"
"currency_strength_momentum_room_to_2r","AUDJPY","6","0.333333333333333","-43.38","31.45","-74.83","0.420285981558199","-1.9072","-0.317866666666667","0.425126597540391"
"currency_strength_pullback_room_to_2r","USDJPY","94","0.319148936170213","-585.23","840.53","-1425.76","0.589531197396476","-26.0524","-0.277153191489362","0.589072382845155"
"currency_strength_pullback_room_to_2r","GBPJPY","26","0.230769230769231","-301.74","156.36","-458.1","0.341322855271775","-12.9998","-0.499992307692308","0.357796714832654"
"currency_strength_pullback_room_to_2r","EURJPY","38","0.315789473684211","-226.28","327.24","-553.52","0.59119815002168","-9.5378","-0.250994736842105","0.607312102435309"
"currency_strength_pullback_room_to_2r","EURUSD","26","0.384615384615385","-91.74","256.71","-348.45","0.736719758932415","-3.5706","-0.137330769230769","0.763517630540175"
"currency_strength_pullback_room_to_2r","GBPUSD","30","0.333333333333333","-239.28","222.67","-461.95","0.482021863838078","-10.3106","-0.343686666666667","0.493319180512352"
"currency_strength_pullback_room_to_2r","AUDJPY","4","0","-72.78","0","-72.78","0","-3.2772","-0.8193","0"
