name,side,horizon,base_expression,filter_expression,train_trades,train_trades_per_day,train_expectancy_atr,train_hit_rate,test_trades,test_trades_per_day,test_expectancy_atr,test_hit_rate
long_roc_rsi_base,long,3,(roc_atr_6 <= -1.3739) & (rsi7 <= 29.5772),,10787,41.369127516778526,0.0643730870731554,0.5390748122740335,3859,43.510629135183805,0.05179604457110081,0.5584348276755636
long_break_high_base,long,3,(breakout_persist_down_6 >= 1.0) & (high_break_12 <= -3.0687),,11880,45.5778760590398,0.04547004264828274,0.5316498316498316,4162,46.93433572183719,0.03515973074600324,0.5598270062469967
long_break_high_flow_negative,long,3,(breakout_persist_down_6 >= 1.0) & (high_break_12 <= -3.0687),tick_flow_signed_3 <= -0.4165,5573,21.38093461927852,0.051839139992461605,0.5415395657635026,1987,22.40714201808998,0.03157704883196878,0.5727226975339708
short_rsi_ret_flow_positive,short,6,(rsi7 >= 70.3714) & (ret_6 >= 0.0017),tick_flow_signed_3 >= 0.4176,4465,17.12915601023018,0.0006790933989377241,0.5258678611422173,1732,19.470549201764314,0.14201155816449926,0.5554272517321016
short_break_rsi_volume_low,short,3,(breakout_persist_up_6 >= 1.0) & (rsi7 >= 70.3714),tick_volume_rel10 <= 0.7937,1612,6.186285744743223,0.014363667653341607,0.5155086848635235,407,4.577498340297575,0.12259221029931827,0.5724815724815725
short_rsi_ret_base,short,6,(rsi7 >= 70.3714) & (ret_6 >= 0.0017),,9408,36.0911101046967,0.014298226546239901,0.5181760204081632,3735,41.98103266596417,0.11521569579759884,0.5445783132530121
short_break_rsi_flow_positive,short,3,(breakout_persist_up_6 >= 1.0) & (rsi7 >= 70.3714),tick_flow_signed_3 >= 0.4176,4742,18.196906103849383,0.021470218538216807,0.5400674820750738,1562,17.5594675826535,0.1043137174365326,0.5729833546734955
short_break_rsi_base,short,3,(breakout_persist_up_6 >= 1.0) & (rsi7 >= 70.3714),,10511,40.32675245783711,0.012483404045463798,0.5306821425173628,3324,37.35414390510379,0.09390746592584213,0.5664861612515042
