family,side,trend,hours,hold,dist,rsi,train_pf,train_tpd,train_exp,test_pf,test_tpd,test_exp,test_trades
session-mean-reversion,long,none,asia,4,0.6,25.0,0.7966803862004328,5.242871764877906,-23.275090361445606,0.7584763027036645,5.522694923295904,-32.083793814433236,485
session-mean-reversion,long,none,asia,4,0.6,30.0,0.7428495276629197,9.594389246054938,-28.965224780701725,0.7438657944243543,10.157888507515683,-29.037874720357966,894
session-mean-reversion,long,none,asia,4,0.6,35.0,0.7000827479066019,15.327598487754095,-33.003318462594535,0.7442255777498767,15.798714358954136,-26.298073328540553,1391
session-mean-reversion,long,none,asia,4,0.6,40.0,0.7527446747522444,21.316386347449736,-25.651966444609034,0.737167436574254,21.74869935361816,-25.525250521920654,1916
session-mean-reversion,long,none,asia,4,0.6,45.0,0.7646101256649251,26.24253601884484,-23.590452905811713,0.7320138852820492,26.413999684691785,-25.565590889557317,2327
session-mean-reversion,long,none,asia,4,0.8,25.0,0.7949221623874533,5.206024272554467,-23.562477249747044,0.7574005281142663,5.4543729242448205,-32.493423799582736,479
session-mean-reversion,long,none,asia,4,0.8,30.0,0.7380596432999694,9.410286382232613,-29.72354946897706,0.7499065484234282,9.771570600071014,-28.68338372093029,860
session-mean-reversion,long,none,asia,4,0.8,35.0,0.7010536434705623,14.722700126020491,-33.25588424437313,0.7563836682945724,14.6175020704342,-25.447109557109574,1287
session-mean-reversion,long,none,asia,4,0.8,40.0,0.7573334558138609,19.78589820851367,-25.30740297713991,0.7668612419541647,19.330915970361026,-23.03537287140342,1703
session-mean-reversion,long,none,asia,4,0.8,45.0,0.7767069096243707,23.4447345835692,-22.506906684611995,0.7564934579622965,22.81570234904619,-23.66603980099499,2010
session-mean-reversion,long,none,asia,4,1.0,25.0,0.7926443428191018,5.116537505483258,-23.866162551440123,0.7581210892941471,5.351889925668195,-32.64585106382997,470
session-mean-reversion,long,none,asia,4,1.0,30.0,0.7484573226926775,9.005424558455553,-28.580741822429857,0.7665606766281073,9.188945558059542,-27.09550185873606,807
session-mean-reversion,long,none,asia,4,1.0,35.0,0.7175345233170807,13.770894213909994,-31.464201680672367,0.7821674855746258,13.175060141183895,-22.971862068965454,1160
session-mean-reversion,long,none,asia,4,1.0,40.0,0.773432321353803,17.85602103802184,-23.619923416789486,0.7870291088614916,16.74286615166325,-21.663715254237257,1475
session-mean-reversion,long,none,asia,4,1.0,45.0,0.788500445706369,20.59997808699463,-21.43850140413591,0.7755210413209849,19.217405013400597,-22.35239220318955,1693
session-mean-reversion,long,none,asia,4,1.2,25.0,0.8081129605365668,5.011258955987717,-22.01983193277291,0.7585485972786927,5.101375929147556,-33.05370535714298,448
session-mean-reversion,long,none,asia,4,1.2,30.0,0.7657262815589594,8.595993566310863,-26.745143906919683,0.7856097261126546,8.57407187759459,-25.174050464807472,753
session-mean-reversion,long,none,asia,4,1.2,35.0,0.7256183720075348,12.583034996712207,-30.986392140468293,0.7860765211743349,11.778513961192617,-23.070993249758867,1037
session-mean-reversion,long,none,asia,4,1.2,40.0,0.7617843254935391,15.725921326564153,-25.386521739130526,0.7877478379192719,14.424988168480832,-22.28137795275588,1270
session-mean-reversion,long,none,asia,4,1.2,45.0,0.787840794471928,17.540450710398478,-21.819898050974558,0.7928789138458415,16.037860861334593,-21.063002832861116,1412
session-mean-reversion,long,none,asia,4,1.5,25.0,0.8322717417119578,4.5901447580055565,-19.526456422018104,0.8054998828970428,4.463703938004112,-26.714744897959307,392
session-mean-reversion,long,none,asia,4,1.5,30.0,0.7928509607168528,7.406345957011259,-24.03610518834385,0.8346291394188013,7.184912821729331,-19.666164817749696,631
session-mean-reversion,long,none,asia,4,1.5,35.0,0.7519454031920263,10.280077454239889,-28.197292732855633,0.8316311707432141,9.427354472314244,-18.418783132530184,830
session-mean-reversion,long,none,asia,4,1.5,40.0,0.775329862181454,11.975893933306548,-24.43857268335529,0.8151947991015693,10.813061997160435,-20.108277310924468,952
session-mean-reversion,long,none,asia,4,1.5,45.0,0.8013345915403587,12.84371233427079,-21.04757985257985,0.8243571847592198,11.608140085186937,-18.527113502935478,1022
session-mean-reversion,long,none,asia,6,0.6,25.0,0.7487130976935293,5.242871764877906,-36.98761044176681,0.8231835668238029,5.522694923295904,-27.716515463917517,485
session-mean-reversion,long,none,asia,6,0.6,30.0,0.7764188227856909,9.594389246054938,-30.25640350877189,0.7980097558986904,10.157888507515683,-27.044977628635287,894
session-mean-reversion,long,none,asia,6,0.6,35.0,0.7498836210383779,15.327598487754095,-32.25206932052164,0.7835240246522326,15.798714358954136,-26.889511143062492,1391
session-mean-reversion,long,none,asia,6,0.6,40.0,0.7668207394199558,21.316386347449736,-28.753044658277904,0.7698065983785757,21.74869935361816,-26.66424843423797,1916
session-mean-reversion,long,none,asia,6,0.6,45.0,0.7961610872348415,26.24253601884484,-24.1107014028057,0.7566171006057364,26.413999684691785,-27.916179630425358,2327
session-mean-reversion,long,none,asia,6,0.8,25.0,0.7501042753940966,5.206024272554467,-36.819797775530574,0.8230899170973368,5.4543729242448205,-27.964091858037573,479
session-mean-reversion,long,none,asia,6,0.8,30.0,0.7753897298155932,9.410286382232613,-30.61969815539403,0.8034098080125835,9.771570600071014,-26.802290697674376,860
session-mean-reversion,long,none,asia,6,0.8,35.0,0.7511547774989863,14.722700126020491,-32.42733833511971,0.7948116549312176,14.6175020704342,-26.0485392385392,1287
session-mean-reversion,long,none,asia,6,0.8,40.0,0.7760197789560684,19.78589820851367,-27.756432748538092,0.8002609952689029,19.330915970361026,-23.646476805637075,1703
session-mean-reversion,long,none,asia,6,0.8,45.0,0.8065130561198494,23.4447345835692,-23.173781965006825,0.7843838606375341,22.81570234904619,-25.373805970149217,2010
session-mean-reversion,long,none,asia,6,1.0,25.0,0.7475891987616203,5.116537505483258,-37.44558641975278,0.817616821980516,5.351889925668195,-29.052382978723397,470
session-mean-reversion,long,none,asia,6,1.0,30.0,0.7861197311910562,9.005424558455553,-29.306279205607424,0.8169631291974744,9.188945558059542,-25.23242874845099,807
session-mean-reversion,long,none,asia,6,1.0,35.0,0.7632766521688629,13.770894213909994,-31.091810542398772,0.8180091960633245,13.175060141183895,-23.221267241379216,1160
session-mean-reversion,long,none,asia,6,1.0,40.0,0.7914508766591917,17.85602103802184,-25.961519882179715,0.8220479313809385,16.74286615166325,-21.454440677966037,1475
session-mean-reversion,long,none,asia,6,1.0,45.0,0.8108099583841007,20.59997808699463,-22.955542507020777,0.8072033393598896,19.217405013400597,-23.089208505611253,1693
session-mean-reversion,long,none,asia,6,1.2,25.0,0.759364896926968,5.011258955987717,-35.61834033613412,0.8359499636049629,5.101375929147556,-26.189687499999927,448
session-mean-reversion,long,none,asia,6,1.2,30.0,0.8014914322937092,8.595993566310863,-27.40997550520506,0.8404490437330028,8.57407187759459,-22.222098273572282,753
session-mean-reversion,long,none,asia,6,1.2,35.0,0.7702875526693819,12.583034996712207,-30.721960702341104,0.8313438329773754,11.778513961192617,-21.888688524590023,1037
session-mean-reversion,long,none,asia,6,1.2,40.0,0.7854394968626233,15.725921326564153,-27.386508361204033,0.8246858855462189,14.424988168480832,-21.865299212598288,1270
session-mean-reversion,long,none,asia,6,1.2,45.0,0.8194123983885928,17.540450710398478,-22.23098950524744,0.8362524398860435,16.037860861334593,-19.90925637393752,1412
session-mean-reversion,long,none,asia,6,1.5,25.0,0.7902495458473153,4.5901447580055565,-31.03584862385289,0.8671725793226763,4.463703938004112,-21.588494897959173,392
session-mean-reversion,long,none,asia,6,1.5,30.0,0.8470194950431545,7.406345957011259,-20.93822316986493,0.8707029349540866,7.184912821729331,-18.540047543581498,631
session-mean-reversion,long,none,asia,6,1.5,35.0,0.80939562944839,10.280077454239889,-25.150143295803446,0.8466984349833919,9.427354472314244,-20.50981927710839,830
session-mean-reversion,long,none,asia,6,1.5,40.0,0.8136350727717215,11.975893933306548,-23.845876152832716,0.82839831452349,10.813061997160435,-22.588140756302405,952
session-mean-reversion,long,none,asia,6,1.5,45.0,0.8465200527238462,12.84371233427079,-19.066318591318666,0.8469813191982942,11.608140085186937,-19.518923679060563,1022
session-mean-reversion,long,none,asia,8,0.6,25.0,0.7091751085986358,5.242871764877906,-50.46821285140549,0.8478835154837506,5.522694923295904,-25.979814432989844,485
