run_id,stage,count
"q1_i_child_stop_extreme_mode2","symbols_scanned","107140"
"q1_i_child_stop_extreme_mode2","parent_anchor_states_available","1071"
"q1_i_child_stop_extreme_mode2","parent_flips_detected","1071"
"q1_i_child_stop_extreme_mode2","parent_wave1_confirmed","1071"
"q1_i_child_stop_extreme_mode2","parent_wave2_pending","1068"
"q1_i_child_stop_extreme_mode2","parent_wave2_started_first_close","0"
"q1_i_child_stop_extreme_mode2","parent_wave2_started_confirmed_pivot","0"
"q1_i_child_stop_extreme_mode2","parent_wave2_started_child_trend","958"
"q1_i_child_stop_extreme_mode2","child_countertrend_confirmed","1050"
"q1_i_child_stop_extreme_mode2","child_anchor_created","958"
"q1_i_child_stop_extreme_mode2","child_anchor_updated","1042"
"q1_i_child_stop_extreme_mode2","child_flip_detected","768"
"q1_i_child_stop_extreme_mode2","fresh_first_flip_signal","767"
"q1_i_child_stop_extreme_mode2","valid_candidate","44"
"q1_i_child_stop_extreme_mode2","signal_reserved","44"
"q1_i_child_stop_extreme_mode2","portfolio_selected","44"
"q1_i_child_stop_extreme_mode2","trades_taken","43"
"q1_i_child_stop_extreme_mode2","candidate_invalid","723"
"q1_i_child_stop_extreme_mode2","position_cap_reject","1"
"q1_i_child_stop_extreme_mode2","risk_reject","0"
"q1_i_child_stop_extreme_mode2","order_failure","0"
"q1_i_child_stop_extreme_mode2","expired","1"
"q1_i_child_stop_extreme_mode2","parent_invalidated","113"
"q1_i_child_stop_extreme_mode2","signals_consumed","768"
