run_id,record_type,key,events,raw_candidates,ticks,scenario_valid,scenario_invalid,scenario_expectancy_r,average_memory_mb,max_memory_mb,event_csv_rows,event_csv_bytes,trade_csv_rows,trade_csv_bytes,runtime_seconds,value
"step07_causal_ideal_202503_20260823","OVERALL","ALL","19","62577","10587794","7128","324","-0.302408","10.000","10","19","5159137","0","15","353.297","validation=EDGE_UNDETERMINED;research_only=true;execution_mode=IDEAL_EVENT_STUDY;formal_edge_eligible=false;market_clusters=15;commission=ORDER_HARNESS_REQUIRED"
"step07_causal_ideal_202503_20260823","FUNNEL","valid_bursts","19","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","19"
"step07_causal_ideal_202503_20260823","FUNNEL","valid_pullbacks","14","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","14"
"step07_causal_ideal_202503_20260823","FUNNEL","reacceleration_signals","5","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","5"
"step07_causal_ideal_202503_20260823","FUNNEL","detection_time_continuation_signals","19","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","19"
"step07_causal_ideal_202503_20260823","FUNNEL","post_burst_continuation_signals","19","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","19"
"step07_causal_ideal_202503_20260823","FUNNEL","pullback_continuation_signals","5","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","5"
"step07_causal_ideal_202503_20260823","FUNNEL","failed_shock_reversal_signals","11","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","11"
"step07_causal_ideal_202503_20260823","SYMBOL","EURUSD","5","6040","1364080","0","0","","10.000","10","19","5159137","0","15","353.297","copy_duplicates=1364079;m1_minutes_seen=30192"
"step07_causal_ideal_202503_20260823","DETECTOR","EURUSD:w250","1","3550","0","0","0","","10.000","10","19","5159137","0","15","353.297","evaluable=508470;grid_missing=8477285;noise_floor_uses=1501180;baseline_refreshes=1544606;noise_floor_rate=0.97188539;histogram_overflow=0"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w250:percentile","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=3550;cumulative=3550;evaluable=508470"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w250:robust_z","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=28443;cumulative=3542;evaluable=508470"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w250:efficiency","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=500838;cumulative=3536;evaluable=508470"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w250:tick_intensity","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=15034;cumulative=341;evaluable=508470"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w250:move_spread","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=3;cumulative=1;evaluable=508470"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w250:spread_ok","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=508198;cumulative=1;evaluable=508470"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=4","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","149"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=6","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","58"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=7","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","41"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=8","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","6"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=12","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","6"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=14","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","3"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=15","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","8"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=23","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","1"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=36","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","467036"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=37","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","7"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=38","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","22990"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=39","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","3153"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=40","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","7559"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=42","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","61"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=43","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","6"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=44","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","5263"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=45","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","1"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=46","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","1788"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=47","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","332"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=54","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","1"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w250:mask=63","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","1"
"step07_causal_ideal_202503_20260823","TICK_QUALITY","EURUSD:w250","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","generated_fallback_requires_tester_journal_parse;m1_minutes_seen=30192"
"step07_causal_ideal_202503_20260823","DETECTOR","EURUSD:w500","2","2257","0","0","0","","10.000","10","19","5159137","0","15","353.297","evaluable=325047;grid_missing=4494320;noise_floor_uses=393909;baseline_refreshes=516626;noise_floor_rate=0.76246453;histogram_overflow=0"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w500:percentile","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=2257;cumulative=2257;evaluable=325047"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w500:robust_z","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=19627;cumulative=2254;evaluable=325047"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w500:efficiency","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=272555;cumulative=2226;evaluable=325047"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w500:tick_intensity","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=99140;cumulative=1685;evaluable=325047"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w500:move_spread","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=3;cumulative=3;evaluable=325047"
"step07_causal_ideal_202503_20260823","GATE","EURUSD:w500:spread_ok","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","true=324906;cumulative=2;evaluable=325047"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=0","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","3"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=4","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","24"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=6","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","11"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=7","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","4"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=8","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","19"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=10","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","9"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=11","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","2"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=12","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","19"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=14","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","23"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=15","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","26"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=31","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","1"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=32","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","2657"
"step07_causal_ideal_202503_20260823","GATE_MASK","EURUSD:w500:mask=34","0","0","0","0","0","","10.000","10","19","5159137","0","15","353.297","12"
