Mode,Period,Trades,PreviousTrades,TradesDelta,ExpectancyR,PreviousExpectancyR,ExpectancyDelta,PF,PreviousPF,PFDelta,MaxDD_R,PreviousMaxDD_R,MaxDDDelta
C_SHORT_MODE,full,505,505,0,0.1483518814375375,0.1483518814375375,0.0,1.2744238099851892,1.2744238099851892,0.0,16.00480050531634,16.00480050531634,0.0
C_SHORT_MODE,2024,284,284,0,0.08257036632501125,0.08257036632501125,0.0,1.145652074759647,1.145652074759647,0.0,16.00239234449755,16.00239234449755,0.0
C_SHORT_MODE,2025,170,170,0,0.2792590775766041,0.2792590775766041,0.0,1.5719764239520808,1.5719764239520808,0.0,16.004800505316325,16.004800505316325,0.0
C_SHORT_MODE,2026q1,50,50,0,0.09987345803260997,0.09987345803260997,0.0,1.178345460772518,1.178345460772518,0.0,5.497584541063065,5.497584541063065,0.0
C_SHORT_MODE,2024q1,81,81,0,0.1725938234711899,0.1725938234711899,0.0,1.3251185977015436,1.3251185977015436,0.0,11.506493506493817,11.506493506493817,0.0
C_SHORT_MODE,2024q2,100,100,0,0.049750523138219524,0.049750523138219524,0.0,1.085776764031413,1.085776764031413,0.0,16.00239234449755,16.00239234449755,0.0
C_SHORT_MODE,2024q3,27,27,0,0.11083229530837785,0.11083229530837785,0.0,1.1994981315550801,1.1994981315550801,0.0,3.499999999999866,3.499999999999866,0.0
C_SHORT_MODE,2024q4,76,76,0,0.019767895368271744,0.019767895368271744,0.0,1.033385778844192,1.033385778844192,0.0,10.491374835809133,10.491374835809133,0.0
C_SHORT_MODE,2025q1,33,33,0,0.43900164029274896,0.43900164029274896,0.0,2.0347895806900516,2.0347895806900516,0.0,5.4999999999999165,5.4999999999999165,0.0
C_SHORT_MODE,2025q2,37,37,0,0.5539704998779886,0.5539704998779886,0.0,2.4640648925346844,2.4640648925346844,0.0,6.0,6.0,0.0
C_SHORT_MODE,2025q3,45,45,0,0.22192213748044473,0.22192213748044473,0.0,1.4341954863747832,1.4341954863747832,0.0,6.0,6.0,0.0
C_SHORT_MODE,2025q4,55,55,0,0.045519715931934226,0.045519715931934226,0.0,1.078237011758012,1.078237011758012,0.0,16.00000000000005,16.00000000000005,0.0
C_SHORT_MODE,2026q1-quarter,50,50,0,0.09987345803260997,0.09987345803260997,0.0,1.178345460772518,1.178345460772518,0.0,5.497584541063065,5.497584541063065,0.0
J_SHORT_MODE,full,340,340,0,0.1467250994383543,0.1467250994383543,0.0,1.2711224663534806,1.2711224663534806,0.0,11.506979500460073,11.506979500460073,0.0
J_SHORT_MODE,2024,191,191,0,0.05985148375868429,0.05985148375868429,0.0,1.103923939980988,1.103923939980988,0.0,11.506979500460073,11.506979500460073,0.0
J_SHORT_MODE,2025,117,117,0,0.2604335165869873,0.2604335165869873,0.0,1.5253572662185773,1.5253572662185773,0.0,10.0,10.0,0.0
J_SHORT_MODE,2026q1,31,31,0,0.2898122248533624,0.2898122248533624,0.0,1.598945264696949,1.598945264696949,0.0,4.004637518224854,4.004637518224854,0.0
J_SHORT_MODE,2024q1,57,57,0,0.1835391988952754,0.1835391988952754,0.0,1.3487244779010232,1.3487244779010232,0.0,7.000000000000075,7.000000000000075,0.0
J_SHORT_MODE,2024q2,62,62,0,-0.032739348289040654,-0.032739348289040654,0.0,0.9465831685810387,0.9465831685810387,0.0,11.506979500460073,11.506979500460073,0.0
J_SHORT_MODE,2024q3,22,22,0,0.02262742456733514,0.02262742456733514,0.0,1.038292564652413,1.038292564652413,0.0,4.0,4.0,0.0
J_SHORT_MODE,2024q4,50,50,0,0.050038706286342854,0.050038706286342854,0.0,1.0862736315281774,1.0862736315281774,0.0,5.000000000000215,5.000000000000215,0.0
J_SHORT_MODE,2025q1,24,24,0,0.457856710087476,0.457856710087476,0.0,2.0988561042099425,2.0988561042099425,0.0,5.0,5.0,0.0
J_SHORT_MODE,2025q2,25,25,0,0.39964545473696134,0.39964545473696134,0.0,1.9082851244021848,1.9082851244021848,0.0,5.0,5.0,0.0
J_SHORT_MODE,2025q3,28,28,0,0.1604745924998581,0.1604745924998581,0.0,1.299552572666402,1.299552572666402,0.0,5.0,5.0,0.0
J_SHORT_MODE,2025q4,40,40,0,0.12494338600395065,0.12494338600395065,0.0,1.2271697927344556,1.2271697927344556,0.0,10.0,10.0,0.0
J_SHORT_MODE,2026q1-quarter,31,31,0,0.2898122248533624,0.2898122248533624,0.0,1.598945264696949,1.598945264696949,0.0,4.004637518224854,4.004637518224854,0.0
