episode_id,symbol,horizon_seconds,target_msc,snapshot_quote_msc,snapshot_lag_ms,horizon_status,episode_status
ts15k_tradeable_move_r1_202503_AUDUSD_mh_54,AUDUSD,900,1741264295239,1741264298381,3142,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_54,AUDUSD,1800,1741265195239,1741265195319,80,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_54,AUDUSD,3600,1741266995239,1741266996368,1129,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_178,USDJPY,30,1741263967863,1741263968895,1032,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_178,USDJPY,60,1741263997863,1741263998133,270,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_178,USDJPY,120,1741264057863,1741264057919,56,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_178,USDJPY,300,1741264237863,1741264237957,94,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_178,USDJPY,600,1741264537863,1741264538066,203,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_178,USDJPY,900,1741264837863,1741264837922,59,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_178,USDJPY,1800,1741265737863,1741265738076,213,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_178,USDJPY,3600,1741267537863,1741267538558,695,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_27,USDCHF,30,1741265079462,1741265080161,699,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_27,USDCHF,60,1741265109462,1741265110084,622,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_27,USDCHF,120,1741265169462,1741265171451,1989,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_27,USDCHF,300,1741265349462,1741265349888,426,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_27,USDCHF,600,1741265649462,1741265650018,556,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_27,USDCHF,900,1741265949462,1741265950458,996,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_27,USDCHF,1800,1741266849462,1741266849695,233,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_27,USDCHF,3600,1741268649462,1741268650283,821,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_179,USDJPY,30,1741265215742,1741265219258,3516,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_179,USDJPY,60,1741265245742,1741265245856,114,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_179,USDJPY,120,1741265305742,1741265305759,17,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_179,USDJPY,300,1741265485742,1741265486251,509,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_179,USDJPY,600,1741265785742,1741265785752,10,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_179,USDJPY,900,1741266085742,1741266085744,2,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_179,USDJPY,1800,1741266985742,1741266986400,658,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_179,USDJPY,3600,1741268785742,1741268786248,506,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_180,USDJPY,30,1741266264087,1741266264207,120,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_180,USDJPY,60,1741266294087,1741266294127,40,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_180,USDJPY,120,1741266354087,1741266354963,876,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_180,USDJPY,300,1741266534087,1741266534559,472,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_180,USDJPY,600,1741266834087,1741266835754,1667,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_180,USDJPY,900,1741267134087,1741267134428,341,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_180,USDJPY,1800,1741268034087,1741268034167,80,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_180,USDJPY,3600,1741269834087,1741269834645,558,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_55,AUDUSD,30,1741266679509,1741266681918,2409,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_55,AUDUSD,60,1741266709509,1741266709981,472,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_55,AUDUSD,120,1741266769509,1741266770486,977,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_55,AUDUSD,300,1741266949509,1741266950159,650,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_55,AUDUSD,600,1741267249509,1741267250543,1034,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_55,AUDUSD,900,1741267549509,1741267550207,698,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_55,AUDUSD,1800,1741268449509,1741268454174,4665,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_55,AUDUSD,3600,1741270249509,1741270250209,700,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_28,USDCHF,30,1741266679981,1741266681782,1801,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_28,USDCHF,60,1741266709981,1741266710175,194,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_28,USDCHF,120,1741266769981,1741266770221,240,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_28,USDCHF,300,1741266949981,1741266950229,248,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_28,USDCHF,600,1741267249981,1741267250667,686,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_28,USDCHF,900,1741267549981,1741267551724,1743,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_28,USDCHF,1800,1741268449981,1741268450456,475,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_28,USDCHF,3600,1741270249981,1741270252519,2538,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_181,USDJPY,30,1741267570978,1741267571079,101,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_181,USDJPY,60,1741267600978,1741267601519,541,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_181,USDJPY,120,1741267660978,1741267661210,232,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_181,USDJPY,300,1741267840978,1741267841027,49,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_181,USDJPY,600,1741268140978,1741268141000,22,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_181,USDJPY,900,1741268440978,1741268441108,130,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_181,USDJPY,1800,1741269340978,1741269341119,141,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_181,USDJPY,3600,1741271140978,1741271141084,106,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_182,USDJPY,30,1741268682799,1741268682998,199,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_182,USDJPY,60,1741268712799,1741268712896,97,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_182,USDJPY,120,1741268772799,1741268776353,3554,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_182,USDJPY,300,1741268952799,1741268952949,150,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_182,USDJPY,600,1741269252799,1741269253232,433,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_182,USDJPY,900,1741269552799,1741269553139,340,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_182,USDJPY,1800,1741270452799,1741270453081,282,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_182,USDJPY,3600,1741272252799,1741272252804,5,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_29,USDCHF,30,1741269468018,1741269468073,55,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_29,USDCHF,60,1741269498018,1741269501330,3312,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_29,USDCHF,120,1741269558018,1741269558368,350,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_29,USDCHF,300,1741269738018,1741269738529,511,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_29,USDCHF,600,1741270038018,1741270038622,604,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_29,USDCHF,900,1741270338018,1741270340581,2563,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_29,USDCHF,1800,1741271238018,1741271239213,1195,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_29,USDCHF,3600,1741273038018,1741273038026,8,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_183,USDJPY,30,1741269873284,1741269873448,164,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_183,USDJPY,60,1741269903284,1741269903465,181,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_183,USDJPY,120,1741269963284,1741269964472,1188,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_183,USDJPY,300,1741270143284,1741270143488,204,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_183,USDJPY,600,1741270443284,1741270444141,857,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_183,USDJPY,900,1741270743284,1741270743451,167,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_183,USDJPY,1800,1741271643284,1741271643339,55,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_183,USDJPY,3600,1741273443284,1741273443296,12,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_24,EURUSD,30,1741270153837,1741270153982,145,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_24,EURUSD,60,1741270183837,1741270185760,1923,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_24,EURUSD,120,1741270243837,1741270244899,1062,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_24,EURUSD,300,1741270423837,1741270423980,143,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_24,EURUSD,600,1741270723837,1741270725931,2094,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_24,EURUSD,900,1741271023837,1741271026369,2532,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_24,EURUSD,1800,1741271923837,1741271924471,634,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_24,EURUSD,3600,1741273723837,1741273726871,3034,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_184,USDJPY,30,1741271321674,1741271325023,3349,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_184,USDJPY,60,1741271351674,1741271351885,211,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_184,USDJPY,120,1741271411674,1741271412151,477,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_184,USDJPY,300,1741271591674,1741271591736,62,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_184,USDJPY,600,1741271891674,1741271891822,148,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_184,USDJPY,900,1741272191674,1741272191826,152,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_184,USDJPY,1800,1741273091674,1741273091973,299,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_184,USDJPY,3600,1741274891674,1741274891813,139,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_30,USDCHF,30,1741271523722,1741271525142,1420,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_30,USDCHF,60,1741271553722,1741271554412,690,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_30,USDCHF,120,1741271613722,1741271614350,628,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_30,USDCHF,300,1741271793722,1741271794768,1046,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_30,USDCHF,600,1741272093722,1741272094059,337,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_30,USDCHF,900,1741272393722,1741272393908,186,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_30,USDCHF,1800,1741273293722,1741273294168,446,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_30,USDCHF,3600,1741275093722,1741275094422,700,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_25,EURUSD,30,1741271921166,1741271921181,15,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_25,EURUSD,60,1741271951166,1741271951722,556,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_25,EURUSD,120,1741272011166,1741272012187,1021,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_25,EURUSD,300,1741272191166,1741272192583,1417,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_25,EURUSD,600,1741272491166,1741272491574,408,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_25,EURUSD,900,1741272791166,1741272791292,126,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_25,EURUSD,1800,1741273691166,1741273691973,807,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_25,EURUSD,3600,1741275491166,1741275491470,304,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_56,AUDUSD,30,1741271921166,1741271921278,112,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_56,AUDUSD,60,1741271951166,1741271952521,1355,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_56,AUDUSD,120,1741272011166,1741272011982,816,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_56,AUDUSD,300,1741272191166,1741272192093,927,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_56,AUDUSD,600,1741272491166,1741272491588,422,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_56,AUDUSD,900,1741272791166,1741272791301,135,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_56,AUDUSD,1800,1741273691166,1741273691759,593,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_56,AUDUSD,3600,1741275491166,1741275491529,363,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_31,USDCHF,30,1741272546834,1741272548987,2153,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_31,USDCHF,60,1741272576834,1741272577982,1148,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_31,USDCHF,120,1741272636834,1741272638222,1388,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_31,USDCHF,300,1741272816834,1741272816981,147,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_31,USDCHF,600,1741273116834,1741273117196,362,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_31,USDCHF,900,1741273416834,1741273417437,603,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_31,USDCHF,1800,1741274316834,1741274316996,162,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_31,USDCHF,3600,1741276116834,1741276116861,27,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_185,USDJPY,30,1741272656062,1741272656471,409,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_185,USDJPY,60,1741272686062,1741272686151,89,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_185,USDJPY,120,1741272746062,1741272746931,869,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_185,USDJPY,300,1741272926062,1741272926839,777,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_185,USDJPY,600,1741273226062,1741273226223,161,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_185,USDJPY,900,1741273526062,1741273526284,222,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_185,USDJPY,1800,1741274426062,1741274426227,165,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_185,USDJPY,3600,1741276226062,1741276226197,135,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_27,GBPUSD,30,1741273003727,1741273006180,2453,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_27,GBPUSD,60,1741273033727,1741273037030,3303,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_27,GBPUSD,120,1741273093727,1741273095372,1645,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_27,GBPUSD,300,1741273273727,1741273273802,75,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_27,GBPUSD,600,1741273573727,1741273573957,230,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_27,GBPUSD,900,1741273873727,1741273875533,1806,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_27,GBPUSD,1800,1741274773727,1741274774241,514,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_27,GBPUSD,3600,1741276573727,1741276573955,228,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_32,USDCHF,30,1741273511891,1741273511965,74,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_32,USDCHF,60,1741273541891,1741273542704,813,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_32,USDCHF,120,1741273601891,1741273602561,670,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_32,USDCHF,300,1741273781891,1741273782669,778,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_32,USDCHF,600,1741274081891,1741274081931,40,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_32,USDCHF,900,1741274381891,1741274382021,130,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_32,USDCHF,1800,1741275281891,1741275282449,558,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDCHF_mh_32,USDCHF,3600,1741277081891,1741277082733,842,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_26,EURUSD,30,1741273569468,1741273569778,310,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_26,EURUSD,60,1741273599468,1741273599831,363,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_26,EURUSD,120,1741273659468,1741273659580,112,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_26,EURUSD,300,1741273839468,1741273840077,609,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_26,EURUSD,600,1741274139468,1741274139618,150,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_26,EURUSD,900,1741274439468,1741274439741,273,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_26,EURUSD,1800,1741275339468,1741275339887,419,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_26,EURUSD,3600,1741277139468,1741277139578,110,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_186,USDJPY,30,1741273756871,1741273758362,1491,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_186,USDJPY,60,1741273786871,1741273787324,453,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_186,USDJPY,120,1741273846871,1741273846948,77,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_186,USDJPY,300,1741274026871,1741274027245,374,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_186,USDJPY,600,1741274326871,1741274327159,288,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_186,USDJPY,900,1741274626871,1741274627048,177,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_186,USDJPY,1800,1741275526871,1741275526893,22,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_186,USDJPY,3600,1741277326871,1741277326924,53,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_57,AUDUSD,30,1741274144896,1741274144982,86,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_57,AUDUSD,60,1741274174896,1741274175186,290,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_57,AUDUSD,120,1741274234896,1741274235496,600,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_57,AUDUSD,300,1741274414896,1741274414946,50,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_57,AUDUSD,600,1741274714896,1741274716519,1623,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_57,AUDUSD,900,1741275014896,1741275014946,50,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_57,AUDUSD,1800,1741275914896,1741275915186,290,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_AUDUSD_mh_57,AUDUSD,3600,1741277714896,1741277714999,103,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_28,GBPUSD,30,1741274155835,1741274156213,378,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_28,GBPUSD,60,1741274185835,1741274186079,244,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_28,GBPUSD,120,1741274245835,1741274245840,5,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_28,GBPUSD,300,1741274425835,1741274425890,55,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_28,GBPUSD,600,1741274725835,1741274728868,3033,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_28,GBPUSD,900,1741275025835,1741275025879,44,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_28,GBPUSD,1800,1741275925835,1741275926154,319,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_GBPUSD_mh_28,GBPUSD,3600,1741277725835,1741277726019,184,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_27,EURUSD,30,1741274823267,1741274823526,259,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_27,EURUSD,60,1741274853267,1741274853489,222,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_27,EURUSD,120,1741274913267,1741274915429,2162,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_27,EURUSD,300,1741275093267,1741275093742,475,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_27,EURUSD,600,1741275393267,1741275393325,58,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_27,EURUSD,900,1741275693267,1741275694398,1131,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_27,EURUSD,1800,1741276593267,1741276593556,289,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_EURUSD_mh_27,EURUSD,3600,1741278393267,1741278393441,174,AVAILABLE,COMPLETE_3600S
ts15k_tradeable_move_r1_202503_USDJPY_mh_187,USDJPY,30,1741274969842,1741274969912,70,AVAILABLE,COMPLETE_3600S
