symbol,episodes,atr_raw_median,atr_percentile_median,spread_atr_percentile_median,activity_percentile_median,high_movement_rate
AUDUSD,323,0.0002830438,0.32673267326732675,0.6642335766423357,0.46654275092936803,0.11145510835913312
EURUSD,116,0.0004990196000000001,0.2752117995304685,0.7121057466571399,0.46095655487804876,0.04310344827586207
USDCAD,443,0.0004548063,0.33015873015873015,0.6304347826086957,0.47002398081534774,0.10609480812641084
USDCHF,112,0.00038248595,0.21358834827144685,0.7773210234292518,0.4927360348951738,0.044642857142857144
USDJPY,789,0.0754925322,0.2734584450402145,0.72,0.4477503628447025,0.11660329531051965
