episode_id,event_id,market_cluster_id,symbol,shock_direction,t0_msc,t0_quote_msc,t0_mid,atr14_m5,return_5s_dir_atr,return_5s_dir_atr_source_msc,return_5s_dir_atr_available,return_10s_dir_atr,return_10s_dir_atr_source_msc,return_10s_dir_atr_available,return_30s_dir_atr,return_30s_dir_atr_source_msc,return_30s_dir_atr_available,return_60s_dir_atr,return_60s_dir_atr_source_msc,return_60s_dir_atr_available,return_120s_dir_atr,return_120s_dir_atr_source_msc,return_120s_dir_atr_available,return_300s_dir_atr,return_300s_dir_atr_source_msc,return_300s_dir_atr_available,return_900s_dir_atr,return_900s_dir_atr_source_msc,return_900s_dir_atr_available,spread_5s_atr,spread_5s_atr_source_msc,spread_5s_atr_available,spread_10s_atr,spread_10s_atr_source_msc,spread_10s_atr_available,spread_30s_atr,spread_30s_atr_source_msc,spread_30s_atr_available,spread_change_5s_atr,spread_change_5s_atr_source_msc,spread_change_5s_atr_available,spread_change_10s_atr,spread_change_10s_atr_source_msc,spread_change_10s_atr_available,spread_change_30s_atr,spread_change_30s_atr_source_msc,spread_change_30s_atr_available,ticks_5s,ticks_5s_source_msc,ticks_5s_available,ticks_10s,ticks_10s_source_msc,ticks_10s_available,ticks_30s,ticks_30s_source_msc,ticks_30s_available,ticks_60s,ticks_60s_source_msc,ticks_60s_available,ticks_120s,ticks_120s_source_msc,ticks_120s_available,tick_ratio_5s_prev5s,tick_ratio_5s_prev5s_source_msc,tick_ratio_5s_prev5s_available,tick_ratio_30s_prev30s,tick_ratio_30s_prev30s_source_msc,tick_ratio_30s_prev30s_available,range_30s_atr,range_30s_atr_source_msc,range_30s_atr_available,range_60s_atr,range_60s_atr_source_msc,range_60s_atr_available,range_180s_atr,range_180s_atr_source_msc,range_180s_atr_available,range_300s_atr,range_300s_atr_source_msc,range_300s_atr_available,range_900s_atr,range_900s_atr_source_msc,range_900s_atr_available,range_1800s_atr,range_1800s_atr_source_msc,range_1800s_atr_available,range_3600s_atr,range_3600s_atr_source_msc,range_3600s_atr_available,realized_abs_30s_atr,realized_abs_30s_atr_source_msc,realized_abs_30s_atr_available,realized_abs_60s_atr,realized_abs_60s_atr_source_msc,realized_abs_60s_atr_available,realized_abs_180s_atr,realized_abs_180s_atr_source_msc,realized_abs_180s_atr_available,realized_abs_300s_atr,realized_abs_300s_atr_source_msc,realized_abs_300s_atr_available,accel_10s_vs_prev30s,accel_10s_vs_prev30s_source_msc,accel_10s_vs_prev30s_available,return_30s_vs_prev30s,return_30s_vs_prev30s_source_msc,return_30s_vs_prev30s_available,direction_consistency_30s,direction_consistency_30s_source_msc,direction_consistency_30s_available,range_position_900s_dir,range_position_900s_dir_source_msc,range_position_900s_dir_available,distance_high_900s_dir_atr,distance_high_900s_dir_atr_source_msc,distance_high_900s_dir_atr_available,distance_low_900s_dir_atr,distance_low_900s_dir_atr_source_msc,distance_low_900s_dir_atr_available,atr14_m5_slope_3bars,atr14_m5_slope_3bars_source_msc,atr14_m5_slope_3bars_available,available_count,future_sources,feature_spec_sha256,schema_version
"ts15n_delayed_decision_r2_202503_USDJPY_mh_1","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587465","1740999587179","150.1265000000","0.0901722664","0.138623553492","1740999581629","true","0.149713437771","1740999577262","true","0.260612280565","1740999556950","true","0.044359537117","1740999526596","true","-0.016634826419","1740999466318","true","0.421415602616","1740999286611","true","-0.521224561130","1740998687188","true","0.199617917029","1740999581629","true","0.221797685587","1740999577262","true","0.199617917029","1740999556950","true","-0.011089884279","1740999587179","true","-0.033269652838","1740999587179","true","-0.011089884279","1740999587179","true","14.000000000000","1740999587179","true","25.000000000000","1740999587179","true","78.000000000000","1740999587179","true","132.000000000000","1740999587179","true","225.000000000000","1740999587179","true","1.272727272727","1740999587179","true","1.444444444444","1740999587179","true","0.243977454146","1740999587179","true","0.271702164845","1740999587179","true","0.798471668114","1740999587179","true","1.036904180120","1740999587179","true","1.724477005441","1740999587179","true","1.885280327491","1740999540000","true","2.378780177923","1740999540000","true","0.565584098248","1740999587179","true","1.081263717239","1740999587179","true","3.260425978132","1740999587179","true","6.482037361290","1740999587179","true","0.194072974889","1740999577262","true","0.476865024012","1740999556950","true","0.481481481481","1740999587179","true","-0.016077170418","1740999587179","true","0.876100858070","1740999587179","true","0.848376147371","1740999587179","true","0.010027292858","1740999300000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_2","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001029236","1741001028866","150.1095000000","0.0913767326","0.142268164260","1741001024177","true","0.202458541446","1741001017778","true","0.246233361218","1741000998651","true","0.207930393917","1741000967067","true","0.262648918633","1741000908442","true","0.476051165022","1741000728881","true","0.995877149817","1741000127918","true","0.164155574146","1741001024177","true","0.196986688975","1741001017778","true","0.196986688975","1741000998651","true","-0.000000000000","1741001028866","true","-0.032831114829","1741001028866","true","-0.032831114829","1741001028866","true","10.000000000000","1741001028866","true","25.000000000000","1741001028866","true","51.000000000000","1741001028866","true","121.000000000000","1741001028866","true","210.000000000000","1741001028866","true","0.666666666667","1741001028866","true","0.728571428571","1741001028866","true","0.273592623576","1741001028866","true","0.322839295820","1741001028866","true","0.563600804567","1741001028866","true","0.563600804567","1741001028866","true","1.772880200772","1741001028866","true","2.495164727013","1741000980000","true","2.823475875304","1741000980000","true","0.486994869965","1741001028866","true","0.930214920158","1741001028866","true","3.688028565806","1741001028866","true","5.909600669242","1741001028866","true","0.120380754373","1741001017778","true","0.284536328519","1741000998651","true","0.529411764706","1741001028866","true","1.000000000000","1741001028866","true","0.000000000000","1741001028866","true","1.772880200772","1741001028866","true","0.037793555599","1741000800000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_3","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002079487","1741002077659","150.2175000000","0.0855756809","0.198654568825","1741002074129","true","0.192811787389","1741002068679","true","0.204497350261","1741002049427","true","-0.000000000000","1741002018906","true","0.362252449034","1741001958887","true","-0.040899470052","1741001778116","true","-1.437324233262","1741001178961","true","0.175283443081","1741002074129","true","0.210340131697","1741002068679","true","0.210340131697","1741002049427","true","0.000000000000","1741002077659","true","-0.035056688616","1741002077659","true","-0.035056688616","1741002077659","true","7.000000000000","1741002077659","true","20.000000000000","1741002077659","true","45.000000000000","1741002077659","true","103.000000000000","1741002077659","true","184.000000000000","1741002077659","true","0.538461538462","1741002077659","true","0.775862068966","1741002077659","true","0.338881323289","1741002077659","true","0.356409667597","1741002077659","true","0.490793640626","1741002077659","true","0.724504898067","1741002077659","true","1.933960655324","1741002077659","true","3.523197205922","1741002060000","true","3.523197205922","1741002060000","true","0.893945559712","1741002077659","true","1.782048337986","1741002077659","true","4.428828328504","1741002077659","true","6.514701301166","1741002077659","true","0.204497350260","1741002068679","true","0.408994700522","1741002049427","true","0.550000000000","1741002077659","true","-0.619335347432","1741002077659","true","-0.368095230469","1741002077659","true","-1.565865424854","1741002077659","true","-0.035687442589","1741002000000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_4","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614311","1741013614060","151.2620000000","0.0882135907","0.232390495020","1741013608823","true","0.243726616728","1741013603971","true","0.192714069041","1741013583920","true","0.034008365125","1741013553986","true","0.334415590394","1741013494078","true","-0.175709886478","1741013313504","true","-1.553048674034","1741012713943","true","0.192714069041","1741013608823","true","0.192714069041","1741013603971","true","0.204050190749","1741013583920","true","0.034008365125","1741013614060","true","0.034008365125","1741013614060","true","0.022672243416","1741013614060","true","9.000000000000","1741013614060","true","22.000000000000","1741013614060","true","50.000000000000","1741013614060","true","102.000000000000","1741013614060","true","193.000000000000","1741013614060","true","0.692307692308","1741013614060","true","0.961538461538","1741013614060","true","0.306075286123","1741013614060","true","0.328747529540","1741013614060","true","0.385428138081","1741013614060","true","0.583810267976","1741013614060","true","2.034833846636","1741013614060","true","2.091514455177","1741013580000","true","2.539291262654","1741013580000","true","0.674499241642","1741013614060","true","1.269645631328","1741013614060","true","2.924719400735","1741013614060","true","5.537695454492","1741013614060","true","0.266398860145","1741013603971","true","0.351419772957","1741013583920","true","0.391304347826","1741013614060","true","-0.643454038997","1741013614060","true","-0.362755894665","1741013614060","true","-1.672077951971","1741013614060","true","-0.012638868368","1741013400000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_5","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014606129","1741014605919","151.2870000000","0.0850114630","0.141157434258","1741014600193","true","0.141157434258","1741014595762","true","0.147038994019","1741014574961","true","0.076460276890","1741014545209","true","-0.241143950190","1741014485614","true","-0.435235422294","1741014305988","true","-0.511695699184","1741013705865","true","0.235262390430","1741014600193","true","0.235262390430","1741014595762","true","0.223499270908","1741014574961","true","0.000000000000","1741014605919","true","0.000000000000","1741014605919","true","0.011763119522","1741014605919","true","10.000000000000","1741014605919","true","16.000000000000","1741014605919","true","54.000000000000","1741014605919","true","116.000000000000","1741014605919","true","227.000000000000","1741014605919","true","1.666666666667","1741014605919","true","0.870967741935","1741014605919","true","0.176446792822","1741014605919","true","0.176446792822","1741014605919","true","0.682260932246","1741014605919","true","0.864589284829","1741014605919","true","1.182193511908","1741014605919","true","2.158532432190","1741014600000","true","2.229111149319","1741014600000","true","0.394064503970","1741014605919","true","0.982220480044","1741014605919","true","3.617159252857","1741014605919","true","6.063888113326","1741014605919","true","0.223499270908","1741014595762","true","0.217617711147","1741014574961","true","0.500000000000","1741014605919","true","-0.661691542289","1741014605919","true","-0.199973031865","1741014605919","true","-0.982220480043","1741014605919","true","-0.017027249410","1741014600000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_6","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015605674","1741015603106","151.1605000000","0.0895813354","0.133956476003","1741015600506","true","0.267912952007","1741015595270","true","0.106048876836","1741015574904","true","0.133956476003","1741015544273","true","0.675363899850","1741015485117","true","-0.234423833006","1741015304802","true","1.272586522031","1741014702298","true","0.189771674338","1741015600506","true","0.212097753672","1741015595270","true","0.178608634671","1741015574904","true","0.022326079333","1741015603106","true","0.000000000000","1741015603106","true","0.033489119001","1741015603106","true","5.000000000000","1741015603106","true","20.000000000000","1741015603106","true","67.000000000000","1741015603106","true","119.000000000000","1741015603106","true","249.000000000000","1741015603106","true","0.333333333333","1741015603106","true","1.288461538462","1741015603106","true","0.385124868509","1741015603106","true","0.390706388343","1741015603106","true","0.714434538684","1741015603106","true","1.049325728693","1741015603106","true","2.076325378052","1741015603106","true","2.171211215220","1741015560000","true","2.171211215220","1741015560000","true","0.714434538683","1741015603106","true","1.289331081531","1741015603106","true","3.990786680935","1741015603106","true","6.842943315837","1741015603106","true","0.552570463514","1741015595270","true","0.078141277669","1741015574904","true","0.384615384615","1741015603106","true","0.451612903226","1741015603106","true","-1.507010355037","1741015603106","true","-0.569315023014","1741015603106","true","0.053755954689","1741015500000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_7","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016712500_47","39","USDJPY","LONG","1741016712702","1741016712315","151.0685000000","0.0883069039","0.305751858761","1741016707394","true","0.203834572507","1741016700695","true","0.079269000420","1741016682622","true","0.362372573346","1741016652353","true","0.385020859181","1741016591342","true","0.351048430429","1741016411929","true","-0.402007073556","1741015811462","true","0.215158715424","1741016707394","true","0.192510429590","1741016700695","true","0.215158715424","1741016682622","true","0.000000000000","1741016712315","true","0.022648285834","1741016712315","true","0.000000000000","1741016712315","true","12.000000000000","1741016712315","true","29.000000000000","1741016712315","true","72.000000000000","1741016712315","true","139.000000000000","1741016712315","true","257.000000000000","1741016712315","true","0.705882352941","1741016712315","true","1.074626865672","1741016712315","true","0.362372573347","1741016712315","true","0.402007073556","1741016712315","true","0.662462360649","1741016712315","true","0.736069289610","1741016712315","true","1.087117720039","1741016712315","true","3.267015231575","1741016700000","true","3.363270446370","1741016700000","true","0.979538362327","1741016712315","true","1.596704151306","1741016712315","true","4.897691811634","1741016712315","true","8.040141471121","1741016712315","true","0.305751858761","1741016700695","true","-0.203834572507","1741016682622","true","0.541666666667","1741016712315","true","0.281250000000","1741016712315","true","0.390682930639","1741016712315","true","0.696434789400","1741016712315","true","-0.028112494430","1741016700000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_8","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741022591750_55","45","USDJPY","LONG","1741022592919","1741022591682","150.2745000000","0.1149955635","0.143483796246","1741022587781","true","0.091307870338","1741022581916","true","-0.004347993826","1741022561959","true","0.526107252902","1741022532910","true","0.473931326994","1741022472378","true","0.456539351692","1741022291812","true","0.352187499876","1741021692752","true","0.173919753025","1741022587781","true","0.173919753025","1741022581916","true","0.139135802420","1741022561959","true","-0.043479938256","1741022591682","true","-0.043479938256","1741022591682","true","-0.008695987651","1741022591682","true","13.000000000000","1741022591682","true","35.000000000000","1741022591682","true","91.000000000000","1741022591682","true","182.000000000000","1741022591682","true","352.000000000000","1741022591682","true","0.590909090909","1741022591682","true","1.000000000000","1741022591682","true","0.282619598666","1741022591682","true","0.600023147938","1741022591682","true","0.691331018276","1741022591682","true","0.926122684860","1741022591682","true","1.447881943936","1741022591682","true","4.904537035314","1741022580000","true","7.069837960480","1741022580000","true","0.721766975053","1741022591682","true","1.669629629041","1741022591682","true","5.256724535188","1741022591682","true","9.126439039999","1741022591682","true","0.282619598666","1741022581916","true","-0.534803240553","1741022561959","true","0.347826086957","1741022591682","true","0.837837837838","1741022591682","true","0.117395833292","1741022591682","true","1.330486110644","1741022591682","true","0.056844037516","1741022400000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_9","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741024235000_79","64","USDJPY","SHORT","1741024235142","1741024234502","150.2020000000","0.1223830080","0.179763517512","1741024229763","true","0.196105655468","1741024224355","true","-0.089881758756","1741024204836","true","-0.179763517512","1741024174823","true","-0.265559741779","1741024114953","true","0.392211310935","1741023934902","true","-0.114394965689","1741023334529","true","0.163421379556","1741024229763","true","0.163421379556","1741024224355","true","0.147079241601","1741024204836","true","-0.016342137956","1741024234502","true","-0.016342137955","1741024234502","true","0.000000000000","1741024234502","true","13.000000000000","1741024234502","true","31.000000000000","1741024234502","true","93.000000000000","1741024234502","true","185.000000000000","1741024234502","true","366.000000000000","1741024234502","true","0.722222222222","1741024234502","true","1.010869565217","1741024234502","true","0.306415086668","1741024234502","true","0.441237724802","1741024234502","true","0.629172311292","1741024234502","true","1.045896829160","1741024234502","true","1.626042726584","1741024234502","true","1.887516933875","1741024200000","true","5.106918111133","1741024200000","true","1.033640225694","1741024234502","true","1.634213795563","1741024234502","true","4.816845162419","1741024234502","true","8.019904201721","1741024234502","true","0.506606276625","1741024224355","true","-0.000000000000","1741024204836","true","0.428571428571","1741024234502","true","-0.216080402010","1741024234502","true","-0.637343380269","1741024234502","true","-0.988699346315","1741024234502","true","0.036007311542","1741024200000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_10","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741025468250_94","72","USDJPY","SHORT","1741025468589","1741025468142","150.2765000000","0.1234901243","0.129565016570","1741025462546","true","0.052635787982","1741025457850","true","0.113369389499","1741025437843","true","0.218640965462","1741025407677","true","0.028342347374","1741025347946","true","-0.157907363945","1741025167713","true","-0.105271575963","1741024567926","true","0.153858457177","1741025462546","true","0.129565016570","1741025457850","true","0.153858457177","1741025437843","true","0.000000000000","1741025468142","true","0.024293440607","1741025468142","true","0.000000000000","1741025468142","true","20.000000000000","1741025468142","true","37.000000000000","1741025468142","true","94.000000000000","1741025468142","true","183.000000000000","1741025468142","true","355.000000000000","1741025468142","true","1.176470588235","1741025468142","true","1.056179775281","1741025468142","true","0.283423473747","1741025468142","true","0.344157075264","1741025468142","true","0.421086303853","1741025468142","true","0.485868812138","1741025468142","true","1.550731292072","1741025468142","true","1.809861325212","1741025460000","true","2.384806086242","1741025460000","true","0.951493090436","1741025468142","true","1.902986180873","1741025468142","true","4.834394680768","1741025468142","true","8.320503407853","1741025468142","true","0.056684694750","1741025457850","true","0.008097813536","1741025437843","true","0.433333333333","1741025468142","true","0.033942558747","1741025468142","true","-0.801683540027","1741025468142","true","-0.749047752045","1741025468142","true","-0.010653846655","1741025400000","true","38","0","48B8F98EF55B57063E6977A18402955D8C2926029B1F8BDB91038FF4169C18CE","tickshock-clean-move-causal-feature-v1"
