event_id,symbol,detector_version,feature_schema,direction,spec_sha256,candidate_time_msc,confirmed_time_msc,trigger_horizon_ms,horizons_triggered_mask,raw_p_250,raw_p_500,raw_p_1000,adjusted_p_250,adjusted_p_500,adjusted_p_1000,empirical_percentile,severity,local_score,local_sigma,baseline_samples,tail_calibration_samples,quantile_half_width,time_of_day_bucket,volatility_regime,noise_return,efficiency,tick_intensity_ratio,move_spread_ratio,spread_ratio,quote_age_ms,statistical_shock,directional_burst,activity_elevated,liquidity_normal,cost_feasible,strategy_signal,symbol_cluster_id,market_cluster_id,symbol_overlap_event,market_overlap_event,abs_return_1s,abs_return_3s,abs_return_10s,abs_return_30s,abs_return_120s,mfe_120s,mae_120s,realized_volatility_120s,spread_change_120s,tick_activity_120s,quote_reversion_ratio,record_status
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741255211500_4092","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255211250","1741255211500","250","3","0.002019327852","0.003612271736","0.021104446083","0.006057983557","0.007224543472","0.021104446083","99.79806721","P990","3.7216551138","0.000015392361","17213","69329","0.000334164226","2","NORMAL","0.000006739816","1.00000000","1.00000000","0.05000000","1.11111111","194","true","true","false","true","false","false","2057","1748","false","false","0.000000000000","0.000074133231","0.000070768666","0.000097719925","0.000074138727","0.048000000000","0.041500000000","0.000462257577","0.000000000000","426","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741255216500_4093","AUDUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255216250","1741255216500","250","1","0.001078108997","","","0.001078108997","","","99.89218910","P995","2.5218262640","0.000023481851","10327","18550","0.000472247328","2","LOW","0.000015792923","1.00000000","1.00000000","0.21428571","0.95454545","82","true","true","false","true","false","false","2058","1749","false","false","0.000023688543","0.000007896306","0.000007896306","0.000102656838","0.000323799674","0.000325000000","0.000015000000","0.000361513352","-0.000010000000","251","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741255216750_4095","AUDUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255216500","1741255216750","250","3","0.001778879845","0.000947622329","","0.001895244659","0.001895244659","","99.82211202","P995","2.2697713264","0.000023481851","10327","18550","0.000606399861","2","LOW","0.000015792549","1.00000000","1.00000000","0.06818182","1.00000000","120","true","true","false","true","false","false","2058","1749","true","true","0.000015792300","0.000015792549","0.000023688917","0.000110553081","0.000347493705","0.000330000000","0.000010000000","0.000361772198","0.000000000000","251","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741255216750_4094","EURUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255216500","1741255216750","250","1","0.004349401957","","","0.004349401957","","","99.56505980","P995","2.1344928561","0.000024941279","9092","13794","0.001098154565","2","NORMAL","0.000009259259","1.00000000","1.00000000","0.16666667","1.00000000","408","true","true","false","true","false","false","2059","1749","false","true","0.000027777392","0.000009259302","0.000120377615","0.000055557099","0.000500125042","0.000680000000","0.000040000000","0.000438499979","0.000000000000","275","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741255231000_4096","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255230750","1741255231000","250","1","0.001383225509","0.009659988361","0.296676616915","0.004149676527","0.019319976723","0.296676616915","99.86167745","P995","4.0430367767","0.000015423661","17230","69402","0.000276511293","2","NORMAL","0.000006740747","1.00000000","1.00000000","0.58823529","0.94444444","302","true","true","false","true","false","false","2060","1750","false","false","0.000010111070","0.000090995951","0.000249376560","0.000060664887","0.000087625878","0.066000000000","0.015000000000","0.000431364537","0.002000000000","412","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741255240500_4097","AUDUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255240250","1741255240500","250","1","0.008612800775","","","0.008612800775","","","99.13871992","P990","1.6806690178","0.000023492482","10332","18576","0.001328807697","2","LOW","0.000015794170","1.00000000","1.00000000","0.09523810","0.95454545","301","true","true","false","true","false","false","2061","1751","false","false","0.000015794295","0.000000000000","0.000015794295","0.000173750968","0.000094769513","0.000260000000","0.000025000000","0.000340104269","0.000000000000","243","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741255240750_4098","EURUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255240500","1741255240750","250","1","0.008393632417","","","0.008393632417","","","99.16063676","P990","1.7635768257","0.000024940960","9092","13819","0.001521061158","2","NORMAL","0.000009260631","0.66666667","2.00000000","0.22222222","1.00000000","55","true","true","true","true","false","false","2062","1751","false","true","0.000027782022","0.000018520919","0.000064821717","0.000074087108","0.000027781250","0.000530000000","0.000150000000","0.000437686550","0.000000000000","281","1.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741255256500_4099","GBPUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255256250","1741255256500","250","3","0.001164415463","0.003933766353","","0.002328830927","0.003933766353","","99.88355845","P995","2.8525050054","0.000019014725","8444","12881","0.000588932348","2","NORMAL","0.000007749175","1.00000000","1.00000000","0.35000000","1.00000000","274","true","true","false","true","false","false","2063","1752","false","false","0.000000000000","0.000023247794","0.000030997179","0.000092994420","0.000069745005","0.000610000000","0.000020000000","0.000326534186","0.000000000000","299","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741255256750_4100","GBPUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255256500","1741255256750","250","3","0.003492975239","0.002744237102","","0.005488474204","0.005488474204","","99.65070248","P990","2.3433745757","0.000019013673","8445","12882","0.001018791948","2","NORMAL","0.000007749175","0.00000000","0.00000000","0.00000000","1.00000000","208","true","false","false","true","false","false","2063","1752","true","true","0.000023247614","0.000030996939","0.000061994839","0.000085243894","0.000085243894","0.000620000000","0.000010000000","0.000326534200","0.000000000000","299","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741255257000_4104","USDCHF","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255256750","1741255257000","250","1","0.004978877489","","","0.004978877489","","","99.50211225","P995","3.2534269579","0.000015557236","7511","13255","0.001198206562","2","LOW","0.000011247139","1.00000000","1.00000000","0.04000000","1.04166667","325","true","true","false","true","false","false","2066","1752","false","true","0.000005623554","0.000005623554","0.000078726874","0.000224917484","0.000455405417","0.000510000000","0.000025000000","0.000321516489","-0.000010000000","194","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w500_1741255257000_4103","AUDUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255256750","1741255257000","500","2","0.013288142888","0.001890684084","","0.013288142888","0.003781368168","","99.81093159","P995","2.1433520181","0.000046061059","8928","11635","0.000789319358","2","NORMAL","0.000015796790","0.50000000","2.00000000","0.04545455","1.04761905","104","true","false","true","true","false","false","2065","1752","true","true","0.000015797040","0.000015796790","0.000039493067","0.000047391868","0.000094776998","0.000150000000","0.000085000000","0.000323951378","-0.000000000000","248","4.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741255256750_4102","AUDUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255256500","1741255256750","250","1","0.000914617744","","","0.000914617744","","","99.90853823","P995","2.6887820889","0.000023498713","10329","18586","0.000434582802","2","LOW","0.000015796915","1.00000000","1.00000000","0.07142857","1.00000000","89","true","true","false","true","false","false","2065","1752","false","true","0.000023695466","0.000007898426","0.000047391493","0.000071088082","0.000086878571","0.000155000000","0.000080000000","0.000324047651","-0.000010000000","249","5.50000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741255256750_4101","USDCAD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255256500","1741255256750","250","1","0.003392897534","","","0.003392897534","","","99.66071025","P995","1.5749977116","0.000025995273","13618","22104","0.000766581215","2","NORMAL","0.000006968690","0.00000000","0.00000000","0.00000000","1.03703704","207","true","false","false","true","false","false","2064","1752","false","true","0.000003484351","0.000010453126","0.000006968738","0.000087105131","0.000101041248","0.000310000000","0.000050000000","0.000197177663","0.000010000000","279","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741255272000_4105","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255271750","1741255272000","1000","4","0.034758973769","0.009506744313","0.003235924720","0.034758973769","0.019013488627","0.009707774160","99.67640753","P990","2.9082026257","0.000050692215","13634","50371","0.000495971667","2","HIGH","0.000006738772","1.00000000","1.33333333","1.19444444","1.00000000","297","true","true","false","true","false","false","2067","1753","false","false","0.000070759604","0.000067389986","0.000020216519","0.000087607867","0.000495422408","0.012000000000","0.075500000000","0.000369124130","0.001000000000","408","3.41860465","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741255308750_4106","GBPUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255308500","1741255308750","250","1","0.009466635881","","","0.009466635881","","","99.05333641","P990","1.8388434896","0.000018968262","8532","12992","0.001665074780","2","NORMAL","0.000007751277","1.00000000","1.00000000","0.05000000","1.00000000","98","true","true","false","true","false","false","2068","1754","false","false","0.000000000000","0.000038755935","0.000054257888","0.000046509104","0.000325503177","0.000250000000","0.000490000000","0.000329375829","0.000000000000","295","21.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741255315000_4107","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255314750","1741255315000","250","7","0.000344431688","0.000811097133","0.007326152384","0.001033295063","0.001622194266","0.007326152384","99.96555683","P995","5.2766589663","0.000015489518","17283","69679","0.000137777641","2","NORMAL","0.000006741361","1.00000000","1.00000000","0.08333333","1.00000000","380","true","true","false","true","false","false","2069","1755","false","false","0.000000000000","0.000000000000","0.000097744957","0.000316793780","0.000235975473","0.049500000000","0.047000000000","0.000366174691","0.000000000000","398","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w1000_1741255315500_4109","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255315250","1741255315500","1000","4","0.813552997905","0.081305657629","0.002098760543","0.813552997905","0.162611315258","0.006296281630","99.79012395","P990","3.1218381893","0.000050742402","13675","50505","0.000399125808","2","HIGH","0.000006741384","0.88679245","1.00000000","1.23684211","1.05555556","14","true","true","false","true","false","false","2069","1755","true","true","0.000003370686","0.000000000000","0.000131447899","0.000299945574","0.000249461468","0.049500000000","0.047000000000","0.000366391939","0.000000000000","397","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741255315250_4108","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255315000","1741255315250","500","6","0.012528522840","0.001075927367","0.002178002178","0.012528522840","0.003227782100","0.004356004356","99.89240726","P995","4.0410525395","0.000029192186","15968","60412","0.000261425885","2","NORMAL","0.000006741361","1.00000000","0.50000000","0.08333333","1.00000000","11","true","true","false","true","false","false","2069","1755","true","true","0.000006741361","0.000000000000","0.000101115643","0.000320164466","0.000246090782","0.049000000000","0.047500000000","0.000366407443","-0.001000000000","398","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_AUDUSD_TAIL_V1_PERSISTENT_stat_w250_1741255331250_4110","AUDUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255331000","1741255331250","250","1","0.006796168459","","","0.006796168459","","","99.32038315","P990","1.7676450064","0.000023463172","10380","18686","0.001177978976","2","LOW","0.000015798787","1.00000000","1.00000000","0.11363636","1.04761905","260","true","true","false","true","false","false","2070","1756","false","false","0.000007899425","0.000031597074","0.000102686841","0.000197465336","0.000197465336","0.000165000000","0.000005000000","0.000330304365","-0.000010000000","254","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741255402250_4111","EURUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255402000","1741255402250","250","1","0.006328663870","","","0.006328663870","","","99.36713361","P990","1.8624692972","0.000024856964","9185","14062","0.001310673380","2","NORMAL","0.000009258402","1.00000000","1.00000000","0.27777778","1.00000000","439","true","true","false","true","false","false","2071","1757","false","false","0.000060177802","0.000101837236","0.000129609228","0.000018516975","0.000259268863","0.000190000000","0.000620000000","0.000433482592","-0.000000000000","269","5.60000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741255422750_4112","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255422500","1741255422750","250","1","0.001242289239","0.007423379531","0.086772632490","0.003726867718","0.014846759061","0.086772632490","99.87577108","P995","4.1447517848","0.000015454554","17396","70031","0.000260885079","2","NORMAL","0.000006743157","1.00000000","1.00000000","0.05263158","1.05555556","293","true","true","false","true","false","false","2072","1758","false","false","0.000010114684","0.000016857749","0.000023600769","0.000215804293","0.000279880159","0.054500000000","0.029000000000","0.000413068824","-0.001000000000","376","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w500_1741255423000_4113","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255422750","1741255423000","500","2","0.008967329221","0.001925799124","0.016878467168","0.017934658442","0.005777397373","0.017934658442","99.80742009","P990","3.5600271671","0.000029120700","16093","60753","0.000348622602","2","NORMAL","0.000006743157","1.00000000","0.50000000","0.05263158","1.05555556","17","true","true","false","true","false","false","2072","1758","true","true","0.000003371550","0.000013486131","0.000016857636","0.000215802838","0.000283250777","0.055500000000","0.028000000000","0.000413027550","-0.002000000000","376","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741255440250_4114","GBPUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255440000","1741255440250","250","1","0.002195140413","0.010254123941","","0.004390280827","0.010254123941","","99.78048596","P995","2.5627910260","0.000018901557","8635","13210","0.000798072204","2","NORMAL","0.000007749955","1.00000000","1.00000000","0.25000000","1.00000000","109","true","true","false","true","false","false","2073","1759","false","false","0.000015500031","0.000007749925","0.000069747167","0.000116242575","0.000162762309","0.000210000000","0.000700000000","0.000360829061","0.000000000000","249","4.20000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741255440250_4115","EURUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255440000","1741255440250","250","1","0.006379811441","","","0.006379811441","","","99.36201886","P990","1.8612000605","0.000024874663","9155","14106","0.001313871412","2","NORMAL","0.000009258659","1.00000000","1.00000000","0.27777778","1.00000000","103","true","true","false","true","false","false","2074","1759","false","true","0.000037034980","0.000000000000","0.000101839122","0.000009258531","0.000083323689","0.000110000000","0.000600000000","0.000417324485","0.000000000000","271","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741255440500_4116","GBPUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255440250","1741255440500","250","3","0.005450003785","0.003744984396","","0.007489968792","0.007489968792","","99.45499962","P990","2.0500286215","0.000018902616","8634","13210","0.001255451492","2","NORMAL","0.000007749955","0.00000000","1.00000000","0.00000000","1.00000000","85","true","false","false","true","false","false","2073","1759","true","true","0.000030999822","0.000007749865","0.000054247376","0.000108491809","0.000124005053","0.000190000000","0.000720000000","0.000364556161","0.000000000000","249","8.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741255451000_4117","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255450750","1741255451000","250","1","0.002581952013","0.005919397537","0.051800031442","0.007745856038","0.011838795074","0.051800031442","99.74180480","P990","3.5470433196","0.000015448092","17379","70101","0.000375667445","2","NORMAL","0.000006744362","1.00000000","1.00000000","0.02777778","1.00000000","403","true","true","false","true","false","false","2075","1760","false","false","0.000033722377","0.000057328718","0.000074190731","0.000067441343","0.000084308075","0.034000000000","0.055500000000","0.000413060829","-0.003000000000","376","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w250_1741255457000_4118","USDCAD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255456750","1741255457000","250","3","0.001430039773","0.002615568318","","0.002860079546","0.002860079546","","99.85699602","P995","2.0123868317","0.000025966236","13652","22376","0.000495129095","2","NORMAL","0.000006966869","1.00000000","1.00000000","0.01851852","1.00000000","138","true","true","false","true","false","false","2076","1761","false","false","0.000006966821","0.000031350092","0.000052249607","0.000031350092","0.000094056173","0.000125000000","0.000145000000","0.000162753651","-0.000010000000","265","13.50000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDCAD_TAIL_V1_PERSISTENT_stat_w500_1741255457250_4119","USDCAD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255457000","1741255457250","500","2","0.016579523618","0.002672428498","","0.016579523618","0.005344856997","","99.73275715","P990","1.5527294361","0.000051039800","12013","17586","0.000763013373","2","HIGH","0.000006966796","0.50000000","2.00000000","0.03571429","1.03703704","186","true","false","true","true","false","false","2076","1761","true","true","0.000031350419","0.000041800341","0.000062699856","0.000041800341","0.000083605924","0.000140000000","0.000130000000","0.000162417804","-0.000020000000","264","12.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741255505500_4120","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255505250","1741255505500","250","3","0.002591558922","0.003594111565","0.012609573863","0.007774676767","0.007774676767","0.012609573863","99.74084411","P990","3.5415248657","0.000015468630","17410","70227","0.000376026095","2","NORMAL","0.000006742679","1.00000000","1.00000000","0.34375000","0.88888889","50","true","true","false","true","false","false","2077","1762","false","false","0.000000000000","0.000000000000","0.000168584029","0.000418140562","0.000704870210","0.106500000000","0.001000000000","0.000358837290","-0.001000000000","375","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741255538000_4121","USDJPY","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255537750","1741255538000","250","1","0.007094517743","","","0.007094517743","","","99.29054823","P990","2.7239300689","0.000015476935","17451","70335","0.000620272650","2","NORMAL","0.000006744885","1.00000000","1.00000000","0.23684211","1.05555556","144","true","true","false","true","false","false","2078","1763","false","false","0.000104550123","0.000080941075","0.000026978902","0.000003372403","0.000411518475","0.008500000000","0.065000000000","0.000306697032","0.000000000000","369","10.16666667","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741255547750_4122","GBPUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255547500","1741255547750","250","1","0.004572713643","0.012984718664","","0.009145427286","0.012984718664","","99.54272864","P990","2.1554515039","0.000018881514","8701","13339","0.001144906260","2","NORMAL","0.000007751698","1.00000000","1.00000000","0.05000000","1.00000000","328","true","true","false","true","false","false","2079","1764","false","false","0.000023254822","0.000038757737","0.000038757737","0.000054260411","0.000387660012","0.000170000000","0.000500000000","0.000337581048","0.000000000000","225","50.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_EURUSD_TAIL_V1_PERSISTENT_stat_w250_1741255593750_4123","EURUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255593500","1741255593750","250","1","0.003981837234","","","0.003981837234","","","99.60181628","P995","2.1455595079","0.000024814701","9240","14314","0.001031658061","2","NORMAL","0.000009259859","0.00000000","0.00000000","0.00000000","1.00000000","185","true","false","false","true","false","false","2080","1765","false","false","0.000009259902","0.000027779450","0.000101854210","0.000157406679","0.000240729597","-0.000000000000","0.000430000000","0.000325945004","0.000000000000","214","26.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_USDCHF_TAIL_V1_PERSISTENT_stat_w250_1741255594000_4124","USDCHF","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255593750","1741255594000","250","1","0.009720801052","","","0.009720801052","","","99.02791989","P990","2.5443190532","0.000015464869","7727","13681","0.001644035284","2","LOW","0.000011241639","1.00000000","1.00000000","0.04166667","0.96000000","360","true","true","false","true","false","false","2081","1765","false","true","0.000033725486","0.000044967567","0.000129287206","0.000146151987","0.000022483025","0.000055000000","0.000230000000","0.000238758540","0.000000000000","158","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741255725000_4125","GBPUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255724750","1741255725000","250","1","0.003260950122","0.018267633948","","0.006521900245","0.018267633948","","99.67390499","P990","2.3630623884","0.000018868493","8757","13492","0.000961976861","2","NORMAL","0.000007753621","1.00000000","1.00000000","0.50000000","1.00000000","96","true","true","false","true","false","false","2082","1766","false","false","0.000046524251","0.000054278503","0.000077541621","0.000100805279","0.000387617938","0.000660000000","0.000280000000","0.000325079512","0.000000000000","234","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741255725250_4126","GBPUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","LONG","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255725000","1741255725250","250","3","0.003853564547","0.003670686943","","0.007341373886","0.007341373886","","99.61464355","P990","2.2602219262","0.000018868493","8757","13493","0.001045390695","2","NORMAL","0.000007753861","1.00000000","1.00000000","0.20000000","1.00000000","93","true","true","false","true","false","false","2082","1766","true","true","0.000046524612","0.000093051388","0.000069787729","0.000093051388","0.000395371829","0.000670000000","0.000270000000","0.000324987025","-0.000000000000","233","0.00000000","COMPLETE_120S"
"ts15n_delayed_decision_r2_202503_GBPUSD_TAIL_V1_PERSISTENT_stat_w250_1741255743000_4127","GBPUSD","TAIL_V1_PERSISTENT","tickshock-detector-feature-v2","SHORT","53DB75EEE4641D98F4917E74B9C26B84D07533CE8EA1A6689AF7F36BAAEA64EA","1741255742750","1741255743000","250","1","0.007403020432","","","0.007403020432","","","99.25969796","P990","1.9511375449","0.000018878594","8749","13507","0.001445611166","2","NORMAL","0.000007754884","1.00000000","1.00000000","0.10000000","1.00000000","184","true","true","false","true","false","false","2083","1767","false","false","0.000015509767","0.000038773967","0.000007754914","0.000100809188","0.000348911593","0.000100000000","0.000840000000","0.000326261070","0.000000000000","233","45.00000000","COMPLETE_120S"
