episode_id,event_id,market_cluster_id,symbol,shock_direction,t0_msc,checkpoint_seconds,checkpoint_status,action,action_direction,decision_quote_msc,decision_processing_msc,feature_max_source_msc,entry_eligible_msc,entry_quote_msc,entry_processing_msc,decision_to_entry_lag_ms,entry_bid,entry_ask,entry_price,atr_decision,risk_distance,tp_distance,sl,tp,exit_msc,exit_price,result,realized_r,mfe_r,mae_r,commission_r_0,net_r_commission_002,net_r_commission_005,net_r_commission_010,primary_deadline_msc,schema_version
"ts15n_delayed_decision_r2_202503_USDJPY_mh_1","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587465","15","ELIGIBLE","CONTINUATION","LONG","1740999602553","1740999602831","1740999602553","1740999602831","1740999602986","1740999603064","433","150.1040000000","150.1240000000","150.1240000000","0.0895528188","0.0223882047","0.0358211275","150.1016117953","150.1598211275","1740999606241","150.1016117953","SL_FIRST","-1.000000000000","0.000000000000","1.027326679349","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741000487465","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_1","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587465","15","ELIGIBLE","REVERSAL","SHORT","1740999602553","1740999602831","1740999602553","1740999602831","1740999602986","1740999603064","433","150.1040000000","150.1240000000","150.1040000000","0.0895528188","0.0223882047","0.0358211275","150.1263882047","150.0681788725","1740999626846","150.1263882047","SL_FIRST","-1.000000000000","0.000000000000","1.027326679349","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741000487465","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_1","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587465","30","STALE_DECISION","CONTINUATION","LONG","1740999618579","1740999620018","1740999618579","1740999620018","","","","","","","0.0895528188","","","","","","","PENDING","","","","","","","","1741000487465","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_1","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587465","30","STALE_DECISION","REVERSAL","SHORT","1740999618579","1740999620018","1740999618579","1740999620018","","","","","","","0.0895528188","","","","","","","PENDING","","","","","","","","1741000487465","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_1","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587465","60","ELIGIBLE","CONTINUATION","LONG","1740999647471","1740999647595","1740999647471","1740999647595","1740999647706","1740999649197","235","150.1110000000","150.1260000000","150.1260000000","0.0895528188","0.0223882047","0.0358211275","150.1036117953","150.1618211275","1740999660397","150.1036117953","SL_FIRST","-1.000000000000","0.000000000000","1.027326679349","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741000487465","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_1","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587465","60","ELIGIBLE","REVERSAL","SHORT","1740999647471","1740999647595","1740999647471","1740999647595","1740999647706","1740999649197","235","150.1110000000","150.1260000000","150.1110000000","0.0895528188","0.0223882047","0.0358211275","150.1333882047","150.0751788725","1740999649887","150.1333882047","SL_FIRST","-1.000000000000","0.000000000000","1.116659434076","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741000487465","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_1","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587465","120","STALE_DECISION","CONTINUATION","LONG","1740999709018","1740999712463","1740999709018","1740999712463","","","","","","","0.0895528188","","","","","","","PENDING","","","","","","","","1741000487465","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_1","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1740999587250_1","1","USDJPY","LONG","1740999587465","120","STALE_DECISION","REVERSAL","SHORT","1740999709018","1740999712463","1740999709018","1740999712463","","","","","","","0.0895528188","","","","","","","PENDING","","","","","","","","1741000487465","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_2","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001029236","15","STALE_DECISION","CONTINUATION","LONG","1741001045137","1741001048831","1741001045137","1741001048831","","","","","","","0.0913767326","","","","","","","PENDING","","","","","","","","1741001929236","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_2","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001029236","15","STALE_DECISION","REVERSAL","SHORT","1741001045137","1741001048831","1741001045137","1741001048831","","","","","","","0.0913767326","","","","","","","PENDING","","","","","","","","1741001929236","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_2","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001029236","30","ELIGIBLE","CONTINUATION","LONG","1741001059494","1741001066785","1741001059494","1741001066785","1741001068122","1741001068335","8628","150.0930000000","150.1100000000","150.1100000000","0.0913767326","0.0228441831","0.0365506930","150.0871558169","150.1465506930","1741001077638","150.0871558169","SL_FIRST","-1.000000000000","0.000000000000","1.006820854761","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741001929236","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_2","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001029236","30","ELIGIBLE","REVERSAL","SHORT","1741001059494","1741001066785","1741001059494","1741001066785","1741001068122","1741001068335","8628","150.0930000000","150.1100000000","150.0930000000","0.0913767326","0.0228441831","0.0365506930","150.1158441831","150.0564493070","1741001100386","150.1158441831","SL_FIRST","-1.000000000000","0.000000000000","1.050595674532","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741001929236","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_2","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001029236","60","ELIGIBLE","CONTINUATION","LONG","1741001089733","1741001092083","1741001089733","1741001092083","1741001092160","1741001096637","2427","150.0880000000","150.1050000000","150.1050000000","0.0913767326","0.0228441831","0.0365506930","150.0821558169","150.1415506930","1741001112215","150.0821558169","SL_FIRST","-1.000000000000","0.000000000000","1.269469773392","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741001929236","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_2","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001029236","60","ELIGIBLE","REVERSAL","SHORT","1741001089733","1741001092083","1741001089733","1741001092083","1741001092160","1741001096637","2427","150.0880000000","150.1050000000","150.0880000000","0.0913767326","0.0228441831","0.0365506930","150.1108441831","150.0514493070","1741001098002","150.1108441831","SL_FIRST","-1.000000000000","0.000000000000","1.006820854759","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741001929236","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_2","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001029236","120","ELIGIBLE","CONTINUATION","LONG","1741001149613","1741001150927","1741001149613","1741001150927","1741001150927","1741001156397","1314","150.0880000000","150.1060000000","150.1060000000","0.0887426803","0.0221856701","0.0354970721","150.0838143299","150.1414970721","1741001163179","150.0838143299","SL_FIRST","-1.000000000000","0.000000000000","1.126853501793","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741001929236","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_2","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741001029000_9","8","USDJPY","LONG","1741001029236","120","ELIGIBLE","REVERSAL","SHORT","1741001149613","1741001150927","1741001149613","1741001150927","1741001150927","1741001156397","1314","150.0880000000","150.1060000000","150.0880000000","0.0887426803","0.0221856701","0.0354970721","150.1101856701","150.0525029279","1741001275816","150.1101856701","SL_FIRST","-1.000000000000","0.000000000000","1.081779361721","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741001929236","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_3","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002079487","15","ELIGIBLE","CONTINUATION","SHORT","1741002094559","1741002094897","1741002094559","1741002094897","1741002095624","1741002101302","1065","150.2180000000","150.2350000000","150.2180000000","0.0855756809","0.0213939202","0.0342302724","150.2393939202","150.1837697276","1741002111518","150.2393939202","SL_FIRST","-1.000000000000","0.000000000000","1.028329532741","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741002979487","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_3","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002079487","15","ELIGIBLE","REVERSAL","LONG","1741002094559","1741002094897","1741002094559","1741002094897","1741002095624","1741002101302","1065","150.2180000000","150.2350000000","150.2350000000","0.0855756809","0.0213939202","0.0342302724","150.2136060798","150.2692302724","1741002125842","150.2136060798","SL_FIRST","-1.000000000000","0.000000000000","1.028329532741","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741002979487","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_3","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002079487","30","STALE_DECISION","CONTINUATION","SHORT","1741002110787","1741002110918","1741002110787","1741002110918","","","","","","","0.0855756809","","","","","","","PENDING","","","","","","","","1741002979487","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_3","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002079487","30","STALE_DECISION","REVERSAL","LONG","1741002110787","1741002110918","1741002110787","1741002110918","","","","","","","0.0855756809","","","","","","","PENDING","","","","","","","","1741002979487","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_3","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002079487","60","STALE_DECISION","CONTINUATION","SHORT","1741002140480","1741002141977","1741002140480","1741002141977","","","","","","","0.0855756809","","","","","","","PENDING","","","","","","","","1741002979487","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_3","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002079487","60","STALE_DECISION","REVERSAL","LONG","1741002140480","1741002141977","1741002140480","1741002141977","","","","","","","0.0855756809","","","","","","","PENDING","","","","","","","","1741002979487","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_3","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002079487","120","STALE_DECISION","CONTINUATION","SHORT","1741002200201","1741002201267","1741002200201","1741002201267","","","","","","","0.0855756809","","","","","","","PENDING","","","","","","","","1741002979487","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_3","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741002078000_12","11","USDJPY","SHORT","1741002079487","120","STALE_DECISION","REVERSAL","LONG","1741002200201","1741002201267","1741002200201","1741002201267","","","","","","","0.0855756809","","","","","","","PENDING","","","","","","","","1741002979487","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_4","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614311","15","STALE_DECISION","CONTINUATION","SHORT","1741013630067","1741013630431","1741013630067","1741013630431","","","","","","","0.0882135907","","","","","","","PENDING","","","","","","","","1741014514311","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_4","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614311","15","STALE_DECISION","REVERSAL","LONG","1741013630067","1741013630431","1741013630067","1741013630431","","","","","","","0.0882135907","","","","","","","PENDING","","","","","","","","1741014514311","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_4","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614311","30","ELIGIBLE","CONTINUATION","SHORT","1741013644328","1741013646298","1741013644328","1741013646298","1741013647098","1741013647821","2770","151.2320000000","151.2490000000","151.2320000000","0.0882135907","0.0220533977","0.0352854363","151.2540533977","151.1967145637","1741013701094","151.2540533977","SL_FIRST","-1.000000000000","0.000000000000","1.042923197162","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741014514311","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_4","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614311","30","ELIGIBLE","REVERSAL","LONG","1741013644328","1741013646298","1741013644328","1741013646298","1741013647098","1741013647821","2770","151.2320000000","151.2490000000","151.2490000000","0.0882135907","0.0220533977","0.0352854363","151.2269466023","151.2842854363","1741013698202","151.2269466023","SL_FIRST","-1.000000000000","0.000000000000","1.088267683995","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741014514311","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_4","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614311","60","STALE_DECISION","CONTINUATION","SHORT","1741013675242","1741013677226","1741013675242","1741013677226","","","","","","","0.0882135907","","","","","","","PENDING","","","","","","","","1741014514311","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_4","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614311","60","STALE_DECISION","REVERSAL","LONG","1741013675242","1741013677226","1741013675242","1741013677226","","","","","","","0.0882135907","","","","","","","PENDING","","","","","","","","1741014514311","tickshock-delayed-decision-v1"
