episode_id,event_id,market_cluster_id,symbol,shock_direction,t0_msc,checkpoint_seconds,checkpoint_status,action,action_direction,decision_quote_msc,decision_processing_msc,feature_max_source_msc,entry_eligible_msc,entry_quote_msc,entry_processing_msc,decision_to_entry_lag_ms,entry_bid,entry_ask,entry_price,atr_decision,risk_distance,tp_distance,sl,tp,exit_msc,exit_price,result,realized_r,mfe_r,mae_r,commission_r_0,net_r_commission_002,net_r_commission_005,net_r_commission_010,primary_deadline_msc,schema_version
"ts15n_delayed_decision_r2_202503_USDJPY_mh_4","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614311","120","ELIGIBLE","CONTINUATION","SHORT","1741013734328","1741013735573","1741013734328","1741013735573","1741013737559","1741013737614","3231","151.2240000000","151.2410000000","151.2240000000","0.0864840485","0.0216210121","0.0345936194","151.2456210121","151.1894063806","1741013747829","151.2456210121","SL_FIRST","-1.000000000000","0.000000000000","1.017528683737","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741014514311","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_4","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741013614250_15","13","USDJPY","SHORT","1741013614311","120","ELIGIBLE","REVERSAL","LONG","1741013734328","1741013735573","1741013734328","1741013735573","1741013737559","1741013737614","3231","151.2240000000","151.2410000000","151.2410000000","0.0864840485","0.0216210121","0.0345936194","151.2193789879","151.2755936194","1741013742408","151.2193789879","SL_FIRST","-1.000000000000","0.000000000000","1.017528683737","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741014514311","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_5","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014606129","15","ELIGIBLE","CONTINUATION","SHORT","1741014621252","1741014621815","1741014621252","1741014621815","1741014621907","1741014622338","655","151.2650000000","151.2810000000","151.2650000000","0.0850114630","0.0212528658","0.0340045852","151.2862528658","151.2309954148","1741014657520","151.2309954148","TP_FIRST","1.600000000000","1.693889211091","0.846944605546","1.600000000000","1.580000000000","1.550000000000","1.500000000000","1741015506129","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_5","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014606129","15","ELIGIBLE","REVERSAL","LONG","1741014621252","1741014621815","1741014621252","1741014621815","1741014621907","1741014622338","655","151.2650000000","151.2810000000","151.2810000000","0.0850114630","0.0212528658","0.0340045852","151.2597471342","151.3150045852","1741014626011","151.2597471342","SL_FIRST","-1.000000000000","0.000000000000","1.035154517891","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741015506129","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_5","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014606129","30","ELIGIBLE","CONTINUATION","SHORT","1741014636194","1741014638307","1741014636194","1741014638307","1741014638464","1741014638749","2270","151.2210000000","151.2390000000","151.2210000000","0.0850114630","0.0212528658","0.0340045852","151.2422528658","151.1869954148","1741014642994","151.2422528658","SL_FIRST","-1.000000000000","0.000000000000","1.270416908319","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741015506129","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_5","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014606129","30","ELIGIBLE","REVERSAL","LONG","1741014636194","1741014638307","1741014636194","1741014638307","1741014638464","1741014638749","2270","151.2210000000","151.2390000000","151.2390000000","0.0850114630","0.0212528658","0.0340045852","151.2177471342","151.2730045852","1741014653557","151.2177471342","SL_FIRST","-1.000000000000","0.000000000000","1.129259474062","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741015506129","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_5","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014606129","60","ELIGIBLE","CONTINUATION","SHORT","1741014666618","1741014666857","1741014666618","1741014666857","1741014667116","1741014667274","498","151.2070000000","151.2230000000","151.2070000000","0.0850114630","0.0212528658","0.0340045852","151.2282528658","151.1729954148","1741014669604","151.2282528658","SL_FIRST","-1.000000000000","0.000000000000","1.364521864491","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741015506129","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_5","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014606129","60","ELIGIBLE","REVERSAL","LONG","1741014666618","1741014666857","1741014666618","1741014666857","1741014667116","1741014667274","498","151.2070000000","151.2230000000","151.2230000000","0.0850114630","0.0212528658","0.0340045852","151.2017471342","151.2570045852","1741014697834","151.2570045852","TP_FIRST","1.600000000000","1.646836733006","0.752839649375","1.600000000000","1.580000000000","1.550000000000","1.500000000000","1741015506129","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_5","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014606129","120","ELIGIBLE","CONTINUATION","SHORT","1741014726256","1741014726888","1741014726256","1741014726888","1741014727076","1741014727832","820","151.2450000000","151.2620000000","151.2450000000","0.0850114630","0.0212528658","0.0340045852","151.2662528658","151.2109954148","1741014729558","151.2662528658","SL_FIRST","-1.000000000000","0.000000000000","1.082206995976","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741015506129","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_5","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741014606000_22","18","USDJPY","SHORT","1741014606129","120","ELIGIBLE","REVERSAL","LONG","1741014726256","1741014726888","1741014726256","1741014726888","1741014727076","1741014727832","820","151.2450000000","151.2620000000","151.2620000000","0.0850114630","0.0212528658","0.0340045852","151.2407471342","151.2960045852","1741014771971","151.2407471342","SL_FIRST","-1.000000000000","0.000000000000","1.364521864491","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741015506129","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_6","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015605674","15","ELIGIBLE","CONTINUATION","SHORT","1741015620821","1741015621382","1741015620821","1741015621382","1741015621442","1741015622891","621","151.1420000000","151.1600000000","151.1420000000","0.0895813354","0.0223953338","0.0358325341","151.1643953338","151.1061674659","1741015638248","151.1643953338","SL_FIRST","-1.000000000000","0.000000000000","1.160956125363","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741016505674","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_6","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015605674","15","ELIGIBLE","REVERSAL","LONG","1741015620821","1741015621382","1741015620821","1741015621382","1741015621442","1741015622891","621","151.1420000000","151.1600000000","151.1600000000","0.0895813354","0.0223953338","0.0358325341","151.1376046662","151.1958325341","1741015628759","151.1376046662","SL_FIRST","-1.000000000000","0.000000000000","1.071651808027","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741016505674","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_6","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015605674","30","STALE_DECISION","CONTINUATION","SHORT","1741015636207","1741015638160","1741015636207","1741015638160","","","","","","","0.0895813354","","","","","","","PENDING","","","","","","","","1741016505674","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_6","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015605674","30","STALE_DECISION","REVERSAL","LONG","1741015636207","1741015638160","1741015636207","1741015638160","","","","","","","0.0895813354","","","","","","","PENDING","","","","","","","","1741016505674","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_6","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015605674","60","ELIGIBLE","CONTINUATION","SHORT","1741015665885","1741015666042","1741015665885","1741015666042","1741015666123","1741015666503","238","151.1440000000","151.1630000000","151.1440000000","0.0895813354","0.0223953338","0.0358325341","151.1663953338","151.1081674659","1741015724282","151.1081674659","TP_FIRST","1.600000000000","1.607477712040","0.937695332023","1.600000000000","1.580000000000","1.550000000000","1.500000000000","1741016505674","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_6","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015605674","60","ELIGIBLE","REVERSAL","LONG","1741015665885","1741015666042","1741015665885","1741015666042","1741015666123","1741015666503","238","151.1440000000","151.1630000000","151.1630000000","0.0895813354","0.0223953338","0.0358325341","151.1406046662","151.1988325341","1741015672772","151.1406046662","SL_FIRST","-1.000000000000","0.000000000000","1.071651808027","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741016505674","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_6","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015605674","120","ELIGIBLE","CONTINUATION","SHORT","1741015725691","1741015726531","1741015725691","1741015726531","1741015726993","1741015728566","1302","151.0870000000","151.1030000000","151.0870000000","0.0895813354","0.0223953338","0.0358325341","151.1093953338","151.0511674659","1741015728369","151.1093953338","SL_FIRST","-1.000000000000","0.000000000000","1.026999649360","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741016505674","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_6","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741015603500_39","32","USDJPY","SHORT","1741015605674","120","ELIGIBLE","REVERSAL","LONG","1741015725691","1741015726531","1741015725691","1741015726531","1741015726993","1741015728566","1302","151.0870000000","151.1030000000","151.1030000000","0.0895813354","0.0223953338","0.0358325341","151.0806046662","151.1388325341","1741015794969","151.0806046662","SL_FIRST","-1.000000000000","0.491173745345","1.026999649359","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741016505674","tickshock-delayed-decision-v1"
"ts15n_delayed_decision_r2_202503_USDJPY_mh_7","ts15n_delayed_decision_r2_202503_USDJPY_TAIL_V1_PERSISTENT_stat_w250_1741016712500_47","39","USDJPY","LONG","1741016712702","15","ELIGIBLE","CONTINUATION","LONG","1741016727902","1741016729818","1741016727902","1741016729818","1741016730778","1741016730934","2876","151.0660000000","151.0840000000","151.0840000000","0.0883069039","0.0220767260","0.0353227615","151.0619232740","151.1193227615","1741016731601","151.0619232740","SL_FIRST","-1.000000000000","0.000000000000","1.041821148370","-1.000000000000","-1.020000000000","-1.050000000000","-1.100000000000","1741017612702","tickshock-delayed-decision-v1"
