run_id,stage,count
"full2025_b_wave2_start_first_close","symbols_scanned","445734"
"full2025_b_wave2_start_first_close","parent_anchor_states_available","4535"
"full2025_b_wave2_start_first_close","parent_flips_detected","4535"
"full2025_b_wave2_start_first_close","parent_wave1_confirmed","4535"
"full2025_b_wave2_start_first_close","parent_wave2_pending","4511"
"full2025_b_wave2_start_first_close","parent_wave2_started_first_close","4504"
"full2025_b_wave2_start_first_close","parent_wave2_started_confirmed_pivot","0"
"full2025_b_wave2_start_first_close","parent_wave2_started_child_trend","0"
"full2025_b_wave2_start_first_close","child_countertrend_confirmed","4349"
"full2025_b_wave2_start_first_close","child_anchor_created","3935"
"full2025_b_wave2_start_first_close","child_anchor_updated","4259"
"full2025_b_wave2_start_first_close","child_flip_detected","3197"
"full2025_b_wave2_start_first_close","fresh_first_flip_signal","3189"
"full2025_b_wave2_start_first_close","valid_candidate","0"
"full2025_b_wave2_start_first_close","signal_reserved","0"
"full2025_b_wave2_start_first_close","portfolio_selected","0"
"full2025_b_wave2_start_first_close","trades_taken","0"
"full2025_b_wave2_start_first_close","candidate_invalid","0"
"full2025_b_wave2_start_first_close","position_cap_reject","0"
"full2025_b_wave2_start_first_close","risk_reject","0"
"full2025_b_wave2_start_first_close","order_failure","0"
"full2025_b_wave2_start_first_close","expired","3047"
"full2025_b_wave2_start_first_close","parent_invalidated","77"
"full2025_b_wave2_start_first_close","signals_consumed","3047"
